  PLAYER TEAM AGE GP W L MIN OFFRTG DEFRTG NETRTG AST% AST/TO AST RATIO OREB% DREB% REB% TO RATIO EFG% TS% USG% PACE PIE POSS
146 Isaac Okoro CLE 23 58 36 22 27.3 113.3 110.0 3.3 10.0 2.52 18.5 3.8 7.5 5.7 7.3 58.1 60.3 13.9 98.77 7.2 3240
146 Jabari Walker POR 21 58 16 42 22.0 108.7 117.0 -8.4 5.8 0.93 9.2 8.5 21.4 14.5 9.9 50.8 55.4 16.1 98.70 9.3 2621
146 Jaren Jackson Jr. MEM 24 58 19 39 32.1 106.9 112.8 -5.9 12.6 0.91 9.0 3.6 13.8 8.5 9.9 50.1 55.9 29.9 100.05 11.2 3870
146 Kris Dunn UTA 30 58 25 33 18.6 118.8 117.5 1.3 25.2 3.20 39.2 3.8 10.8 7.3 12.3 54.5 55.4 13.1 103.30 8.0 2319
146 Marcus Sasser DET 23 58 10 48 16.5 109.9 116.4 -6.5 27.1 2.84 28.5 0.7 9.4 4.9 10.0 54.3 56.5 19.0 102.66 9.3 2052
146 Nic Claxton BKN 24 58 21 37 29.6 107.9 114.0 -6.1 10.8 1.74 16.1 8.4 24.1 16.0 9.3 62.8 63.2 15.7 99.08 13.1 3527
146 Nick Richards CHA 26 58 12 46 26.6 106.1 117.5 -11.4 4.4 0.72 9.0 10.0 21.8 15.8 12.5 68.6 71.1 13.2 98.13 10.8 3143
146 Russell Westbrook LAC 35 58 38 20 22.6 116.5 113.7 2.9 27.6 2.17 25.5 6.1 15.5 11.0 11.8 48.4 51.1 23.6 102.41 11.1 2793
146 Tyrese Maxey PHI 23 58 36 22 37.3 119.1 114.6 4.5 25.5 3.57 20.5 1.5 8.5 5.0 5.7 52.6 57.6 27.2 98.97 12.8 4464
159 Andrew Wiggins GSW 29 57 28 29 26.9 115.2 118.0 -2.8 8.9 1.45 11.6 5.4 9.7 7.6 8.0 50.9 53.9 19.9 101.19 7.3 3226
159 Bam Adebayo MIA 26 57 32 25 34.6 110.0 110.0 0.0 19.0 1.68 16.5 6.7 24.0 15.3 9.8 51.6 56.7 25.2 97.83 14.9 4018
159 Cade Cunningham DET 22 57 8 49 33.6 110.0 117.8 -7.8 35.6 2.19 24.3 1.5 11.3 6.3 11.1 50.2 54.7 29.1 100.84 12.3 4024
159 Jaden McDaniels MIN 23 57 38 19 29.0 114.5 109.8 4.7 6.7 1.16 12.1 2.8 7.3 5.1 10.4 55.5 56.9 15.5 97.38 5.3 3350
159 Jae'Sean Tate HOU 28 57 26 31 16.7 110.5 105.5 5.0 8.3 1.93 18.5 5.4 13.0 9.1 9.6 51.9 53.5 11.2 101.63 5.8 1999
159 Jaxson Hayes LAL 23 57 31 26 11.7 109.5 114.1 -4.5 4.9 0.77 11.3 8.0 14.1 11.3 14.6 69.9 69.8 12.1 102.32 7.5 1418
159 Jordan Hawkins NOP 21 57 34 23 19.0 113.8 114.6 -0.8 8.6 1.74 11.6 2.4 10.1 6.2 6.7 50.7 54.0 19.2 100.70 7.0 2289
159 Miles Bridges CHA 25 57 14 43 37.6 107.2 118.7 -11.6 14.7 1.67 13.8 2.6 18.1 10.1 8.2 52.3 55.2 24.4 98.92 11.4 4415
159 T.J. McConnell IND 31 57 31 26 17.8 116.9 114.6 2.2 39.9 3.66 36.2 3.0 12.8 7.8 9.9 55.8 57.6 21.5 103.94 14.9 2195
168 Al Horford BOS 37 56 44 12 26.8 120.1 108.6 11.5 12.8 3.82 27.0 4.9 18.1 11.8 7.1 62.7 63.9 11.6 99.24 10.4 3102
168 Bruce Brown TOR 27 56 25 31 28.3 117.6 119.6 -2.1 12.5 2.45 20.5 2.8 13.0 7.9 8.4 51.3 55.8 16.0 103.35 7.7 3413
168 Davion Mitchell SAC 25 56 33 23 13.7 106.7 114.5 -7.7 17.1 2.97 27.1 1.2 7.0 4.0 9.1 53.3 54.9 14.0 101.32 5.6 1618
168 Zach Collins SAS 26 56 12 44 22.7 106.5 118.8 -12.3 18.9 1.44 19.3 7.2 15.6 11.3 13.4 52.9 56.2 22.0 102.45 8.9 2713
168 Zion Williamson NOP 23 56 34 22 30.9 114.4 111.3 3.1 25.8 2.01 19.7 5.8 12.5 9.2 9.8 58.4 61.8 27.8 101.89 14.9 3679
173 Amir Coffey LAC 26 55 37 18 19.1 115.8 118.9 -3.1 6.7 2.16 15.9 2.0 8.2 5.1 7.4 60.8 64.3 11.4 101.05 6.2 2216
173 Caris LeVert CLE 29 55 33 22 28.2 114.7 110.7 3.9 25.9 3.28 25.2 1.9 11.5 6.7 7.7 48.1 51.4 22.6 100.11 10.5 3242
173 Eric Gordon PHX 35 55 32 23 29.3 116.7 114.1 2.6 10.2 1.86 16.2 1.1 5.4 3.4 8.7 57.4 58.9 16.5 100.57 7.2 3374
173 Ivica Zubac LAC 27 55 33 22 26.4 117.4 112.2 5.2 7.4 1.14 12.3 11.9 22.8 17.6 10.8 65.4 67.2 16.1 97.06 12.0 2937
173 Jaylin Williams OKC 21 55 39 16 12.4 116.4 106.4 10.0 13.6 3.43 25.6 4.4 21.1 13.0 7.5 51.4 54.2 13.0 100.94 8.9 1438
173 Kenrich Williams OKC 29 55 40 15 14.0 117.5 106.2 11.3 11.3 3.40 23.2 6.0 14.3 10.3 6.8 55.8 55.3 12.5 101.08 7.5 1613
173 Malachi Flynn DET 25 55 26 29 11.1 105.1 113.1 -8.0 21.4 2.12 26.3 1.9 10.8 6.2 12.4 49.2 52.1 16.8 100.51 7.5 1275
173 Naji Marshall NOP 26 55 36 19 19.0 116.5 108.3 8.2 14.3 1.95 21.6 4.7 13.8 9.4 11.1 54.3 58.1 16.2 101.52 9.2 2201
173 Santi Aldama MEM 23 55 21 34 26.0 106.2 113.4 -7.1 13.6 1.92 16.8 4.2 16.9 10.3 8.8 52.1 53.2 18.2 98.06 9.8 2919
173 Tyrese Haliburton IND 24 55 31 24 32.3 121.7 116.9 4.8 46.4 4.72 37.1 1.7 10.1 5.9 7.9 57.0 60.5 24.3 104.10 15.9 3850
173 Walker Kessler UTA 22 55 26 29 23.4 111.7 115.0 -3.3 5.3 0.87 10.7 11.0 19.6 15.4 12.2 65.1 65.0 12.8 101.13 10.9 2714
184 Andrew Nembhard IND 24 54 32 22 24.1 115.0 114.0 1.0 22.2 2.57 30.3 2.4 6.1 4.2 11.8 54.5 56.0 16.8 101.79 7.6 2753
184 Dean Wade CLE 27 54 36 18 20.5 111.9 103.5 8.3 5.2 2.15 14.0 3.3 15.4 9.4 6.5 58.4 59.8 10.1 99.94 7.3 2300
184 Devin Booker PHX 27 54 33 21 35.9 120.5 114.7 5.8 29.5 2.76 21.9 2.2 10.2 6.4 7.9 54.5 60.6 29.1 100.19 14.4 4056
184 Dwight Powell DAL 32 54 32 22 14.0 117.9 114.3 3.6 12.7 2.66 32.0 10.8 13.4 12.1 12.0 69.9 73.4 9.0 102.52 8.0 1610
184 Goga Bitadze ORL 24 54 29 25 16.9 113.2 109.3 3.9 11.5 1.88 21.8 11.0 18.6 14.7 11.6 61.3 63.4 12.5 97.52 11.5 1845
184 Jerami Grant POR 30 54 17 37 33.9 107.8 117.5 -9.6 13.8 1.31 12.2 1.9 8.7 5.2 9.3 51.6 57.3 25.5 98.26 10.0 3751
184 Joe Ingles ORL 36 54 35 19 17.2 115.2 111.9 3.3 21.7 3.27 39.3 2.0 10.7 6.4 12.0 57.9 60.1 11.3 99.46 8.0 1938
184 Jordan Clarkson UTA 31 54 22 32 30.5 114.3 119.8 -5.5 24.5 1.91 20.7 2.9 8.2 5.5 10.9 47.3 52.4 25.7 100.82 9.2 3468
184 Josh Green DAL 23 54 31 23 26.6 118.3 118.9 -0.7 11.0 2.19 22.3 2.7 9.4 6.1 10.2 59.3 60.4 12.9 101.42 6.5 3023
184 Josh Okogie PHX 25 54 33 21 17.1 113.3 110.9 2.3 9.1 1.88 18.3 7.8 8.1 8.0 9.8 48.5 54.9 12.4 100.94 6.8 1937
184 Kelly Oubre Jr. PHI 28 54 30 24 29.5 114.1 116.0 -1.9 6.1 1.06 7.6 4.3 11.5 7.7 7.2 50.0 53.6 21.3 99.33 7.4 3281
184 Max Christie LAL 21 54 28 26 15.6 109.1 111.8 -2.7 8.3 1.56 16.9 1.5 12.2 7.2 10.8 51.7 54.8 13.0 104.10 6.0 1832
184 Miles McBride NYK 23 54 33 21 15.1 104.6 107.6 -3.0 14.7 3.43 18.0 2.0 5.3 3.6 5.3 54.9 56.4 17.3 95.72 8.0 1618
184 Rui Hachimura LAL 26 54 29 25 25.8 115.4 113.9 1.5 5.8 1.51 9.0 3.1 10.9 7.2 5.9 59.7 61.4 18.3 101.90 8.8 2965
198 Cam Thomas BKN 22 53 18 35 30.2 111.7 115.9 -4.2 14.7 1.54 11.5 1.4 8.9 5.0 7.5 50.2 54.9 29.4 100.28 10.2 3355
198 Duop Reath POR 27 53 15 38 17.7 111.8 117.5 -5.7 9.0 1.23 10.6 7.6 13.2 10.2 8.6 56.3 58.3 20.0 98.35 8.4 1913
198 Onyeka Okongwu ATL 23 53 23 30 25.8 118.5 118.1 0.4 7.0 1.58 13.8 10.0 16.8 13.3 8.7 64.1 67.5 13.3 103.42 9.4 2942
198 RJ Barrett TOR 23 53 24 29 31.6 114.1 116.8 -2.7 15.3 1.60 14.5 2.6 13.7 8.1 9.1 54.2 57.5 25.2 101.27 10.5 3526
198 Trayce Jackson-Davis GSW 24 53 29 24 14.1 114.1 113.0 1.2 10.8 1.60 15.7 11.6 16.8 14.2 9.8 70.9 70.0 16.3 100.96 13.0 1578
198 Zeke Nnaji DEN 23 53 37 16 9.8 102.2 114.9 -12.8 8.4 1.11 13.6 10.3 9.5 9.9 12.3 46.7 52.2 15.4 98.87 6.1 1063
204 Cameron Johnson BKN 28 52 19 33 27.7 112.5 115.3 -2.7 13.1 2.46 16.3 3.3 12.5 7.6 6.6 56.4 58.7 19.2 98.61 9.8 2976
204 Daniel Theis LAC 31 52 35 17 16.7 116.4 114.8 1.5 8.2 1.51 14.9 8.6 14.2 11.4 9.8 56.6 58.5 14.9 99.61 7.8 1810
204 Dennis Smith Jr. BKN 26 52 19 33 19.5 110.6 109.9 0.7 27.3 3.11 31.7 4.8 11.1 7.9 10.2 47.6 50.2 17.5 98.69 9.1 2066
204 Doug McDermott IND 32 52 14 38 14.7 109.2 120.6 -11.5 10.4 2.44 18.4 1.1 5.4 3.2 7.5 59.4 59.6 14.6 103.45 5.4 1664
204 Dyson Daniels NOP 21 52 30 22 21.9 116.3 111.2 5.1 15.2 2.62 29.1 4.5 12.0 8.3 11.1 50.0 51.8 12.3 100.38 7.6 2369
204 Jalen Duren DET 20 52 12 40 29.9 110.3 117.7 -7.4 12.6 1.23 17.0 10.9 28.2 19.5 13.8 63.2 66.0 17.6 101.05 13.8 3260
204 Jamal Murray DEN 27 52 38 14 32.0 119.2 112.0 7.3 29.8 3.19 24.9 2.2 10.3 6.4 7.8 54.7 57.9 26.8 97.89 13.4 3398
204 John Konchar MEM 27 52 17 35 20.6 105.4 111.8 -6.3 13.1 2.33 28.7 5.8 16.6 10.9 12.4 52.3 54.4 9.9 98.80 8.4 2202
204 Vince Williams Jr. MEM 23 52 18 34 27.6 108.4 111.4 -3.0 17.7 1.90 25.0 3.9 16.3 9.9 13.1 55.0 59.7 15.5 99.07 9.6 2964
213 CJ McCollum NOP 32 51 34 17 31.3 116.2 112.2 3.9 19.9 2.78 20.2 1.7 11.9 6.9 7.3 56.6 58.6 23.4 99.90 11.4 3337
213 Caleb Houstan ORL 21 51 27 24 14.0 109.5 111.9 -2.5 5.4 1.80 11.8 3.3 7.1 5.2 6.6 55.9 57.8 12.2 96.27 5.0 1438
213 Day'Ron Sharpe BKN 22 51 20 31 15.5 115.3 109.2 6.1 13.7 1.34 17.6 15.8 23.4 19.6 13.1 59.9 61.4 18.2 99.63 13.4 1635
213 Garrison Mathews ATL 27 51 23 28 13.4 110.6 114.3 -3.7 4.6 1.60 13.2 2.0 8.1 5.0 8.2 64.0 65.3 9.7 102.03 3.8 1448
213 Haywood Highsmith MIA 27 51 30 21 19.4 110.4 110.7 -0.2 6.9 1.85 15.0 4.2 9.4 6.8 8.2 53.2 55.0 12.0 98.19 5.4 2011
213 JT Thor CHA 21 51 12 39 12.4 106.3 111.5 -5.3 4.4 1.54 10.5 5.7 12.5 8.9 6.8 45.0 45.6 11.2 100.55 4.7 1325
213 Keita Bates-Diop BKN 28 51 29 22 12.9 108.9 113.6 -4.6 8.3 2.47 15.8 5.0 11.7 8.5 6.4 49.7 53.1 12.9 98.91 7.7 1354
213 Lauri Markkanen UTA 26 51 22 29 32.9 118.7 117.2 1.5 9.0 1.54 9.4 6.6 17.8 12.2 6.1 58.3 63.4 23.7 102.67 13.5 3586
213 Moses Moody GSW 21 51 27 24 17.8 112.7 110.9 1.8 6.0 1.06 8.7 5.5 11.2 8.2 8.2 53.3 56.4 17.7 101.51 8.7 1924
213 Quentin Grimes DET 23 51 32 19 20.1 108.1 109.1 -0.9 9.4 2.36 15.0 1.3 8.0 4.6 6.3 49.5 51.6 15.5 97.78 5.9 2079
213 Trae Young ATL 25 51 22 29 36.5 116.3 118.9 -2.6 43.3 2.51 28.7 1.1 6.3 3.6 11.4 51.2 58.1 29.2 104.91 13.2 4066
213 Ziaire Williams MEM 22 51 20 31 20.3 102.5 112.4 -9.9 11.8 1.14 13.6 3.1 13.8 8.2 12.0 47.4 51.1 19.2 100.40 7.4 2156
225 Bryce McGowens CHA 21 50 9 41 15.8 104.6 116.6 -12.0 8.4 1.77 15.5 2.0 9.8 5.8 8.8 53.1 57.5 13.8 99.39 5.8 1637
225 Caleb Martin MIA 28 50 28 22 27.4 113.2 112.1 1.2 11.0 1.73 16.4 4.5 12.7 8.6 9.5 53.1 55.8 16.8 96.77 8.1 2761
225 Chris Boucher TOR 31 50 16 34 14.1 116.0 113.6 2.4 4.4 0.82 7.5 8.4 20.2 14.2 9.1 57.8 62.5 16.7 99.35 10.6 1456
225 Christian Wood LAL 28 50 28 22 17.4 109.9 109.9 0.0 7.9 0.98 12.1 4.8 22.6 14.4 12.3 53.2 56.8 17.3 101.73 10.1 1849
225 Isaiah Jackson IND 22 50 30 20 13.0 112.6 112.6 0.0 8.3 1.14 12.5 11.4 19.1 15.2 11.0 66.7 69.1 17.2 105.28 12.3 1426
225 Jakob Poeltl TOR 28 50 21 29 26.4 113.6 114.2 -0.6 13.1 1.65 20.3 11.0 21.4 16.2 12.3 65.6 65.3 16.0 100.54 11.7 2763
225 Jalen Johnson ATL 22 50 25 25 34.0 114.1 115.5 -1.3 14.8 2.02 18.8 3.5 20.7 12.0 9.3 56.6 58.8 18.0 103.64 11.5 3673
225 KJ Martin PHI 23 50 26 24 11.6 111.2 112.9 -1.7 8.7 1.48 17.5 4.2 11.6 7.8 11.8 57.0 57.6 12.5 101.64 5.5 1219
225 Terry Rozier MIA 30 50 16 34 34.1 109.6 119.1 -9.6 28.8 3.41 23.9 1.8 11.0 6.2 7.0 50.8 55.0 25.2 98.80 11.8 3504
234 Andre Jackson Jr. MIL 22 49 30 19 10.4 113.9 119.6 -5.6 11.5 2.00 28.2 7.7 11.8 9.7 14.1 61.2 62.3 9.6 102.59 4.6 1090
234 Dereck Lively II DAL 20 49 29 20 24.2 121.1 116.1 4.9 6.0 1.12 13.7 10.9 17.3 14.2 12.2 75.4 73.5 12.3 101.03 9.9 2500
234 Donovan Mitchell CLE 27 49 33 16 35.4 116.1 107.4 8.7 27.1 2.11 19.2 2.5 11.9 7.3 9.1 55.2 60.0 30.6 99.96 15.6 3620
234 Luke Kornet BOS 28 49 38 11 15.2 119.2 110.1 9.1 8.6 2.47 19.1 11.7 13.2 12.4 7.7 68.8 72.6 11.3 97.64 11.1 1502
234 Sam Merrill CLE 27 49 32 17 16.9 111.5 110.0 1.5 15.0 6.07 20.4 2.1 9.5 5.8 3.4 59.5 60.6 17.2 98.28 9.5 1708
234 Trendon Watford BKN 23 49 19 30 11.5 112.1 114.0 -1.9 14.9 1.60 17.4 6.9 15.3 11.1 10.9 56.6 61.3 19.6 99.52 10.9 1164
234 Trey Lyles SAC 28 49 29 20 19.8 118.2 112.3 5.9 7.2 1.77 14.7 4.9 17.0 11.0 8.3 58.2 60.2 13.7 101.25 8.2 2040
241 Amen Thompson HOU 21 48 21 27 20.0 109.1 109.1 0.0 15.8 1.61 20.6 8.2 19.0 13.3 12.8 54.0 56.7 17.2 104.09 11.3 2076
241 Jalen Smith IND 24 48 28 20 17.8 118.7 118.5 0.2 8.1 1.37 11.8 9.2 22.1 15.5 8.7 69.5 70.4 18.6 102.98 12.7 1816
241 James Wiseman DET 22 48 7 41 14.9 107.2 117.7 -10.5 7.6 0.88 12.1 9.8 20.8 15.2 13.8 65.8 66.9 15.1 104.22 9.9 1542
241 Jordan Goodwin MEM 25 48 26 22 16.3 105.3 110.5 -5.1 22.1 2.65 25.6 6.5 12.7 9.6 9.6 43.0 45.5 17.7 98.62 8.9 1608
241 Kyle Lowry PHI 37 48 25 23 28.2 111.0 112.5 -1.5 21.6 2.96 33.6 2.2 10.5 6.2 11.4 54.7 58.0 13.0 97.08 7.8 2737
241 Larry Nance Jr. NOP 31 48 28 20 18.9 112.1 107.4 4.7 11.8 1.98 24.8 7.9 18.5 13.3 12.6 64.1 66.4 11.2 100.84 10.5 1902
241 Scoot Henderson POR 20 48 16 32 26.8 108.5 120.2 -11.7 27.2 1.60 22.7 2.9 8.5 5.5 14.1 42.5 48.1 25.0 99.48 6.0 2661
248 Blake Wesley SAS 21 47 12 35 13.3 104.9 114.4 -9.5 27.2 3.60 37.0 1.9 7.5 4.6 10.3 51.6 54.9 14.0 103.95 7.2 1360
248 Gradey Dick TOR 20 47 16 31 18.4 105.4 118.4 -13.0 9.4 1.73 14.7 2.4 8.3 5.2 8.5 52.5 54.7 15.6 102.31 5.9 1845
248 Jimmy Butler MIA 34 47 24 23 34.1 115.7 111.7 4.0 22.0 2.74 20.3 5.9 10.5 8.2 7.4 53.6 62.3 24.1 97.68 14.6 3262
248 Kevin Love MIA 35 47 26 21 17.5 115.0 109.3 5.7 19.2 2.76 21.2 5.9 29.1 17.4 7.7 56.4 60.6 20.3 99.43 14.4 1697
248 Kris Murray POR 23 47 10 37 17.8 108.5 110.7 -2.2 9.3 1.60 17.6 5.0 11.3 8.0 11.0 46.0 47.9 13.1 98.65 6.1 1717
248 Lonnie Walker IV BKN 25 47 20 27 17.7 115.3 112.7 2.6 11.1 1.38 11.5 1.1 10.7 5.9 8.3 55.6 57.3 23.8 100.87 9.4 1762
248 Vasilije Micic CHA 30 47 30 17 17.2 112.4 108.9 3.5 29.2 2.49 33.2 1.3 6.0 3.8 13.4 49.8 53.4 19.1 98.19 8.3 1656
255 Chris Duarte SAC 26 46 27 19 12.8 112.5 113.7 -1.2 8.2 1.85 15.9 3.2 11.9 7.4 8.6 50.0 52.6 14.0 99.39 5.3 1209
255 Jonathan Isaac ORL 26 46 29 17 15.1 112.4 101.8 10.6 4.0 0.83 6.5 8.5 19.7 14.3 7.9 56.8 59.6 16.6 98.74 13.5 1424
255 Jose Alvarado NOP 25 46 31 15 17.5 117.8 104.6 13.2 15.3 2.60 21.4 1.9 9.5 5.8 8.2 52.0 53.8 17.2 100.39 8.3 1673
255 Julius Randle NYK 29 46 29 17 35.4 119.7 113.8 6.0 21.7 1.44 16.9 5.9 19.8 12.8 11.7 51.8 56.9 28.7 98.84 13.4 3364
255 Kristaps Porzingis BOS 28 46 35 11 29.8 121.4 109.5 11.9 9.3 1.22 10.2 5.7 16.0 11.2 8.4 59.4 65.4 24.6 101.10 13.7 2897
255 Kyrie Irving DAL 31 46 28 18 34.3 119.6 115.6 4.1 23.4 3.03 18.8 2.2 12.0 7.1 6.2 56.6 60.0 27.6 101.22 14.5 3324
255 Landry Shamet WAS 27 46 6 40 15.8 109.3 119.2 -9.9 10.4 1.80 14.4 2.1 6.5 4.2 8.0 52.7 55.6 18.1 103.63 5.8 1571
255 Nicolas Batum PHI 35 46 27 19 24.6 119.3 112.9 6.4 11.0 3.45 30.7 5.0 11.1 8.0 8.9 60.3 61.3 8.5 98.78 6.4 2327
263 AJ Green MIL 24 45 31 14 10.3 115.4 115.5 -0.1 8.2 3.86 13.9 1.7 9.9 5.9 3.6 60.6 62.6 15.8 99.35 7.3 958
263 Dalen Terry CHI 21 45 21 24 10.0 113.7 110.9 2.8 15.0 2.39 28.9 3.6 13.3 8.4 12.1 46.9 50.0 12.4 99.32 5.9 933
263 Deandre Ayton POR 25 45 12 33 32.3 108.3 115.2 -6.9 8.4 0.91 9.9 9.9 24.8 17.2 10.8 58.2 59.9 19.8 97.85 13.8 2964
263 Isaiah Stewart DET 22 45 9 36 31.2 110.6 114.4 -3.8 6.9 1.09 13.0 5.3 16.0 10.7 11.9 57.3 59.8 14.4 100.62 8.0 2943
263 MarJon Beauchamp MIL 23 45 29 16 13.1 113.6 115.0 -1.4 6.7 1.11 13.3 3.8 12.0 8.1 12.0 56.8 58.3 13.8 103.37 6.0 1269
263 Mo Bamba PHI 25 45 23 22 12.1 107.8 110.9 -3.1 8.5 0.91 13.9 10.0 20.8 15.2 15.2 53.8 55.5 15.0 97.52 8.9 1106
269 Gary Harris ORL 29 44 29 15 23.4 113.9 109.6 4.3 9.5 3.13 20.1 2.0 5.4 3.7 6.4 57.9 59.7 12.0 98.76 6.2 2114
269 Justin Holiday DEN 34 44 28 16 14.5 113.7 111.8 1.8 9.7 5.00 24.9 1.0 7.4 4.2 5.0 60.1 60.4 10.1 100.03 5.7 1326
269 Khris Middleton MIL 32 44 28 16 26.2 120.3 113.8 6.4 26.3 2.45 25.7 2.4 12.7 7.8 10.5 56.2 59.2 23.2 102.87 11.6 2480
269 Marvin Bagley III WAS 25 44 4 40 21.2 110.7 117.8 -7.1 8.6 1.02 10.4 12.2 16.9 14.5 10.2 58.2 61.6 20.4 103.11 11.4 2002
269 OG Anunoby NYK 26 44 26 18 34.1 117.7 107.2 10.5 8.8 1.41 13.9 2.8 9.5 6.2 9.8 58.0 60.0 17.3 99.16 8.4 3099
269 Oshae Brissett BOS 25 44 37 7 11.2 117.5 106.8 10.7 9.1 2.50 17.9 8.5 15.1 11.8 7.1 50.0 54.6 13.3 101.12 8.0 1032
269 Seth Curry CHA 33 44 25 19 14.0 110.6 107.5 3.1 10.0 2.10 15.9 2.8 7.8 5.3 7.6 48.5 51.9 15.9 100.77 6.7 1301
269 Shake Milton NYK 27 44 29 15 12.7 104.0 109.9 -5.9 14.5 1.81 18.9 2.3 9.5 5.9 10.5 44.4 49.4 17.5 103.77 6.3 1216
269 Troy Brown Jr. DET 24 44 28 16 11.2 109.5 114.0 -4.5 11.9 2.00 19.3 3.2 13.7 8.6 9.6 55.2 58.3 14.8 101.90 8.2 1053
278 Anfernee Simons POR 24 43 11 32 34.7 110.0 120.2 -10.2 26.7 1.96 19.5 1.4 9.8 5.3 10.0 52.4 56.9 27.9 97.95 11.1 3050
278 Ben Sheppard IND 22 43 23 20 12.6 118.1 115.4 2.8 6.7 4.00 15.9 1.6 10.4 5.8 4.0 53.0 55.5 12.4 105.55 5.1 1191
278 Craig Porter Jr. CLE 24 43 27 16 13.4 112.6 112.7 -0.2 26.3 2.50 27.8 3.7 14.1 9.0 11.1 54.3 57.0 20.6 97.19 11.6 1170
278 Danilo Gallinari MIL 35 43 14 29 13.2 111.2 119.9 -8.7 12.9 3.00 18.4 3.2 15.1 9.0 6.1 51.4 59.9 17.1 101.50 9.3 1209
278 Darius Garland CLE 24 43 25 18 33.2 113.3 110.4 2.9 28.6 2.00 24.5 1.4 6.0 3.8 12.3 53.9 57.9 25.1 98.87 10.9 2947
278 De'Andre Hunter ATL 26 43 20 23 28.4 117.6 118.4 -0.8 6.4 0.95 8.7 1.8 11.2 6.4 9.1 57.3 62.1 19.9 101.80 8.4 2590
278 Ish Smith CHA 35 43 6 37 17.2 101.7 119.2 -17.5 26.8 3.09 41.2 1.4 9.4 5.1 13.4 43.0 43.5 11.9 100.59 5.7 1549
278 Josh Richardson MIA 30 43 24 19 25.6 108.7 113.7 -5.0 14.4 2.92 20.7 1.7 9.4 5.6 7.1 53.9 57.3 15.9 98.56 8.0 2267
278 Patrick Williams CHI 22 43 19 24 27.3 114.3 115.5 -1.2 7.7 1.16 12.9 3.9 10.5 7.1 11.1 52.5 55.3 16.3 97.59 6.6 2393
278 Talen Horton-Tucker UTA 23 43 12 31 19.6 112.8 117.8 -5.0 28.1 2.82 25.1 2.2 9.7 5.9 8.9 45.9 50.3 23.0 100.32 9.3 1760
288 Bojan Bogdanovic NYK 34 42 10 32 29.5 109.6 122.3 -12.8 10.6 1.00 10.7 1.4 9.3 5.3 10.7 54.9 58.2 24.1 100.01 8.3 2584
288 Chris Paul GSW 38 42 22 20 26.9 113.4 111.6 1.8 34.8 6.10 42.2 1.3 12.5 6.9 6.9 51.9 54.5 14.7 100.32 11.9 2373
288 Dante Exum DAL 28 42 25 17 19.2 122.0 113.6 8.4 18.6 3.43 28.2 2.5 10.6 6.7 8.2 62.4 64.8 15.9 102.03 10.0 1711
288 Kessler Edwards SAC 23 42 26 16 4.6 98.3 103.3 -5.0 6.9 9.00 13.4 2.3 13.0 7.4 1.5 51.9 53.0 12.1 103.86 6.7 417
288 Killian Hayes DET 22 42 7 35 24.0 106.5 117.6 -11.1 26.8 4.02 36.8 1.1 10.7 5.9 9.2 45.2 47.4 14.7 102.49 7.7 2149
288 Mike Muscala OKC 32 42 11 31 12.6 107.3 115.5 -8.2 8.6 1.89 16.4 5.7 14.1 9.9 8.7 44.8 47.2 13.6 102.77 5.1 1136
288 Nick Smith Jr. CHA 19 42 8 34 15.0 102.3 115.4 -13.1 13.3 1.55 15.6 2.5 7.3 4.7 10.1 49.8 50.9 19.2 97.38 5.1 1271
288 Trey Murphy III NOP 23 42 27 15 27.5 116.0 106.4 9.6 10.3 4.20 14.3 2.4 12.5 7.6 3.4 58.3 60.8 18.5 99.75 11.0 2402
296 Draymond Green GSW 34 41 24 17 26.7 115.8 112.4 3.3 28.4 2.44 37.7 4.7 20.3 12.6 15.4 56.7 59.2 15.3 103.39 10.9 2365
296 Jaden Springer BOS 21 41 26 15 10.1 108.1 114.6 -6.5 12.9 1.20 17.1 6.6 8.8 7.7 14.2 41.1 46.5 17.5 100.38 4.7 862
296 Jock Landale HOU 28 41 19 22 10.3 109.7 100.9 8.8 11.0 2.33 20.2 12.0 10.5 11.2 8.7 46.8 51.8 12.9 103.16 8.1 907
296 Jordan McLaughlin MIN 27 41 25 16 9.6 105.1 99.0 6.0 25.4 5.36 38.9 2.9 9.8 6.3 7.3 56.6 57.1 12.4 103.15 11.2 851
296 Julian Strawther DEN 21 41 28 13 12.1 105.2 117.1 -11.9 12.1 2.47 15.6 0.7 9.2 4.9 6.3 47.0 48.8 18.7 101.42 5.7 1055
296 Keon Ellis SAC 24 41 25 16 13.1 117.0 111.8 5.2 11.7 2.43 25.1 3.0 8.7 5.8 10.3 59.8 60.6 11.9 100.90 5.7 1128
296 Wendell Carter Jr. ORL 24 41 23 18 26.3 110.7 109.6 1.1 9.5 1.35 13.9 8.3 19.6 13.9 10.3 61.2 63.8 17.3 97.67 11.4 2196
296 Xavier Tillman BOS 25 41 20 21 19.7 104.8 109.2 -4.4 11.6 2.07 17.7 7.1 14.7 10.7 8.6 45.6 46.0 15.0 99.88 7.8 1681
304 Cam Reddish LAL 24 40 22 18 22.2 111.3 112.0 -0.8 6.6 1.52 14.8 2.5 7.6 5.1 9.8 48.6 52.1 12.8 102.85 4.9 1902
304 Chuma Okeke ORL 25 40 19 21 10.0 101.0 107.0 -6.0 7.4 1.50 13.1 4.2 14.1 8.9 8.8 48.1 48.0 12.8 97.13 7.0 807
