IND, PLAYER, TEAM, AGE, GP, W, L, MIN, PTS_OFF_TO, 2ND_PTS, FBPS, PITP, OPP_PTS_OFF_TO, OPP_2ND_PTS, OPP_FBPS, OPP_PITP, BLK, BLKA, PF, PFD
82, Stephen Curry , GSW, 36, 68, 39, 29, 32.7, 3.5, 2.6, 2.4, 5.9, 11.9, 8.9, 10.9, 34.6, 0.3, 0.7, 1.6, 3.7
101, Brandon Miller , CHA, 21, 67, 16, 51, 32.2, 2.4, 1.2, 2.6, 5.4, 11.2, 9.3, 8.9, 36.7, 0.6, 0.6, 2.5, 2.6
101, Daniel Gafford , DAL, 25, 67, 25, 42, 24.7, 1.5, 2.7, 0.9, 9.1, 7.9, 8.8, 7.8, 28.0, 2.1, 0.5, 3.1, 2.2
101, Fred VanVleet , HOU, 30, 67, 37, 30, 36.6, 2.6, 1.5, 2.6, 2.9, 10.8, 9.8, 7.8, 36.0, 0.9, 0.4, 2.4, 2.5
101, Jaime Jaquez Jr. , MIA, 23, 67, 39, 28, 29.0, 2.0, 1.2, 1.9, 7.2, 9.5, 8.2, 7.7, 28.1, 0.2, 0.9, 2.3, 1.8
101, Jalen Suggs , ORL, 22, 67, 39, 28, 26.8, 2.7, 1.4, 2.1, 4.0, 10.0, 6.4, 8.4, 26.6, 0.6, 0.3, 2.7, 2.3
101, Jalen Williams , OKC, 22, 67, 47, 20, 31.7, 3.8, 1.7, 2.9, 10.1, 9.1, 10.4, 8.0, 31.7, 0.6, 0.7, 2.6, 2.7
101, James Harden , LAC, 34, 67, 43, 24, 34.8, 2.0, 1.0, 1.9, 3.9, 10.6, 9.5, 9.8, 35.2, 0.9, 0.6, 1.8, 3.3
101, Jevon Carter , CHI, 28, 67, 33, 34, 13.7, 0.8, 0.4, 0.6, 0.7, 3.8, 4.1, 3.5, 12.1, 0.2, 0.1, 1.0, 0.2
101, Julian Champagnie , SAS, 22, 67, 15, 52, 18.5, 0.8, 0.6, 0.8, 1.3, 7.3, 5.0, 5.5, 21.2, 0.5, 0.3, 1.0, 0.8
101, Kevin Durant , PHX, 35, 67, 38, 29, 37.1, 3.7, 2.3, 3.4, 9.0, 14.3, 11.3, 11.5, 39.9, 1.3, 0.7, 1.7, 5.0
101, Kevon Looney , GSW, 28, 67, 38, 29, 16.5, 0.5, 1.4, 0.1, 3.7, 6.3, 4.1, 5.6, 16.6, 0.3, 0.3, 2.2, 1.0
101, Precious Achiuwa , NYK, 24, 67, 35, 32, 22.7, 1.4, 2.3, 0.9, 6.0, 7.6, 6.4, 6.7, 23.0, 1.0, 0.5, 1.9, 1.3
101, Terance Mann , LAC, 27, 67, 43, 24, 25.3, 1.3, 1.0, 2.0, 4.2, 8.7, 7.0, 7.4, 26.2, 0.2, 0.4, 1.9, 1.0
114, Alex Caruso , CHI, 30, 66, 32, 34, 28.2, 1.8, 0.9, 1.6, 3.1, 8.7, 8.0, 7.3, 25.1, 1.0, 0.3, 2.6, 1.9
114, Brandin Podziemski , GSW, 21, 66, 35, 31, 26.7, 1.5, 1.1, 1.2, 4.7, 9.0, 8.0, 7.7, 27.0, 0.2, 0.4, 1.7, 1.7
114, Clint Capela , ATL, 29, 66, 31, 35, 25.5, 1.6, 4.0, 0.8, 9.6, 8.6, 7.4, 9.4, 28.9, 1.5, 1.0, 2.3, 2.3
114, De'Aaron Fox , SAC, 26, 66, 39, 27, 35.7, 3.9, 2.3, 3.5, 11.5, 12.0, 7.8, 8.9, 36.2, 0.4, 1.0, 2.6, 4.6
114, Franz Wagner , ORL, 22, 66, 40, 26, 32.7, 3.4, 2.1, 2.6, 11.5, 10.3, 7.4, 9.9, 31.3, 0.4, 1.1, 2.3, 3.8
114, Gary Trent Jr. , TOR, 25, 66, 22, 44, 27.8, 2.2, 1.0, 2.8, 3.2, 9.3, 9.0, 8.3, 32.5, 0.2, 0.4, 1.3, 1.1
114, Jaylen Brown , BOS, 27, 66, 50, 16, 33.6, 3.5, 2.1, 4.4, 11.5, 9.5, 9.8, 9.6, 33.5, 0.5, 1.0, 2.6, 3.5
114, P.J. Washington , DAL, 25, 66, 25, 41, 30.1, 2.0, 1.6, 1.5, 5.8, 10.1, 8.6, 8.6, 31.8, 0.8, 0.6, 2.4, 1.7
114, Simone Fontecchio , DET, 28, 66, 29, 37, 24.9, 1.5, 1.4, 1.3, 3.3, 8.7, 6.5, 9.2, 27.2, 0.3, 0.5, 1.7, 0.9
114, Tobias Harris , PHI, 31, 66, 37, 29, 33.9, 2.5, 1.8, 3.0, 9.1, 9.4, 9.2, 10.9, 36.1, 0.6, 1.1, 1.7, 2.4
114, Tyus Jones , WAS, 27, 66, 11, 55, 29.3, 2.0, 0.7, 2.1, 5.5, 10.1, 10.8, 10.1, 38.6, 0.3, 0.3, 0.7, 0.7
114, Victor Wembanyama , SAS, 20, 66, 16, 50, 29.2, 3.2, 2.9, 2.6, 10.1, 11.4, 7.7, 8.5, 31.2, 3.4, 0.4, 2.2, 5.3
126, Aaron Nesmith , IND, 24, 65, 36, 29, 27.7, 2.2, 1.4, 2.0, 4.2, 8.6, 8.5, 6.8, 31.9, 0.7, 0.8, 3.3, 2.0
126, Andrew Wiggins , GSW, 29, 65, 33, 32, 27.0, 1.4, 1.6, 1.4, 6.1, 10.2, 8.4, 8.2, 28.4, 0.5, 0.6, 2.1, 2.2
126, Anthony Black , ORL, 20, 65, 37, 28, 17.4, 1.0, 0.7, 0.9, 2.1, 6.7, 4.3, 5.9, 18.1, 0.3, 0.2, 1.7, 1.2
126, Dillon Brooks , HOU, 28, 65, 34, 31, 30.8, 1.5, 1.3, 2.1, 4.7, 10.0, 8.9, 6.9, 31.0, 0.1, 0.4, 3.2, 1.6
126, Dorian Finney-Smith , BKN, 30, 65, 26, 39, 28.5, 1.3, 1.1, 1.4, 2.8, 8.6, 8.0, 8.4, 28.9, 0.6, 0.3, 2.2, 0.7
126, Isaac Okoro , CLE, 23, 65, 39, 26, 27.4, 1.6, 1.0, 2.7, 4.3, 9.9, 6.9, 7.8, 26.9, 0.5, 0.6, 2.1, 1.7
126, Jabari Walker , POR, 21, 65, 16, 49, 22.6, 1.3, 2.1, 0.7, 5.0, 9.2, 6.9, 8.5, 25.6, 0.3, 0.8, 2.4, 1.8
126, Jaden Hardy , DAL, 21, 65, 39, 26, 13.6, 1.2, 0.6, 1.2, 2.5, 4.9, 4.5, 4.6, 14.8, 0.1, 0.4, 1.1, 1.1
126, LeBron James , LAL, 39, 65, 36, 29, 35.2, 3.6, 1.5, 5.1, 13.1, 12.3, 11.0, 11.5, 37.3, 0.6, 0.8, 1.1, 4.2
126, Luka Doncic , DAL, 25, 65, 42, 23, 37.4, 4.6, 2.5, 3.0, 11.3, 11.4, 10.5, 12.6, 40.0, 0.5, 0.7, 2.1, 6.9
126, Matisse Thybulle , POR, 27, 65, 18, 47, 22.9, 0.9, 0.7, 1.0, 1.4, 9.0, 7.5, 8.3, 26.0, 0.8, 0.2, 1.4, 0.6
126, Nic Claxton , BKN, 24, 65, 24, 41, 29.8, 1.5, 2.7, 1.0, 10.2, 9.4, 8.6, 10.5, 30.0, 2.0, 0.6, 2.5, 3.3
126, Tyrese Maxey , PHI, 23, 65, 38, 27, 37.5, 4.5, 1.5, 3.9, 10.6, 10.5, 10.8, 12.4, 40.1, 0.5, 1.3, 2.1, 4.1
139, Davion Mitchell , SAC, 25, 64, 38, 26, 14.2, 0.5, 0.3, 0.7, 1.9, 5.3, 3.5, 3.4, 14.5, 0.0, 0.1, 1.2, 0.7
139, Duncan Robinson , MIA, 29, 64, 36, 28, 28.5, 2.3, 1.0, 1.7, 3.4, 9.0, 7.8, 7.7, 27.4, 0.3, 0.4, 2.4, 1.2
139, Jaden McDaniels , MIN, 23, 64, 43, 21, 29.4, 1.8, 0.9, 1.6, 5.4, 9.6, 8.0, 7.4, 28.1, 0.6, 0.4, 3.1, 1.3
139, Jae'Sean Tate , HOU, 28, 64, 32, 32, 16.1, 0.7, 0.8, 0.4, 2.7, 4.7, 4.6, 3.6, 15.2, 0.2, 0.3, 2.1, 0.9
139, Jaren Jackson Jr. , MEM, 24, 64, 20, 44, 32.1, 3.6, 2.1, 0.8, 11.4, 11.3, 9.6, 10.1, 31.4, 1.6, 1.8, 3.6, 5.7
139, Kevin Huerter , SAC, 25, 64, 37, 27, 24.4, 1.6, 0.8, 1.7, 3.6, 7.8, 5.7, 5.9, 26.8, 0.4, 0.2, 2.1, 0.7
139, Kris Dunn , UTA, 30, 64, 25, 39, 18.8, 0.8, 0.6, 0.6, 3.1, 7.1, 5.2, 7.4, 19.8, 0.4, 0.3, 2.0, 0.5
139, Marcus Sasser , DET, 23, 64, 10, 54, 17.8, 0.9, 0.5, 0.8, 2.3, 7.5, 5.0, 5.5, 19.6, 0.1, 0.3, 1.5, 1.0
139, Nick Richards , CHA, 26, 64, 13, 51, 26.6, 1.0, 2.9, 0.8, 7.6, 9.6, 7.0, 8.1, 30.2, 1.2, 0.6, 2.6, 2.4
139, T.J. McConnell , IND, 32, 64, 35, 29, 18.0, 1.2, 0.4, 0.6, 6.9, 6.2, 5.4, 5.1, 21.8, 0.1, 0.5, 1.0, 1.5
149, Alperen Sengun , HOU, 21, 63, 29, 34, 32.5, 2.8, 3.2, 1.0, 14.7, 9.3, 9.2, 7.3, 31.8, 0.7, 1.2, 3.3, 5.2
