IND, PLAYER, TEAM, AGE, GP, W, L, MIN, PTS_OFF_TO, 2ND_PTS, FBPS, PITP, OPP_PTS_OFF_TO, OPP_2ND_PTS, OPP_FBPS, OPP_PITP, BLK, BLKA, PF, PFD
149, Ausar Thompson , DET, 21, 63, 10, 53, 25.1, 1.4, 1.4, 1.7, 6.2, 9.8, 6.9, 7.7, 26.3, 0.9, 0.5, 2.8, 1.9
149, Bam Adebayo , MIA, 26, 63, 35, 28, 34.3, 2.5, 2.7, 1.6, 13.1, 10.4, 9.7, 9.5, 32.5, 1.0, 0.7, 2.3, 5.0
149, Bilal Coulibaly , WAS, 19, 63, 11, 52, 27.2, 1.4, 0.6, 1.7, 3.7, 9.9, 10.0, 8.8, 34.6, 0.8, 0.7, 2.2, 1.6
149, Brandon Ingram , NOP, 26, 63, 38, 25, 33.0, 2.9, 1.4, 1.6, 7.7, 10.6, 8.7, 9.5, 32.1, 0.6, 0.7, 2.3, 3.8
149, Jaxson Hayes , LAL, 23, 63, 36, 27, 12.0, 0.5, 0.8, 0.4, 3.3, 4.7, 4.2, 4.2, 13.1, 0.4, 0.2, 1.7, 1.1
149, Jordan Hawkins , NOP, 21, 63, 37, 26, 17.9, 1.2, 0.6, 1.4, 1.2, 5.9, 5.3, 5.5, 17.8, 0.1, 0.3, 1.1, 0.7
149, Jrue Holiday , BOS, 33, 63, 49, 14, 33.2, 1.4, 1.2, 1.8, 4.8, 9.3, 9.5, 8.9, 32.1, 0.8, 0.4, 1.6, 1.3
149, Max Strus , CLE, 28, 63, 40, 23, 31.9, 2.3, 1.6, 2.0, 3.8, 11.3, 8.8, 9.3, 30.5, 0.4, 0.6, 2.5, 1.7
149, Miles Bridges , CHA, 26, 63, 15, 48, 37.7, 3.1, 1.9, 2.1, 10.3, 12.7, 10.7, 11.1, 41.9, 0.5, 0.9, 1.8, 2.5
149, Saddiq Bey , ATL, 24, 63, 28, 35, 32.7, 2.3, 3.1, 2.0, 5.3, 11.1, 9.7, 10.9, 38.1, 0.2, 0.8, 1.4, 2.2
149, Walker Kessler , UTA, 22, 63, 26, 37, 23.6, 0.9, 2.3, 0.7, 7.0, 10.1, 7.4, 9.3, 23.7, 2.4, 0.5, 2.1, 1.3
149, Zion Williamson , NOP, 23, 63, 38, 25, 31.2, 3.6, 2.8, 3.0, 17.6, 10.4, 8.6, 9.7, 30.3, 0.6, 1.7, 2.3, 5.1
162, Alec Burks , NYK, 32, 62, 16, 46, 19.0, 1.0, 1.3, 0.9, 1.8, 7.9, 5.6, 5.5, 21.3, 0.2, 0.3, 1.2, 2.0
162, Amir Coffey , LAC, 26, 62, 42, 20, 19.6, 1.0, 0.4, 1.4, 2.3, 7.3, 5.4, 7.1, 22.2, 0.2, 0.2, 1.4, 0.7
162, Bruce Brown , TOR, 27, 62, 25, 37, 28.2, 1.7, 1.2, 2.5, 6.0, 10.9, 9.6, 8.4, 35.3, 0.3, 0.6, 2.2, 1.5
162, Caris LeVert , CLE, 29, 62, 35, 27, 28.7, 2.4, 1.1, 1.8, 6.0, 9.4, 8.1, 8.0, 27.8, 0.5, 0.7, 1.8, 2.2
162, Dario Saric , GSW, 29, 62, 33, 29, 17.4, 0.9, 1.0, 0.4, 3.1, 6.5, 4.4, 5.1, 18.5, 0.1, 0.4, 1.8, 1.5
162, David Roddy , PHX, 23, 62, 22, 40, 18.9, 1.1, 0.9, 1.0, 3.7, 7.0, 5.9, 5.2, 19.7, 0.2, 0.5, 1.1, 0.9
162, Immanuel Quickley , TOR, 24, 62, 26, 36, 28.9, 2.7, 1.2, 3.2, 5.0, 8.7, 8.0, 7.9, 30.0, 0.1, 0.6, 1.6, 2.6
162, Ivica Zubac , LAC, 27, 62, 38, 24, 26.5, 1.3, 2.6, 0.5, 9.8, 8.1, 7.1, 7.5, 24.9, 1.2, 0.6, 2.7, 2.1
162, Naji Marshall , NOP, 26, 62, 40, 22, 19.3, 1.2, 0.8, 1.0, 3.1, 6.0, 5.1, 5.7, 18.0, 0.2, 0.3, 1.4, 1.0
162, Russell Westbrook , LAC, 35, 62, 41, 21, 22.3, 1.5, 1.6, 2.0, 6.9, 7.4, 7.0, 8.2, 24.1, 0.3, 0.6, 1.7, 1.8
162, Tyrese Haliburton , IND, 24, 62, 35, 27, 32.2, 2.5, 1.3, 2.3, 6.5, 9.7, 10.3, 9.4, 40.9, 0.7, 0.8, 1.1, 2.4
162, Zach Collins , SAS, 26, 62, 15, 47, 22.3, 1.3, 1.5, 0.4, 6.2, 9.2, 6.5, 7.0, 25.5, 0.7, 0.5, 3.1, 2.2
174, Andrew Nembhard , IND, 24, 61, 36, 25, 24.7, 1.3, 1.0, 1.3, 4.5, 7.9, 7.5, 6.8, 28.2, 0.1, 0.3, 2.1, 1.3
174, Cade Cunningham , DET, 22, 61, 9, 52, 33.4, 2.3, 1.0, 1.9, 9.2, 14.0, 9.0, 9.5, 37.1, 0.3, 1.4, 2.5, 3.1
174, Eric Gordon , PHX, 35, 61, 36, 25, 28.6, 1.7, 1.4, 1.3, 3.8, 11.4, 9.1, 8.4, 30.3, 0.5, 0.6, 1.2, 1.0
174, Jaylin Williams , OKC, 21, 61, 43, 18, 12.6, 0.6, 0.4, 0.2, 0.9, 4.1, 3.4, 2.8, 11.5, 0.4, 0.1, 1.4, 0.8
174, Kelly Oubre Jr. , PHI, 28, 61, 33, 28, 29.8, 2.6, 2.0, 2.9, 7.7, 8.8, 8.9, 9.8, 30.6, 0.6, 1.3, 2.9, 2.6
174, Kenrich Williams , OKC, 29, 61, 44, 17, 14.4, 0.8, 0.6, 0.5, 1.9, 4.6, 4.3, 3.5, 13.8, 0.1, 0.2, 1.4, 0.5
174, Malachi Flynn , DET, 25, 61, 27, 34, 11.8, 1.0, 0.4, 0.6, 1.3, 4.6, 4.0, 3.3, 13.0, 0.1, 0.2, 0.9, 0.7
174, Max Christie , LAL, 21, 61, 34, 27, 14.9, 0.5, 0.2, 0.5, 1.4, 5.7, 4.7, 5.2, 15.6, 0.3, 0.3, 0.9, 0.4
174, Miles McBride , NYK, 23, 61, 37, 24, 18.5, 1.5, 1.1, 1.2, 2.0, 5.8, 4.5, 4.7, 17.1, 0.1, 0.3, 1.6, 0.9
174, Rui Hachimura , LAL, 26, 61, 35, 26, 26.5, 1.9, 1.0, 2.1, 6.6, 8.4, 8.2, 8.4, 28.7, 0.3, 0.6, 1.5, 1.4
184, Al Horford , BOS, 37, 60, 47, 13, 27.2, 0.8, 1.1, 0.8, 2.9, 7.7, 6.9, 6.5, 26.7, 1.0, 0.2, 1.5, 0.5
184, Devin Booker , PHX, 27, 60, 37, 23, 35.7, 3.0, 1.8, 3.9, 9.0, 13.0, 10.6, 10.3, 35.9, 0.4, 0.8, 3.1, 5.1
184, Duop Reath , POR, 27, 60, 15, 45, 18.2, 1.1, 2.0, 0.7, 4.2, 6.8, 5.8, 6.6, 20.6, 0.6, 0.5, 2.5, 1.3
184, Joe Ingles , ORL, 36, 60, 38, 22, 17.2, 0.5, 0.5, 0.4, 0.9, 5.7, 4.7, 5.2, 17.6, 0.1, 0.1, 1.4, 0.5
184, Karl-Anthony Towns , MIN, 28, 60, 41, 19, 32.8, 3.1, 2.5, 1.1, 10.1, 11.0, 8.5, 8.8, 32.3, 0.7, 1.1, 3.3, 4.3
184, Santi Aldama , MEM, 23, 60, 22, 38, 26.6, 1.2, 1.3, 1.1, 4.4, 10.1, 7.9, 8.3, 26.2, 0.9, 0.4, 1.5, 1.5
184, Scottie Barnes , TOR, 22, 60, 22, 38, 34.9, 2.6, 2.8, 3.1, 10.1, 11.4, 10.8, 9.0, 38.8, 1.5, 0.8, 2.0, 3.6
184, Trayce Jackson-Davis , GSW, 24, 60, 33, 27, 15.7, 1.0, 1.9, 0.6, 6.5, 5.5, 4.9, 4.3, 16.5, 1.1, 0.5, 1.7, 1.3
192, Bennedict Mathurin , IND, 21, 59, 33, 26, 26.1, 2.5, 1.5, 2.3, 6.1, 9.9, 9.0, 7.7, 33.4, 0.2, 1.3, 2.0, 2.8
192, Cam Thomas , BKN, 22, 59, 20, 39, 31.0, 2.3, 1.8, 2.3, 7.8, 9.6, 8.8, 10.8, 32.5, 0.2, 1.2, 2.1, 4.1
194, CJ McCollum , NOP, 32, 58, 38, 20, 31.9, 3.1, 1.7, 3.2, 5.4, 9.5, 8.2, 8.9, 31.0, 0.6, 0.6, 2.0, 1.7
194, Doug McDermott , IND, 32, 58, 18, 40, 14.4, 0.8, 0.8, 0.7, 0.7, 4.9, 4.6, 4.4, 15.6, 0.0, 0.1, 1.0, 0.3
194, Dwight Powell , DAL, 32, 58, 36, 22, 13.2, 0.5, 0.9, 0.1, 2.3, 4.0, 4.2, 4.3, 13.6, 0.3, 0.2, 1.8, 1.7
194, Garrison Mathews , ATL, 27, 58, 27, 31, 14.2, 0.8, 0.4, 0.2, 0.3, 5.3, 3.9, 4.7, 14.8, 0.1, 0.1, 1.8, 1.0
194, Haywood Highsmith , MIA, 27, 58, 34, 24, 19.9, 1.1, 0.6, 0.9, 2.0, 7.1, 5.7, 5.6, 18.8, 0.4, 0.2, 1.7, 0.6
194, Moses Moody , GSW, 21, 58, 32, 26, 17.2, 1.2, 1.4, 0.9, 3.5, 5.7, 4.4, 5.7, 17.0, 0.4, 0.5, 1.3, 1.2
200, Day'Ron Sharpe , BKN, 22, 57, 23, 34, 15.1, 0.8, 2.6, 0.6, 5.5, 4.9, 4.0, 4.3, 14.3, 0.7, 0.5, 2.2, 1.8
200, Goga Bitadze , ORL, 24, 57, 32, 25, 16.4, 0.9, 2.0, 0.2, 4.3, 5.4, 4.5, 4.7, 16.8, 1.2, 0.3, 1.8, 1.3
200, Sam Merrill , CLE, 27, 57, 35, 22, 17.8, 1.3, 0.9, 1.0, 0.5, 6.2, 4.3, 5.1, 17.1, 0.1, 0.2, 1.2, 0.8
200, Terry Rozier , MIA, 30, 57, 20, 37, 33.8, 2.7, 1.7, 2.4, 7.7, 10.7, 9.8, 10.1, 34.9, 0.4, 0.9, 1.7, 2.9
204, Caleb Houstan , ORL, 21, 56, 30, 26, 14.1, 0.6, 0.3, 0.7, 0.3, 4.8, 3.9, 4.4, 14.1, 0.1, 0.0, 1.1, 0.3
204, Caleb Martin , MIA, 28, 56, 31, 25, 27.1, 1.1, 1.5, 1.3, 4.2, 8.3, 7.3, 6.6, 24.0, 0.4, 0.6, 2.0, 1.7
204, Cameron Johnson , BKN, 28, 56, 19, 37, 27.7, 1.9, 1.2, 2.0, 4.0, 7.8, 8.2, 8.7, 27.6, 0.3, 0.6, 1.8, 1.6
204, Dennis Smith Jr. , BKN, 26, 56, 19, 37, 18.9, 1.3, 1.1, 1.1, 3.8, 5.9, 5.2, 4.9, 17.6, 0.2, 0.4, 2.2, 0.9
204, JT Thor , CHA, 21, 56, 13, 43, 11.8, 0.4, 0.5, 0.4, 1.1, 4.1, 3.2, 3.2, 12.2, 0.4, 0.3, 0.9, 0.2
204, Jalen Duren , DET, 20, 56, 13, 43, 29.7, 1.5, 3.5, 1.4, 11.6, 12.3, 7.8, 8.6, 33.3, 0.8, 0.8, 3.3, 2.4
204, Josh Okogie , PHX, 25, 56, 34, 22, 16.9, 0.9, 1.1, 0.5, 2.0, 6.9, 5.3, 5.2, 17.9, 0.4, 0.3, 1.2, 1.8
204, KJ Martin , PHI, 23, 56, 29, 27, 11.9, 1.0, 0.6, 0.9, 2.8, 4.0, 4.2, 3.3, 13.4, 0.2, 0.4, 1.7, 0.5
204, Trendon Watford , BKN, 23, 56, 22, 34, 12.0, 0.7, 1.2, 0.8, 3.8, 4.3, 3.5, 3.7, 10.9, 0.3, 0.3, 1.6, 1.0
213, Amen Thompson , HOU, 21, 55, 27, 28, 21.4, 1.5, 1.7, 2.2, 6.9, 7.0, 5.4, 6.2, 22.0, 0.6, 0.6, 2.3, 2.1
213, Daniel Theis , LAC, 31, 55, 37, 18, 16.6, 0.6, 1.1, 0.5, 4.1, 5.2, 5.2, 5.5, 18.0, 0.8, 0.5, 2.1, 0.9
213, Dereck Lively II , DAL, 20, 55, 35, 20, 23.5, 0.9, 1.7, 0.9, 8.0, 7.1, 6.4, 8.3, 24.8, 1.4, 0.4, 2.6, 1.4
213, Isaiah Jackson , IND, 22, 55, 33, 22, 12.8, 1.1, 1.6, 0.7, 5.1, 4.9, 4.5, 3.6, 15.0, 1.0, 0.4, 2.4, 1.6
213, James Wiseman , DET, 23, 55, 8, 47, 16.1, 0.9, 1.8, 0.8, 5.6, 6.9, 5.3, 5.2, 18.2, 0.6, 0.3, 2.2, 1.2
213, John Konchar , MEM, 28, 55, 18, 37, 21.3, 0.9, 0.6, 0.8, 1.8, 8.5, 5.7, 6.1, 21.9, 0.9, 0.2, 1.4, 0.7
213, Jordan Clarkson , UTA, 31, 55, 22, 33, 30.6, 1.7, 1.9, 1.5, 7.7, 12.2, 9.1, 11.6, 33.0, 0.1, 0.9, 1.5, 2.5
213, Kyle Lowry , PHI, 38, 55, 27, 28, 28.4, 1.2, 0.7, 1.0, 1.9, 9.6, 7.3, 9.0, 27.2, 0.4, 0.3, 2.4, 1.8
213, Larry Nance Jr. , NOP, 31, 55, 32, 23, 19.7, 0.8, 1.1, 0.3, 3.5, 6.7, 5.0, 5.8, 18.7, 0.3, 0.3, 1.5, 1.2
213, Lauri Markkanen , UTA, 26, 55, 22, 33, 33.1, 2.5, 3.2, 2.0, 8.3, 12.8, 9.4, 12.1, 35.9, 0.5, 0.8, 1.8, 4.4
213, Luke Kornet , BOS, 28, 55, 42, 13, 15.5, 0.5, 1.7, 0.4, 4.3, 4.5, 4.0, 4.4, 14.9, 1.0, 0.2, 1.3, 1.1
213, Onyeka Okongwu , ATL, 23, 55, 23, 32, 25.5, 1.1, 2.3, 0.4, 7.2, 8.7, 7.5, 8.3, 28.8, 1.1, 0.5, 2.9, 1.7
213, Scoot Henderson , POR, 20, 55, 16, 39, 27.5, 1.9, 1.1, 1.7, 5.6, 11.5, 8.4, 10.3, 31.2, 0.2, 0.8, 3.1, 3.3
226, Blake Wesley , SAS, 21, 54, 15, 39, 13.5, 1.2, 0.5, 1.1, 2.7, 4.6, 4.1, 4.1, 14.9, 0.2, 0.2, 1.4, 0.8
226, Chris Duarte , SAC, 26, 54, 32, 22, 12.8, 0.8, 0.7, 0.5, 1.1, 5.0, 3.0, 3.2, 12.9, 0.1, 0.2, 1.4, 0.8
226, Dean Wade , CLE, 27, 54, 36, 18, 20.5, 0.9, 0.6, 0.7, 0.5, 7.1, 4.6, 5.8, 20.1, 0.5, 0.1, 1.7, 0.7
226, Jalen Smith , IND, 24, 54, 31, 23, 17.5, 1.1, 2.1, 1.0, 5.3, 5.9, 5.8, 5.5, 21.2, 0.6, 0.2, 2.1, 1.6
226, Jamal Murray , DEN, 27, 54, 40, 14, 32.1, 2.9, 1.4, 2.1, 7.0, 11.2, 9.3, 9.7, 35.0, 0.6, 0.9, 1.8, 2.8
226, Jerami Grant , POR, 30, 54, 17, 37, 33.9, 3.4, 2.4, 2.2, 7.6, 12.4, 10.1, 11.5, 39.5, 0.6, 1.2, 2.2, 3.9
226, Josh Green , DAL, 23, 54, 31, 23, 26.6, 1.3, 0.6, 2.2, 3.5, 9.2, 8.3, 8.9, 29.0, 0.2, 0.5, 1.9, 1.4
226, Kris Murray , POR, 23, 54, 10, 44, 19.7, 1.2, 0.8, 1.0, 2.9, 8.2, 5.1, 7.5, 20.3, 0.3, 0.4, 1.3, 0.8
234, Bryce McGowens , CHA, 21, 53, 9, 44, 15.1, 0.8, 0.4, 0.9, 2.0, 5.1, 4.4, 3.6, 15.8, 0.1, 0.3, 1.4, 1.3
234, Dyson Daniels , NOP, 21, 53, 30, 23, 21.7, 1.3, 0.5, 0.7, 2.9, 6.9, 6.3, 5.8, 21.0, 0.4, 0.2, 1.6, 0.7
234, Gradey Dick , TOR, 20, 53, 16, 37, 20.0, 1.2, 1.0, 1.5, 2.3, 8.1, 7.0, 6.7, 23.4, 0.0, 0.4, 1.5, 0.8
234, Keita Bates-Diop , BKN, 28, 53, 29, 24, 12.5, 0.4, 0.5, 0.5, 1.8, 4.7, 3.1, 3.9, 12.5, 0.4, 0.3, 0.7, 0.5
234, Lonnie Walker IV , BKN, 25, 53, 22, 31, 16.8, 1.8, 0.9, 1.8, 2.7, 6.3, 4.8, 5.2, 16.6, 0.3, 0.4, 1.3, 0.8
234, Mo Bamba , PHI, 25, 53, 26, 27, 13.3, 0.6, 1.4, 0.3, 2.5, 3.8, 3.4, 4.8, 12.4, 1.0, 0.2, 1.8, 0.8
234, Nicolas Batum , PHI, 35, 53, 29, 24, 24.9, 0.6, 0.8, 0.2, 1.3, 7.5, 7.0, 7.1, 26.9, 0.7, 0.0, 1.9, 0.5
234, RJ Barrett , TOR, 23, 53, 24, 29, 31.6, 3.0, 1.7, 4.0, 10.8, 10.5, 9.6, 10.7, 34.9, 0.4, 1.5, 2.2, 3.4
234, Vasilije Micic , CHA, 30, 53, 31, 22, 18.8, 0.9, 0.4, 0.5, 3.1, 6.5, 6.3, 5.2, 19.5, 0.1, 0.6, 1.1, 1.1
234, Zeke Nnaji , DEN, 23, 53, 37, 16, 9.8, 0.4, 1.0, 0.3, 2.1, 3.7, 3.6, 1.8, 10.0, 0.7, 0.4, 1.4, 1.4
244, Dalen Terry , CHI, 21, 52, 24, 28, 10.7, 0.6, 0.4, 0.5, 1.4, 3.6, 2.7, 2.7, 9.3, 0.2, 0.1, 1.3, 0.5
244, Jimmy Butler , MIA, 34, 52, 28, 24, 33.9, 3.2, 2.2, 2.6, 9.7, 10.7, 9.4, 9.6, 33.0, 0.3, 1.1, 1.2, 5.3
244, Kristaps Porzingis , BOS, 28, 52, 39, 13, 29.8, 1.8, 2.4, 1.1, 8.7, 8.4, 8.8, 8.8, 28.8, 1.9, 0.3, 2.8, 5.0
244, Kyrie Irving , DAL, 32, 52, 34, 18, 34.5, 3.0, 2.2, 3.4, 9.6, 9.8, 10.5, 9.9, 36.3, 0.4, 0.7, 1.9, 3.0
244, Vince Williams Jr. , MEM, 23, 52, 18, 34, 27.6, 1.9, 1.5, 1.3, 3.3, 9.9, 7.9, 7.9, 28.8, 0.7, 0.4, 2.6, 2.6
249, Darius Garland , CLE, 24, 51, 28, 23, 33.2, 2.4, 1.6, 2.0, 6.8, 11.7, 9.6, 9.2, 31.8, 0.1, 0.8, 1.7, 2.8
249, Donovan Mitchell , CLE, 27, 51, 34, 17, 35.2, 4.0, 2.3, 4.7, 8.8, 11.7, 9.8, 10.0, 34.2, 0.5, 1.0, 2.2, 4.3
249, Jalen Johnson , ATL, 22, 51, 25, 26, 34.0, 2.8, 1.8, 2.9, 9.8, 11.3, 9.9, 12.7, 37.6, 0.9, 0.9, 2.5, 2.3
249, Jonathan Isaac , ORL, 26, 51, 31, 20, 15.3, 1.0, 1.7, 0.5, 3.3, 4.6, 3.3, 4.1, 12.9, 1.2, 0.3, 1.1, 1.3
249, Jose Alvarado , NOP, 25, 51, 34, 17, 17.8, 1.1, 1.2, 0.9, 2.2, 5.8, 4.8, 5.1, 16.5, 0.3, 0.4, 1.5, 0.8
249, Justin Holiday , DEN, 34, 51, 33, 18, 14.6, 0.7, 0.5, 0.7, 0.7, 5.1, 3.9, 4.7, 15.6, 0.1, 0.0, 1.2, 0.2
249, Quentin Grimes , DET, 23, 51, 32, 19, 20.1, 1.1, 1.0, 1.7, 1.5, 6.1, 5.7, 6.2, 20.4, 0.1, 0.3, 1.5, 0.7
249, Trae Young , ATL, 25, 51, 22, 29, 36.5, 3.6, 1.3, 2.4, 7.7, 12.3, 11.8, 13.7, 43.6, 0.2, 1.0, 2.1, 6.5
249, Troy Brown Jr. , DET, 24, 51, 29, 22, 12.4, 0.6, 0.6, 0.4, 0.8, 5.2, 3.3, 3.6, 14.1, 0.0, 0.2, 0.7, 0.5
249, Ziaire Williams , MEM, 22, 51, 20, 31, 20.3, 1.1, 1.4, 1.0, 3.0, 7.8, 6.4, 6.6, 21.3, 0.2, 0.5, 1.7, 1.5
259, AJ Green , MIL, 24, 50, 33, 17, 10.2, 0.4, 0.4, 0.3, 0.2, 3.3, 3.1, 1.9, 8.8, 0.1, 0.1, 0.9, 0.3
259, Andre Jackson Jr. , MIL, 22, 50, 31, 19, 10.3, 0.4, 0.4, 0.6, 1.1, 3.3, 3.3, 3.1, 11.7, 0.1, 0.0, 1.7, 0.2
259, Ben Sheppard , IND, 22, 50, 27, 23, 13.3, 0.8, 0.5, 1.0, 1.3, 4.1, 4.0, 4.4, 15.9, 0.0, 0.2, 1.5, 0.4
259, Chris Boucher , TOR, 31, 50, 16, 34, 14.1, 1.0, 1.7, 1.2, 3.1, 4.3, 4.8, 4.1, 14.1, 0.5, 0.3, 1.4, 1.7
259, Chris Paul , GSW, 38, 50, 27, 23, 26.3, 1.3, 1.2, 0.3, 1.8, 8.6, 7.9, 7.0, 25.9, 0.1, 0.2, 1.8, 1.1
259, Christian Wood , LAL, 28, 50, 28, 22, 17.4, 0.7, 0.9, 0.7, 3.3, 6.6, 5.3, 6.0, 17.1, 0.7, 0.2, 1.4, 1.6
259, De'Andre Hunter , ATL, 26, 50, 24, 26, 29.0, 2.3, 1.6, 1.5, 4.7, 10.0, 8.8, 9.3, 32.0, 0.3, 0.5, 2.5, 3.4
259, Jakob Poeltl , TOR, 28, 50, 21, 29, 26.4, 1.3, 2.3, 0.8, 9.6, 8.5, 7.2, 7.4, 27.8, 1.5, 0.7, 3.0, 2.0
259, Jordan Goodwin , MEM, 25, 50, 27, 23, 16.7, 1.1, 1.0, 0.6, 2.5, 6.6, 4.1, 4.6, 16.8, 0.4, 0.4, 1.2, 0.7
259, Trey Lyles , SAC, 28, 50, 30, 20, 19.7, 0.7, 1.3, 0.4, 1.9, 7.0, 5.0, 5.0, 19.0, 0.3, 0.2, 1.6, 1.2
269, Bojan Bogdanovic , NYK, 34, 49, 14, 35, 27.3, 1.9, 1.5, 2.4, 4.5, 11.2, 7.8, 7.5, 31.9, 0.1, 0.8, 1.8, 2.1
269, Draymond Green , GSW, 34, 49, 29, 20, 26.7, 1.1, 1.1, 0.6, 4.9, 8.9, 7.1, 8.3, 26.1, 0.8, 0.3, 3.0, 2.3
269, Keon Ellis , SAC, 24, 49, 30, 19, 15.8, 0.6, 0.4, 1.1, 0.9, 5.2, 3.5, 3.3, 15.6, 0.5, 0.1, 1.7, 0.8
269, Khris Middleton , MIL, 32, 49, 30, 19, 27.0, 1.6, 1.5, 1.3, 4.0, 7.8, 8.4, 7.2, 28.2, 0.3, 0.4, 2.6, 2.0
269, Marvin Bagley III , WAS, 25, 49, 6, 43, 21.3, 1.8, 3.4, 0.8, 8.9, 7.7, 5.9, 6.4, 25.2, 0.7, 0.7, 1.7, 2.2
269, Trey Murphy III , NOP, 23, 49, 31, 18, 28.4, 2.1, 1.1, 2.9, 3.4, 8.1, 6.9, 7.6, 27.1, 0.6, 0.3, 1.2, 1.6
275, Craig Porter Jr. , CLE, 24, 48, 29, 19, 13.3, 1.0, 0.5, 0.7, 3.3, 5.6, 3.0, 3.8, 12.6, 0.3, 0.3, 0.8, 1.0
275, Dante Exum , DAL, 28, 48, 31, 17, 19.3, 1.3, 0.7, 1.3, 4.0, 5.0, 5.6, 5.5, 19.9, 0.1, 0.3, 1.6, 1.4
275, Deandre Ayton , POR, 25, 48, 12, 36, 32.1, 2.3, 3.4, 0.9, 11.2, 13.1, 8.9, 11.1, 36.4, 0.8, 0.8, 2.1, 1.4
275, Jock Landale , HOU, 28, 48, 25, 23, 12.1, 0.7, 1.2, 0.2, 2.6, 4.2, 3.2, 3.5, 11.7, 0.6, 0.4, 1.3, 0.9
275, Jordan McLaughlin , MIN, 27, 48, 30, 18, 10.5, 0.9, 0.6, 0.2, 0.8, 2.7, 2.6, 2.7, 9.5, 0.1, 0.1, 0.5, 0.5
275, Kessler Edwards , SAC, 23, 48, 29, 19, 5.1, 0.4, 0.4, 0.2, 0.5, 1.9, 1.1, 1.3, 4.7, 0.1, 0.1, 0.5, 0.3
275, Oshae Brissett , BOS, 25, 48, 40, 8, 11.7, 0.6, 0.8, 0.6, 1.8, 3.4, 3.1, 3.4, 12.6, 0.1, 0.1, 1.0, 1.0
282, Dalano Banton , POR, 24, 47, 22, 25, 17.0, 1.3, 1.0, 2.1, 4.3, 7.3, 4.8, 6.2, 17.7, 0.3, 0.6, 1.2, 1.3
282, Gary Harris , ORL, 29, 47, 31, 16, 23.0, 0.8, 0.5, 0.8, 1.9, 7.4, 6.3, 6.5, 22.9, 0.3, 0.1, 1.7, 0.7
282, Kevin Love , MIA, 35, 47, 26, 21, 17.5, 1.5, 1.6, 0.5, 2.4, 5.8, 3.9, 4.2, 17.2, 0.2, 0.2, 1.8, 2.0
282, Shake Milton , NYK, 27, 47, 31, 16, 12.4, 1.1, 0.6, 0.9, 2.3, 4.4, 3.7, 3.9, 12.6, 0.1, 0.4, 1.1, 0.9
282, Wendell Carter Jr. , ORL, 24, 47, 26, 21, 25.9, 1.3, 2.3, 0.5, 5.6, 9.1, 6.0, 8.1, 24.0, 0.5, 0.4, 2.1, 2.7
282, Xavier Tillman , BOS, 25, 47, 25, 22, 18.9, 0.9, 0.7, 0.3, 3.7, 6.9, 5.5, 5.9, 19.3, 0.9, 0.4, 1.5, 0.9
288, Anfernee Simons , POR, 24, 46, 11, 35, 34.4, 3.1, 1.0, 3.0, 7.0, 14.0, 9.8, 12.1, 39.2, 0.1, 1.1, 2.1, 2.8
288, Cam Reddish , LAL, 24, 46, 27, 19, 20.9, 1.4, 0.5, 1.0, 2.2, 8.4, 6.5, 7.0, 22.2, 0.3, 0.4, 1.3, 1.0
288, Isaiah Stewart , DET, 22, 46, 9, 37, 30.9, 1.2, 2.2, 0.6, 5.0, 12.7, 8.7, 8.2, 34.3, 0.8, 0.4, 2.2, 1.8
288, Julius Randle , NYK, 29, 46, 29, 17, 35.4, 3.0, 4.0, 3.0, 12.2, 11.7, 8.8, 11.7, 35.7, 0.3, 1.4, 2.7, 4.8
288, Landry Shamet , WAS, 27, 46, 6, 40, 15.8, 1.0, 0.6, 1.0, 2.0, 5.2, 4.7, 4.6, 19.4, 0.2, 0.5, 1.7, 1.0
288, MarJon Beauchamp , MIL, 23, 46, 30, 16, 12.9, 0.8, 0.6, 0.8, 1.7, 4.5, 4.4, 3.6, 13.8, 0.1, 0.3, 1.2, 0.4
288, Mike Muscala , OKC, 32, 46, 13, 33, 11.8, 0.3, 0.4, 0.1, 0.9, 4.3, 3.4, 3.6, 14.0, 0.3, 0.2, 1.0, 0.6
288, Nick Smith Jr. , CHA, 19, 46, 8, 38, 14.0, 0.9, 0.4, 0.5, 1.2, 4.9, 3.9, 3.8, 14.0, 0.2, 0.2, 1.2, 0.3
288, Talen Horton-Tucker , UTA, 23, 46, 12, 34, 19.1, 1.2, 0.7, 1.5, 4.3, 8.0, 5.7, 6.0, 19.0, 0.3, 0.5, 1.7, 1.6
288, Torrey Craig , CHI, 33, 46, 19, 27, 20.3, 0.7, 0.9, 0.7, 1.8, 5.8, 5.5, 5.4, 19.7, 0.4, 0.2, 2.2, 0.7
298, Bradley Beal , PHX, 30, 45, 27, 18, 33.0, 2.9, 1.4, 1.8, 8.0, 12.8, 9.7, 11.0, 34.3, 0.4, 0.6, 2.4, 2.0
298, Danilo Gallinari , MIL, 35, 45, 15, 30, 13.1, 0.5, 0.8, 0.3, 1.5, 4.2, 4.2, 3.0, 15.1, 0.1, 0.2, 1.0, 1.7
298, Gordon Hayward , OKC, 34, 45, 22, 23, 25.0, 2.1, 1.0, 1.6, 4.4, 9.5, 8.0, 7.7, 27.9, 0.3, 0.4, 1.4, 2.0
