IND, VS_PLAYER, TEAM, GP, W, L, MIN, OPP_FGM, OPP_FGA, OPP_FG%, OPP_3PM, OPP_3PA, OPP_3P%, OPP_FTM, OPP_FTA, OPP_FT%, OPP_OREB, OPP_DREB, OPP_REB, OPP_AST, OPP_TOV, OPP_STL, OPP_BLK, OPP_BLKA, OPP_PF, OPP_PFD, OPP_PTS, plus_minus
33, Kyle Anderson, MIN, 75, 53, 22, 48.1, 37.7, 85.5, 44.1, 11.3, 33.1, 34.1, 18.3, 22.7, 80.5, 10.1, 31.7, 41.8, 23.6, 14.8, 7.2, 4.5, 6.5, 20.6, 19.0, 105.0, -5.6
33, Malik Beasley, MIL, 75, 44, 31, 46.8, 42.3, 91.5, 46.3, 11.8, 33.7, 35.1, 15.8, 19.9, 79.4, 10.2, 33.8, 44.0, 26.3, 11.1, 6.6, 4.2, 5.4, 18.7, 17.3, 112.3, -6.4
33, Bogdan Bogdanovic, ATL, 75, 35, 40, 47.2, 41.8, 86.7, 48.3, 13.7, 36.4, 37.7, 16.0, 20.6, 77.7, 9.9, 32.5, 42.5, 26.5, 13.7, 7.1, 5.4, 4.2, 18.3, 17.1, 113.4, -3.6
33, Anthony Edwards, MIN, 75, 52, 23, 48.8, 39.1, 87.9, 44.5, 11.2, 32.8, 34.2, 17.7, 22.4, 79.2, 10.4, 30.9, 41.3, 24.6, 14.0, 7.8, 4.4, 6.3, 19.4, 18.7, 107.1, -8.6
33, Tim Hardaway Jr., DAL, 75, 47, 28, 46.9, 42.8, 89.0, 48.1, 13.0, 35.5, 36.8, 16.5, 21.9, 75.5, 11.5, 33.7, 45.3, 27.1, 13.3, 6.9, 3.9, 4.2, 21.7, 18.3, 115.2, -0.8
33, Sam Hauser, BOS, 75, 60, 15, 48.8, 40.9, 92.1, 44.4, 11.7, 35.6, 32.9, 14.5, 18.6, 78.1, 11.4, 32.5, 43.9, 24.8, 11.2, 6.0, 4.0, 6.6, 16.7, 17.0, 108.0, -12.5
33, Aaron Holiday, HOU, 75, 37, 38, 46.9, 38.3, 83.7, 45.7, 11.2, 32.9, 33.9, 19.8, 26.3, 75.5, 10.1, 32.9, 43.0, 22.7, 14.1, 6.9, 5.8, 4.5, 19.6, 21.5, 107.5, -2.5
33, Nikola Jokic, DEN, 75, 52, 23, 48.8, 41.7, 89.1, 46.8, 11.0, 32.1, 34.4, 15.7, 19.9, 78.8, 9.7, 31.1, 40.8, 27.1, 12.5, 7.3, 4.5, 4.7, 18.7, 16.2, 110.0, -11.9
33, Brook Lopez, MIL, 75, 46, 29, 46.8, 42.4, 91.9, 46.1, 11.7, 33.3, 35.1, 15.1, 18.9, 80.1, 10.2, 33.7, 43.9, 25.9, 10.7, 7.0, 4.3, 5.6, 19.7, 16.8, 111.6, -5.8
33, Dejounte Murray, ATL, 75, 34, 41, 47.3, 44.3, 88.8, 49.9, 13.7, 34.9, 39.2, 17.0, 21.2, 80.2, 10.6, 32.6, 43.2, 27.8, 13.5, 7.8, 5.7, 4.4, 18.8, 18.3, 119.3, 2.2
33, Taurean Prince, LAL, 75, 42, 33, 46.8, 44.1, 91.1, 48.5, 14.2, 36.7, 38.6, 14.2, 17.9, 79.3, 10.6, 33.5, 44.1, 28.5, 12.5, 7.3, 5.0, 5.3, 19.0, 15.4, 116.6, 3.0
33, Coby White, CHI, 75, 35, 40, 49.2, 41.8, 88.8, 47.1, 14.8, 40.6, 36.5, 16.9, 21.5, 78.6, 10.3, 33.6, 43.9, 28.9, 13.2, 6.7, 5.0, 4.6, 19.0, 18.6, 115.4, 0.9
45, Jarrett Allen, CLE, 74, 44, 30, 48.8, 41.4, 88.7, 46.7, 12.4, 33.9, 36.6, 15.9, 19.9, 80.0, 10.0, 32.4, 42.4, 25.7, 14.0, 7.9, 5.2, 4.5, 19.1, 16.5, 111.2, -3.9
45, Anthony Davis, LAL, 74, 43, 31, 47.0, 43.1, 91.5, 47.2, 14.1, 36.6, 38.5, 13.6, 16.9, 80.5, 10.1, 32.5, 42.5, 27.7, 12.8, 7.9, 4.7, 5.9, 19.5, 14.4, 113.9, -2.4
45, Jeff Green, HOU, 74, 36, 38, 47.7, 40.4, 86.2, 46.9, 11.7, 34.4, 34.0, 20.3, 26.2, 77.5, 10.8, 33.4, 44.3, 23.1, 13.8, 6.8, 5.3, 5.3, 21.0, 21.3, 112.8, 3.4
45, Isaiah Joe, OKC, 74, 50, 24, 46.0, 37.1, 81.6, 45.5, 12.9, 35.4, 36.5, 19.3, 24.3, 79.6, 11.1, 31.7, 42.8, 24.2, 16.1, 6.4, 4.5, 5.4, 20.9, 19.2, 106.5, -10.2
45, Norman Powell, LAC, 74, 47, 27, 47.9, 41.0, 88.2, 46.5, 12.5, 34.8, 36.0, 18.7, 24.2, 77.5, 11.0, 32.1, 43.1, 25.4, 13.1, 6.8, 5.0, 5.6, 20.7, 20.4, 113.3, -4.9
45, Jeremy Sochan, SAS, 74, 18, 56, 47.2, 44.3, 90.1, 49.2, 11.9, 32.8, 36.3, 14.9, 18.8, 79.2, 9.9, 33.4, 43.3, 28.0, 12.7, 8.7, 4.5, 6.3, 16.6, 16.4, 115.5, 7.4
45, Klay Thompson, GSW, 74, 39, 35, 47.0, 42.6, 89.2, 47.7, 13.2, 36.0, 36.6, 17.2, 21.5, 80.1, 10.8, 31.9, 42.6, 27.1, 12.2, 7.4, 4.8, 4.0, 17.1, 18.7, 115.5, 0.3
45, Myles Turner, IND, 74, 43, 31, 46.9, 43.8, 88.9, 49.3, 10.3, 28.2, 36.4, 17.8, 23.0, 77.2, 10.1, 33.2, 43.3, 24.5, 12.0, 5.8, 5.0, 6.1, 17.5, 19.3, 115.6, -4.4
45, Aaron Wiggins, OKC, 74, 51, 23, 48.2, 42.1, 90.8, 46.3, 14.0, 37.8, 37.2, 16.4, 21.3, 77.1, 12.5, 31.2, 43.8, 27.3, 15.4, 7.4, 5.5, 6.7, 18.4, 17.7, 114.5, -0.9
54, Malaki Branham, SAS, 73, 17, 56, 46.3, 44.7, 89.4, 50.0, 12.6, 32.7, 38.6, 15.5, 19.3, 80.1, 10.1, 33.9, 44.0, 27.7, 13.0, 9.4, 4.7, 6.1, 16.9, 16.2, 117.6, 10.5
54, Jalen Brunson, NYK, 73, 45, 28, 49.4, 41.7, 87.5, 47.6, 13.1, 34.5, 37.8, 15.7, 20.7, 75.9, 10.3, 30.7, 41.0, 26.9, 13.8, 6.7, 5.0, 4.0, 21.2, 18.1, 112.0, -9.0
54, Jaden Ivey, DET, 73, 13, 60, 47.1, 43.1, 87.8, 49.1, 12.0, 32.1, 37.5, 19.6, 24.1, 81.5, 8.9, 31.9, 40.8, 26.8, 11.2, 8.5, 6.3, 4.7, 17.9, 21.1, 117.8, 7.3
54, Derrick Jones Jr., DAL, 73, 45, 28, 47.1, 41.8, 89.8, 46.6, 12.6, 35.5, 35.6, 16.7, 21.1, 79.0, 11.4, 33.4, 44.8, 27.7, 13.4, 7.8, 3.7, 5.4, 19.0, 18.0, 112.9, -0.9
54, Tre Jones, SAS, 73, 18, 55, 46.7, 42.7, 89.0, 47.9, 11.9, 32.5, 36.5, 15.0, 18.9, 79.1, 10.6, 32.1, 42.7, 26.6, 13.1, 8.4, 4.3, 6.6, 18.3, 16.0, 112.1, 1.2
54, Keegan Murray, SAC, 73, 42, 31, 48.1, 41.7, 86.0, 48.5, 13.0, 32.9, 39.6, 17.0, 21.3, 79.9, 8.3, 32.6, 41.0, 27.5, 13.9, 7.3, 4.7, 4.1, 17.6, 19.0, 113.5, -2.6
54, Jusuf Nurkic, PHX, 73, 45, 28, 48.0, 42.0, 90.1, 46.7, 12.6, 34.5, 36.5, 14.8, 19.0, 77.7, 9.3, 29.8, 39.1, 26.8, 11.9, 8.2, 4.5, 5.1, 19.2, 17.5, 111.4, -8.8
54, D'Angelo Russell, LAL, 73, 44, 29, 46.4, 43.1, 91.0, 47.3, 13.0, 35.2, 36.8, 13.7, 16.9, 81.1, 10.6, 32.3, 42.9, 27.2, 12.7, 7.6, 4.6, 5.7, 18.2, 14.9, 112.8, -3.3
54, Nikola Vucevic, CHI, 73, 35, 38, 49.3, 42.0, 88.6, 47.4, 14.9, 40.5, 36.8, 17.0, 22.0, 77.3, 10.1, 35.2, 45.3, 28.7, 13.4, 6.8, 4.7, 4.6, 17.2, 18.8, 115.9, 3.6
63, Giannis Antetokounmpo, MIL, 72, 44, 28, 47.1, 42.3, 90.4, 46.8, 12.6, 35.0, 36.0, 16.6, 20.5, 81.2, 9.7, 32.6, 42.3, 25.5, 11.3, 6.3, 4.1, 5.1, 20.5, 18.8, 113.8, -6.0
63, Deni Avdija, WAS, 72, 14, 58, 45.7, 43.8, 89.2, 49.1, 11.3, 32.0, 35.3, 17.2, 22.1, 78.0, 11.3, 34.4, 45.8, 27.5, 13.1, 7.8, 5.5, 4.6, 17.4, 18.9, 116.1, 6.9
63, Kentavious Caldwell-Pope, DEN, 72, 51, 21, 48.9, 41.7, 89.4, 46.6, 10.9, 31.3, 34.6, 16.3, 20.3, 80.3, 10.5, 30.9, 41.3, 26.8, 13.0, 7.3, 4.4, 5.0, 19.1, 16.5, 110.5, -11.5
63, Mike Conley, MIN, 72, 51, 21, 49.2, 39.8, 88.7, 44.8, 11.5, 31.9, 36.0, 15.9, 20.4, 78.3, 11.0, 31.0, 41.9, 24.8, 13.8, 8.1, 4.6, 6.0, 21.3, 18.6, 106.9, -6.6
63, Pat Connaughton, MIL, 72, 43, 29, 47.2, 43.1, 88.9, 48.5, 13.1, 35.9, 36.6, 16.2, 20.3, 79.5, 9.8, 33.2, 43.1, 26.3, 12.1, 6.6, 4.1, 4.5, 20.1, 18.7, 115.5, 0.1
63, Drew Eubanks, PHX, 72, 40, 32, 48.3, 41.2, 90.2, 45.7, 13.8, 37.5, 36.9, 16.5, 21.5, 76.6, 12.4, 30.2, 42.6, 25.5, 13.1, 8.4, 4.5, 6.9, 20.1, 17.8, 112.8, 3.8
63, Paul George, LAC, 72, 47, 25, 49.3, 41.6, 89.6, 46.4, 13.4, 36.1, 37.2, 15.9, 20.3, 78.4, 10.8, 31.0, 41.8, 27.1, 13.9, 7.2, 4.5, 5.2, 20.0, 18.5, 112.4, -8.8
63, Rudy Gobert, MIN, 72, 51, 21, 49.4, 39.2, 89.3, 43.9, 12.0, 33.6, 35.6, 15.8, 20.0, 79.0, 10.5, 29.7, 40.3, 25.1, 13.8, 8.3, 4.7, 6.0, 20.8, 18.4, 106.2, -8.5
63, Isaiah Hartenstein, NYK, 72, 44, 28, 48.8, 40.5, 87.2, 46.4, 12.6, 34.8, 36.3, 16.1, 20.4, 78.7, 9.9, 30.2, 40.1, 26.5, 13.8, 6.6, 5.1, 4.4, 19.6, 18.7, 109.7, -10.4
63, Herbert Jones, NOP, 72, 43, 29, 48.7, 40.7, 88.3, 46.1, 13.9, 39.7, 35.1, 16.3, 21.1, 77.2, 9.5, 32.4, 41.9, 27.3, 14.0, 6.1, 5.1, 5.4, 18.4, 19.4, 111.6, -4.5
63, Malik Monk, SAC, 72, 42, 30, 47.1, 40.7, 84.1, 48.3, 12.8, 32.3, 39.7, 20.7, 25.8, 80.3, 9.2, 31.7, 41.0, 25.8, 13.3, 7.6, 4.8, 4.3, 19.9, 20.8, 114.9, -0.3
63, Cedi Osman, SAS, 72, 17, 55, 46.0, 43.6, 86.9, 50.3, 13.2, 33.4, 39.5, 18.3, 23.6, 77.6, 10.3, 34.6, 44.9, 26.7, 12.9, 8.1, 4.5, 5.6, 17.9, 18.7, 118.8, 12.8
63, Jabari Smith Jr., HOU, 72, 36, 36, 48.0, 41.2, 87.5, 47.1, 12.8, 35.6, 35.9, 18.5, 24.2, 76.3, 10.9, 34.8, 45.7, 25.0, 13.1, 6.6, 5.9, 4.1, 19.3, 20.4, 113.6, 1.8
63, Jayson Tatum, BOS, 72, 57, 15, 48.6, 41.9, 92.5, 45.3, 13.1, 37.0, 35.3, 13.3, 17.4, 76.7, 11.1, 32.6, 43.7, 24.8, 11.8, 6.1, 3.2, 6.4, 17.8, 16.0, 110.2, -12.2
77, Grayson Allen, PHX, 71, 42, 29, 48.0, 43.1, 91.4, 47.2, 12.9, 35.6, 36.3, 15.5, 20.1, 77.2, 10.9, 30.0, 40.9, 27.1, 11.8, 7.9, 4.6, 5.7, 19.7, 18.0, 114.7, -4.6
77, Stephen Curry, GSW, 71, 41, 30, 46.8, 41.8, 88.6, 47.2, 12.8, 36.3, 35.3, 17.5, 21.8, 80.3, 10.7, 31.1, 41.8, 26.3, 12.3, 7.9, 4.5, 4.1, 17.9, 18.8, 113.8, -3.6
77, Kevin Durant, PHX, 71, 41, 30, 47.8, 42.7, 91.0, 47.0, 12.9, 35.5, 36.4, 15.1, 19.7, 76.7, 10.7, 29.6, 40.2, 26.7, 12.3, 8.6, 4.6, 5.7, 19.5, 17.4, 113.5, -4.9
77, Keyonte George, UTA, 71, 25, 46, 47.3, 44.4, 90.2, 49.2, 14.5, 36.6, 39.7, 15.3, 19.8, 77.0, 10.5, 31.8, 42.2, 30.0, 11.6, 8.8, 6.1, 5.8, 19.6, 17.2, 118.6, 9.1
77, Shai Gilgeous-Alexander, OKC, 71, 51, 20, 47.0, 39.3, 86.7, 45.3, 13.0, 36.3, 35.9, 18.9, 23.9, 79.0, 11.5, 32.4, 43.9, 26.1, 15.4, 6.1, 4.9, 6.6, 19.1, 19.2, 110.5, -10.3
77, James Harden, LAC, 71, 46, 25, 49.5, 42.8, 90.7, 47.1, 13.7, 36.3, 37.7, 15.8, 20.2, 78.4, 11.4, 31.1, 42.4, 27.6, 13.1, 7.1, 4.3, 5.2, 19.9, 18.2, 115.0, -5.7
77, Jaime Jaquez Jr., MIA, 71, 41, 30, 48.9, 40.9, 88.6, 46.2, 13.3, 38.3, 34.7, 15.7, 20.4, 77.2, 9.5, 33.8, 43.3, 26.8, 13.5, 6.7, 5.1, 3.6, 20.0, 18.1, 110.9, -1.7
77, Jonathan Kuminga, GSW, 71, 37, 34, 47.0, 40.9, 88.6, 46.2, 12.2, 35.4, 34.4, 17.8, 22.6, 78.8, 10.8, 31.9, 42.7, 26.2, 13.1, 7.5, 5.1, 4.4, 17.6, 19.4, 111.9, -3.1
77, Kevon Looney, GSW, 71, 41, 30, 48.1, 42.0, 89.0, 47.2, 13.5, 37.7, 35.7, 17.3, 21.8, 79.5, 9.8, 30.5, 40.4, 26.7, 11.3, 7.7, 4.2, 3.6, 18.6, 19.7, 114.8, -0.5
77, Terance Mann, LAC, 71, 46, 25, 49.3, 43.5, 91.1, 47.7, 13.8, 36.5, 37.8, 15.3, 19.6, 77.9, 10.9, 30.0, 41.0, 27.9, 12.0, 7.2, 4.0, 4.5, 17.9, 17.8, 116.1, -1.2
77, Brandon Miller, CHA, 71, 17, 54, 48.9, 44.2, 89.0, 49.7, 13.1, 35.7, 36.7, 17.4, 21.3, 81.4, 10.7, 35.1, 45.8, 28.9, 13.7, 7.0, 4.8, 4.6, 17.8, 18.5, 118.9, 10.1
77, Jalen Suggs, ORL, 71, 42, 29, 48.1, 40.1, 83.5, 48.1, 11.6, 30.8, 37.7, 18.5, 23.4, 79.1, 8.0, 31.8, 39.8, 24.5, 15.6, 8.8, 4.5, 5.0, 21.0, 19.7, 110.4, -1.7
77, Fred VanVleet, HOU, 71, 37, 34, 48.2, 40.1, 86.8, 46.2, 12.2, 35.1, 34.6, 18.9, 24.7, 76.5, 10.3, 34.2, 44.5, 23.7, 13.8, 6.9, 5.4, 4.4, 19.9, 20.6, 111.3, -2.8
77, Derrick White, BOS, 71, 58, 13, 48.2, 41.7, 92.5, 45.1, 13.0, 36.9, 35.1, 13.0, 17.0, 76.6, 11.0, 32.8, 43.8, 24.7, 12.1, 6.3, 3.5, 6.9, 18.0, 15.9, 109.5, -13.7
91, Toumani Camara, POR, 70, 19, 51, 48.5, 41.2, 86.5, 47.6, 11.4, 33.2, 34.4, 18.3, 23.0, 79.5, 10.7, 32.7, 43.4, 26.4, 15.4, 9.3, 6.7, 4.2, 18.1, 20.4, 112.1, 5.3
91, Clint Capela, ATL, 70, 33, 37, 47.1, 43.6, 89.3, 48.8, 13.2, 34.1, 38.8, 15.9, 19.8, 80.1, 10.7, 33.0, 43.6, 27.0, 13.1, 7.7, 6.0, 4.8, 17.8, 17.0, 116.3, 0.6
91, Julian Champagnie, SAS, 70, 16, 54, 46.6, 44.2, 88.9, 49.8, 12.5, 32.0, 39.0, 13.4, 16.8, 79.9, 9.6, 32.8, 42.4, 28.2, 13.9, 9.0, 4.4, 7.4, 17.0, 15.2, 114.3, 4.8
91, De'Aaron Fox, SAC, 70, 41, 29, 47.2, 40.9, 85.4, 47.9, 13.2, 33.6, 39.3, 17.5, 22.1, 79.4, 9.0, 32.9, 41.9, 26.4, 13.7, 7.1, 4.7, 4.2, 18.6, 19.2, 112.5, -4.1
91, Aaron Gordon, DEN, 70, 47, 23, 48.9, 42.2, 88.8, 47.5, 11.0, 31.3, 35.1, 15.4, 19.9, 77.5, 10.1, 31.5, 41.5, 27.1, 12.7, 7.2, 4.5, 4.9, 18.8, 16.2, 110.7, -8.6
91, Kyle Kuzma, WAS, 70, 13, 57, 46.4, 46.0, 91.5, 50.3, 11.7, 32.0, 36.7, 17.4, 22.4, 78.0, 12.3, 35.7, 48.0, 28.8, 13.3, 7.1, 5.3, 5.3, 16.0, 18.7, 121.2, 11.4
91, Damian Lillard, MIL, 70, 46, 24, 46.8, 42.4, 91.2, 46.4, 11.7, 33.6, 34.8, 16.2, 20.1, 80.5, 10.1, 33.2, 43.2, 26.2, 11.5, 6.7, 4.2, 5.1, 19.9, 18.0, 112.6, -7.0
91, Brandin Podziemski, GSW, 70, 38, 32, 47.7, 40.5, 88.0, 46.0, 12.7, 36.1, 35.2, 17.4, 22.1, 78.8, 10.7, 30.2, 40.8, 25.6, 13.0, 7.0, 5.1, 4.4, 17.7, 18.6, 111.0, -6.6
91, Franz Wagner, ORL, 70, 43, 27, 48.8, 39.9, 84.7, 47.1, 11.8, 32.4, 36.6, 16.7, 21.5, 77.9, 8.5, 31.3, 39.8, 23.8, 15.7, 8.0, 5.1, 5.1, 22.3, 19.8, 108.3, -4.0
100, Dillon Brooks, HOU, 69, 34, 35, 48.1, 41.3, 88.4, 46.7, 13.1, 36.2, 36.0, 18.5, 24.2, 76.4, 10.7, 33.8, 44.5, 24.7, 13.7, 7.4, 5.8, 4.1, 18.9, 20.7, 114.1, 0.8
100, Jaden Hardy, DAL, 69, 42, 27, 46.2, 41.7, 85.7, 48.7, 12.5, 33.6, 37.1, 18.4, 23.8, 77.3, 10.9, 33.6, 44.5, 25.6, 14.2, 7.7, 4.2, 4.4, 19.9, 19.5, 114.3, 4.9
