IND, PLAYER, TEAM, AGE, GP, W, L, MIN, OFFRTG, DEFRTG, NETRTG, AST%, AST/TO, AST_RATIO, OREB%, DREB%, REB%, TO_RATIO, EFG%, TS%, USG%, PACE, PIE, POSS
245, Jerami Grant , POR, 30, 54, 17, 37, 33.9, 107.8, 117.5, -9.6, 13.8, 1.31, 12.2, 1.9, 8.7, 5.2, 9.3, 51.6, 57.3, 25.5, 98.26, 10.0, 3751
245, Jonathan Isaac , ORL, 26, 54, 34, 20, 15.3, 114.0, 101.7, 12.3, 4.6, 1.04, 7.6, 8.5, 19.6, 14.3, 7.3, 59.8, 62.4, 16.3, 98.43, 14.0, 1686
245, Jordan Goodwin , MEM, 25, 54, 30, 24, 17.5, 106.1, 109.3, -3.1, 22.8, 2.77, 26.3, 7.0, 14.0, 10.5, 9.5, 43.8, 46.4, 17.7, 98.50, 9.7, 1940
245, Josh Green , DAL, 23, 54, 31, 23, 26.6, 118.3, 118.9, -0.7, 11.0, 2.19, 22.3, 2.7, 9.4, 6.1, 10.2, 59.3, 60.4, 12.9, 101.42, 6.5, 3023
245, Justin Holiday , DEN, 35, 54, 35, 19, 14.8, 113.1, 109.5, 3.6, 9.7, 4.77, 24.5, 1.1, 7.0, 4.1, 5.1, 59.9, 60.2, 10.2, 99.75, 5.9, 1662
245, Mo Bamba , PHI, 25, 54, 27, 27, 13.3, 107.5, 111.1, -3.6, 8.6, 1.05, 13.9, 9.5, 21.8, 15.4, 13.2, 55.4, 57.4, 15.1, 97.62, 9.7, 1458
245, Trey Lyles , SAC, 28, 54, 32, 22, 20.1, 118.2, 111.2, 7.0, 7.8, 1.83, 15.2, 5.0, 16.5, 10.8, 8.3, 58.4, 60.2, 14.0, 100.65, 8.5, 2278
245, Zeke Nnaji , DEN, 23, 54, 38, 16, 9.9, 102.9, 114.9, -12.0, 8.4, 1.15, 13.8, 10.1, 10.1, 10.1, 12.1, 47.5, 52.7, 15.3, 98.91, 6.4, 1093
258, Andre Jackson Jr. , MIL, 22, 53, 31, 22, 10.2, 113.7, 118.7, -5.0, 11.6, 2.04, 28.3, 7.8, 12.2, 10.0, 13.9, 58.9, 60.1, 9.5, 102.52, 4.5, 1156
258, Bojan Bogdanovic , NYK, 34, 53, 16, 37, 26.6, 109.5, 121.0, -11.5, 10.4, 0.96, 10.4, 1.5, 9.2, 5.3, 10.9, 55.3, 58.3, 24.3, 99.86, 8.3, 2927
258, Donovan Mitchell , CLE, 27, 53, 34, 19, 35.3, 115.6, 108.5, 7.1, 26.8, 2.13, 19.5, 2.3, 11.7, 7.1, 9.1, 54.4, 59.4, 30.0, 99.85, 15.0, 3908
258, Draymond Green , GSW, 34, 53, 32, 21, 26.8, 115.4, 110.5, 4.9, 27.1, 2.41, 37.2, 5.1, 19.9, 12.7, 15.4, 55.6, 58.0, 15.1, 103.22, 10.8, 3065
258, Keita Bates-Diop , BKN, 28, 53, 29, 24, 12.5, 109.3, 113.1, -3.8, 8.4, 2.53, 16.1, 4.9, 11.8, 8.5, 6.4, 49.7, 53.4, 12.8, 98.77, 7.8, 1366
258, Keon Ellis , SAC, 24, 53, 32, 21, 16.3, 114.6, 108.8, 5.8, 11.6, 2.48, 24.6, 3.2, 9.6, 6.3, 9.9, 59.5, 61.0, 11.6, 99.17, 6.3, 1774
258, Trey Murphy III , NOP, 23, 53, 32, 21, 28.9, 114.8, 108.2, 6.7, 10.5, 3.65, 14.7, 2.6, 13.8, 8.3, 4.0, 56.4, 59.6, 18.3, 99.24, 10.7, 3177
265, Dante Exum , DAL, 28, 52, 34, 18, 20.0, 120.8, 111.5, 9.3, 18.3, 3.13, 28.7, 2.3, 10.6, 6.6, 9.2, 62.9, 65.3, 15.2, 102.01, 9.5, 2208
265, Deandre Ayton , POR, 25, 52, 14, 38, 32.5, 107.2, 115.3, -8.0, 8.6, 0.94, 9.6, 9.9, 25.0, 17.3, 10.3, 57.4, 59.1, 20.7, 97.91, 14.0, 3448
265, Jock Landale , HOU, 28, 52, 25, 27, 12.7, 114.9, 105.0, 9.8, 10.8, 2.08, 19.0, 11.8, 10.9, 11.3, 9.2, 52.2, 56.8, 13.8, 102.58, 9.1, 1413
265, Jordan McLaughlin , MIN, 27, 52, 33, 19, 10.9, 110.5, 101.0, 9.5, 23.1, 5.88, 38.5, 2.7, 9.4, 6.0, 6.5, 62.5, 63.3, 12.1, 100.27, 10.9, 1191
265, Jose Alvarado , NOP, 25, 52, 35, 17, 17.9, 117.2, 105.5, 11.7, 15.7, 2.82, 21.9, 2.6, 9.6, 6.2, 7.8, 52.2, 53.8, 17.2, 99.85, 8.4, 1925
265, Kessler Edwards , SAC, 23, 52, 31, 21, 5.0, 98.6, 106.0, -7.5, 8.2, 4.67, 13.7, 3.1, 13.1, 7.6, 2.9, 54.3, 54.7, 13.7, 102.63, 7.5, 557
265, Khris Middleton , MIL, 32, 52, 30, 22, 26.9, 118.8, 114.5, 4.3, 26.6, 2.39, 26.1, 2.8, 13.3, 8.3, 10.9, 56.4, 59.2, 22.9, 102.57, 11.6, 2999
265, Oshae Brissett , BOS, 25, 52, 44, 8, 11.4, 118.4, 105.8, 12.6, 8.8, 2.41, 18.0, 8.4, 14.4, 11.4, 7.5, 51.1, 55.3, 12.9, 100.80, 7.7, 1232
265, Vince Williams Jr. , MEM, 23, 52, 18, 34, 27.6, 108.4, 111.4, -3.0, 17.7, 1.90, 25.0, 3.9, 16.3, 9.9, 13.1, 55.0, 59.7, 15.5, 99.07, 9.6, 2964
274, Dalano Banton , POR, 24, 51, 24, 27, 18.4, 106.2, 115.5, -9.4, 19.6, 1.70, 17.2, 4.1, 13.0, 8.4, 10.1, 48.2, 51.8, 24.4, 98.39, 10.1, 1923
274, Gary Harris , ORL, 29, 51, 34, 17, 23.7, 114.0, 110.1, 3.9, 9.3, 2.86, 20.2, 2.0, 5.5, 3.8, 7.1, 57.8, 59.6, 11.7, 98.38, 6.0, 2474
274, Kevin Love , MIA, 35, 51, 28, 23, 17.2, 114.9, 108.5, 6.3, 19.3, 2.57, 21.0, 6.1, 29.0, 17.4, 8.2, 55.6, 59.7, 20.5, 99.64, 14.2, 1817
274, Quentin Grimes , DET, 23, 51, 32, 19, 20.1, 108.1, 109.1, -0.9, 9.4, 2.36, 15.0, 1.3, 8.0, 4.6, 6.3, 49.5, 51.6, 15.5, 97.78, 5.9, 2079
274, Trae Young , ATL, 25, 51, 22, 29, 36.5, 116.3, 118.9, -2.6, 43.3, 2.51, 28.7, 1.1, 6.3, 3.6, 11.4, 51.2, 58.1, 29.2, 104.91, 13.2, 4066
274, Wendell Carter Jr. , ORL, 24, 51, 29, 22, 26.4, 110.4, 109.2, 1.2, 10.2, 1.43, 15.0, 8.2, 21.1, 14.6, 10.5, 60.2, 62.5, 17.1, 97.56, 11.6, 2741
274, Ziaire Williams , MEM, 22, 51, 20, 31, 20.3, 102.5, 112.4, -9.9, 11.8, 1.14, 13.6, 3.1, 13.8, 8.2, 12.0, 47.4, 51.1, 19.2, 100.40, 7.4, 2156
281, Chris Boucher , TOR, 31, 50, 16, 34, 14.1, 116.0, 113.6, 2.4, 4.4, 0.82, 7.5, 8.4, 20.2, 14.2, 9.1, 57.8, 62.5, 16.7, 99.35, 10.6, 1456
281, Christian Wood , LAL, 28, 50, 28, 22, 17.4, 109.9, 109.9, 0.0, 7.9, 0.98, 12.1, 4.8, 22.6, 14.4, 12.3, 53.2, 56.8, 17.3, 101.73, 10.1, 1849
281, Jakob Poeltl , TOR, 28, 50, 21, 29, 26.4, 113.6, 114.2, -0.6, 13.1, 1.65, 20.3, 11.0, 21.4, 16.2, 12.3, 65.6, 65.3, 16.0, 100.54, 11.7, 2763
281, Marvin Bagley III , WAS, 25, 50, 7, 43, 21.1, 109.5, 115.5, -6.0, 7.9, 0.93, 9.5, 11.9, 17.5, 14.6, 10.2, 59.7, 62.9, 20.4, 102.87, 12.2, 2257
281, Xavier Tillman , BOS, 25, 50, 28, 22, 18.6, 107.3, 109.5, -2.2, 11.4, 2.28, 18.6, 6.8, 15.2, 10.8, 8.2, 46.0, 46.4, 14.5, 99.41, 7.8, 1926
286, Bradley Beal , PHX, 30, 49, 30, 19, 33.1, 116.2, 113.7, 2.5, 21.9, 2.04, 22.8, 3.1, 9.5, 6.5, 11.2, 57.2, 59.6, 22.3, 100.02, 10.2, 3376
286, Craig Porter Jr. , CLE, 24, 49, 29, 20, 13.0, 111.7, 113.8, -2.1, 26.6, 2.58, 28.2, 3.5, 13.7, 8.7, 10.9, 53.5, 56.5, 20.3, 97.13, 11.3, 1290
286, Mike Muscala , OKC, 32, 49, 13, 36, 11.5, 106.6, 114.6, -8.0, 8.4, 1.84, 16.2, 5.9, 14.0, 9.8, 8.8, 46.0, 48.1, 13.4, 102.93, 5.3, 1210
286, Torrey Craig , CHI, 33, 49, 20, 29, 19.9, 109.9, 118.3, -8.5, 7.5, 1.77, 15.9, 6.2, 13.8, 9.8, 9.0, 54.7, 56.5, 12.2, 98.11, 6.3, 1979
290, Danilo Gallinari , MIL, 35, 48, 15, 33, 12.7, 110.3, 118.1, -7.8, 12.9, 2.75, 18.8, 3.2, 14.5, 8.8, 6.8, 52.2, 60.3, 16.7, 101.50, 9.2, 1296
290, Gordon Hayward , OKC, 34, 48, 22, 26, 24.5, 111.4, 120.1, -8.8, 17.7, 2.57, 23.8, 3.0, 11.7, 7.2, 9.3, 49.7, 53.8, 17.6, 100.03, 8.5, 2463
290, Jordan Nwora , TOR, 25, 48, 14, 34, 13.5, 103.1, 116.9, -13.8, 13.3, 1.19, 14.4, 3.5, 16.3, 9.8, 12.1, 52.4, 55.7, 21.3, 104.60, 9.9, 1422
290, Marcus Morris Sr. , CLE, 34, 48, 26, 22, 16.6, 110.4, 114.6, -4.1, 6.8, 1.24, 10.6, 2.6, 14.0, 8.1, 8.6, 53.5, 56.3, 16.1, 98.32, 7.4, 1637
290, Nick Smith Jr. , CHA, 19, 48, 8, 40, 13.8, 101.6, 114.5, -12.8, 13.3, 1.47, 15.1, 2.4, 7.3, 4.7, 10.3, 49.4, 50.4, 19.7, 97.30, 5.1, 1340
290, Shake Milton , NYK, 27, 48, 32, 16, 12.1, 104.6, 109.4, -4.8, 14.9, 1.94, 19.5, 2.3, 10.2, 6.2, 10.1, 45.1, 49.9, 17.3, 103.78, 6.5, 1263
290, Talen Horton-Tucker , UTA, 23, 48, 12, 36, 19.1, 112.2, 118.2, -6.1, 27.1, 2.86, 24.3, 2.1, 9.7, 5.8, 8.5, 45.8, 50.2, 23.1, 100.70, 9.1, 1931
290, Tristan Thompson , CLE, 33, 48, 28, 20, 11.2, 114.6, 113.0, 1.7, 13.5, 1.76, 23.6, 13.0, 18.0, 15.5, 13.4, 62.5, 57.8, 12.9, 98.05, 9.2, 1093
298, Anthony Gill , WAS, 31, 47, 9, 38, 8.4, 112.8, 108.2, 4.6, 9.1, 1.17, 13.6, 8.3, 11.3, 9.8, 11.6, 50.4, 53.9, 17.6, 104.75, 7.2, 862
298, Cam Reddish , LAL, 24, 47, 27, 20, 20.7, 109.8, 112.4, -2.7, 6.1, 1.52, 14.0, 2.8, 7.2, 5.0, 9.3, 47.2, 50.8, 12.3, 103.24, 4.5, 2100
298, Chimezie Metu , DET, 27, 47, 23, 24, 15.4, 106.3, 112.1, -5.8, 8.1, 0.93, 12.5, 5.3, 17.5, 11.6, 13.5, 56.1, 61.4, 16.3, 100.10, 10.2, 1512
298, Evan Mobley , CLE, 22, 47, 27, 20, 30.8, 110.6, 110.1, 0.5, 15.8, 1.79, 18.2, 7.4, 22.2, 15.0, 10.2, 60.2, 62.7, 20.1, 100.55, 14.1, 3029
298, Jae Crowder , MIL, 33, 47, 24, 23, 22.9, 113.0, 115.1, -2.1, 7.8, 3.20, 18.7, 2.4, 11.4, 6.8, 5.8, 54.0, 55.4, 11.0, 101.68, 6.0, 2280
298, Jalen McDaniels , TOR, 26, 47, 12, 35, 10.3, 99.6, 114.5, -14.9, 11.1, 1.25, 14.2, 3.1, 11.5, 7.2, 11.4, 38.1, 41.1, 17.9, 102.03, 4.0, 1031
298, Johnny Davis , WAS, 22, 47, 8, 39, 11.5, 103.0, 113.3, -10.3, 6.7, 3.50, 15.5, 3.0, 8.7, 5.7, 4.4, 40.5, 41.9, 11.4, 105.74, 3.3, 1190
298, Julian Strawther , DEN, 21, 47, 31, 16, 11.5, 106.2, 115.5, -9.3, 12.3, 2.24, 15.6, 0.8, 9.5, 5.1, 7.0, 46.4, 48.6, 19.2, 101.62, 5.7, 1151
306, Anfernee Simons , POR, 24, 46, 11, 35, 34.4, 109.9, 120.5, -10.6, 26.8, 2.02, 19.8, 1.3, 9.7, 5.3, 9.8, 52.3, 56.8, 27.6, 97.90, 11.1, 3231
306, Isaiah Stewart , DET, 22, 46, 9, 37, 30.9, 110.3, 114.5, -4.2, 6.9, 1.11, 13.1, 5.3, 16.1, 10.7, 11.8, 57.5, 60.0, 14.3, 100.63, 8.1, 2979
306, Jaden Springer , BOS, 21, 46, 30, 16, 9.8, 109.2, 113.2, -4.0, 13.1, 1.29, 17.9, 7.0, 8.3, 7.6, 13.8, 41.2, 46.8, 17.1, 99.58, 4.9, 923
306, Julius Randle , NYK, 29, 46, 29, 17, 35.4, 119.7, 113.8, 6.0, 21.7, 1.44, 16.9, 5.9, 19.8, 12.8, 11.7, 51.8, 56.9, 28.7, 98.84, 13.4, 3364
306, Landry Shamet , WAS, 27, 46, 6, 40, 15.8, 109.3, 119.2, -9.9, 10.4, 1.80, 14.4, 2.1, 6.5, 4.2, 8.0, 52.7, 55.6, 18.1, 103.63, 5.8, 1571
306, MarJon Beauchamp , MIL, 23, 46, 30, 16, 12.9, 113.6, 114.5, -0.9, 6.6, 1.11, 13.2, 3.8, 12.0, 8.0, 11.9, 56.7, 58.2, 13.8, 103.54, 6.0, 1279
306, OG Anunoby , NYK, 26, 46, 27, 19, 34.0, 117.7, 107.2, 10.5, 8.6, 1.40, 13.8, 2.8, 9.2, 6.1, 9.8, 57.5, 59.5, 17.1, 99.06, 8.2, 3232
313, JaVale McGee , SAC, 36, 45, 27, 18, 7.4, 108.4, 110.3, -1.9, 6.8, 0.47, 7.9, 10.9, 23.1, 16.9, 16.8, 60.4, 61.1, 20.7, 104.98, 12.3, 735
314, Alex Len , SAC, 30, 44, 23, 21, 9.2, 117.4, 100.9, 16.5, 13.4, 1.79, 27.2, 10.1, 18.7, 14.3, 15.2, 61.5, 62.5, 11.7, 101.69, 9.8, 854
314, Chuma Okeke , ORL, 25, 44, 23, 21, 9.6, 99.8, 107.7, -7.9, 7.4, 1.27, 12.9, 3.9, 14.4, 8.9, 10.2, 45.9, 46.4, 13.1, 97.20, 6.5, 853
314, Delon Wright , MIA, 31, 44, 13, 31, 15.3, 109.4, 110.9, -1.5, 21.6, 9.00, 34.5, 2.4, 9.2, 5.7, 3.8, 43.4, 48.2, 12.9, 101.09, 8.9, 1415
314, GG Jackson , MEM, 19, 44, 14, 30, 24.7, 103.7, 110.6, -6.9, 8.5, 0.90, 8.3, 4.0, 11.7, 7.8, 9.2, 52.5, 56.2, 22.8, 99.90, 9.5, 2255
314, Jericho Sims , NYK, 25, 44, 29, 15, 12.8, 108.0, 110.1, -2.1, 5.9, 1.50, 23.5, 9.2, 15.6, 12.4, 15.7, 70.4, 70.7, 6.0, 93.81, 7.7, 1098
314, Omer Yurtseven , UTA, 25, 44, 15, 29, 10.1, 103.4, 116.8, -13.4, 7.8, 0.71, 10.6, 11.6, 24.2, 17.4, 15.0, 56.2, 57.2, 16.8, 101.31, 10.2, 947
314, Seth Curry , CHA, 33, 44, 25, 19, 14.0, 110.6, 107.5, 3.1, 10.0, 2.10, 15.9, 2.8, 7.8, 5.3, 7.6, 48.5, 51.9, 15.9, 100.77, 6.7, 1301
321, Cam Whitmore , HOU, 19, 43, 16, 27, 18.3, 109.3, 112.2, -2.9, 4.1, 0.48, 3.8, 4.6, 15.5, 9.7, 7.9, 54.2, 56.4, 25.9, 103.57, 11.2, 1693
321, Gary Payton II , GSW, 31, 43, 26, 17, 15.5, 114.6, 108.8, 5.7, 9.4, 1.81, 18.1, 6.7, 9.7, 8.2, 10.0, 61.6, 62.0, 12.7, 103.45, 7.8, 1436
321, Ish Smith , CHA, 35, 43, 6, 37, 17.2, 101.7, 119.2, -17.5, 26.8, 3.09, 41.2, 1.4, 9.4, 5.1, 13.4, 43.0, 43.5, 11.9, 100.59, 5.7, 1549
321, Josh Richardson , MIA, 30, 43, 24, 19, 25.6, 108.7, 113.7, -5.0, 14.4, 2.92, 20.7, 1.7, 9.4, 5.6, 7.1, 53.9, 57.3, 15.9, 98.56, 8.0, 2267
321, Patrick Williams , CHI, 22, 43, 19, 24, 27.3, 114.3, 115.5, -1.2, 7.7, 1.16, 12.9, 3.9, 10.5, 7.1, 11.1, 52.5, 55.3, 16.3, 97.59, 6.6, 2393
326, Desmond Bane , MEM, 25, 42, 14, 28, 34.4, 108.2, 115.4, -7.2, 27.2, 2.05, 19.5, 2.3, 10.4, 6.2, 9.5, 55.2, 58.9, 27.3, 100.82, 12.8, 3038
326, Killian Hayes , DET, 22, 42, 7, 35, 24.0, 106.5, 117.6, -11.1, 26.8, 4.02, 36.8, 1.1, 10.7, 5.9, 9.2, 45.2, 47.4, 14.7, 102.49, 7.7, 2149
326, Mason Plumlee , LAC, 34, 42, 28, 14, 14.1, 118.0, 114.6, 3.4, 9.9, 1.55, 18.6, 9.4, 24.3, 17.3, 12.0, 61.2, 65.2, 14.2, 100.19, 11.1, 1240
326, Nassir Little , PHX, 24, 42, 26, 16, 10.7, 103.2, 112.7, -9.5, 6.9, 1.50, 13.0, 3.1, 12.2, 7.8, 8.6, 54.2, 57.1, 12.9, 101.41, 7.2, 955
326, Nikola Jovic , MIA, 20, 42, 21, 21, 18.8, 117.1, 107.4, 9.7, 14.0, 2.10, 21.6, 3.1, 18.8, 11.1, 10.3, 56.1, 57.8, 16.7, 98.00, 8.8, 1614
326, Sandro Mamukelashvili , SAS, 24, 42, 9, 33, 8.2, 110.1, 102.8, 7.3, 16.6, 3.64, 22.6, 9.6, 17.7, 13.5, 6.2, 52.6, 55.8, 16.1, 103.53, 11.4, 741
332, Bruno Fernando , ATL, 25, 41, 20, 21, 14.5, 108.4, 112.5, -4.1, 10.7, 1.10, 15.4, 10.1, 19.7, 15.0, 14.0, 57.6, 60.4, 17.2, 99.08, 10.0, 1221
333, Bol Bol , PHX, 24, 40, 26, 14, 11.3, 110.4, 108.5, 1.9, 5.6, 1.00, 9.1, 6.9, 20.1, 13.9, 9.1, 69.2, 70.3, 15.5, 100.35, 13.4, 952
333, Cody Zeller , NOP, 31, 40, 24, 16, 7.6, 115.1, 106.8, 8.3, 14.5, 2.40, 28.1, 13.6, 18.7, 16.1, 11.7, 42.5, 48.2, 11.8, 104.53, 7.8, 664
333, Davis Bertans , CHA, 31, 40, 19, 21, 15.3, 106.7, 114.1, -7.4, 8.1, 2.27, 12.6, 1.4, 8.2, 4.6, 5.6, 55.7, 58.7, 16.6, 98.70, 7.1, 1265
333, Eugene Omoruyi , WAS, 27, 40, 5, 35, 8.6, 97.6, 112.3, -14.7, 13.9, 1.67, 14.4, 8.1, 14.0, 10.9, 8.7, 48.6, 52.0, 20.2, 108.77, 8.5, 776
333, Jalen Wilson , BKN, 23, 40, 13, 27, 14.5, 112.1, 114.1, -2.0, 10.0, 2.21, 18.1, 6.6, 12.4, 9.4, 8.2, 51.0, 55.7, 13.6, 97.32, 7.6, 1186
333, Julian Phillips , CHI, 20, 40, 20, 20, 8.1, 112.1, 111.7, 0.4, 5.2, 1.30, 12.1, 3.5, 7.7, 5.5, 9.3, 49.4, 52.1, 12.1, 100.90, 3.0, 675
333, Kobe Brown , LAC, 24, 40, 26, 14, 7.7, 110.4, 119.2, -8.8, 7.3, 2.43, 18.5, 3.7, 12.4, 7.9, 7.6, 50.7, 50.8, 10.0, 99.23, 3.8, 636
333, Maxi Kleber , DAL, 32, 40, 25, 15, 20.5, 116.9, 111.3, 5.7, 9.8, 2.46, 25.8, 3.2, 12.6, 8.1, 10.5, 50.7, 54.2, 9.6, 102.17, 5.1, 1747
333, Reggie Bullock Jr. , HOU, 33, 40, 21, 19, 9.7, 109.0, 113.4, -4.4, 4.8, 1.56, 13.6, 1.5, 15.7, 8.5, 8.7, 59.4, 59.7, 9.5, 101.36, 6.4, 820
333, Richaun Holmes , WAS, 30, 40, 13, 27, 13.9, 108.1, 115.8, -7.7, 6.2, 1.04, 11.6, 11.5, 19.8, 15.5, 11.1, 56.1, 59.3, 14.1, 102.35, 9.1, 1182
333, Sasha Vezenkov , SAC, 28, 40, 21, 19, 12.2, 114.0, 112.4, 1.7, 5.3, 1.58, 8.6, 6.0, 12.9, 9.4, 5.4, 56.5, 57.7, 17.2, 102.51, 8.7, 1040
344, Jacob Gilyard , BKN, 25, 39, 12, 27, 17.1, 106.3, 117.8, -11.5, 29.4, 4.59, 43.2, 1.1, 5.6, 3.2, 9.4, 58.6, 58.9, 11.3, 97.38, 7.9, 1357
344, Luka Samanic , UTA, 24, 39, 13, 26, 7.2, 106.3, 110.4, -4.1, 5.2, 0.63, 6.8, 4.1, 19.9, 12.3, 10.9, 41.0, 47.2, 19.7, 106.36, 6.7, 620
344, Luke Kennard , MEM, 27, 39, 15, 24, 25.6, 106.4, 115.2, -8.8, 21.2, 2.52, 26.2, 1.1, 10.5, 5.7, 10.4, 61.7, 64.1, 16.6, 99.53, 9.9, 2069
344, Malcolm Brogdon , POR, 31, 39, 15, 24, 28.7, 110.7, 114.5, -3.7, 30.1, 3.57, 26.1, 2.4, 10.8, 6.5, 7.3, 52.2, 56.0, 22.6, 99.51, 12.2, 2326
344, Markelle Fultz , ORL, 25, 39, 24, 15, 21.4, 109.6, 107.6, 2.0, 19.8, 2.51, 24.1, 6.5, 9.3, 7.9, 9.6, 47.7, 48.9, 18.0, 99.03, 8.6, 1724
349, A.J. Lawson , DAL, 23, 38, 25, 13, 6.8, 111.0, 106.6, 4.4, 7.9, 1.50, 11.2, 4.0, 8.7, 6.3, 7.5, 53.5, 54.9, 17.7, 107.19, 7.8, 584
349, Bismack Biyombo , OKC, 31, 38, 18, 20, 20.0, 110.4, 114.9, -4.5, 9.0, 1.26, 21.9, 7.7, 17.7, 12.6, 17.4, 55.6, 55.5, 10.5, 99.30, 6.2, 1574
349, Tyler Herro , MIA, 24, 38, 20, 18, 33.3, 112.3, 112.5, -0.2, 21.3, 2.12, 17.4, 1.4, 14.3, 7.8, 8.2, 52.9, 55.2, 26.8, 98.87, 11.7, 2604
352, Damian Jones , CLE, 28, 37, 23, 14, 6.9, 96.3, 111.9, -15.6, 9.9, 1.15, 14.6, 8.0, 17.6, 12.7, 12.6, 61.8, 66.0, 15.0, 96.60, 11.8, 520
352, Jared Butler , WAS, 23, 37, 6, 31, 13.1, 107.1, 109.7, -2.6, 32.1, 2.30, 31.9, 1.6, 8.0, 4.8, 13.9, 54.5, 57.9, 19.3, 102.43, 10.3, 1033
352, Joel Embiid , PHI, 30, 37, 29, 8, 33.6, 119.8, 110.3, 9.5, 31.1, 1.45, 15.2, 7.6, 23.7, 16.0, 10.5, 56.0, 64.4, 38.8, 100.85, 22.4, 2600
352, Lamar Stevens , MEM, 26, 37, 22, 15, 14.1, 104.9, 104.0, 0.9, 8.2, 1.09, 8.5, 5.8, 15.1, 10.4, 7.8, 48.5, 51.6, 21.4, 98.49, 11.1, 1067
352, Svi Mykhailiuk , BOS, 26, 37, 30, 7, 8.7, 118.5, 102.7, 15.8, 10.6, 2.70, 18.8, 2.8, 9.0, 6.0, 6.9, 52.9, 53.2, 15.2, 98.69, 7.0, 660
352, Thomas Bryant , MIA, 26, 37, 21, 16, 11.3, 112.4, 111.3, 1.1, 8.0, 1.16, 10.9, 9.1, 23.0, 16.1, 9.5, 57.6, 62.7, 18.5, 99.05, 11.8, 858
352, Tre Mann , CHA, 23, 37, 19, 18, 23.3, 105.1, 112.4, -7.3, 24.2, 2.38, 28.6, 2.2, 13.6, 8.1, 12.0, 53.9, 56.2, 18.1, 96.94, 10.4, 1743
359, De'Anthony Melton , PHI, 25, 36, 23, 13, 27.8, 121.9, 111.9, 10.0, 14.2, 2.82, 20.6, 2.7, 11.0, 6.8, 7.3, 49.9, 54.0, 17.6, 101.25, 7.9, 2115
359, DeAndre Jordan , DEN, 35, 36, 24, 12, 11.0, 105.2, 115.9, -10.7, 9.8, 1.13, 15.8, 12.6, 23.7, 18.2, 13.9, 62.4, 61.0, 14.7, 97.52, 11.0, 803
359, Olivier-Maxence Prosper , DAL, 21, 36, 22, 14, 7.3, 102.6, 112.7, -10.1, 10.4, 4.00, 17.2, 6.3, 15.7, 10.7, 4.3, 40.0, 46.1, 14.2, 105.15, 7.4, 583
359, Skylar Mays , LAL, 26, 36, 13, 23, 11.9, 104.1, 114.4, -10.4, 29.2, 4.20, 31.3, 2.1, 8.3, 4.9, 7.5, 44.9, 46.8, 17.9, 99.36, 8.9, 886
359, Taylor Hendricks , UTA, 20, 36, 11, 25, 20.9, 109.3, 118.3, -9.0, 4.4, 0.92, 8.6, 5.2, 16.1, 10.6, 9.4, 55.3, 57.0, 14.0, 101.89, 6.9, 1595
359, Trent Forrest , ATL, 25, 36, 18, 18, 10.8, 105.0, 114.4, -9.4, 29.9, 4.72, 43.4, 2.5, 10.1, 6.1, 9.2, 37.6, 41.8, 12.3, 98.91, 6.8, 799
365, Furkan Korkmaz , PHI, 26, 35, 22, 13, 8.6, 116.5, 110.2, 6.4, 10.8, 2.50, 21.2, 1.3, 8.7, 4.9, 8.5, 48.7, 51.9, 12.6, 104.27, 6.1, 653
365, Jeremiah Robinson-Earl , NOP, 23, 35, 19, 16, 9.2, 108.4, 107.9, 0.6, 9.3, 1.40, 15.9, 6.7, 15.2, 11.0, 11.4, 53.9, 56.5, 14.2, 101.99, 9.0, 676
365, Lester Quinones , GSW, 23, 35, 22, 13, 10.7, 109.5, 109.6, -0.1, 12.0, 2.06, 17.2, 4.7, 13.0, 8.7, 8.3, 50.8, 52.9, 16.6, 101.53, 6.7, 799
365, Lindy Waters III , OKC, 26, 35, 22, 13, 7.1, 103.0, 110.8, -7.8, 12.3, 3.33, 17.4, 2.7, 11.7, 7.2, 5.2, 60.7, 61.2, 15.9, 101.06, 9.1, 532
365, Patrick Baldwin Jr. , WAS, 21, 35, 6, 29, 10.9, 105.1, 107.0, -1.8, 7.4, 1.31, 12.6, 3.5, 20.3, 11.8, 9.6, 41.7, 44.7, 15.6, 104.91, 6.1, 835
365, Rayan Rupert , POR, 19, 35, 7, 28, 14.4, 104.2, 114.0, -9.9, 12.7, 1.85, 22.6, 3.4, 12.3, 7.4, 12.3, 44.9, 48.1, 13.2, 100.29, 4.7, 1056
365, Wesley Matthews , ATL, 37, 35, 11, 24, 11.7, 109.3, 114.8, -5.5, 7.5, 2.75, 16.1, 2.0, 10.7, 6.1, 5.8, 47.4, 50.6, 11.8, 101.49, 4.6, 854
372, Bones Hyland , LAC, 23, 34, 19, 15, 13.2, 107.5, 111.2, -3.7, 25.4, 1.95, 23.8, 0.9, 7.1, 4.1, 12.2, 45.4, 47.1, 23.2, 99.23, 6.4, 932
372, Danuel House Jr. , PHI, 30, 34, 21, 13, 15.0, 109.9, 107.7, 2.3, 7.5, 1.47, 16.4, 3.0, 8.1, 5.5, 11.1, 51.9, 57.5, 11.6, 101.74, 5.3, 1077
372, Yuta Watanabe , MEM, 29, 34, 18, 16, 13.7, 107.4, 114.7, -7.3, 4.5, 0.79, 9.5, 2.3, 8.8, 5.6, 12.0, 46.1, 47.4, 12.9, 99.95, 3.0, 969
