IND, PLAYER, TEAM, AGE, GP, W, L, MIN, DEF_RTG, DREB, DREB%, %DREB, STL, STL%, BLK, %BLK, OPP_PTS/OFF_TOV, OPP_PTS_2ND_CHANCE, OPP_PTS_FB, OPP_PTS_PAINT, DEF_WS
285, Gary Trent Jr. , TOR, 25, 63, 22, 41, 27.7, 117.2, 2.2, 8.0, 12.3, 1.0, 24.1, 0.2, 5.7, 9.1, 8.8, 8.2, 32.4, 0.054
286, Javon Freeman-Liberty , TOR, 24, 11, 1, 10, 13.4, 110.6, 1.8, 13.6, 22.2, 0.3, 9.1, 0.2, 14.3, 7.2, 4.5, 4.9, 14.2, 0.053
287, Robert Williams III , POR, 26, 6, 2, 4, 19.8, 114.9, 4.5, 22.7, 34.6, 1.2, 31.8, 1.2, 46.7, 7.5, 4.3, 8.2, 20.7, 0.053
288, Svi Mykhailiuk , BOS, 26, 32, 26, 6, 8.8, 103.4, 0.9, 9.2, 13.7, 0.3, 21.3, 0.0, 0.0, 3.3, 2.2, 2.7, 9.1, 0.052
289, Jamal Cain , MIA, 25, 19, 9, 10, 12.6, 110.0, 1.1, 8.7, 12.9, 0.5, 29.4, 0.2, 33.3, 5.0, 3.1, 3.4, 13.1, 0.052
290, Bol Bol , PHX, 24, 33, 22, 11, 11.3, 108.2, 2.5, 19.2, 28.8, 0.2, 13.6, 0.6, 35.6, 4.5, 3.5, 4.3, 10.1, 0.051
291, Miles Bridges , CHA, 26, 59, 14, 45, 37.6, 119.2, 6.4, 17.8, 26.5, 1.0, 19.3, 0.5, 15.4, 12.9, 10.7, 11.3, 41.8, 0.051
292, Taurean Prince , LAL, 30, 67, 36, 31, 28.0, 117.6, 2.7, 9.3, 13.8, 0.8, 18.6, 0.5, 15.3, 9.6, 9.1, 10.0, 30.7, 0.051
293, Devonte' Graham , SAS, 29, 15, 4, 11, 8.3, 102.6, 1.2, 14.9, 22.2, 0.3, 22.7, 0.1, 5.6, 1.5, 2.4, 2.8, 8.8, 0.051
294, Bruno Fernando , ATL, 25, 33, 15, 18, 13.2, 110.3, 2.8, 20.9, 33.6, 0.6, 27.4, 0.7, 52.4, 4.5, 4.0, 3.8, 12.7, 0.050
295, Dereck Lively II , DAL, 20, 51, 31, 20, 23.9, 116.6, 4.3, 17.4, 25.9, 0.6, 19.8, 1.4, 50.7, 7.4, 6.6, 8.5, 25.3, 0.050
296, Jordan Hawkins , NOP, 21, 60, 36, 24, 18.3, 114.5, 1.9, 10.2, 15.6, 0.3, 10.3, 0.1, 6.5, 6.2, 5.5, 5.7, 18.3, 0.050
297, Marcus Morris Sr. , CLE, 34, 41, 23, 18, 17.6, 114.1, 2.6, 14.7, 22.7, 0.3, 12.6, 0.3, 17.1, 5.5, 5.1, 5.9, 17.9, 0.049
298, Dru Smith , MIA, 26, 9, 7, 2, 14.5, 112.5, 0.9, 5.8, 9.9, 1.0, 34.6, 0.3, 23.1, 4.9, 5.4, 4.0, 13.3, 0.049
299, Neemias Queta , BOS, 24, 26, 22, 4, 11.4, 108.8, 2.3, 19.6, 28.9, 0.4, 25.6, 0.6, 48.4, 2.5, 2.8, 3.1, 9.4, 0.049
300, Hamidou Diallo , WAS, 25, 2, 1, 1, 2.4, 50.0, 0.0, 0.0, 0.0, 1.0, 100, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.049
301, Daniel Gafford , DAL, 25, 63, 21, 42, 24.8, 117.3, 5.1, 18.9, 29.9, 0.9, 23.2, 2.0, 57.4, 8.1, 8.8, 7.9, 28.6, 0.049
302, Lester Quinones , GSW, 23, 31, 18, 13, 11.7, 109.3, 1.6, 13.2, 17.9, 0.2, 14.3, 0.1, 4.4, 4.2, 2.5, 3.9, 12.6, 0.049
303, TyTy Washington Jr. , MIL, 22, 5, 3, 2, 4.1, 84.8, 0.2, 5.6, 6.3, 0.4, 40.0, 0.0, 0.0, 2.6, 0.4, 1.4, 1.6, 0.049
304, Bobby Portis , MIL, 29, 71, 46, 25, 24.3, 117.0, 5.6, 22.6, 33.8, 0.8, 22.1, 0.4, 16.0, 6.8, 6.9, 6.8, 26.1, 0.048
305, Jericho Sims , NYK, 25, 41, 26, 15, 13.4, 111.0, 2.1, 15.8, 24.3, 0.2, 11.4, 0.4, 39.5, 4.4, 3.7, 3.1, 12.8, 0.048
306, Mo Bamba , PHI, 25, 49, 25, 24, 13.0, 110.9, 2.7, 20.8, 32.2, 0.4, 18.8, 1.0, 58.1, 3.7, 3.3, 4.4, 12.0, 0.048
307, Andre Drummond , CHI, 30, 71, 34, 37, 17.0, 114.2, 5.4, 32.1, 48.1, 0.9, 31.8, 0.6, 32.3, 5.7, 5.0, 4.6, 15.3, 0.048
308, Isaiah Jackson , IND, 22, 52, 31, 21, 13.3, 112.0, 2.6, 19.3, 31.2, 0.7, 25.8, 1.0, 54.3, 5.1, 4.6, 3.8, 15.6, 0.047
309, Andrew Wiggins , GSW, 29, 61, 29, 32, 26.7, 117.9, 2.8, 9.9, 15.0, 0.6, 17.9, 0.5, 21.9, 10.3, 8.5, 8.3, 28.1, 0.047
310, JT Thor , CHA, 21, 52, 12, 40, 12.4, 111.0, 1.5, 12.2, 17.8, 0.2, 10.4, 0.4, 36.2, 4.4, 3.4, 3.4, 12.9, 0.046
311, Nick Richards , CHA, 26, 60, 12, 48, 26.7, 117.8, 5.7, 22.3, 33.2, 0.4, 10.3, 1.2, 45.2, 9.6, 7.0, 8.3, 30.2, 0.046
312, Cameron Payne , PHI, 29, 67, 38, 29, 16.4, 114.2, 1.2, 7.2, 11.0, 0.5, 19.5, 0.1, 7.8, 4.3, 4.9, 4.2, 17.0, 0.046
313, Chuma Okeke , ORL, 25, 42, 21, 21, 9.8, 107.5, 1.4, 14.5, 21.1, 0.2, 15.8, 0.2, 16.3, 4.0, 2.1, 2.7, 10.2, 0.046
314, Caleb Houstan , ORL, 21, 54, 29, 25, 14.0, 112.3, 1.0, 6.9, 10.3, 0.2, 13.8, 0.1, 3.9, 4.9, 3.9, 4.2, 14.0, 0.046
315, Saddiq Bey , ATL, 24, 63, 28, 35, 32.7, 119.1, 3.9, 11.9, 17.9, 0.8, 17.3, 0.2, 5.7, 11.1, 9.7, 10.9, 38.1, 0.046
316, Bones Hyland , LAC, 23, 31, 18, 13, 14.0, 112.6, 1.0, 6.8, 10.7, 0.6, 28.6, 0.1, 6.5, 5.8, 4.4, 5.1, 15.0, 0.046
317, T.J. McConnell , IND, 32, 61, 33, 28, 17.9, 115.2, 2.2, 12.7, 19.4, 1.1, 34.9, 0.1, 5.9, 6.2, 5.4, 5.1, 21.7, 0.045
318, Pat Connaughton , MIL, 31, 65, 42, 23, 21.7, 116.7, 2.5, 11.5, 16.9, 0.5, 16.3, 0.2, 12.5, 6.4, 6.0, 6.4, 22.9, 0.045
319, Bennedict Mathurin , IND, 21, 59, 33, 26, 26.1, 117.9, 2.9, 11.3, 17.8, 0.6, 13.9, 0.2, 8.4, 9.9, 9.0, 7.7, 33.4, 0.045
320, De'Andre Hunter , ATL, 26, 46, 21, 25, 28.5, 118.4, 3.0, 11.0, 16.8, 0.8, 16.3, 0.3, 11.7, 10.0, 8.8, 9.0, 31.2, 0.045
321, Jabari Walker , POR, 21, 62, 16, 46, 22.4, 117.0, 4.5, 21.3, 34.8, 0.6, 18.3, 0.3, 15.6, 9.0, 7.0, 8.4, 25.5, 0.045
322, Ousmane Dieng , OKC, 20, 31, 19, 12, 11.0, 109.5, 1.3, 11.1, 17.1, 0.2, 10.2, 0.1, 7.7, 4.1, 2.9, 2.9, 11.0, 0.045
323, Julian Champagnie , SAS, 22, 63, 12, 51, 17.8, 115.3, 2.0, 11.4, 16.4, 0.6, 20.4, 0.6, 19.4, 6.9, 4.8, 5.4, 20.8, 0.044
324, Killian Hayes , DET, 22, 42, 7, 35, 24.0, 117.6, 2.6, 10.7, 15.8, 0.9, 28.8, 0.5, 18.9, 9.8, 7.2, 6.8, 28.3, 0.044
325, Sasha Vezenkov , SAC, 28, 35, 18, 17, 12.6, 112.1, 1.6, 12.7, 19.4, 0.5, 31.4, 0.2, 15.2, 4.9, 3.1, 3.4, 13.0, 0.044
326, R.J. Hampton , MIA, 23, 8, 3, 5, 9.5, 107.8, 0.5, 4.5, 6.5, 0.0, 0.0, 0.0, 0.0, 4.3, 2.5, 3.6, 9.8, 0.044
327, Andrew Funk , CHI, 24, 2, 1, 1, 1.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.043
328, Dario Saric , GSW, 29, 62, 33, 29, 17.4, 115.2, 3.3, 19.0, 27.8, 0.5, 19.2, 0.1, 11.8, 6.5, 4.4, 5.1, 18.5, 0.043
329, Dejounte Murray , ATL, 27, 67, 29, 38, 35.3, 119.7, 4.5, 13.0, 19.3, 1.4, 26.3, 0.3, 8.9, 12.4, 10.6, 12.2, 40.1, 0.043
330, Bilal Coulibaly , WAS, 19, 63, 11, 52, 27.2, 118.4, 3.2, 11.6, 18.8, 0.9, 19.1, 0.8, 25.7, 9.9, 10.0, 8.8, 34.6, 0.043
331, Jeremiah Robinson-Earl , NOP, 23, 32, 18, 14, 9.5, 108.6, 1.4, 14.2, 21.3, 0.3, 23.3, 0.1, 17.4, 4.3, 3.1, 2.8, 10.6, 0.043
332, Daniel Theis , LAC, 31, 55, 37, 18, 16.6, 115.0, 2.5, 14.5, 23.0, 0.3, 13.0, 0.8, 39.7, 5.2, 5.2, 5.5, 18.0, 0.043
333, Gui Santos , GSW, 21, 18, 12, 6, 8.4, 106.2, 1.6, 17.3, 22.7, 0.2, 16.7, 0.1, 10.0, 3.1, 2.1, 3.1, 8.7, 0.043
334, KJ Martin , PHI, 23, 54, 28, 26, 11.8, 111.7, 1.4, 12.3, 19.9, 0.4, 16.9, 0.1, 11.1, 3.9, 4.1, 3.3, 13.0, 0.043
335, Taj Gibson , DET, 38, 17, 7, 10, 10.4, 109.6, 1.2, 11.4, 15.2, 0.2, 12.5, 0.4, 50.0, 2.7, 1.8, 3.2, 8.9, 0.043
336, Tristan Thompson , CLE, 33, 41, 25, 16, 12.4, 112.0, 2.3, 17.5, 25.3, 0.3, 16.9, 0.3, 37.8, 4.6, 3.0, 3.9, 11.6, 0.042
337, Alondes Williams , MIA, 24, 2, 2, 0, 4.7, 95.2, 0.5, 11.1, 12.5, 0.0, 0.0, 0.0, 0.0, 4.5, 0.5, 4.0, 6.0, 0.042
338, Pete Nance , CLE, 24, 3, 1, 2, 2.5, 53.8, 0.3, 20.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.042
339, Davion Mitchell , SAC, 25, 60, 36, 24, 13.8, 113.2, 0.9, 6.9, 9.7, 0.2, 11.6, 0.1, 4.8, 5.1, 3.4, 3.2, 14.3, 0.042
340, Obi Toppin , IND, 26, 72, 40, 32, 21.5, 117.2, 2.9, 13.4, 20.5, 0.5, 14.8, 0.5, 17.9, 7.4, 6.2, 7.0, 27.6, 0.042
341, Adam Flagler , OKC, 24, 1, 1, 0, 5.5, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 4.0, 10.0, 0.042
342, Trayce Jackson-Davis , GSW, 24, 57, 30, 27, 15.0, 114.1, 2.7, 16.9, 25.6, 0.4, 16.7, 1.0, 55.8, 5.2, 4.9, 4.1, 15.6, 0.042
343, Justin Minaya , POR, 24, 25, 2, 23, 7.9, 105.4, 0.6, 8.2, 12.6, 0.2, 18.8, 0.2, 42.9, 3.5, 2.3, 2.1, 6.8, 0.042
344, Jaden Ivey , DET, 22, 67, 12, 55, 28.6, 118.9, 2.3, 8.0, 11.3, 0.7, 22.3, 0.6, 19.9, 11.9, 8.0, 8.4, 32.9, 0.041
345, Orlando Robinson , MIA, 23, 31, 17, 14, 9.6, 109.0, 1.8, 19.3, 27.9, 0.2, 17.9, 0.3, 47.1, 3.7, 2.9, 2.3, 8.6, 0.041
346, Chris Boucher , TOR, 31, 50, 16, 34, 14.1, 113.6, 2.9, 20.2, 30.9, 0.3, 12.5, 0.5, 34.3, 4.3, 4.8, 4.1, 14.1, 0.041
347, Marvin Bagley III , WAS, 25, 45, 5, 40, 21.1, 117.1, 3.5, 17.1, 24.8, 0.4, 12.8, 0.7, 34.9, 8.0, 6.0, 6.4, 25.3, 0.041
348, Taylor Hendricks , UTA, 20, 29, 11, 18, 19.3, 116.7, 3.3, 16.1, 23.0, 0.6, 21.5, 0.8, 35.5, 7.8, 5.4, 8.3, 20.5, 0.041
349, Kira Lewis Jr. , UTA, 22, 23, 10, 13, 8.5, 107.8, 0.6, 6.2, 9.9, 0.3, 24.0, 0.0, 7.1, 3.0, 2.3, 2.0, 8.7, 0.040
350, Filip Petrusev , SAC, 23, 3, 2, 1, 3.1, 80.0, 0.3, 8.3, 11.1, 0.0, 0.0, 0.0, 0.0, 0.7, 0.7, 0.0, 2.7, 0.040
351, Onuralp Bitim , CHI, 24, 15, 7, 8, 14.4, 114.5, 1.5, 10.2, 15.8, 0.2, 9.4, 0.1, 13.3, 5.3, 5.1, 3.3, 13.7, 0.039
352, Oscar Tshiebwe , IND, 24, 8, 2, 6, 5.2, 98.9, 1.0, 22.9, 32.0, 0.3, 16.7, 0.1, 14.3, 1.5, 0.9, 2.9, 4.8, 0.039
353, Chris Duarte , SAC, 26, 50, 30, 20, 13.1, 113.4, 1.5, 11.5, 16.9, 0.5, 25.0, 0.1, 13.0, 5.1, 3.1, 3.1, 13.2, 0.039
354, Collin Gillespie , DEN, 24, 20, 13, 7, 9.0, 109.0, 0.7, 7.5, 10.9, 0.5, 33.3, 0.0, 0.0, 2.7, 2.2, 1.7, 9.7, 0.039
355, Keita Bates-Diop , BKN, 28, 53, 29, 24, 12.5, 113.1, 1.5, 11.8, 18.1, 0.5, 27.5, 0.4, 22.4, 4.7, 3.1, 3.9, 12.5, 0.039
356, Cody Zeller , NOP, 31, 40, 24, 16, 7.6, 106.8, 1.6, 18.7, 29.7, 0.2, 14.5, 0.1, 31.3, 2.4, 2.3, 2.1, 7.6, 0.039
357, Dwight Powell , DAL, 32, 55, 33, 22, 13.8, 114.2, 1.9, 13.5, 21.0, 0.4, 20.0, 0.3, 42.2, 4.2, 4.4, 4.4, 14.3, 0.039
358, Marcus Sasser , DET, 23, 62, 10, 52, 17.2, 116.2, 1.6, 9.2, 13.7, 0.6, 26.1, 0.1, 9.0, 7.3, 4.9, 5.4, 19.0, 0.039
359, Blake Wesley , SAS, 21, 50, 12, 38, 13.4, 114.0, 1.0, 7.6, 11.3, 0.5, 24.8, 0.2, 11.3, 4.6, 4.1, 4.0, 15.0, 0.039
360, Jaden Hardy , DAL, 21, 62, 36, 26, 13.9, 114.4, 1.5, 10.3, 16.2, 0.3, 14.8, 0.1, 5.3, 5.0, 4.4, 4.7, 15.1, 0.039
361, Stanley Umude , DET, 24, 24, 4, 20, 12.8, 113.8, 1.8, 13.0, 18.8, 0.3, 22.9, 0.3, 24.1, 5.8, 2.8, 4.3, 13.7, 0.038
362, Josh Green , DAL, 23, 54, 31, 23, 26.6, 118.9, 2.5, 9.4, 14.2, 0.8, 21.7, 0.2, 7.0, 9.2, 8.3, 8.9, 29.0, 0.038
363, Nassir Little , PHX, 24, 39, 24, 15, 11.2, 112.2, 1.5, 12.1, 19.0, 0.3, 13.5, 0.3, 14.1, 4.1, 3.6, 3.2, 12.1, 0.038
364, Ochai Agbaji , TOR, 23, 70, 29, 41, 20.3, 117.4, 1.8, 8.4, 12.9, 0.6, 22.0, 0.5, 20.6, 8.3, 7.0, 6.7, 22.8, 0.038
365, Olivier Sarr , OKC, 25, 14, 7, 7, 6.8, 104.0, 1.8, 23.6, 33.3, 0.0, 0.0, 0.5, 53.8, 3.6, 1.8, 2.2, 4.9, 0.038
366, Nate Hinton , HOU, 24, 11, 6, 5, 5.2, 100.8, 0.8, 13.2, 17.0, 0.2, 28.6, 0.2, 25.0, 1.3, 0.9, 1.5, 5.1, 0.038
367, Dalano Banton , POR, 24, 44, 22, 22, 15.7, 115.5, 1.9, 12.3, 18.8, 0.5, 18.7, 0.3, 18.1, 6.5, 4.6, 5.7, 16.7, 0.038
368, Craig Porter Jr. , CLE, 24, 46, 28, 18, 13.4, 114.0, 1.8, 14.0, 19.7, 0.4, 27.0, 0.3, 23.2, 5.8, 3.1, 4.0, 12.9, 0.038
369, Keyontae Johnson , OKC, 23, 9, 7, 2, 7.4, 105.8, 0.7, 9.5, 11.8, 0.1, 10.0, 0.0, 0.0, 3.7, 0.8, 3.2, 6.9, 0.038
370, Ibou Badji , POR, 21, 19, 5, 14, 10.8, 112.2, 1.5, 14.5, 22.5, 0.1, 9.1, 1.1, 62.5, 4.5, 3.7, 3.6, 10.2, 0.038
371, Chimezie Metu , DET, 27, 40, 22, 18, 13.2, 113.9, 2.5, 18.4, 27.2, 0.6, 26.8, 0.3, 19.6, 5.4, 3.5, 4.1, 13.2, 0.037
372, Vit Krejci , ATL, 23, 10, 4, 6, 22.8, 117.8, 1.1, 5.6, 8.1, 0.6, 15.0, 0.4, 17.4, 8.8, 6.1, 7.8, 23.4, 0.037
373, Kelly Olynyk , TOR, 32, 69, 29, 40, 21.7, 118.0, 3.7, 16.6, 25.8, 0.9, 27.2, 0.4, 16.0, 9.8, 7.3, 7.8, 24.1, 0.037
374, Reggie Bullock Jr. , HOU, 33, 32, 18, 14, 9.7, 110.7, 1.6, 15.5, 22.2, 0.3, 18.4, 0.1, 6.9, 3.1, 2.6, 3.2, 10.0, 0.037
375, Onyeka Okongwu , ATL, 23, 55, 23, 32, 25.5, 119.0, 4.2, 16.9, 25.2, 0.5, 11.6, 1.1, 50.4, 8.7, 7.5, 8.3, 28.8, 0.037
376, Jontay Porter , TOR, 24, 26, 6, 20, 13.8, 115.0, 2.2, 15.3, 23.4, 0.8, 31.7, 0.8, 51.3, 5.1, 3.3, 3.8, 16.5, 0.037
377, Sandro Mamukelashvili , SAS, 24, 38, 8, 30, 6.4, 104.5, 1.1, 17.4, 25.3, 0.2, 15.0, 0.2, 34.8, 2.2, 1.9, 1.4, 5.9, 0.037
378, Juan Toscano-Anderson , SAC, 30, 11, 7, 4, 4.8, 99.2, 0.9, 16.7, 22.7, 0.1, 16.7, 0.1, 10.0, 1.8, 1.5, 0.8, 3.6, 0.037
379, Jordan Clarkson , UTA, 31, 54, 22, 32, 30.5, 119.8, 2.5, 8.2, 12.2, 0.6, 16.4, 0.1, 3.1, 12.2, 9.1, 11.5, 33.0, 0.036
380, Nick Smith Jr. , CHA, 19, 44, 8, 36, 14.5, 115.1, 1.0, 7.1, 10.8, 0.2, 8.9, 0.2, 12.5, 5.1, 4.1, 4.0, 14.5, 0.036
381, Yuta Watanabe , MEM, 29, 34, 18, 16, 13.7, 114.7, 1.3, 8.8, 14.1, 0.4, 16.7, 0.2, 11.3, 5.1, 4.6, 3.5, 13.9, 0.036
382, Keyonte George , UTA, 20, 64, 25, 39, 26.3, 119.2, 2.7, 9.9, 14.5, 0.5, 15.3, 0.1, 3.2, 10.7, 7.5, 11.3, 29.5, 0.036
383, Johnny Davis , WAS, 22, 40, 6, 34, 10.8, 112.5, 1.0, 9.0, 13.7, 0.3, 17.8, 0.2, 15.6, 3.0, 3.4, 3.0, 12.3, 0.036
384, LaMelo Ball , CHA, 22, 22, 7, 15, 32.3, 120.2, 3.8, 12.2, 17.9, 1.8, 33.3, 0.2, 6.8, 10.5, 8.6, 10.8, 36.0, 0.036
385, Dalen Terry , CHI, 21, 48, 22, 26, 10.5, 112.2, 1.4, 13.6, 19.9, 0.4, 23.1, 0.2, 17.3, 3.6, 2.6, 2.8, 9.1, 0.036
386, Kris Dunn , UTA, 30, 62, 25, 37, 18.6, 117.4, 2.0, 10.5, 15.5, 1.0, 35.2, 0.4, 21.2, 7.1, 5.0, 7.5, 19.8, 0.036
387, A.J. Lawson , DAL, 23, 33, 20, 13, 7.4, 108.0, 0.7, 8.2, 12.9, 0.3, 25.0, 0.1, 10.7, 2.5, 2.3, 3.0, 8.3, 0.036
388, MarJon Beauchamp , MIL, 23, 46, 30, 16, 12.9, 114.5, 1.6, 12.0, 18.3, 0.3, 12.5, 0.1, 10.5, 4.5, 4.4, 3.6, 13.8, 0.036
389, Garrison Mathews , ATL, 27, 54, 24, 30, 13.9, 115.0, 1.1, 8.2, 12.6, 0.3, 13.2, 0.1, 12.7, 5.2, 3.9, 4.5, 14.4, 0.036
390, Kevin Knox II , DET, 24, 31, 4, 27, 18.1, 117.2, 1.8, 10.8, 15.2, 0.4, 17.1, 0.2, 17.1, 7.0, 4.2, 5.6, 21.0, 0.036
391, Furkan Korkmaz , PHI, 26, 35, 22, 13, 8.6, 110.2, 0.7, 8.7, 14.2, 0.4, 21.2, 0.1, 10.7, 2.7, 2.7, 2.6, 9.5, 0.036
392, Tristan Vukcevic , WAS, 21, 1, 1, 0, 3.0, 85.7, 1.0, 25.0, 25.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 6.0, 0.035
393, Terry Taylor , CHI, 24, 28, 11, 17, 6.2, 104.7, 0.7, 10.5, 16.4, 0.1, 13.8, 0.1, 11.8, 1.8, 2.1, 1.5, 5.4, 0.035
394, Trendon Watford , BKN, 23, 52, 19, 33, 11.1, 113.0, 1.7, 15.3, 22.8, 0.3, 20.5, 0.3, 29.8, 4.3, 3.3, 3.5, 10.2, 0.035
395, Bruce Brown , TOR, 27, 59, 25, 34, 28.3, 119.8, 3.6, 12.8, 19.4, 0.9, 19.9, 0.3, 8.7, 10.9, 9.6, 8.3, 35.7, 0.035
396, Mouhamadou Gueye , TOR, 25, 5, 0, 5, 6.7, 105.7, 0.6, 6.0, 14.3, 0.2, 20.0, 1.4, 87.5, 4.6, 4.8, 2.6, 9.2, 0.035
397, Thomas Bryant , MIA, 26, 34, 19, 15, 11.1, 113.2, 2.4, 22.5, 32.4, 0.2, 15.4, 0.4, 40.0, 3.7, 2.8, 3.2, 12.1, 0.035
398, Garrett Temple , TOR, 37, 18, 4, 14, 5.4, 102.8, 0.7, 13.3, 21.3, 0.3, 22.7, 0.1, 20.0, 2.3, 2.1, 1.9, 6.6, 0.034
399, Rayan Rupert , POR, 19, 28, 5, 23, 10.2, 112.5, 1.1, 12.6, 19.5, 0.2, 10.2, 0.0, 4.5, 4.3, 2.8, 3.7, 9.8, 0.034
400, Troy Brown Jr. , DET, 24, 48, 28, 20, 11.6, 113.6, 1.7, 14.2, 20.4, 0.2, 12.2, 0.0, 3.4, 4.8, 3.0, 3.6, 13.4, 0.034
401, Anfernee Simons , POR, 24, 46, 11, 35, 34.4, 120.5, 3.2, 9.7, 14.8, 0.5, 9.5, 0.1, 4.2, 14.0, 9.8, 12.1, 39.2, 0.034
402, Ben Sheppard , IND, 22, 47, 25, 22, 13.1, 115.0, 1.2, 9.6, 14.6, 0.5, 21.2, 0.0, 2.9, 4.0, 4.0, 4.2, 15.5, 0.034
403, Jaxson Hayes , LAL, 23, 60, 34, 26, 11.7, 113.8, 1.9, 14.3, 22.1, 0.4, 26.5, 0.4, 39.0, 4.4, 4.1, 4.0, 12.8, 0.034
404, Anthony Gill , WAS, 31, 40, 7, 33, 6.3, 105.7, 0.9, 12.8, 21.0, 0.2, 19.0, 0.2, 22.6, 2.1, 1.9, 1.4, 6.3, 0.034
405, Torrey Craig , CHI, 33, 42, 17, 25, 20.8, 118.3, 2.8, 14.4, 21.4, 0.6, 16.9, 0.4, 24.3, 5.9, 5.6, 5.5, 20.2, 0.034
406, Dylan Windler , ATL, 27, 13, 7, 6, 4.5, 98.4, 0.6, 10.8, 18.2, 0.1, 11.1, 0.0, 0.0, 0.8, 1.8, 1.2, 4.6, 0.034
407, Kevon Looney , GSW, 28, 63, 34, 29, 16.8, 116.8, 3.8, 22.2, 32.1, 0.4, 18.5, 0.3, 27.5, 6.3, 4.1, 5.9, 17.1, 0.034
408, Zach Collins , SAS, 26, 58, 12, 46, 22.5, 118.7, 3.6, 15.6, 22.9, 0.5, 18.2, 0.7, 34.1, 9.4, 6.8, 7.1, 25.9, 0.034
409, Nathan Mensah , CHA, 25, 25, 3, 22, 12.3, 114.5, 1.4, 12.7, 19.4, 0.2, 14.3, 0.6, 50.0, 4.3, 3.6, 4.2, 11.8, 0.034
410, Kenneth Lofton Jr. , UTA, 21, 17, 5, 12, 6.3, 106.3, 0.9, 15.5, 23.9, 0.2, 18.8, 0.2, 16.7, 2.0, 2.1, 1.7, 6.2, 0.034
411, Bryce McGowens , CHA, 21, 50, 9, 41, 15.8, 116.6, 1.5, 9.8, 15.2, 0.4, 19.4, 0.1, 9.5, 5.4, 4.7, 3.9, 16.7, 0.034
412, JD Davison , BOS, 21, 6, 6, 0, 1.9, 70.4, 0.3, 13.3, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.3, 2.0, 0.033
413, Kessler Edwards , SAC, 23, 44, 27, 17, 4.9, 101.1, 0.7, 13.5, 19.5, 0.2, 18.9, 0.1, 18.2, 1.8, 0.9, 1.2, 4.7, 0.033
414, Jerome Robinson , GSW, 27, 17, 12, 5, 3.8, 94.3, 0.2, 5.7, 7.5, 0.0, 0.0, 0.2, 21.4, 0.9, 0.4, 1.6, 3.3, 0.033
415, Jared Butler , WAS, 23, 29, 4, 25, 10.9, 113.2, 0.8, 7.4, 11.9, 0.5, 28.3, 0.1, 10.7, 4.2, 3.0, 2.4, 10.3, 0.033
416, Collin Sexton , UTA, 25, 71, 29, 42, 26.1, 119.6, 1.7, 6.5, 9.6, 0.8, 21.5, 0.2, 6.8, 10.3, 7.1, 10.0, 27.7, 0.033
417, Gradey Dick , TOR, 20, 50, 16, 34, 19.3, 118.1, 1.6, 8.3, 13.0, 0.5, 16.3, 0.0, 2.7, 7.9, 6.6, 6.4, 23.0, 0.033
418, Malaki Branham , SAS, 20, 66, 13, 53, 20.5, 118.4, 1.6, 7.7, 11.6, 0.4, 13.3, 0.1, 4.2, 8.2, 6.4, 6.3, 23.8, 0.033
419, Jalen McDaniels , TOR, 26, 41, 10, 31, 9.5, 112.1, 1.1, 11.4, 18.1, 0.4, 26.2, 0.1, 9.3, 4.0, 3.5, 2.9, 10.8, 0.033
420, Talen Horton-Tucker , UTA, 23, 45, 12, 33, 19.5, 118.1, 2.0, 9.7, 15.0, 0.9, 31.3, 0.4, 13.9, 8.1, 5.9, 6.2, 19.4, 0.033
421, Colby Jones , SAC, 21, 20, 10, 10, 6.7, 106.6, 0.8, 12.2, 18.2, 0.2, 19.0, 0.1, 6.7, 3.0, 1.8, 1.7, 5.8, 0.032
422, Duop Reath , POR, 27, 57, 15, 42, 17.9, 117.7, 2.2, 13.3, 21.2, 0.5, 16.7, 0.6, 38.6, 6.6, 5.7, 6.5, 20.4, 0.032
423, Malachi Flynn , DET, 25, 58, 26, 32, 11.3, 113.9, 1.2, 10.6, 16.9, 0.4, 23.6, 0.1, 8.8, 4.5, 3.8, 3.4, 12.6, 0.032
424, Skylar Mays , LAL, 26, 34, 12, 22, 12.5, 114.9, 1.0, 8.4, 13.6, 0.6, 29.4, 0.1, 9.3, 4.7, 3.4, 5.3, 14.5, 0.032
425, Alec Burks , NYK, 32, 61, 16, 45, 19.1, 118.4, 2.0, 10.1, 15.8, 0.4, 18.2, 0.2, 9.8, 7.9, 5.5, 5.4, 21.4, 0.032
426, Gordon Hayward , OKC, 34, 41, 19, 22, 26.2, 119.7, 3.1, 12.1, 17.9, 0.8, 19.5, 0.3, 9.8, 9.7, 8.4, 8.0, 29.0, 0.032
427, Scoot Henderson , POR, 20, 52, 16, 36, 27.2, 120.0, 2.2, 8.4, 13.7, 0.7, 15.7, 0.2, 8.6, 11.0, 8.4, 10.2, 30.9, 0.031
