IND, PLAYER, GP, W, L, MIN, EST._OFFRTG, EST._DEFRTG, EST._NETRTG, EST._AST_RATIO, EST._OREB%, EST._DREB%, EST._REB%, EST._TO_RATIO, EST._USG%, EST._PACE
184, Trayce Jackson-Davis, 57, 30, 27, 15, 115.2, 113.0, 2.2, 15.4, 12.6, 19.0, 15.8, 9.2, 16.7, 100.93,
184, Kenrich Williams, 57, 41, 16, 14, 118.6, 106.3, 12.3, 23.1, 6.8, 16.4, 11.7, 6.4, 13.0, 100.70,
184, Jaylin Williams, 57, 40, 17, 12, 115.9, 107.5, 8.5, 25.4, 4.7, 23.8, 14.4, 7.3, 13.3, 100.58,
184, Joe Ingles, 57, 37, 20, 17, 114.9, 110.3, 4.6, 39.3, 2.3, 13.0, 7.7, 12.6, 11.7, 100.03,
184, Duop Reath, 57, 15, 42, 18, 109.5, 116.9, -7.4, 10.5, 8.5, 15.3, 11.6, 8.9, 20.6, 99.65,
184, Miles McBride, 57, 35, 22, 17, 105.4, 109.1, -3.7, 17.6, 2.2, 5.6, 3.9, 4.8, 17.4, 95.42,
193, Cam Thomas, 56, 18, 38, 31, 110.1, 115.8, -5.8, 11.6, 1.5, 10.4, 5.8, 7.7, 30.1, 100.73,
193, Goga Bitadze, 56, 31, 25, 17, 109.2, 108.7, 0.5, 22.0, 12.8, 20.6, 16.6, 11.6, 12.8, 99.42,
195, Doug McDermott, 55, 16, 39, 15, 109.4, 119.8, -10.4, 18.5, 1.2, 6.2, 3.7, 7.9, 15.0, 104.31,
195, Onyeka Okongwu, 55, 23, 32, 26, 116.8, 118.5, -1.8, 13.8, 11.1, 19.0, 14.9, 8.4, 13.6, 104.10,
195, Dwight Powell, 55, 33, 22, 14, 117.1, 114.5, 2.6, 32.0, 12.3, 15.3, 13.8, 12.0, 9.2, 102.74,
195, Josh Okogie, 55, 34, 21, 17, 112.5, 110.8, 1.8, 18.4, 9.2, 9.1, 9.1, 9.9, 12.7, 101.47,
195, Daniel Theis, 55, 37, 18, 17, 116.7, 113.7, 3.0, 15.5, 9.6, 16.6, 13.2, 9.9, 15.2, 100.19,
195, CJ McCollum, 55, 37, 18, 32, 115.9, 111.2, 4.7, 20.4, 1.9, 12.7, 7.4, 7.4, 24.0, 99.87,
195, John Konchar, 55, 18, 37, 21, 105.0, 111.2, -6.1, 29.3, 6.5, 18.7, 12.3, 12.3, 9.8, 99.76,
195, Dennis Smith Jr., 55, 19, 36, 19, 109.8, 109.6, 0.2, 32.1, 5.3, 12.8, 8.9, 10.8, 17.9, 98.83,
195, Cameron Johnson, 55, 19, 36, 28, 111.3, 115.1, -3.8, 16.3, 3.6, 14.0, 8.6, 6.6, 19.6, 98.71,
195, Haywood Highsmith, 55, 32, 23, 19, 109.5, 111.3, -1.8, 15.8, 4.8, 11.1, 7.9, 7.7, 12.4, 98.25,
205, Jalen Duren, 54, 12, 42, 30, 107.9, 116.2, -8.3, 16.5, 12.1, 31.7, 21.9, 13.8, 18.0, 102.57,
205, Josh Green, 54, 31, 23, 27, 117.5, 117.8, -0.3, 22.3, 3.0, 10.6, 6.8, 10.2, 13.1, 102.22,
205, Moses Moody, 54, 28, 26, 17, 111.7, 111.1, 0.6, 8.7, 6.2, 12.2, 9.1, 8.0, 18.3, 102.02,
205, Jordan Clarkson, 54, 22, 32, 31, 112.5, 119.0, -6.5, 20.6, 3.3, 9.3, 6.2, 10.8, 26.3, 101.92,
205, Garrison Mathews, 54, 24, 30, 14, 111.1, 115.3, -4.2, 13.8, 2.1, 9.2, 5.6, 7.2, 10.4, 101.64,
205, KJ Martin, 54, 28, 26, 12, 110.6, 112.1, -1.5, 17.9, 5.3, 14.0, 9.5, 10.8, 13.1, 101.58,
205, Jerami Grant, 54, 17, 37, 34, 105.9, 115.1, -9.2, 12.1, 2.2, 10.1, 5.9, 9.2, 26.1, 100.15,
205, Dean Wade, 54, 36, 18, 21, 113.0, 102.2, 10.8, 14.0, 3.7, 17.8, 10.8, 6.5, 10.4, 100.07,
205, Terry Rozier, 54, 18, 36, 34, 109.2, 117.4, -8.2, 23.0, 2.0, 12.3, 6.9, 7.0, 26.0, 98.91,
205, Jamal Murray, 54, 40, 14, 32, 118.4, 111.8, 6.6, 24.8, 2.6, 11.5, 7.3, 7.9, 27.8, 98.33,
205, Caleb Martin, 54, 30, 24, 27, 111.7, 111.0, 0.7, 16.0, 5.0, 14.5, 9.7, 9.5, 17.5, 97.30,
205, Caleb Houstan, 54, 29, 25, 14, 109.1, 111.2, -2.1, 11.0, 3.8, 7.9, 5.8, 6.5, 12.8, 96.56,
217, Lauri Markkanen, 53, 22, 31, 33, 116.7, 117.0, -0.3, 9.2, 7.5, 20.1, 13.8, 6.4, 24.5, 103.00,
217, RJ Barrett, 53, 24, 29, 32, 113.5, 115.9, -2.4, 14.5, 3.0, 15.5, 9.2, 9.1, 25.7, 101.95,
217, Day'Ron Sharpe, 53, 20, 33, 16, 113.5, 108.5, 5.0, 17.7, 18.9, 27.0, 22.9, 12.8, 18.9, 99.97,
217, Zeke Nnaji, 53, 37, 16, 10, 101.6, 115.7, -14.1, 13.7, 12.0, 11.1, 11.6, 12.3, 15.9, 98.82,
217, Sam Merrill, 53, 33, 20, 18, 109.9, 110.0, -0.1, 20.2, 2.3, 10.3, 6.4, 3.7, 17.6, 98.12,
217, Keita Bates-Diop, 53, 29, 24, 13, 110.7, 114.0, -3.3, 16.0, 5.6, 13.5, 9.7, 6.3, 13.4, 97.72,
217, Luke Kornet, 53, 42, 11, 16, 118.4, 111.6, 6.8, 20.5, 13.7, 15.2, 14.5, 7.5, 11.1, 97.26,
224, Isaiah Jackson, 52, 31, 21, 13, 113.1, 112.6, 0.5, 13.8, 13.4, 22.1, 17.8, 10.6, 17.5, 105.17,
224, James Wiseman, 52, 7, 45, 16, 106.3, 119.0, -12.7, 12.2, 12.0, 23.5, 17.6, 13.8, 16.4, 103.54,
224, Scoot Henderson, 52, 16, 36, 27, 106.2, 118.3, -12.2, 22.6, 3.4, 9.8, 6.4, 14.1, 25.8, 101.23,
224, Vince Williams Jr., 52, 18, 34, 28, 106.3, 110.5, -4.2, 24.9, 4.4, 18.5, 11.2, 13.1, 15.8, 100.49,
224, Dyson Daniels, 52, 30, 22, 22, 117.3, 110.5, 6.7, 29.2, 5.0, 13.7, 9.4, 11.2, 12.6, 100.30,
224, Larry Nance Jr., 52, 31, 21, 19, 113.1, 107.2, 5.9, 25.3, 8.8, 20.9, 14.9, 11.9, 11.3, 100.04,
224, JT Thor, 52, 12, 40, 12, 107.6, 111.4, -3.8, 10.4, 6.2, 13.7, 9.8, 6.8, 11.5, 100.02,
224, Trendon Watford, 52, 19, 33, 11, 112.4, 113.5, -1.1, 17.2, 8.1, 17.6, 12.8, 10.6, 20.2, 98.99,
232, Trae Young, 51, 22, 29, 37, 116.0, 118.3, -2.3, 28.7, 1.2, 7.1, 4.1, 11.4, 30.0, 105.25,
232, Jalen Smith, 51, 29, 22, 18, 117.0, 118.5, -1.4, 11.7, 10.8, 24.9, 17.7, 8.2, 18.9, 103.89,
232, Jalen Johnson, 51, 25, 26, 34, 114.3, 115.5, -1.2, 18.6, 4.0, 23.4, 13.5, 9.1, 18.8, 103.81,
232, Amen Thompson, 51, 24, 27, 21, 111.3, 110.1, 1.2, 20.5, 9.6, 20.9, 15.1, 12.4, 18.0, 103.60,
232, Dereck Lively II, 51, 31, 20, 24, 120.3, 114.5, 5.8, 13.5, 12.3, 19.5, 16.0, 11.9, 12.9, 102.05,
232, Ziaire Williams, 51, 20, 31, 20, 101.1, 112.6, -11.6, 13.6, 3.5, 15.5, 9.3, 12.0, 19.7, 101.02,
232, Kris Murray, 51, 10, 41, 19, 107.1, 111.0, -3.9, 16.3, 5.8, 12.7, 9.1, 10.3, 13.8, 99.93,
232, Quentin Grimes, 51, 32, 19, 20, 106.9, 108.7, -1.8, 14.9, 1.6, 9.0, 5.2, 6.3, 15.9, 98.50,
232, Kyle Lowry, 51, 26, 25, 28, 109.5, 110.1, -0.5, 33.2, 2.3, 11.7, 6.8, 11.0, 13.3, 98.24,
241, Gradey Dick, 50, 16, 34, 19, 104.6, 117.3, -12.7, 14.4, 2.4, 9.4, 5.7, 8.9, 16.3, 102.77,
241, Blake Wesley, 50, 12, 38, 13, 106.2, 114.7, -8.4, 36.1, 2.3, 8.5, 5.3, 10.4, 14.5, 102.65,
241, Christian Wood, 50, 28, 22, 17, 110.5, 108.6, 1.8, 12.1, 5.5, 25.7, 16.4, 12.4, 17.9, 102.03,
241, Andre Jackson Jr., 50, 31, 19, 10, 115.6, 119.3, -3.7, 28.9, 9.2, 13.4, 11.3, 14.5, 9.9, 101.87,
241, Jakob Poeltl, 50, 21, 29, 26, 112.6, 113.0, -0.4, 20.2, 12.2, 23.9, 18.0, 12.2, 16.2, 101.52,
241, Lonnie Walker IV, 50, 20, 30, 18, 113.5, 111.4, 2.2, 11.2, 1.3, 12.2, 6.7, 8.2, 24.4, 101.16,
241, Jose Alvarado, 50, 34, 16, 18, 117.0, 104.2, 12.8, 22.3, 2.7, 11.2, 7.0, 8.2, 17.5, 100.27,
241, Chris Boucher, 50, 16, 34, 14, 115.3, 112.4, 2.9, 7.5, 9.6, 22.8, 16.1, 9.1, 17.2, 100.17,
241, Chris Duarte, 50, 30, 20, 13, 111.6, 113.6, -2.0, 15.9, 4.0, 12.8, 8.3, 8.3, 14.6, 99.74,
241, Bryce McGowens, 50, 9, 41, 16, 105.3, 116.1, -10.9, 15.5, 2.2, 11.2, 6.5, 8.8, 14.2, 99.25,
241, Jimmy Butler, 50, 26, 24, 34, 115.0, 109.7, 5.3, 20.4, 6.2, 11.9, 9.0, 7.3, 24.8, 98.21,
252, Kristaps Porzingis, 49, 38, 11, 30, 120.6, 107.9, 12.6, 10.0, 6.4, 17.5, 12.4, 8.1, 25.2, 102.15,
252, Trey Lyles, 49, 29, 20, 20, 116.8, 112.5, 4.4, 14.6, 5.8, 19.3, 12.7, 8.3, 14.1, 101.76,
252, Donovan Mitchell, 49, 33, 16, 35, 115.4, 106.2, 9.2, 19.1, 2.8, 13.4, 8.2, 9.1, 31.3, 100.88,
252, Nicolas Batum, 49, 28, 21, 25, 116.6, 111.0, 5.6, 29.8, 5.4, 12.9, 9.1, 9.3, 8.6, 99.92,
252, Jordan Goodwin, 49, 27, 22, 17, 104.7, 109.9, -5.2, 25.9, 7.3, 14.6, 11.0, 10.0, 18.2, 98.86,
252, Jonathan Isaac, 49, 31, 18, 15, 115.5, 100.8, 14.8, 6.9, 10.1, 23.6, 17.0, 7.5, 17.7, 98.21,
252, Vasilije Micic, 49, 30, 19, 18, 111.4, 109.7, 1.7, 32.4, 1.5, 6.8, 4.3, 13.2, 19.7, 98.17,
252, Mo Bamba, 49, 25, 24, 13, 106.2, 111.4, -5.2, 14.7, 10.2, 23.3, 16.4, 14.3, 15.1, 98.04,
260, Kyrie Irving, 48, 30, 18, 34, 117.6, 113.5, 4.2, 18.7, 2.5, 13.8, 8.2, 6.1, 28.3, 102.52,
260, Troy Brown Jr., 48, 28, 20, 12, 109.8, 112.3, -2.5, 19.1, 3.5, 16.0, 9.9, 9.4, 15.4, 101.86,
260, Dalen Terry, 48, 22, 26, 11, 115.2, 112.1, 3.1, 29.0, 4.7, 15.3, 9.9, 10.6, 13.1, 98.70,
263, Ben Sheppard, 47, 25, 22, 13, 118.9, 116.4, 2.4, 17.3, 1.8, 11.0, 6.2, 4.3, 12.9, 104.61,
263, Oshae Brissett, 47, 40, 7, 12, 118.7, 109.5, 9.2, 17.1, 9.8, 16.5, 13.2, 7.1, 13.4, 99.65,
263, Justin Holiday, 47, 31, 16, 14, 113.6, 111.4, 2.1, 25.1, 1.0, 8.5, 4.8, 4.7, 10.2, 99.43,
263, Kevin Love, 47, 26, 21, 18, 115.2, 109.3, 5.9, 21.3, 6.6, 33.8, 19.8, 7.7, 20.7, 99.38,
263, Deandre Ayton, 47, 12, 35, 32, 106.8, 113.8, -7.0, 9.7, 10.9, 28.2, 19.3, 11.0, 20.2, 99.16,
263, Darius Garland, 47, 26, 21, 33, 112.4, 110.4, 2.0, 24.3, 1.9, 6.6, 4.3, 11.9, 25.9, 98.48,
263, AJ Green, 47, 32, 15, 10, 117.2, 114.5, 2.7, 13.0, 2.0, 10.6, 6.5, 3.9, 16.9, 98.07,
270, MarJon Beauchamp, 46, 30, 16, 13, 113.9, 113.4, 0.5, 13.3, 4.3, 13.9, 9.2, 11.9, 14.2, 103.87,
270, Landry Shamet, 46, 6, 40, 16, 109.7, 119.4, -9.7, 14.3, 2.3, 7.3, 4.6, 7.9, 18.9, 103.37,
270, Khris Middleton, 46, 29, 17, 26, 119.6, 113.6, 6.0, 26.0, 2.9, 14.5, 9.0, 10.9, 23.6, 103.36,
270, De'Andre Hunter, 46, 21, 25, 29, 116.8, 117.8, -1.0, 8.9, 1.9, 12.2, 6.9, 8.5, 20.7, 102.26,
270, Isaiah Stewart, 46, 9, 37, 31, 109.4, 113.9, -4.5, 13.1, 5.9, 17.9, 11.9, 11.8, 14.6, 101.31,
270, Chris Paul, 46, 23, 23, 27, 114.0, 110.8, 3.2, 42.0, 1.6, 14.5, 8.0, 6.8, 15.5, 100.89,
270, Julius Randle, 46, 29, 17, 35, 116.8, 113.2, 3.6, 16.9, 6.9, 21.9, 14.5, 11.7, 29.1, 100.35,
270, Anfernee Simons, 46, 11, 35, 34, 108.4, 118.3, -9.9, 19.7, 1.5, 11.1, 6.0, 9.7, 28.3, 99.45,
270, Gary Harris, 46, 31, 15, 23, 112.3, 109.4, 2.9, 19.5, 2.3, 6.1, 4.2, 7.0, 12.4, 99.39,
270, Trey Murphy III, 46, 30, 16, 28, 115.7, 105.5, 10.2, 14.0, 2.7, 14.6, 8.9, 4.0, 19.5, 99.34,
270, Craig Porter Jr., 46, 28, 18, 13, 112.2, 114.4, -2.2, 27.9, 4.2, 15.7, 10.2, 11.1, 21.1, 96.88,
281, Draymond Green, 45, 25, 20, 27, 115.4, 111.1, 4.3, 37.2, 5.5, 22.6, 14.2, 14.9, 15.6, 104.10,
281, Marvin Bagley III, 45, 5, 40, 21, 109.3, 117.7, -8.4, 10.2, 13.7, 19.2, 16.3, 10.2, 20.8, 103.23,
281, Talen Horton-Tucker, 45, 12, 33, 20, 112.4, 116.7, -4.3, 24.8, 2.5, 11.1, 6.8, 8.7, 23.7, 101.34,
281, Danilo Gallinari, 45, 15, 30, 13, 111.0, 119.4, -8.5, 18.0, 3.5, 16.8, 10.0, 6.2, 17.7, 101.30,
281, Bojan Bogdanovic, 45, 12, 33, 28, 109.0, 120.5, -11.5, 10.9, 1.6, 10.6, 6.0, 11.0, 24.6, 100.74,
281, Jordan McLaughlin, 45, 28, 17, 10, 107.9, 100.7, 7.3, 38.7, 3.2, 10.5, 6.8, 6.9, 12.7, 100.30,
281, Xavier Tillman, 45, 24, 21, 19, 106.3, 108.5, -2.1, 18.4, 7.9, 17.0, 12.2, 8.8, 14.8, 99.98,
281, Keon Ellis, 45, 28, 17, 15, 118.3, 109.8, 8.5, 25.7, 3.4, 9.6, 6.5, 9.5, 11.9, 99.72,
289, Jock Landale, 44, 22, 22, 11, 113.4, 103.2, 10.2, 20.5, 14.2, 11.0, 12.6, 9.5, 13.9, 103.11,
289, Shake Milton, 44, 29, 15, 13, 105.7, 110.5, -4.7, 18.9, 2.7, 10.5, 6.6, 10.5, 18.3, 102.66,
289, Dante Exum, 44, 27, 17, 19, 121.1, 112.4, 8.7, 28.0, 2.8, 12.1, 7.6, 8.8, 16.3, 102.49,
289, Mike Muscala, 44, 12, 32, 12, 108.3, 115.6, -7.3, 16.5, 6.5, 15.9, 11.1, 8.7, 14.0, 101.98,
289, Seth Curry, 44, 25, 19, 14, 110.3, 107.4, 2.9, 15.6, 3.2, 8.9, 6.1, 7.4, 16.7, 100.96,
289, OG Anunoby, 44, 26, 18, 34, 116.0, 106.4, 9.6, 13.8, 3.2, 10.5, 6.9, 9.8, 17.6, 100.27,
289, Kessler Edwards, 44, 27, 17, 5, 104.7, 103.5, 1.2, 13.8, 3.3, 15.3, 9.0, 2.5, 13.9, 99.71,
289, Jaden Springer, 44, 29, 15, 10, 110.2, 114.0, -3.9, 18.2, 7.9, 9.2, 8.5, 13.6, 17.7, 99.19,
289, Dalano Banton, 44, 22, 22, 16, 107.5, 115.7, -8.1, 16.0, 5.3, 13.9, 9.5, 10.3, 23.5, 98.80,
289, Wendell Carter Jr., 44, 25, 19, 26, 110.5, 108.3, 2.2, 14.5, 9.2, 22.6, 15.9, 10.8, 17.6, 98.27,
289, Nick Smith Jr., 44, 8, 36, 15, 100.5, 116.1, -15.5, 15.5, 2.8, 7.9, 5.2, 10.4, 19.9, 97.81,
300, Ish Smith, 43, 6, 37, 17, 101.8, 118.6, -16.8, 41.2, 1.5, 10.9, 5.7, 13.4, 12.2, 100.76,
300, Josh Richardson, 43, 24, 19, 26, 108.4, 112.4, -4.0, 20.5, 1.9, 10.8, 6.3, 7.0, 16.5, 99.30,
300, Patrick Williams, 43, 19, 24, 27, 114.1, 113.9, 0.1, 12.9, 4.3, 11.8, 7.9, 11.2, 16.6, 98.33,
303, Jordan Nwora, 42, 13, 29, 12, 106.4, 115.9, -9.6, 13.2, 3.9, 17.5, 10.7, 11.0, 22.5, 104.59,
303, Cam Reddish, 42, 24, 18, 22, 111.1, 111.3, -0.1, 14.4, 2.8, 8.2, 5.6, 9.5, 12.8, 103.61,
303, Killian Hayes, 42, 7, 35, 24, 106.4, 116.8, -10.4, 36.5, 1.2, 12.2, 6.6, 9.1, 15.2, 102.88,
303, Bradley Beal, 42, 26, 16, 33, 116.7, 113.5, 3.2, 22.2, 3.3, 10.8, 7.2, 11.1, 23.6, 100.92,
303, Torrey Craig, 42, 17, 25, 21, 109.7, 118.7, -9.0, 16.2, 7.5, 16.2, 11.6, 8.9, 12.7, 97.81,
303, Chuma Okeke, 42, 21, 21, 10, 102.2, 107.7, -5.5, 13.4, 4.5, 16.7, 10.3, 9.8, 13.3, 96.17,
309, JaVale McGee, 41, 25, 16, 8, 110.1, 111.8, -1.7, 8.0, 13.4, 26.0, 19.7, 17.0, 22.2, 103.56,
309, Gordon Hayward, 41, 19, 22, 26, 111.7, 117.7, -6.1, 24.2, 3.5, 13.4, 8.3, 9.9, 18.3, 101.38,
309, Julian Strawther, 41, 28, 13, 12, 105.6, 117.6, -12.0, 15.6, 0.8, 10.4, 5.5, 6.3, 19.5, 101.05,
309, Jalen McDaniels, 41, 10, 31, 10, 102.6, 112.5, -9.9, 12.8, 3.5, 13.0, 8.1, 11.3, 18.6, 100.91,
309, Delon Wright, 41, 11, 30, 15, 108.2, 112.6, -4.3, 34.5, 2.8, 10.8, 6.7, 4.1, 13.4, 100.62,
309, Marcus Morris Sr., 41, 23, 18, 18, 110.1, 113.2, -3.2, 10.3, 2.8, 16.9, 9.6, 7.8, 16.7, 99.00,
309, Tristan Thompson, 41, 25, 16, 12, 115.5, 111.4, 4.1, 23.0, 15.8, 19.8, 17.9, 13.5, 13.2, 98.27,
309, Jericho Sims, 41, 26, 15, 13, 107.9, 110.9, -3.0, 23.6, 10.8, 17.6, 14.2, 15.7, 6.4, 93.96,
317, Johnny Davis, 40, 6, 34, 11, 103.5, 113.1, -9.6, 12.5, 3.6, 10.2, 6.7, 5.2, 12.7, 105.68,
317, Anthony Gill, 40, 7, 33, 6, 117.9, 108.2, 9.7, 16.0, 9.9, 14.8, 12.4, 14.5, 17.9, 104.40,
317, Cody Zeller, 40, 24, 16, 8, 116.2, 107.5, 8.7, 28.2, 14.9, 21.7, 18.1, 11.7, 12.2, 103.66,
317, Desmond Bane, 40, 14, 26, 34, 106.2, 113.1, -6.9, 18.7, 2.7, 11.7, 7.1, 9.3, 28.3, 102.35,
317, Jae Crowder, 40, 23, 17, 24, 114.2, 115.2, -0.9, 18.8, 2.5, 13.3, 7.7, 6.0, 11.2, 102.07,
317, Chimezie Metu, 40, 22, 18, 13, 110.0, 113.5, -3.5, 10.9, 6.6, 20.9, 14.2, 14.3, 17.3, 100.12,
317, Julian Phillips, 40, 20, 20, 8, 113.2, 113.8, -0.6, 12.0, 3.8, 8.7, 6.1, 9.2, 12.6, 99.51,
324, Nassir Little, 39, 24, 15, 11, 105.8, 110.7, -4.9, 13.0, 3.5, 13.8, 8.8, 8.5, 13.2, 101.25,
324, Evan Mobley, 39, 24, 15, 31, 109.7, 107.6, 2.1, 17.1, 8.6, 25.6, 17.4, 11.0, 20.6, 100.63,
324, Malcolm Brogdon, 39, 15, 24, 29, 109.7, 113.1, -3.4, 26.1, 2.7, 12.3, 7.4, 7.3, 23.2, 100.57,
327, Sandro Mamukelashvili, 38, 8, 30, 6, 109.6, 107.2, 2.3, 24.3, 11.2, 19.6, 15.2, 6.8, 16.9, 104.42,
327, Cam Whitmore, 38, 16, 22, 18, 107.8, 111.1, -3.3, 3.9, 4.8, 17.8, 11.1, 7.8, 26.3, 104.20,
327, Richaun Holmes, 38, 12, 26, 14, 109.0, 115.4, -6.4, 11.5, 12.8, 22.0, 17.1, 10.5, 14.4, 102.67,
327, Omer Yurtseven, 38, 15, 23, 10, 104.7, 116.5, -11.8, 11.0, 13.6, 28.6, 20.7, 15.9, 16.8, 100.84,
331, GG Jackson, 37, 11, 26, 24, 102.4, 109.6, -7.2, 7.0, 5.3, 12.3, 8.7, 8.7, 23.8, 100.17,
331, Kobe Brown, 37, 25, 12, 8, 112.9, 119.0, -6.1, 18.9, 3.7, 14.6, 9.0, 7.8, 10.6, 98.92,
331, Jacob Gilyard, 37, 10, 27, 18, 104.4, 117.8, -13.3, 43.0, 1.3, 6.6, 3.7, 9.5, 11.7, 98.58,
334, Eugene Omoruyi, 36, 4, 32, 8, 97.3, 114.3, -17.0, 14.8, 10.3, 17.9, 13.8, 9.9, 22.3, 107.11,
334, De'Anthony Melton, 36, 23, 13, 28, 119.8, 111.2, 8.6, 20.7, 3.0, 12.3, 7.6, 7.3, 17.8, 102.43,
334, Alex Len, 36, 19, 17, 9, 118.5, 103.2, 15.4, 24.6, 12.0, 20.4, 16.2, 15.4, 12.8, 101.45,
334, Bismack Biyombo, 36, 17, 19, 21, 108.4, 112.9, -4.4, 22.1, 8.9, 20.1, 14.5, 17.5, 10.6, 101.18,
334, Mason Plumlee, 36, 22, 14, 15, 117.1, 116.2, 0.9, 18.6, 10.9, 28.0, 19.9, 12.3, 14.8, 100.69,
334, Luke Kennard, 36, 13, 23, 25, 106.3, 115.5, -9.1, 25.3, 1.4, 11.8, 6.5, 9.6, 17.1, 100.00,
334, Tyler Herro, 36, 19, 17, 34, 111.2, 111.3, -0.2, 17.2, 1.6, 15.8, 8.6, 8.4, 27.5, 99.92,
341, Gary Payton II, 35, 19, 16, 15, 115.1, 109.7, 5.4, 19.3, 8.4, 11.8, 10.0, 10.4, 13.1, 104.62,
341, Furkan Korkmaz, 35, 22, 13, 9, 116.3, 111.4, 4.9, 20.9, 1.4, 9.8, 5.5, 8.3, 13.1, 103.77,
341, Sasha Vezenkov, 35, 18, 17, 13, 112.8, 113.0, -0.2, 7.6, 7.5, 14.7, 11.0, 5.6, 17.5, 103.01,
341, Nikola Jovic, 35, 17, 18, 18, 114.5, 105.7, 8.8, 21.0, 3.4, 20.4, 12.0, 11.7, 16.6, 99.12,
345, Luka Samanic, 34, 13, 21, 7, 109.8, 109.3, 0.5, 6.9, 5.4, 20.5, 13.4, 11.5, 20.8, 105.80,
345, Joel Embiid, 34, 26, 8, 34, 118.8, 109.2, 9.7, 15.4, 8.8, 27.0, 18.2, 10.1, 39.2, 102.36,
345, Olivier-Maxence Prosper, 34, 20, 14, 8, 106.8, 115.3, -8.5, 16.8, 6.4, 18.0, 11.8, 4.4, 14.9, 102.33,
345, Danuel House Jr., 34, 21, 13, 15, 109.8, 108.5, 1.3, 16.3, 3.3, 9.0, 6.1, 11.0, 12.0, 101.43,
345, Yuta Watanabe, 34, 18, 16, 14, 106.8, 115.2, -8.5, 9.5, 2.7, 9.8, 6.4, 12.1, 13.3, 100.06,
345, Skylar Mays, 34, 12, 22, 13, 102.5, 117.0, -14.6, 31.2, 2.4, 9.8, 5.7, 7.4, 18.6, 99.19,
345, Thomas Bryant, 34, 19, 15, 11, 112.0, 113.8, -1.8, 12.3, 9.4, 25.5, 17.3, 9.4, 17.8, 98.17,
352, A.J. Lawson, 33, 20, 13, 7, 114.7, 108.8, 5.9, 11.0, 4.6, 9.6, 7.0, 7.9, 18.5, 105.59,
352, Maxi Kleber, 33, 19, 14, 21, 116.8, 112.6, 4.2, 26.3, 3.3, 14.4, 9.1, 10.0, 9.8, 101.96,
352, Bol Bol, 33, 22, 11, 11, 113.1, 107.7, 5.4, 8.5, 8.6, 21.3, 15.6, 9.1, 17.2, 100.82,
352, Markelle Fultz, 33, 20, 13, 22, 110.1, 105.5, 4.6, 24.9, 7.0, 10.8, 8.9, 9.6, 18.3, 99.65,
352, Bruno Fernando, 33, 15, 18, 13, 109.5, 110.4, -1.0, 12.1, 12.2, 23.8, 18.2, 13.6, 17.9, 98.78,
357, Shaedon Sharpe, 32, 8, 24, 33, 103.6, 114.0, -10.3, 14.4, 4.2, 13.5, 8.5, 11.0, 22.4, 101.61,
357, Jeremiah Robinson-Earl, 32, 18, 14, 10, 108.7, 110.9, -2.2, 16.2, 7.4, 15.7, 11.6, 9.7, 14.4, 100.72,
357, Reggie Bullock Jr., 32, 18, 14, 10, 108.6, 112.6, -4.0, 13.7, 1.7, 17.4, 9.5, 9.1, 10.4, 100.32,
357, Davis Bertans, 32, 17, 15, 14, 105.0, 111.2, -6.2, 13.0, 1.7, 9.3, 5.4, 5.0, 17.4, 99.82,
357, Jalen Wilson, 32, 8, 24, 14, 112.8, 116.3, -3.5, 19.5, 8.6, 14.3, 11.2, 7.8, 14.0, 97.91,
357, Svi Mykhailiuk, 32, 26, 6, 9, 117.8, 106.2, 11.6, 15.1, 3.1, 10.1, 6.7, 7.1, 16.2, 97.69,
357, Trent Forrest, 32, 15, 17, 11, 107.0, 115.5, -8.4, 45.4, 2.4, 11.4, 6.6, 8.6, 12.1, 97.38,
357, Damian Jones, 32, 21, 11, 8, 99.6, 112.4, -12.8, 14.5, 8.6, 19.4, 13.9, 13.4, 15.8, 94.54,
365, Kevin Knox II, 31, 4, 27, 18, 109.1, 115.8, -6.7, 9.6, 3.4, 12.6, 7.6, 9.1, 16.2, 103.92,
365, Dominick Barlow, 31, 5, 26, 13, 113.8, 117.3, -3.5, 20.9, 11.4, 18.7, 14.8, 4.1, 14.5, 101.33,
365, Lester Quinones, 31, 18, 13, 12, 109.9, 109.9, 0.0, 17.2, 5.8, 14.6, 10.1, 8.9, 16.8, 101.02,
365, Ousmane Dieng, 31, 19, 12, 11, 109.6, 108.5, 1.1, 20.5, 3.2, 12.7, 8.0, 10.6, 16.4, 100.53,
365, Bones Hyland, 31, 18, 13, 14, 107.9, 112.8, -4.9, 23.1, 1.0, 7.8, 4.4, 12.7, 23.9, 99.17,
365, Lindy Waters III, 31, 21, 10, 6, 103.9, 109.9, -6.0, 17.5, 2.1, 14.1, 8.1, 6.6, 16.7, 99.07,
365, Lamar Stevens, 31, 19, 12, 12, 101.9, 101.6, 0.3, 7.5, 7.3, 16.4, 12.0, 10.7, 22.7, 98.95,
365, DeAndre Jordan, 31, 21, 10, 12, 105.9, 114.9, -9.0, 15.2, 14.8, 27.3, 21.0, 13.9, 15.6, 97.84,
365, Orlando Robinson, 31, 17, 14, 10, 113.5, 110.3, 3.2, 25.4, 11.3, 22.0, 16.8, 12.7, 14.9, 97.63,
374, Wesley Matthews, 30, 8, 22, 11, 107.5, 115.1, -7.6, 16.7, 1.2, 12.7, 6.6, 5.6, 11.5, 103.30,
