  PLAYER TEAM AGE GP W L MIN OFFRTG DEFRTG NETRTG AST% AST/TO AST RATIO OREB% DREB% REB% TO RATIO EFG% TS% USG% PACE PIE POSS
82 Kawhi Leonard LAC 32 68 44 24 34.3 119.3 111.1 8.2 16.5 2.05 14.9 3.9 13.8 9.1 7.3 58.5 62.6 26.1 97.77 15.4 4747
82 Keldon Johnson SAS 24 68 17 51 29.6 108.5 116.1 -7.6 14.3 2.00 15.7 4.3 13.5 8.8 7.8 52.9 56.7 21.2 103.65 9.9 4346
82 Keyonte George UTA 20 68 25 43 26.8 109.7 118.9 -9.2 25.0 1.90 24.0 0.8 9.6 5.2 12.7 47.9 53.2 22.1 101.16 8.3 3848
82 Pat Connaughton MIL 31 68 43 25 21.7 115.8 116.0 -0.2 11.9 3.19 27.6 2.9 11.3 7.2 8.7 58.5 60.2 10.3 101.80 6.8 3129
82 Patrick Beverley MIL 35 68 41 27 19.6 110.4 112.3 -1.8 20.4 3.08 29.9 3.1 11.8 7.5 9.7 48.6 52.9 14.3 98.54 8.1 2732
82 Paul George LAC 33 68 44 24 34.2 121.7 112.6 9.1 15.6 1.79 14.9 1.6 13.8 8.0 8.4 57.1 61.1 26.2 97.36 12.5 4713
82 Rudy Gobert MIN 31 68 48 20 34.1 115.3 106.3 9.0 5.4 0.85 9.9 11.7 25.5 19.0 11.7 65.7 67.1 15.2 96.86 13.5 4675
82 Stephen Curry GSW 36 68 39 29 32.7 117.8 115.5 2.3 23.4 1.78 17.1 1.6 11.1 6.4 9.6 57.2 61.5 30.3 101.96 13.8 4743
101 Brandon Miller CHA 21 67 16 51 32.2 108.6 118.4 -9.9 11.5 1.37 12.1 2.6 11.2 6.8 8.9 51.8 54.3 23.3 98.30 8.2 4408
101 Daniel Gafford DAL 25 67 25 42 24.7 113.9 116.3 -2.4 7.9 1.53 14.9 10.8 18.7 14.8 9.7 71.5 72.5 14.4 103.72 12.0 3572
101 Fred VanVleet HOU 30 67 37 30 36.6 114.1 110.7 3.4 31.2 4.63 33.1 1.0 8.7 4.8 7.2 52.6 56.6 18.9 99.61 11.6 5094
101 Jaime Jaquez Jr. MIA 23 67 39 28 29.0 112.3 111.5 0.8 13.4 1.71 17.5 3.9 9.4 6.7 10.3 53.2 57.0 18.3 98.24 8.3 3973
101 Jalen Suggs ORL 22 67 39 28 26.8 111.9 110.2 1.7 14.4 1.43 17.9 2.5 9.5 5.9 12.5 57.2 59.6 19.4 100.01 8.6 3735
101 Jalen Williams OKC 22 67 47 20 31.7 117.7 109.6 8.1 20.3 2.59 20.9 1.8 10.1 6.2 8.1 59.3 62.3 23.4 102.80 12.3 4533
101 James Harden LAC 34 67 43 24 34.8 121.3 115.2 6.0 33.3 3.35 35.1 1.5 13.2 7.6 10.5 55.1 62.0 20.0 96.70 13.1 4701
101 Jevon Carter CHI 28 67 33 34 13.7 109.2 108.5 0.7 11.9 2.32 17.8 0.8 5.1 2.8 7.7 49.2 49.4 16.5 99.28 5.2 1896
101 Julian Champagnie SAS 22 67 15 52 18.5 110.2 114.5 -4.3 9.0 1.81 17.1 3.0 11.2 7.1 9.4 52.7 56.1 13.8 103.07 6.5 2655
101 Kevin Durant PHX 35 67 38 29 37.1 118.6 114.1 4.5 21.8 1.55 17.2 1.6 15.8 9.1 11.1 58.9 63.4 28.5 100.48 15.2 5203
101 Kevon Looney GSW 28 67 38 29 16.5 114.5 115.6 -1.0 15.3 2.76 30.5 11.2 22.4 16.8 11.1 60.7 62.9 10.7 99.89 10.1 2307
101 Precious Achiuwa NYK 24 67 35 32 22.7 112.0 112.2 -0.2 9.1 1.21 14.0 11.3 18.2 14.7 11.6 53.8 55.4 16.1 96.36 9.9 3052
101 Terance Mann LAC 27 67 43 24 25.3 117.5 115.8 1.7 8.7 2.75 17.6 4.9 8.5 6.8 6.4 56.4 59.3 13.2 97.37 6.6 3438
114 Alex Caruso CHI 30 66 32 34 28.2 110.9 110.0 0.9 16.3 2.32 25.3 3.1 10.3 6.8 10.9 59.7 61.7 14.8 99.18 8.9 3846
114 Brandin Podziemski GSW 21 66 35 31 26.7 117.7 111.8 5.9 17.7 3.08 27.5 5.8 14.8 10.3 8.9 51.9 53.0 15.1 100.44 9.3 3688
114 Clint Capela ATL 29 66 31 35 25.5 115.8 116.5 -0.7 6.5 1.23 10.1 16.0 22.8 19.2 8.2 56.7 58.7 16.7 101.80 12.0 3566
114 De'Aaron Fox SAC 26 66 39 27 35.7 117.2 113.2 4.0 24.4 2.12 18.0 2.6 10.2 6.3 8.5 53.1 56.5 30.1 102.09 12.6 5011
114 Franz Wagner ORL 22 66 40 26 32.7 111.9 107.9 4.0 18.7 1.95 16.8 3.0 13.7 8.3 8.6 52.2 57.0 25.0 98.50 13.0 4421
114 Gary Trent Jr. TOR 25 66 22 44 27.8 113.3 118.3 -5.0 8.0 2.56 11.2 1.2 8.0 4.5 4.4 53.4 55.0 19.1 99.86 7.5 3818
114 Jaylen Brown BOS 27 66 50 16 33.6 121.0 111.3 9.7 16.6 1.58 14.1 3.6 11.8 7.9 8.9 56.0 58.3 28.2 100.11 11.7 4617
114 P.J. Washington DAL 25 66 25 41 30.1 112.6 116.7 -4.1 8.7 1.49 12.8 3.8 14.5 9.0 8.6 51.2 53.2 18.4 100.56 7.5 4165
114 Simone Fontecchio DET 28 66 29 37 24.9 113.0 114.5 -1.5 8.4 1.49 13.6 3.7 10.7 7.1 9.1 58.2 60.0 15.9 102.49 7.7 3521
114 Tobias Harris PHI 31 66 37 29 33.9 117.2 113.4 3.8 13.4 2.27 16.0 3.1 15.6 9.3 7.1 53.4 57.5 20.4 98.83 11.5 4606
114 Tyus Jones WAS 27 66 11 55 29.3 110.6 122.5 -11.9 33.1 7.35 39.3 1.0 8.1 4.5 5.4 56.9 57.8 16.1 104.37 11.1 4204
114 Victor Wembanyama SAS 20 66 16 50 29.2 107.6 111.1 -3.4 20.5 1.00 14.1 7.5 27.3 17.4 14.1 52.0 56.8 31.1 103.55 16.2 4159
126 Aaron Nesmith IND 24 65 36 29 27.7 118.6 115.2 3.4 6.9 1.68 12.6 3.1 10.2 6.7 7.5 60.6 62.8 16.0 102.44 7.1 3829
126 Andrew Wiggins GSW 29 65 33 32 27.0 115.1 116.8 -1.7 8.8 1.44 11.5 5.7 10.4 8.1 7.9 50.7 53.7 20.2 101.06 7.7 3689
126 Anthony Black ORL 20 65 37 28 17.4 108.2 109.0 -0.8 10.9 1.70 21.4 2.9 9.4 6.2 12.6 53.1 55.2 12.3 99.97 5.4 2357
126 Dillon Brooks HOU 28 65 34 31 30.8 113.6 112.6 1.0 7.5 1.33 11.6 2.3 8.4 5.4 8.7 51.4 54.9 17.6 100.11 5.7 4170
126 Dorian Finney-Smith BKN 30 65 26 39 28.5 111.0 112.7 -1.8 7.7 1.94 15.3 5.4 10.7 7.9 7.9 53.6 54.7 13.2 98.32 6.4 3783
126 Isaac Okoro CLE 23 65 39 26 27.4 112.6 110.7 1.9 9.7 2.33 18.2 3.7 7.2 5.5 7.8 57.3 59.4 13.8 98.03 6.7 3615
126 Jabari Walker POR 21 65 16 49 22.6 108.1 117.7 -9.6 6.0 1.02 9.8 8.0 20.9 14.1 9.6 51.3 55.7 15.7 98.72 9.0 3012
126 Jaden Hardy DAL 21 65 39 26 13.6 110.1 114.7 -4.6 17.1 1.98 16.3 1.7 10.3 5.9 8.2 49.9 52.2 23.6 103.36 8.2 1905
126 LeBron James LAL 39 65 36 29 35.2 117.3 113.8 3.5 35.0 2.40 25.7 2.5 17.3 10.4 10.7 59.5 62.6 28.5 101.54 16.5 4845
126 Luka Doncic DAL 25 65 42 23 37.4 119.4 114.8 4.6 42.9 2.47 23.8 2.2 21.6 12.0 9.7 57.3 61.7 35.5 101.12 20.1 5125
126 Matisse Thybulle POR 27 65 18 47 22.9 107.7 115.1 -7.4 8.3 2.25 19.6 1.9 7.4 4.6 8.7 52.4 53.7 10.5 99.41 6.1 3078
126 Nic Claxton BKN 24 65 24 41 29.8 108.2 114.3 -6.2 10.6 1.68 16.1 8.8 23.9 16.1 9.6 62.9 63.2 15.6 98.60 12.9 3968
126 Tyrese Maxey PHI 23 65 38 27 37.5 118.4 114.2 4.1 25.7 3.64 20.7 1.3 8.4 4.9 5.7 52.0 56.9 27.1 98.42 12.6 5005
139 Davion Mitchell SAC 25 64 38 26 14.2 107.2 113.6 -6.4 16.7 2.95 26.4 1.5 7.0 4.2 9.0 54.7 56.3 14.1 100.57 6.1 1909
139 Duncan Robinson MIA 29 64 36 28 28.5 111.7 110.6 1.2 15.4 2.07 19.4 0.8 8.3 4.6 9.4 59.6 61.9 18.6 98.06 8.5 3733
139 Jaden McDaniels MIN 23 64 43 21 29.4 114.3 109.7 4.6 6.6 1.13 11.5 3.0 7.8 5.5 10.2 56.2 57.4 15.9 97.14 5.7 3799
139 Jae'Sean Tate HOU 28 64 32 32 16.1 110.2 105.2 5.0 8.5 1.73 18.4 5.5 12.8 9.1 10.7 52.2 53.8 11.5 101.57 5.9 2162
139 Jaren Jackson Jr. MEM 24 64 20 44 32.1 106.1 113.8 -7.7 13.1 0.94 9.3 3.8 13.3 8.4 9.9 49.1 54.8 29.9 100.20 10.7 4277
139 Kevin Huerter SAC 25 64 37 27 24.4 117.5 115.0 2.5 13.8 3.13 20.8 2.4 12.4 7.3 6.6 55.3 56.4 17.3 101.06 7.7 3286
139 Kris Dunn UTA 30 64 25 39 18.8 117.8 117.1 0.6 25.3 3.18 38.5 3.9 11.0 7.4 12.1 53.6 54.4 13.3 102.41 7.9 2565
139 Marcus Sasser DET 23 64 10 54 17.8 108.6 116.5 -8.0 26.7 2.83 28.3 0.7 9.1 4.8 10.0 52.0 54.6 18.9 102.19 8.7 2420
139 Nick Richards CHA 26 64 13 51 26.6 106.3 118.4 -12.1 4.5 0.74 9.1 9.8 22.1 15.8 12.3 68.8 71.3 13.1 97.55 10.8 3455
139 T.J. McConnell IND 32 64 35 29 18.0 117.2 115.5 1.8 39.7 3.43 34.9 2.9 12.6 7.7 10.2 56.3 57.9 22.4 103.92 14.8 2489
149 Alperen Sengun HOU 21 63 29 34 32.5 113.9 113.2 0.8 24.8 1.93 19.4 8.6 19.3 13.9 10.1 55.3 58.5 27.0 99.22 14.9 4236
149 Ausar Thompson DET 21 63 10 53 25.1 107.7 113.1 -5.3 10.8 1.43 16.3 7.7 17.3 12.4 11.4 50.5 52.2 16.1 101.67 8.4 3329
149 Bam Adebayo MIA 26 63 35 28 34.3 109.6 109.1 0.6 19.6 1.71 17.0 6.6 24.7 15.6 9.9 52.6 57.5 25.1 97.76 15.5 4405
149 Bilal Coulibaly WAS 19 63 11 52 27.2 107.4 118.4 -11.0 8.6 1.26 16.1 3.1 11.6 7.2 12.7 50.9 54.3 13.9 103.33 5.7 3687
149 Brandon Ingram NOP 26 63 38 25 33.0 116.9 112.2 4.7 26.1 2.25 21.8 2.2 13.2 7.8 9.7 53.2 57.7 27.0 98.75 12.7 4278
149 Jaxson Hayes LAL 23 63 36 27 12.0 109.4 113.3 -3.9 5.1 0.80 11.5 8.2 14.4 11.5 14.4 70.7 70.7 12.0 102.73 7.7 1615
