IND, VS_PLAYER, TEAM, GP, W, L, MIN, OPP_FGM, OPP_FGA, OPP_FG%, OPP_3PM, OPP_3PA, OPP_3P%, OPP_FTM, OPP_FTA, OPP_FT%, OPP_OREB, OPP_DREB, OPP_REB, OPP_AST, OPP_TOV, OPP_STL, OPP_BLK, OPP_BLKA, OPP_PF, OPP_PFD, OPP_PTS, plus_minus
21, Domantas Sabonis, SAC, 63, 36, 27, 47.7, 42.8, 86.0, 49.7, 13.4, 32.7, 41.0, 18.0, 21.9, 81.9, 8.3, 32.8, 41.2, 28.7, 13.6, 7.4, 4.7, 3.4, 17.9, 19.2, 116.9, 0.0
21, Alperen Sengun, HOU, 63, 29, 34, 48.3, 41.3, 88.1, 46.8, 12.9, 35.8, 36.1, 17.3, 23.3, 74.3, 10.6, 34.4, 45.0, 25.4, 13.0, 7.2, 5.9, 3.9, 19.4, 19.4, 112.8, -1.2
21, Ausar Thompson, DET, 63, 10, 53, 47.5, 41.2, 86.9, 47.4, 11.8, 32.2, 36.8, 20.3, 25.2, 80.8, 9.2, 32.3, 41.4, 26.5, 13.1, 9.0, 5.5, 5.3, 17.9, 21.3, 114.7, 6.9
21, Moritz Wagner, ORL, 63, 36, 27, 48.2, 40.5, 84.1, 48.1, 11.9, 34.1, 34.9, 18.1, 23.9, 75.7, 9.1, 29.1, 38.2, 24.7, 14.9, 7.6, 4.8, 4.9, 22.2, 21.5, 111.0, -2.2
37, Kyle Anderson, MIN, 62, 43, 19, 47.6, 38.0, 85.2, 44.6, 11.4, 33.1, 34.5, 18.6, 23.2, 79.9, 9.6, 30.7, 40.3, 23.7, 14.3, 7.4, 4.9, 6.4, 20.7, 19.7, 106.0, -3.3
37, Giannis Antetokounmpo, MIL, 62, 40, 22, 46.8, 42.3, 90.3, 46.9, 12.5, 34.7, 36.0, 16.3, 20.2, 80.9, 9.8, 32.0, 41.8, 25.2, 11.6, 6.1, 4.1, 5.0, 20.7, 18.8, 113.4, -7.3
37, Bogdan Bogdanovic, ATL, 62, 28, 34, 46.8, 42.2, 86.5, 48.8, 13.7, 36.4, 37.7, 16.1, 20.8, 77.5, 10.1, 32.3, 42.3, 26.7, 13.8, 7.1, 5.3, 3.9, 18.8, 16.9, 114.2, -3.7
37, Anthony Davis, LAL, 62, 35, 27, 47.1, 43.5, 91.2, 47.7, 14.3, 36.5, 39.2, 14.2, 17.5, 80.8, 10.2, 32.6, 42.8, 28.0, 12.9, 7.6, 4.8, 5.9, 19.3, 14.9, 115.4, -0.6
37, DeMar DeRozan, CHI, 62, 30, 32, 48.9, 41.4, 87.3, 47.4, 14.6, 39.9, 36.5, 17.3, 22.0, 78.5, 10.0, 34.0, 44.1, 28.1, 13.8, 6.3, 4.8, 4.9, 19.5, 18.8, 114.6, 2.1
37, Luguentz Dort, OKC, 62, 43, 19, 47.2, 40.1, 88.0, 45.5, 13.7, 37.5, 36.6, 18.6, 23.6, 78.7, 12.0, 31.9, 43.9, 26.7, 15.3, 6.4, 4.9, 6.7, 19.1, 19.3, 112.5, -8.1
37, Ayo Dosunmu, CHI, 62, 31, 31, 48.8, 41.0, 87.9, 46.7, 14.0, 39.3, 35.7, 18.0, 23.0, 78.4, 10.7, 34.0, 44.7, 27.9, 14.0, 6.6, 5.4, 5.3, 17.8, 19.7, 114.1, 3.0
37, Anthony Edwards, MIN, 62, 42, 20, 48.8, 39.4, 88.6, 44.5, 11.2, 33.0, 33.9, 17.6, 22.3, 78.8, 10.5, 30.0, 40.5, 24.6, 13.5, 7.7, 4.7, 6.4, 19.6, 19.1, 107.7, -9.1
37, Rudy Gobert, MIN, 62, 43, 19, 49.5, 39.4, 89.8, 43.9, 11.9, 33.5, 35.6, 15.5, 19.6, 78.8, 10.7, 29.5, 40.2, 25.1, 13.6, 8.0, 5.0, 6.2, 21.0, 18.7, 106.2, -8.6
37, Sam Hauser, BOS, 62, 49, 13, 48.5, 40.3, 91.6, 44.0, 11.5, 35.4, 32.4, 15.2, 19.5, 77.6, 11.6, 32.6, 44.1, 24.3, 11.2, 6.2, 4.0, 6.7, 16.9, 17.5, 107.2, -12.1
37, Nikola Jokic, DEN, 62, 43, 19, 48.7, 42.0, 89.1, 47.1, 11.1, 31.7, 35.0, 15.9, 20.1, 79.2, 9.9, 30.9, 40.7, 27.0, 12.5, 7.5, 4.3, 4.8, 18.7, 16.5, 111.0, -11.0
37, Corey Kispert, WAS, 62, 11, 51, 45.8, 44.6, 89.4, 49.9, 12.2, 33.7, 36.2, 17.4, 22.3, 77.9, 11.5, 35.2, 46.7, 27.9, 12.5, 7.8, 6.0, 4.2, 18.2, 19.1, 118.8, 10.4
37, Jonathan Kuminga, GSW, 62, 32, 30, 46.8, 40.5, 88.0, 46.0, 11.9, 35.0, 34.0, 18.7, 23.6, 79.0, 10.9, 31.9, 42.8, 25.5, 13.3, 7.7, 4.9, 4.4, 18.0, 19.5, 111.5, -3.2
37, Kyle Kuzma, WAS, 62, 11, 51, 46.3, 46.1, 91.6, 50.3, 12.1, 32.3, 37.6, 17.5, 22.6, 77.8, 12.6, 36.1, 48.7, 29.3, 13.2, 6.7, 5.2, 5.4, 15.9, 18.8, 121.8, 11.7
37, Brook Lopez, MIL, 62, 41, 21, 46.5, 42.1, 91.9, 45.8, 11.4, 32.9, 34.5, 14.9, 18.7, 79.9, 10.3, 33.2, 43.5, 25.6, 10.8, 6.9, 4.4, 5.6, 19.9, 16.8, 110.5, -7.7
37, Malik Monk, SAC, 62, 36, 26, 47.0, 41.1, 84.2, 48.8, 13.1, 32.2, 40.6, 20.8, 25.7, 80.7, 9.2, 31.3, 40.5, 26.3, 13.0, 7.5, 4.9, 4.1, 19.6, 20.6, 116.0, 0.3
37, Jordan Poole, WAS, 62, 11, 51, 45.5, 45.1, 89.6, 50.4, 12.0, 32.1, 37.6, 18.0, 23.0, 78.2, 11.8, 35.5, 47.3, 28.9, 13.1, 7.1, 5.0, 5.2, 16.8, 19.0, 120.3, 10.8
37, Norman Powell, LAC, 62, 40, 22, 47.6, 40.7, 88.1, 46.2, 12.1, 34.7, 35.0, 19.0, 24.4, 77.8, 11.1, 32.2, 43.3, 25.4, 13.4, 6.7, 4.9, 5.8, 20.8, 20.5, 112.5, -5.3
37, Peyton Watson, DEN, 62, 43, 19, 48.8, 40.3, 90.9, 44.4, 11.3, 31.8, 35.7, 21.2, 27.2, 77.9, 12.9, 31.8, 44.7, 24.4, 11.5, 7.5, 5.5, 7.2, 18.1, 21.7, 113.1, 2.4
56, Deni Avdija, WAS, 61, 11, 50, 45.6, 44.4, 89.5, 49.6, 11.8, 32.3, 36.6, 17.2, 22.2, 77.6, 11.5, 34.5, 45.9, 28.4, 13.1, 7.7, 5.5, 4.8, 17.4, 19.1, 117.8, 7.7
56, Jevon Carter, CHI, 61, 30, 31, 48.6, 38.8, 84.5, 45.9, 13.9, 38.1, 36.6, 17.5, 22.4, 77.8, 10.8, 33.8, 44.6, 26.0, 16.8, 6.7, 6.0, 5.2, 18.9, 19.3, 109.0, -0.6
56, Tim Hardaway Jr., DAL, 61, 35, 26, 46.8, 43.4, 88.9, 48.8, 13.2, 35.8, 37.0, 16.7, 22.0, 75.7, 11.5, 33.7, 45.2, 27.4, 13.1, 6.7, 3.7, 3.9, 22.0, 18.3, 116.7, -0.1
56, Aaron Holiday, HOU, 61, 28, 33, 47.0, 37.9, 83.6, 45.3, 11.2, 33.1, 33.8, 20.0, 27.3, 73.5, 10.2, 33.1, 43.3, 22.4, 14.1, 7.4, 5.8, 4.3, 19.9, 21.9, 107.0, -2.6
56, Kevin Huerter, SAC, 61, 35, 26, 47.5, 42.9, 86.4, 49.7, 12.6, 32.0, 39.4, 17.6, 21.1, 83.1, 8.4, 33.6, 42.0, 28.6, 13.4, 6.6, 3.8, 3.9, 17.3, 19.2, 116.0, -1.7
56, Kevon Looney, GSW, 61, 33, 28, 47.8, 43.0, 89.7, 47.9, 13.9, 38.0, 36.8, 16.8, 20.9, 80.1, 9.9, 30.6, 40.5, 27.1, 11.2, 8.0, 4.3, 3.7, 18.9, 19.2, 116.7, 1.8
56, Dejounte Murray, ATL, 61, 27, 34, 47.0, 44.6, 89.2, 49.9, 13.8, 35.0, 39.5, 16.6, 21.0, 79.2, 10.9, 32.4, 43.3, 28.1, 13.4, 7.8, 5.8, 4.4, 19.2, 18.0, 119.5, 2.6
56, D'Angelo Russell, LAL, 61, 36, 25, 46.5, 43.3, 91.2, 47.5, 13.0, 34.8, 37.4, 14.1, 17.3, 81.5, 11.0, 32.5, 43.5, 27.3, 12.8, 7.3, 4.8, 5.9, 18.2, 15.4, 113.7, -2.4
56, Myles Turner, IND, 61, 34, 27, 46.8, 44.4, 88.7, 50.0, 10.4, 28.1, 37.2, 17.7, 22.9, 77.3, 9.9, 32.5, 42.4, 24.9, 12.3, 5.8, 5.3, 6.0, 17.9, 19.3, 116.9, -4.2
56, Aaron Wiggins, OKC, 61, 44, 17, 48.3, 41.0, 90.9, 45.1, 14.0, 38.0, 36.7, 16.6, 21.9, 75.5, 12.9, 32.0, 44.8, 26.7, 15.5, 7.0, 5.5, 6.5, 18.6, 17.9, 112.5, -2.3
66, Scottie Barnes, TOR, 60, 22, 38, 47.5, 43.6, 89.5, 48.7, 13.3, 35.1, 37.8, 15.4, 19.3, 79.9, 10.4, 33.2, 43.6, 28.2, 13.5, 6.5, 5.5, 5.2, 17.7, 17.6, 115.8, 3.3
66, Toumani Camara, POR, 60, 18, 42, 48.3, 40.9, 85.4, 47.9, 11.4, 32.8, 34.7, 18.6, 23.3, 79.9, 10.3, 33.3, 43.6, 26.8, 15.8, 9.1, 6.7, 4.0, 18.3, 20.3, 111.9, 5.1
66, John Collins, UTA, 60, 26, 34, 47.3, 45.1, 89.1, 50.6, 14.4, 35.0, 41.2, 16.8, 21.6, 77.8, 9.8, 31.0, 40.8, 30.1, 11.9, 8.1, 6.7, 4.9, 19.4, 19.0, 121.5, 6.9
66, Mike Conley, MIN, 60, 42, 18, 49.1, 40.0, 89.3, 44.7, 11.4, 31.9, 35.8, 15.4, 19.8, 77.8, 10.8, 30.2, 41.0, 24.9, 13.6, 8.1, 5.0, 5.9, 21.6, 18.8, 106.7, -6.8
66, Bilal Coulibaly, WAS, 60, 11, 49, 46.5, 44.8, 89.2, 50.2, 11.2, 31.2, 35.8, 17.8, 23.0, 77.3, 11.9, 35.5, 47.4, 27.8, 14.3, 7.9, 5.5, 5.3, 17.8, 19.6, 118.6, 11.1
66, Jeff Green, HOU, 60, 27, 33, 47.5, 40.1, 86.4, 46.4, 11.5, 34.5, 33.4, 20.4, 27.0, 75.8, 10.8, 33.1, 43.8, 22.9, 13.6, 7.0, 5.5, 5.2, 21.4, 22.1, 112.2, 4.0
66, Isaiah Joe, OKC, 60, 42, 18, 45.7, 36.4, 81.3, 44.7, 12.8, 35.1, 36.4, 20.0, 25.2, 79.4, 11.6, 31.3, 42.9, 23.8, 16.5, 6.1, 4.4, 5.6, 21.2, 19.8, 105.5, -12.9
66, Keldon Johnson, SAS, 60, 14, 46, 46.3, 43.3, 88.0, 49.2, 12.8, 33.6, 38.0, 18.0, 23.1, 77.7, 10.3, 34.0, 44.4, 26.2, 12.7, 7.7, 4.7, 5.4, 17.3, 18.6, 117.4, 8.5
66, Damian Lillard, MIL, 60, 42, 18, 46.6, 42.7, 91.6, 46.6, 11.4, 33.0, 34.5, 15.4, 19.4, 79.6, 10.0, 32.9, 42.9, 26.1, 11.5, 6.6, 4.3, 5.2, 20.1, 17.6, 112.2, -8.1
66, Jusuf Nurkic, PHX, 60, 37, 23, 47.7, 42.3, 90.5, 46.7, 12.4, 34.0, 36.5, 14.4, 18.8, 76.6, 9.8, 29.4, 39.2, 26.1, 12.0, 7.9, 4.6, 5.3, 19.9, 17.5, 111.4, -10.0
66, Dario Saric, GSW, 60, 32, 28, 47.8, 41.8, 87.3, 47.9, 12.9, 35.0, 36.9, 17.9, 22.6, 79.4, 10.3, 31.5, 41.8, 25.4, 13.0, 8.2, 4.8, 3.4, 19.0, 19.7, 114.5, 0.5
66, Max Strus, CLE, 60, 39, 21, 48.0, 39.7, 88.2, 45.0, 12.3, 33.5, 36.8, 16.3, 20.5, 79.4, 10.4, 32.7, 43.1, 24.5, 14.5, 7.8, 5.6, 4.9, 19.3, 17.3, 108.0, -6.4
66, Jayson Tatum, BOS, 60, 47, 13, 48.3, 41.5, 92.3, 44.9, 13.0, 37.1, 35.1, 13.5, 17.6, 76.5, 11.0, 32.6, 43.5, 24.5, 11.9, 6.4, 3.1, 6.4, 17.8, 16.3, 109.4, -11.7
66, Klay Thompson, GSW, 60, 30, 30, 46.9, 43.0, 89.1, 48.2, 13.1, 35.9, 36.6, 17.9, 22.3, 80.5, 10.5, 32.1, 42.7, 26.9, 11.8, 7.3, 4.7, 3.9, 18.3, 19.1, 117.1, 1.7
66, Matisse Thybulle, POR, 60, 17, 43, 48.2, 42.6, 86.1, 49.5, 11.8, 32.2, 36.6, 18.3, 23.3, 78.3, 10.9, 33.2, 44.1, 27.5, 16.1, 8.7, 6.6, 5.0, 18.1, 20.4, 115.3, 7.4
66, Karl-Anthony Towns, MIN, 60, 41, 19, 48.7, 39.9, 87.9, 45.4, 11.4, 32.0, 35.5, 16.9, 21.4, 78.8, 10.1, 30.4, 40.5, 24.8, 13.3, 7.2, 4.7, 5.4, 20.5, 19.1, 108.0, -8.5
82, Jarrett Allen, CLE, 59, 39, 20, 48.5, 40.7, 88.6, 45.9, 12.1, 33.5, 36.1, 16.4, 20.4, 80.5, 9.9, 32.1, 42.0, 25.1, 13.8, 7.7, 5.4, 4.8, 19.5, 16.9, 109.9, -6.4
82, Anthony Black, ORL, 59, 32, 27, 47.9, 39.6, 84.5, 46.9, 11.4, 31.3, 36.4, 18.1, 23.2, 78.1, 8.8, 30.9, 39.7, 23.7, 15.0, 9.0, 5.0, 6.4, 20.5, 20.2, 108.8, 0.5
82, Malaki Branham, SAS, 59, 12, 47, 46.3, 45.1, 89.1, 50.5, 13.4, 33.4, 40.1, 16.1, 20.1, 80.1, 10.4, 33.9, 44.3, 28.0, 13.4, 9.1, 4.8, 5.6, 17.0, 16.4, 119.6, 12.1
82, Jalen Brunson, NYK, 59, 36, 23, 49.3, 42.2, 88.1, 47.9, 13.3, 34.6, 38.4, 15.6, 20.8, 74.9, 10.1, 30.6, 40.7, 27.0, 13.2, 6.9, 5.1, 4.0, 21.4, 18.2, 113.3, -6.9
82, Pat Connaughton, MIL, 59, 38, 21, 46.8, 43.6, 88.3, 49.3, 13.7, 36.1, 37.9, 16.2, 20.5, 78.8, 9.5, 33.0, 42.4, 26.7, 12.1, 6.4, 4.0, 4.2, 20.5, 19.1, 117.0, 0.5
82, Stephen Curry, GSW, 59, 33, 26, 46.6, 42.2, 88.6, 47.6, 12.8, 35.9, 35.5, 18.5, 22.8, 81.3, 10.7, 31.2, 41.9, 26.0, 12.0, 8.1, 4.4, 4.0, 18.4, 19.0, 115.7, -2.2
82, Jaden Ivey, DET, 59, 10, 49, 47.0, 43.1, 87.4, 49.4, 12.0, 31.0, 38.6, 20.9, 25.3, 82.7, 8.9, 31.2, 40.1, 26.3, 10.9, 8.3, 6.2, 4.8, 18.4, 21.7, 119.2, 6.7
82, Derrick Jones Jr., DAL, 59, 33, 26, 46.9, 43.1, 90.0, 47.9, 12.6, 35.2, 35.7, 16.8, 21.3, 78.9, 11.3, 33.6, 45.0, 28.3, 12.9, 7.6, 3.6, 5.0, 19.2, 18.0, 115.6, 1.2
82, Herbert Jones, NOP, 59, 37, 22, 48.3, 40.4, 88.1, 45.8, 13.4, 39.3, 34.2, 16.8, 21.7, 77.6, 9.7, 31.9, 41.6, 27.0, 14.1, 6.2, 5.0, 5.7, 18.4, 19.5, 111.0, -5.7
82, Tre Jones, SAS, 59, 13, 46, 46.3, 42.6, 88.9, 47.9, 12.1, 33.0, 36.6, 16.1, 20.3, 79.1, 11.1, 32.2, 43.3, 26.3, 13.1, 8.1, 4.4, 6.4, 18.4, 16.6, 113.2, 1.6
82, Bennedict Mathurin, IND, 59, 33, 26, 46.2, 43.9, 87.4, 50.2, 10.3, 28.4, 36.2, 19.6, 25.2, 77.9, 11.4, 31.3, 42.7, 23.5, 14.0, 6.4, 6.1, 5.0, 18.9, 21.4, 117.8, 2.8
82, Keegan Murray, SAC, 59, 34, 25, 47.7, 42.5, 86.0, 49.4, 13.2, 32.6, 40.4, 17.2, 21.2, 81.0, 8.0, 32.3, 40.3, 28.3, 13.7, 7.3, 4.8, 3.5, 17.3, 19.0, 115.4, -1.2
82, Duncan Robinson, MIA, 59, 33, 26, 48.8, 40.6, 86.5, 46.9, 13.4, 36.7, 36.4, 16.2, 21.1, 76.6, 9.5, 33.3, 42.8, 26.6, 13.9, 6.4, 4.8, 3.7, 19.6, 19.2, 110.7, -1.9
82, Jabari Smith Jr., HOU, 59, 28, 31, 48.1, 41.0, 88.4, 46.4, 12.6, 35.3, 35.7, 18.4, 24.6, 75.0, 11.3, 34.7, 46.0, 25.0, 12.7, 6.7, 6.1, 4.3, 19.2, 20.5, 113.0, 1.6
82, Gary Trent Jr., TOR, 59, 22, 37, 47.9, 44.6, 90.6, 49.2, 12.9, 34.7, 37.1, 15.3, 18.9, 80.9, 10.7, 33.6, 44.3, 27.9, 13.0, 6.5, 5.2, 4.8, 16.8, 18.1, 117.3, 3.2
82, Nikola Vucevic, CHI, 59, 29, 30, 49.1, 41.3, 87.7, 47.1, 14.7, 40.2, 36.5, 17.3, 22.3, 77.6, 9.8, 35.6, 45.3, 28.5, 13.8, 6.5, 4.7, 4.7, 17.2, 19.1, 114.7, 2.8
82, Derrick White, BOS, 59, 47, 12, 47.6, 41.2, 92.1, 44.7, 13.0, 37.2, 34.9, 13.5, 17.9, 75.7, 10.9, 32.6, 43.5, 24.3, 12.1, 6.4, 3.5, 6.7, 18.3, 16.2, 108.9, -13.6
99, Grayson Allen, PHX, 58, 34, 24, 47.8, 43.3, 91.6, 47.3, 12.9, 35.4, 36.4, 15.6, 20.5, 76.4, 11.4, 30.1, 41.5, 26.6, 12.0, 7.7, 4.8, 5.6, 20.5, 18.3, 115.1, -3.8
99, Jaylen Brown, BOS, 58, 44, 14, 47.7, 42.2, 92.8, 45.4, 13.5, 38.1, 35.5, 13.3, 17.7, 75.5, 10.9, 32.6, 43.5, 25.3, 11.8, 7.0, 3.4, 6.7, 18.5, 16.4, 111.2, -9.5
99, Kentavious Caldwell-Pope, DEN, 58, 41, 17, 48.8, 41.7, 89.3, 46.7, 10.8, 31.1, 34.8, 16.7, 20.7, 80.7, 10.7, 30.9, 41.5, 26.4, 13.1, 7.3, 4.1, 5.1, 19.0, 16.8, 110.9, -11.0
