IND, PLAYER, TEAM, AGE, GP, W, L, MIN, OFFRTG, DEFRTG, NETRTG, AST%, AST/TO, AST_RATIO, OREB%, DREB%, REB%, TO_RATIO, EFG%, TS%, USG%, PACE, PIE, POSS
205, Trayce Jackson-Davis , GSW, 24, 50, 27, 23, 13.5, 113.6, 113.1, 0.4, 9.9, 1.44, 14.3, 11.3, 17.3, 14.3, 9.9, 70.9, 69.7, 16.5, 101.39, 12.7, 1431
212, Cameron Johnson , BKN, 28, 49, 19, 30, 27.7, 112.4, 115.0, -2.5, 13.3, 2.54, 16.4, 3.3, 12.5, 7.6, 6.5, 56.4, 58.5, 19.2, 98.44, 9.8, 2802
212, Dennis Smith Jr. , BKN, 26, 49, 19, 30, 19.7, 110.2, 109.5, 0.7, 27.5, 3.08, 31.8, 4.7, 11.3, 7.9, 10.3, 47.1, 49.9, 17.5, 98.67, 9.1, 1971
212, Duop Reath , POR, 27, 49, 14, 35, 18.3, 112.9, 116.6, -3.7, 9.3, 1.33, 10.9, 7.7, 13.7, 10.4, 8.2, 56.9, 58.9, 20.2, 98.30, 8.9, 1828
212, JT Thor , CHA, 21, 49, 12, 37, 12.6, 106.8, 111.4, -4.6, 4.3, 1.46, 10.3, 5.8, 12.4, 9.0, 7.0, 45.6, 46.2, 11.2, 100.49, 4.7, 1296
212, John Konchar , MEM, 27, 49, 16, 33, 20.0, 104.9, 111.1, -6.2, 12.9, 2.50, 28.8, 5.8, 16.2, 10.8, 11.5, 51.1, 53.3, 9.7, 99.24, 8.3, 2023
212, Keita Bates-Diop , BKN, 28, 49, 29, 20, 13.3, 109.1, 113.8, -4.7, 8.4, 2.47, 15.9, 5.1, 11.7, 8.5, 6.4, 50.0, 53.4, 13.0, 98.92, 7.8, 1341
212, Moses Moody , GSW, 21, 49, 26, 23, 17.9, 112.5, 110.9, 1.7, 6.1, 1.06, 8.7, 5.6, 11.2, 8.3, 8.2, 53.4, 56.6, 17.8, 101.49, 8.8, 1857
212, Quentin Grimes , DET, 23, 49, 30, 19, 20.2, 108.6, 109.6, -1.0, 8.9, 2.31, 14.5, 1.3, 8.0, 4.6, 6.3, 51.1, 52.7, 15.2, 97.52, 6.1, 2001
212, Zeke Nnaji , DEN, 23, 49, 34, 15, 9.8, 102.0, 114.6, -12.6, 8.5, 1.04, 13.2, 10.7, 9.8, 10.2, 12.7, 45.0, 51.0, 16.0, 98.94, 5.9, 982
221, Andre Jackson Jr. , MIL, 22, 48, 30, 18, 10.5, 114.2, 119.4, -5.2, 11.1, 2.00, 27.7, 7.2, 11.7, 9.5, 13.8, 60.8, 61.9, 9.5, 102.75, 4.5, 1078
221, CJ McCollum , NOP, 32, 48, 32, 16, 31.3, 116.3, 112.3, 4.0, 20.0, 2.79, 20.1, 1.8, 11.9, 6.9, 7.2, 56.8, 58.8, 23.4, 100.15, 11.4, 3143
221, Caleb Houstan , ORL, 21, 48, 24, 24, 14.5, 110.0, 112.3, -2.3, 5.5, 1.80, 12.1, 3.4, 7.4, 5.3, 6.7, 56.6, 58.5, 12.2, 96.27, 5.2, 1399
221, Daniel Theis , LAC, 31, 48, 34, 14, 17.2, 116.6, 114.3, 2.3, 7.7, 1.45, 14.3, 8.5, 14.3, 11.4, 9.8, 57.0, 58.8, 14.9, 99.75, 7.7, 1721
221, Day'Ron Sharpe , BKN, 22, 48, 20, 28, 15.5, 115.3, 108.8, 6.5, 14.0, 1.44, 17.9, 16.0, 23.8, 19.9, 12.4, 59.1, 60.9, 18.1, 99.46, 13.7, 1538
221, Garrison Mathews , ATL, 27, 48, 22, 26, 13.1, 109.9, 114.3, -4.4, 4.2, 1.33, 12.2, 2.1, 7.9, 5.0, 9.1, 62.2, 63.4, 9.6, 102.27, 3.2, 1333
221, Haywood Highsmith , MIA, 27, 48, 28, 20, 19.8, 110.8, 110.8, 0.0, 6.9, 1.77, 14.8, 4.2, 9.6, 6.9, 8.4, 54.2, 56.0, 12.1, 98.35, 5.7, 1936
221, Isaiah Jackson , IND, 22, 48, 29, 19, 13.5, 112.9, 112.8, 0.1, 8.4, 1.14, 12.6, 11.3, 18.9, 15.1, 11.0, 66.3, 68.9, 17.1, 105.23, 12.1, 1417
221, Jalen Duren , DET, 20, 48, 10, 38, 29.8, 110.9, 118.5, -7.5, 12.7, 1.31, 17.5, 10.6, 27.8, 19.2, 13.3, 62.5, 65.4, 17.3, 100.93, 13.5, 3000
221, Jalen Johnson , ATL, 22, 48, 24, 24, 34.0, 114.1, 115.7, -1.7, 14.4, 1.99, 18.7, 3.6, 20.8, 12.0, 9.4, 57.0, 59.2, 17.6, 103.97, 11.4, 3529
221, Jamal Murray , DEN, 27, 48, 35, 13, 31.8, 119.7, 112.7, 7.0, 29.6, 3.04, 24.6, 2.2, 10.1, 6.4, 8.1, 55.4, 58.5, 26.9, 97.93, 13.4, 3113
221, Trey Lyles , SAC, 28, 48, 28, 20, 20.0, 118.3, 112.4, 5.9, 7.3, 1.77, 14.8, 5.0, 16.8, 10.9, 8.3, 58.7, 60.6, 13.7, 101.20, 8.2, 2022
233, Caleb Martin , MIA, 28, 47, 26, 21, 27.2, 114.0, 112.2, 1.9, 10.9, 1.76, 16.4, 4.5, 12.6, 8.6, 9.3, 53.1, 55.7, 16.7, 97.06, 7.9, 2588
233, Donovan Mitchell , CLE, 27, 47, 32, 15, 35.7, 116.7, 107.1, 9.7, 27.3, 2.12, 19.2, 2.5, 12.0, 7.3, 9.1, 55.5, 60.4, 30.7, 99.95, 16.0, 3507
233, KJ Martin , PHI, 23, 47, 25, 22, 11.5, 110.8, 112.9, -2.1, 8.5, 1.42, 16.9, 4.3, 11.7, 7.9, 11.9, 56.9, 57.1, 12.7, 102.44, 5.5, 1149
233, Kevin Love , MIA, 35, 47, 26, 21, 17.5, 115.0, 109.3, 5.7, 19.2, 2.76, 21.2, 5.9, 29.1, 17.4, 7.7, 56.4, 60.6, 20.3, 99.43, 14.4, 1697
233, Terry Rozier , MIA, 29, 47, 14, 33, 34.0, 109.8, 120.2, -10.4, 29.3, 3.33, 24.1, 1.8, 10.9, 6.1, 7.2, 51.5, 55.6, 25.3, 99.14, 11.8, 3301
233, Trendon Watford , BKN, 23, 47, 19, 28, 11.5, 112.9, 113.9, -1.0, 14.9, 1.62, 17.9, 7.1, 15.7, 11.4, 11.1, 56.1, 60.6, 19.4, 99.30, 10.6, 1117
239, Jordan Goodwin , MEM, 25, 46, 25, 21, 15.9, 106.6, 111.7, -5.1, 21.9, 2.72, 25.9, 6.6, 12.0, 9.4, 9.5, 43.1, 45.8, 17.3, 98.38, 8.8, 1500
239, Julius Randle , NYK, 29, 46, 29, 17, 35.4, 119.7, 113.8, 6.0, 21.7, 1.44, 16.9, 5.9, 19.8, 12.8, 11.7, 51.8, 56.9, 28.7, 98.84, 13.4, 3364
239, Kristaps Porzingis , BOS, 28, 46, 35, 11, 29.8, 121.4, 109.5, 11.9, 9.3, 1.22, 10.2, 5.7, 16.0, 11.2, 8.4, 59.4, 65.4, 24.6, 101.10, 13.7, 2897
239, Landry Shamet , WAS, 26, 46, 6, 40, 15.8, 109.3, 119.2, -9.9, 10.4, 1.80, 14.4, 2.1, 6.5, 4.2, 8.0, 52.7, 55.6, 18.1, 103.63, 5.8, 1571
239, Larry Nance Jr. , NOP, 31, 46, 27, 19, 18.8, 112.4, 106.9, 5.5, 11.5, 1.87, 24.3, 8.0, 18.5, 13.4, 13.0, 64.8, 66.6, 11.2, 100.93, 10.6, 1809
239, Sam Merrill , CLE, 27, 46, 31, 15, 16.3, 110.2, 111.4, -1.2, 13.8, 5.75, 18.3, 2.3, 9.0, 5.6, 3.2, 58.9, 60.0, 17.5, 98.21, 9.2, 1549
245, Amen Thompson , HOU, 21, 45, 18, 27, 19.7, 107.5, 109.5, -2.0, 16.4, 1.59, 20.9, 7.9, 19.0, 13.1, 13.1, 52.1, 54.8, 17.3, 104.35, 10.9, 1917
245, Dereck Lively II , DAL, 20, 45, 26, 19, 24.6, 121.7, 116.8, 4.9, 5.9, 1.18, 14.4, 10.9, 17.1, 14.1, 12.2, 74.3, 72.6, 11.8, 101.17, 9.4, 2341
245, Jalen Smith , IND, 23, 45, 26, 19, 17.8, 118.5, 118.9, -0.4, 8.2, 1.32, 11.9, 9.0, 21.9, 15.3, 9.0, 69.9, 70.7, 18.6, 102.98, 12.7, 1699
245, Jimmy Butler , MIA, 34, 45, 23, 22, 34.2, 116.3, 112.3, 4.0, 22.6, 2.75, 20.6, 5.9, 10.6, 8.3, 7.5, 54.1, 62.9, 24.3, 97.70, 14.8, 3125
245, Kyle Lowry , PHI, 37, 45, 24, 21, 28.3, 111.2, 112.4, -1.2, 21.3, 2.94, 33.4, 2.3, 10.3, 6.2, 11.4, 55.3, 58.4, 13.0, 97.29, 7.8, 2587
245, Luke Kornet , BOS, 28, 45, 34, 11, 14.7, 117.7, 110.5, 7.2, 7.7, 2.18, 17.7, 11.6, 13.3, 12.5, 8.1, 69.8, 73.1, 10.9, 97.86, 10.8, 1343
245, MarJon Beauchamp , MIL, 23, 45, 29, 16, 13.1, 113.6, 115.0, -1.4, 6.7, 1.11, 13.3, 3.8, 12.0, 8.1, 12.0, 56.8, 58.3, 13.8, 103.37, 6.0, 1269
252, James Wiseman , DET, 22, 44, 5, 39, 14.7, 107.4, 120.3, -12.9, 7.4, 0.86, 11.9, 10.0, 19.2, 14.4, 13.8, 66.9, 67.3, 14.9, 104.81, 9.3, 1407
252, Jonathan Isaac , ORL, 26, 44, 27, 17, 14.9, 111.7, 101.3, 10.4, 4.3, 0.83, 6.8, 8.9, 19.6, 14.4, 8.2, 55.3, 58.5, 16.6, 98.97, 13.5, 1345
252, Lonnie Walker IV , BKN, 25, 44, 20, 24, 18.2, 115.4, 112.4, 3.0, 11.4, 1.39, 11.5, 1.1, 10.6, 5.8, 8.3, 56.1, 57.8, 24.2, 101.03, 9.7, 1698
252, Marvin Bagley III , WAS, 24, 44, 4, 40, 21.2, 110.7, 117.8, -7.1, 8.6, 1.02, 10.4, 12.2, 16.9, 14.5, 10.2, 58.2, 61.6, 20.4, 103.11, 11.4, 2002
252, Scoot Henderson , POR, 20, 44, 15, 29, 27.0, 109.2, 119.3, -10.1, 27.0, 1.62, 22.5, 2.9, 8.0, 5.3, 13.9, 42.8, 48.5, 25.0, 99.71, 6.1, 2458
252, Seth Curry , CHA, 33, 44, 25, 19, 14.0, 110.6, 107.5, 3.1, 10.0, 2.10, 15.9, 2.8, 7.8, 5.3, 7.6, 48.5, 51.9, 15.9, 100.77, 6.7, 1301
252, Troy Brown Jr. , DET, 24, 44, 28, 16, 11.2, 109.5, 114.0, -4.5, 11.9, 2.00, 19.3, 3.2, 13.7, 8.6, 9.6, 55.2, 58.3, 14.8, 101.90, 8.2, 1053
259, Blake Wesley , SAS, 20, 43, 11, 32, 13.3, 105.2, 114.3, -9.1, 27.8, 3.47, 37.9, 1.8, 7.5, 4.5, 10.9, 52.6, 55.4, 13.8, 104.25, 7.1, 1248
259, Chris Duarte , SAC, 26, 43, 25, 18, 13.2, 112.7, 114.5, -1.8, 7.9, 1.75, 15.7, 3.1, 11.5, 7.1, 9.0, 48.7, 51.5, 13.8, 99.59, 4.9, 1173
259, Gradey Dick , TOR, 20, 43, 16, 27, 17.4, 106.4, 117.4, -11.0, 9.0, 1.81, 14.5, 2.6, 8.4, 5.4, 8.0, 53.8, 56.0, 15.0, 102.02, 6.1, 1589
259, Ish Smith , CHA, 35, 43, 6, 37, 17.2, 101.7, 119.2, -17.5, 26.8, 3.09, 41.2, 1.4, 9.4, 5.1, 13.4, 43.0, 43.5, 11.9, 100.59, 5.7, 1549
259, Jose Alvarado , NOP, 25, 43, 29, 14, 17.2, 118.3, 103.8, 14.5, 16.1, 2.56, 21.6, 2.1, 9.7, 6.0, 8.4, 51.5, 53.3, 17.8, 100.43, 8.6, 1538
259, Josh Richardson , MIA, 30, 43, 24, 19, 25.6, 108.7, 113.7, -5.0, 14.4, 2.92, 20.7, 1.7, 9.4, 5.6, 7.1, 53.9, 57.3, 15.9, 98.56, 8.0, 2267
259, Khris Middleton , MIL, 32, 43, 27, 16, 26.3, 120.4, 113.4, 7.0, 26.0, 2.43, 25.7, 2.3, 12.8, 7.8, 10.6, 56.0, 59.0, 23.0, 102.84, 11.6, 2425
259, Kris Murray , POR, 23, 43, 9, 34, 16.8, 108.0, 111.0, -3.1, 9.3, 1.66, 17.0, 5.2, 11.2, 8.0, 10.3, 46.6, 48.1, 13.3, 98.85, 6.4, 1492
259, Nicolas Batum , PHI, 35, 43, 26, 17, 24.5, 119.9, 113.2, 6.8, 10.9, 3.44, 30.9, 4.9, 11.1, 8.0, 9.0, 62.1, 63.1, 8.4, 99.33, 6.5, 2177
259, Patrick Williams , CHI, 22, 43, 19, 24, 27.3, 114.3, 115.5, -1.2, 7.7, 1.16, 12.9, 3.9, 10.5, 7.1, 11.1, 52.5, 55.3, 16.3, 97.59, 6.6, 2393
259, Shake Milton , NYK, 27, 43, 28, 15, 12.9, 104.2, 109.8, -5.6, 14.6, 1.81, 19.1, 2.4, 9.6, 5.9, 10.6, 44.9, 49.6, 17.4, 103.91, 6.4, 1208
259, Vasilije Micic , CHA, 30, 43, 29, 14, 15.9, 112.6, 107.7, 4.9, 29.5, 2.53, 34.2, 1.3, 6.2, 3.9, 13.5, 46.1, 49.6, 18.9, 98.77, 7.6, 1404
271, AJ Green , MIL, 24, 42, 29, 13, 9.6, 114.2, 113.7, 0.5, 9.2, 3.71, 14.8, 1.6, 9.6, 5.8, 4.0, 61.0, 62.4, 16.3, 100.01, 7.4, 838
271, Killian Hayes , DET, 22, 42, 7, 35, 24.0, 106.5, 117.6, -11.1, 26.8, 4.02, 36.8, 1.1, 10.7, 5.9, 9.2, 45.2, 47.4, 14.7, 102.49, 7.7, 2149
271, Kyrie Irving , DAL, 31, 42, 25, 17, 34.3, 120.0, 116.0, 4.0, 22.4, 2.96, 18.0, 2.1, 11.9, 7.1, 6.1, 56.6, 59.8, 27.8, 101.52, 14.2, 3040
271, Mo Bamba , PHI, 25, 42, 22, 20, 11.4, 107.6, 109.8, -2.2, 8.8, 0.93, 13.5, 10.7, 20.6, 15.4, 14.4, 52.2, 54.1, 15.8, 98.38, 9.4, 976
275, Dalen Terry , CHI, 21, 41, 19, 22, 9.9, 112.7, 110.2, 2.5, 15.2, 2.63, 29.9, 3.6, 13.2, 8.3, 11.4, 45.8, 49.3, 12.0, 98.94, 5.7, 836
275, Danilo Gallinari , MIL, 35, 41, 13, 28, 13.6, 111.7, 119.7, -8.0, 12.8, 2.94, 18.5, 3.3, 15.2, 9.1, 6.3, 51.5, 59.9, 16.9, 101.59, 9.2, 1186
275, Deandre Ayton , POR, 25, 41, 11, 30, 31.8, 108.0, 115.4, -7.4, 8.7, 0.97, 10.7, 9.5, 25.2, 17.1, 11.0, 56.9, 58.6, 19.2, 98.15, 13.2, 2663
275, Gary Harris , ORL, 29, 41, 26, 15, 23.1, 113.4, 111.2, 2.1, 10.1, 3.04, 21.2, 2.0, 5.4, 3.7, 7.0, 58.9, 60.8, 11.8, 98.72, 6.3, 1947
275, Isaiah Stewart , DET, 22, 41, 7, 34, 30.9, 111.3, 115.0, -3.7, 7.2, 1.08, 13.2, 5.6, 16.5, 11.1, 12.2, 55.9, 58.5, 14.8, 100.49, 7.9, 2647
275, OG Anunoby , NYK, 26, 41, 23, 18, 34.2, 117.6, 107.8, 9.8, 8.9, 1.50, 14.0, 2.8, 9.1, 6.0, 9.3, 58.8, 60.9, 17.3, 99.47, 8.5, 2905
275, Talen Horton-Tucker , UTA, 23, 41, 11, 30, 19.6, 113.2, 117.7, -4.5, 28.4, 2.78, 25.1, 2.3, 9.9, 6.1, 9.0, 46.4, 50.8, 23.2, 100.40, 9.5, 1685
282, Anfernee Simons , POR, 24, 40, 10, 30, 34.5, 109.6, 120.7, -11.1, 26.8, 1.91, 19.5, 1.4, 9.7, 5.2, 10.2, 52.4, 56.7, 27.9, 98.15, 11.0, 2825
282, Ben Sheppard , IND, 22, 40, 21, 19, 12.0, 117.4, 116.2, 1.2, 6.9, 4.14, 16.2, 1.6, 10.6, 6.0, 3.9, 54.8, 56.9, 12.5, 105.63, 5.2, 1053
282, Cam Reddish , LAL, 24, 40, 22, 18, 22.2, 111.3, 112.0, -0.8, 6.6, 1.52, 14.8, 2.5, 7.6, 5.1, 9.8, 48.6, 52.1, 12.8, 102.85, 4.9, 1902
282, Craig Porter Jr. , CLE, 24, 40, 26, 14, 13.7, 112.7, 113.3, -0.6, 26.8, 2.68, 28.4, 3.5, 13.9, 8.8, 10.6, 53.0, 55.8, 20.5, 97.44, 11.5, 1110
282, Darius Garland , CLE, 24, 40, 24, 16, 33.1, 113.6, 110.0, 3.6, 28.3, 1.94, 24.4, 1.5, 5.5, 3.6, 12.6, 52.7, 56.9, 25.3, 98.83, 10.5, 2731
282, De'Andre Hunter , ATL, 26, 40, 19, 21, 28.3, 117.5, 118.8, -1.4, 6.4, 0.95, 8.7, 1.9, 11.6, 6.6, 9.2, 56.8, 61.9, 19.6, 102.31, 8.2, 2411
282, Julian Strawther , DEN, 21, 40, 27, 13, 12.4, 105.3, 117.1, -11.8, 12.1, 2.47, 15.6, 0.7, 9.3, 4.9, 6.3, 47.0, 48.8, 18.7, 101.42, 5.7, 1054
282, Justin Holiday , DEN, 34, 40, 25, 15, 14.7, 114.3, 112.0, 2.2, 9.7, 5.11, 25.4, 1.0, 7.4, 4.2, 5.0, 61.3, 61.6, 9.8, 100.03, 5.7, 1221
282, Oshae Brissett , BOS, 25, 40, 33, 7, 10.7, 115.9, 106.8, 9.2, 9.5, 2.38, 17.4, 7.8, 16.0, 11.8, 7.3, 50.9, 55.1, 13.9, 101.83, 8.7, 897
291, Bojan Bogdanovic , NYK, 34, 39, 7, 32, 30.3, 109.9, 123.8, -13.8, 10.7, 1.04, 10.7, 1.5, 9.4, 5.3, 10.4, 55.9, 59.0, 24.3, 100.41, 8.6, 2470
291, Chris Paul , GSW, 38, 39, 20, 19, 26.9, 113.9, 111.5, 2.4, 35.2, 6.02, 43.3, 1.1, 12.1, 6.6, 7.2, 52.5, 55.3, 14.3, 100.40, 12.0, 2199
291, Cody Zeller , NOP, 31, 39, 23, 16, 7.7, 114.9, 106.4, 8.5, 14.6, 2.40, 28.3, 13.5, 18.5, 15.9, 11.8, 42.5, 48.1, 11.8, 104.51, 7.7, 657
291, Draymond Green , GSW, 34, 39, 22, 17, 26.5, 115.9, 112.8, 3.1, 28.2, 2.44, 37.2, 4.6, 20.1, 12.5, 15.2, 57.6, 60.1, 15.3, 103.67, 11.0, 2239
291, JaVale McGee , SAC, 36, 39, 23, 16, 8.0, 108.6, 112.1, -3.5, 6.9, 0.45, 7.8, 11.2, 23.0, 17.1, 17.3, 62.9, 63.4, 20.9, 105.04, 12.4, 688
291, Jordan McLaughlin , MIN, 27, 39, 23, 16, 9.2, 101.9, 99.6, 2.3, 26.5, 4.93, 37.9, 2.6, 9.1, 5.8, 7.7, 55.9, 56.4, 12.9, 103.95, 11.0, 786
291, Kessler Edwards , SAC, 23, 39, 24, 15, 4.9, 98.8, 104.6, -5.8, 7.0, 9.00, 13.6, 2.4, 13.4, 7.6, 1.5, 50.9, 52.1, 12.2, 103.90, 6.4, 405
291, Malcolm Brogdon , POR, 31, 39, 15, 24, 28.7, 110.7, 114.5, -3.7, 30.1, 3.57, 26.1, 2.4, 10.8, 6.5, 7.3, 52.2, 56.0, 22.6, 99.51, 12.2, 2326
291, Mike Muscala , OKC, 32, 39, 9, 30, 13.5, 107.7, 115.2, -7.5, 8.7, 1.89, 16.6, 5.8, 14.1, 9.9, 8.8, 45.4, 47.8, 13.6, 102.66, 5.3, 1128
291, Nick Smith Jr. , CHA, 19, 39, 8, 31, 15.5, 102.2, 115.8, -13.6, 13.6, 1.56, 15.9, 2.6, 6.9, 4.6, 10.2, 50.9, 52.0, 19.3, 97.38, 5.4, 1224
291, Trey Murphy III , NOP, 23, 39, 25, 14, 27.1, 116.6, 105.6, 10.9, 9.6, 4.00, 13.4, 2.4, 12.4, 7.5, 3.4, 58.0, 60.5, 18.6, 99.93, 11.0, 2209
302, Cam Whitmore , HOU, 19, 38, 16, 22, 17.8, 108.4, 110.0, -1.6, 4.3, 0.50, 3.9, 4.3, 16.0, 9.9, 7.8, 54.8, 56.8, 25.8, 104.43, 11.6, 1470
302, Chuma Okeke , ORL, 25, 38, 17, 21, 10.4, 101.5, 106.9, -5.4, 7.4, 1.50, 13.2, 4.2, 14.3, 9.0, 8.8, 48.6, 48.5, 12.8, 97.21, 7.1, 799
302, Dante Exum , DAL, 28, 38, 22, 16, 19.0, 122.6, 113.6, 9.0, 18.9, 3.76, 28.5, 2.6, 10.9, 6.9, 7.6, 63.9, 66.2, 15.9, 102.43, 10.5, 1542
302, Evan Mobley , CLE, 22, 38, 24, 14, 31.1, 109.1, 107.6, 1.5, 14.9, 1.59, 17.2, 7.8, 22.7, 15.6, 10.8, 59.0, 61.4, 20.0, 100.83, 14.4, 2486
302, Jaden Springer , BOS, 21, 38, 23, 15, 10.5, 108.5, 114.9, -6.4, 13.5, 1.33, 17.6, 6.7, 8.9, 7.8, 13.2, 41.3, 46.8, 17.7, 100.57, 5.1, 825
302, Jock Landale , HOU, 28, 38, 16, 22, 9.3, 108.7, 101.8, 6.9, 10.9, 2.42, 20.3, 12.5, 10.7, 11.6, 8.4, 42.2, 47.6, 12.7, 103.30, 7.5, 758
302, Julian Phillips , CHI, 20, 38, 19, 19, 7.5, 113.9, 110.8, 3.1, 5.8, 1.44, 13.5, 3.4, 8.0, 5.6, 9.4, 50.0, 52.0, 12.2, 101.19, 2.8, 595
302, Keon Ellis , SAC, 24, 38, 23, 15, 12.0, 116.6, 114.0, 2.6, 13.3, 2.58, 26.9, 3.6, 8.4, 5.9, 10.4, 57.1, 58.2, 12.2, 101.24, 5.4, 956
302, Wendell Carter Jr. , ORL, 24, 38, 20, 18, 26.2, 110.2, 110.7, -0.6, 9.1, 1.30, 13.4, 8.4, 19.5, 14.0, 10.3, 60.8, 63.6, 17.3, 97.64, 11.2, 2029
302, Xavier Tillman , BOS, 25, 38, 17, 21, 19.7, 103.3, 108.8, -5.5, 12.2, 2.07, 18.0, 7.0, 14.7, 10.7, 8.7, 45.1, 45.5, 15.3, 100.56, 7.8, 1569
312, Chimezie Metu , PHX, 26, 37, 22, 15, 12.1, 109.2, 114.2, -5.0, 6.2, 0.70, 9.6, 6.0, 18.8, 12.8, 13.7, 56.5, 62.1, 17.0, 100.77, 10.3, 944
312, Desmond Bane , MEM, 25, 37, 14, 23, 34.5, 108.4, 114.6, -6.2, 26.5, 1.98, 18.8, 2.5, 10.4, 6.3, 9.5, 56.3, 59.7, 27.6, 100.30, 13.4, 2677
312, Jacob Gilyard , BKN, 25, 37, 10, 27, 17.7, 106.3, 118.4, -12.1, 29.8, 4.52, 43.1, 1.1, 5.7, 3.3, 9.5, 59.4, 59.7, 11.5, 97.43, 8.1, 1329
312, Jericho Sims , NYK, 25, 37, 23, 14, 13.8, 108.5, 111.1, -2.7, 6.0, 1.69, 23.7, 9.4, 15.1, 12.2, 14.0, 74.5, 74.4, 6.1, 93.39, 8.2, 992
312, Marcus Morris Sr. , PHI, 34, 37, 22, 15, 17.2, 113.4, 114.1, -0.8, 5.9, 1.37, 9.8, 2.6, 14.5, 8.3, 7.2, 52.7, 55.9, 15.7, 98.63, 7.5, 1309
317, Dalano Banton , POR, 24, 36, 21, 15, 12.5, 111.3, 112.4, -1.1, 16.9, 1.85, 16.9, 5.8, 13.5, 9.5, 9.1, 46.9, 50.9, 22.3, 98.90, 9.1, 926
317, De'Anthony Melton , PHI, 25, 36, 23, 13, 27.8, 121.9, 111.9, 10.0, 14.2, 2.82, 20.6, 2.7, 11.0, 6.8, 7.3, 49.9, 54.0, 17.6, 101.25, 7.9, 2115
317, Delon Wright , MIA, 31, 36, 8, 28, 14.2, 108.3, 112.2, -3.8, 23.8, 8.27, 36.5, 2.6, 9.2, 5.9, 4.4, 45.8, 50.9, 12.9, 102.49, 9.8, 1091
317, Jalen McDaniels , TOR, 26, 36, 10, 26, 9.0, 103.3, 112.9, -9.5, 9.3, 1.05, 12.7, 2.9, 12.5, 7.6, 12.1, 38.6, 41.7, 17.3, 101.29, 3.8, 687
317, Tristan Thompson , CLE, 32, 36, 24, 12, 12.4, 118.5, 112.7, 5.7, 12.2, 1.74, 22.7, 13.3, 17.3, 15.3, 13.1, 65.6, 60.5, 12.8, 98.44, 9.1, 910
317, Tyler Herro , MIA, 24, 36, 19, 17, 33.6, 112.0, 112.7, -0.7, 21.4, 2.05, 17.3, 1.5, 14.1, 7.8, 8.4, 52.7, 54.9, 26.9, 98.97, 11.6, 2491
323, Bismack Biyombo , OKC, 31, 35, 17, 18, 21.4, 111.0, 114.6, -3.6, 9.1, 1.33, 22.3, 7.8, 17.8, 12.8, 16.8, 55.3, 55.5, 10.4, 99.11, 6.3, 1547
323, Bradley Beal , PHX, 30, 35, 21, 14, 32.6, 116.4, 113.9, 2.5, 20.2, 1.85, 20.1, 2.8, 9.6, 6.4, 10.9, 55.4, 58.3, 23.9, 100.75, 10.0, 2392
323, Furkan Korkmaz , PHI, 26, 35, 22, 13, 8.6, 116.5, 110.2, 6.4, 10.8, 2.50, 21.2, 1.3, 8.7, 4.9, 8.5, 48.7, 51.9, 12.6, 104.27, 6.1, 653
323, Gordon Hayward , OKC, 33, 35, 15, 20, 27.2, 112.0, 120.2, -8.2, 18.9, 2.42, 23.8, 3.2, 12.2, 7.6, 9.8, 49.3, 53.2, 18.8, 99.86, 9.0, 1991
323, Jordan Nwora , TOR, 25, 35, 13, 22, 10.8, 106.9, 119.4, -12.6, 14.0, 1.85, 15.7, 4.3, 14.2, 9.1, 8.5, 49.4, 53.5, 20.9, 105.89, 8.8, 842
323, Omer Yurtseven , UTA, 25, 35, 15, 20, 9.1, 103.9, 116.2, -12.3, 7.8, 0.64, 11.3, 12.7, 25.6, 18.8, 17.7, 54.3, 54.7, 16.0, 101.55, 9.3, 673
323, Sandro Mamukelashvili , SAS, 24, 35, 8, 27, 6.4, 108.2, 103.6, 4.6, 18.1, 3.63, 24.6, 8.3, 17.3, 12.6, 6.8, 47.9, 50.9, 15.8, 106.42, 10.0, 497
323, Sasha Vezenkov , SAC, 28, 35, 18, 17, 12.6, 113.5, 112.1, 1.4, 4.7, 1.36, 7.7, 6.6, 12.7, 9.6, 5.6, 56.4, 57.4, 17.1, 103.05, 8.5, 939
323, Torrey Craig , CHI, 33, 35, 14, 21, 20.6, 109.8, 116.8, -7.0, 7.2, 1.73, 15.5, 7.2, 14.9, 10.8, 9.0, 53.2, 55.4, 12.1, 98.29, 6.4, 1467
332, Anthony Gill , WAS, 31, 34, 6, 28, 5.2, 119.5, 99.0, 20.5, 9.3, 0.93, 15.6, 8.2, 13.2, 10.8, 16.7, 50.0, 55.2, 17.0, 108.60, 8.2, 394
332, Danuel House Jr. , PHI, 30, 34, 21, 13, 15.0, 109.9, 107.7, 2.3, 7.5, 1.47, 16.4, 3.0, 8.1, 5.5, 11.1, 51.9, 57.5, 11.6, 101.74, 5.3, 1077
332, Jae Crowder , MIL, 33, 34, 19, 15, 24.2, 112.8, 114.9, -2.2, 7.8, 3.06, 19.1, 2.2, 12.4, 7.2, 6.2, 53.0, 54.5, 10.7, 102.17, 5.9, 1749
332, Joel Embiid , PHI, 29, 34, 26, 8, 34.0, 120.6, 110.5, 10.1, 31.2, 1.53, 15.5, 7.8, 24.1, 16.3, 10.1, 56.0, 64.5, 38.6, 101.01, 22.6, 2429
