PLAYER, TEAM, AGE, HEIGHT, WEIGHT, COLLEGE, COUNTRY, DRAFT_YEAR, DRAFT_ROUND, DRAFT_NUMBER, GP, PTS, REB, AST, NETRTG, OREB%, DREB%, USG%, TS%, AST%
12, Trae Young , ATL, 25, 51, 22, 29, 36.5, 26.4, 8.2, 19.3, 42.6, 3.3, 8.9, 37.1, 6.6, 7.8, 85.6, 0.4, 2.3, 2.7, 10.8, 4.3, 1.4, 0.2, 2.1, 46.4, 35.0, 0.0, -2.2
13, Anthony Edwards , MIN, 22, 62, 42, 20, 35.1, 26.3, 9.2, 19.9, 46.1, 2.5, 6.7, 36.9, 5.5, 6.5, 83.9, 0.6, 4.7, 5.2, 5.0, 3.1, 1.3, 0.6, 1.9, 42.5, 6.0, 0.0, 6.5
14, Nikola Jokic , DEN, 29, 62, 43, 19, 34.2, 26.0, 10.2, 17.5, 58.3, 1.0, 3.0, 35.0, 4.5, 5.5, 82.5, 2.9, 9.3, 12.2, 9.2, 2.9, 1.2, 0.9, 2.5, 57.9, 52.0, 20.0, 7.7
15, Tyrese Maxey , PHI, 23, 55, 35, 20, 37.4, 26.0, 9.0, 20.1, 44.9, 3.1, 8.1, 37.8, 4.9, 5.6, 87.1, 0.6, 3.2, 3.7, 6.3, 1.7, 1.0, 0.5, 2.2, 42.7, 6.0, 0.0, 4.3
16, Kyrie Irving , DAL, 31, 42, 25, 17, 34.3, 25.5, 9.7, 19.8, 49.0, 3.0, 7.2, 41.9, 3.1, 3.5, 89.7, 0.8, 4.3, 5.0, 5.0, 1.7, 1.2, 0.5, 1.8, 42.3, 3.0, 0.0, 2.7
17, LeBron James , LAL, 39, 57, 31, 26, 35.1, 25.3, 9.6, 18.1, 53.0, 2.2, 5.4, 40.7, 4.0, 5.4, 74.2, 0.8, 6.2, 7.1, 8.0, 3.2, 1.2, 0.6, 1.2, 48.1, 19.0, 3.0, 2.0
18, Ja Morant , MEM, 24, 9, 6, 3, 35.3, 25.1, 8.9, 18.9, 47.1, 1.6, 5.7, 27.5, 5.8, 7.1, 81.3, 0.7, 4.9, 5.6, 8.1, 3.0, 0.8, 0.6, 2.1, 44.9, 3.0, 0.0, 1.2
19, Anthony Davis , LAL, 31, 62, 35, 27, 35.8, 24.8, 9.4, 17.0, 55.5, 0.3, 1.2, 25.7, 5.6, 6.9, 81.2, 3.1, 9.4, 12.5, 3.6, 2.0, 1.2, 2.5, 2.4, 54.1, 52.0, 2.0, 0.5
20, Damian Lillard , MIL, 33, 60, 42, 18, 35.0, 24.7, 7.5, 17.5, 42.6, 3.1, 8.7, 35.5, 6.7, 7.2, 92.6, 0.5, 3.9, 4.4, 6.9, 2.6, 1.0, 0.2, 1.8, 41.3, 10.0, 0.0, 6.1
21, Desmond Bane , MEM, 25, 37, 14, 23, 34.5, 24.4, 8.9, 18.8, 47.4, 3.3, 8.6, 38.4, 3.3, 3.8, 86.4, 0.9, 3.6, 4.6, 5.3, 2.7, 1.0, 0.5, 2.9, 39.9, 2.0, 0.0, -4.0
22, Kawhi Leonard , LAC, 32, 57, 38, 19, 34.6, 24.0, 9.0, 17.3, 52.3, 2.2, 5.1, 42.6, 3.8, 4.2, 89.2, 1.2, 5.0, 6.2, 3.8, 1.7, 1.7, 0.8, 1.5, 43.1, 3.0, 1.0, 6.0
23, Julius Randle , NYK, 29, 46, 29, 17, 35.4, 24.0, 8.6, 18.2, 47.2, 1.7, 5.3, 31.1, 5.1, 6.6, 78.1, 2.2, 7.0, 9.2, 5.0, 3.5, 0.5, 0.3, 2.7, 41.4, 18.0, 1.0, 4.7
24, LaMelo Ball , CHA, 22, 22, 7, 15, 32.3, 23.9, 8.3, 19.2, 43.3, 3.2, 9.0, 35.5, 4.1, 4.7, 86.5, 1.3, 3.8, 5.1, 8.0, 3.8, 1.8, 0.2, 3.6, 44.3, 7.0, 1.0, -6.3
25, DeMar DeRozan , CHI, 34, 62, 30, 32, 37.9, 23.2, 7.9, 16.7, 47.2, 1.0, 2.9, 34.3, 6.4, 7.5, 86.4, 0.6, 3.7, 4.3, 5.4, 1.5, 1.1, 0.6, 2.2, 39.8, 6.0, 0.0, -1.6
26, Lauri Markkanen , UTA, 26, 51, 22, 29, 32.9, 23.1, 7.7, 16.0, 48.3, 3.2, 8.0, 40.1, 4.4, 4.9, 88.8, 2.3, 6.0, 8.3, 2.0, 1.3, 0.9, 0.5, 1.9, 38.7, 18.0, 0.0, 1.0
27, Anfernee Simons , POR, 24, 40, 10, 30, 34.5, 22.9, 8.0, 18.4, 43.1, 3.4, 8.8, 38.9, 3.6, 3.9, 91.0, 0.5, 3.1, 3.6, 5.5, 2.9, 0.5, 0.1, 2.2, 34.5, 3.0, 0.0, -7.6
28, Paolo Banchero , ORL, 21, 63, 36, 27, 34.9, 22.8, 8.2, 17.8, 45.9, 1.5, 4.2, 35.8, 5.0, 7.1, 70.7, 1.1, 5.7, 6.8, 5.2, 3.1, 1.0, 0.6, 2.0, 40.4, 13.0, 1.0, -0.8
29, Jaylen Brown , BOS, 27, 58, 44, 14, 33.4, 22.8, 8.8, 17.7, 50.1, 2.1, 5.8, 35.4, 3.1, 4.4, 70.5, 1.2, 4.4, 5.6, 3.7, 2.3, 1.1, 0.5, 2.7, 37.5, 5.0, 1.0, 6.6
30, Cade Cunningham , DET, 22, 53, 6, 47, 33.8, 22.6, 8.4, 18.4, 45.4, 2.0, 5.4, 36.6, 3.9, 4.5, 86.6, 0.5, 3.7, 4.2, 7.5, 3.5, 0.8, 0.4, 2.6, 39.1, 13.0, 0.0, -6.0
31, Kyle Kuzma , WAS, 28, 62, 11, 51, 32.2, 22.5, 8.8, 19.0, 46.1, 2.3, 6.8, 33.7, 2.7, 3.5, 77.7, 1.0, 5.6, 6.6, 4.2, 2.6, 0.5, 0.7, 2.2, 37.8, 12.0, 0.0, -8.1
32, Jaren Jackson Jr. , MEM, 24, 57, 19, 38, 32.0, 22.4, 7.7, 17.3, 44.4, 1.8, 5.6, 32.6, 5.2, 6.4, 80.9, 1.2, 4.4, 5.6, 2.1, 2.4, 1.1, 1.6, 3.5, 38.0, 5.0, 0.0, -4.2
33, Karl-Anthony Towns , MIN, 28, 60, 41, 19, 32.8, 22.1, 7.9, 15.5, 50.6, 2.2, 5.3, 42.3, 4.2, 4.8, 87.4, 1.5, 6.9, 8.4, 3.0, 2.8, 0.7, 0.7, 3.3, 38.0, 22.0, 0.0, 5.7
34, Zion Williamson , NOP, 23, 53, 32, 21, 30.7, 22.1, 8.7, 15.1, 57.7, 0.1, 0.3, 35.7, 4.6, 6.7, 69.5, 1.8, 3.9, 5.6, 5.2, 2.5, 0.9, 0.6, 2.3, 38.6, 9.0, 0.0, 2.1
35, Paul George , LAC, 33, 57, 38, 19, 34.0, 22.1, 7.8, 17.0, 45.8, 3.3, 8.2, 39.6, 3.3, 3.7, 88.3, 0.5, 4.8, 5.4, 3.6, 2.1, 1.6, 0.4, 2.8, 37.9, 1.0, 0.0, 6.9
36, Dejounte Murray , ATL, 27, 61, 27, 34, 35.2, 21.8, 8.4, 18.0, 46.5, 2.3, 6.4, 36.1, 2.8, 3.5, 80.7, 0.7, 4.5, 5.2, 5.8, 2.3, 1.3, 0.3, 1.7, 39.3, 11.0, 0.0, -2.0
37, Jimmy Butler , MIA, 34, 45, 23, 22, 34.2, 21.7, 6.9, 13.7, 50.4, 1.0, 2.4, 42.5, 6.9, 8.1, 85.2, 1.9, 3.6, 5.5, 4.9, 1.8, 1.4, 0.4, 1.1, 39.2, 5.0, 1.0, 2.5
38, Pascal Siakam , IND, 29, 63, 27, 36, 34.0, 21.6, 8.4, 15.8, 53.2, 1.2, 3.5, 33.9, 3.6, 4.9, 74.1, 1.6, 5.0, 6.6, 4.6, 1.9, 0.8, 0.3, 2.4, 37.7, 9.0, 1.0, 0.3
39, Brandon Ingram , NOP, 26, 58, 35, 23, 33.2, 21.4, 7.9, 16.2, 49.2, 1.4, 3.8, 36.3, 4.1, 5.1, 80.3, 0.7, 4.4, 5.1, 5.9, 2.6, 0.8, 0.6, 2.3, 37.8, 3.0, 1.0, 3.3
40, Miles Bridges , CHA, 25, 53, 13, 40, 37.4, 21.3, 8.2, 17.8, 46.1, 2.4, 6.6, 36.1, 2.5, 3.0, 83.9, 1.0, 6.6, 7.5, 3.3, 2.0, 1.0, 0.5, 1.8, 37.9, 17.0, 0.0, -8.8
41, Cam Thomas , BKN, 22, 50, 18, 32, 29.8, 21.3, 7.7, 17.4, 44.0, 2.1, 5.7, 37.3, 3.8, 4.6, 83.4, 0.4, 2.5, 2.9, 2.7, 1.8, 0.7, 0.2, 2.1, 30.0, 0.0, 0.0, -2.4
42, Alperen Sengun , HOU, 21, 63, 29, 34, 32.5, 21.1, 8.4, 15.6, 53.7, 0.5, 1.8, 29.7, 3.9, 5.6, 69.3, 2.9, 6.4, 9.3, 5.0, 2.6, 1.2, 0.7, 3.3, 43.0, 29.0, 2.0, 0.8
43, Jerami Grant , POR, 29, 53, 17, 36, 33.9, 21.1, 7.1, 15.8, 45.2, 2.1, 5.1, 40.4, 4.8, 5.8, 81.6, 0.7, 2.9, 3.6, 2.8, 2.2, 0.8, 0.6, 2.2, 31.8, 1.0, 0.0, -6.4
44, Jamal Murray , DEN, 27, 48, 35, 13, 31.8, 21.1, 8.0, 16.6, 48.1, 2.4, 5.8, 42.2, 2.6, 3.1, 85.1, 0.7, 3.3, 4.0, 6.5, 2.1, 0.9, 0.6, 1.8, 38.0, 8.0, 0.0, 4.5
45, Mikal Bridges , BKN, 27, 65, 26, 39, 35.4, 20.9, 7.4, 16.6, 44.4, 2.6, 7.1, 36.3, 3.6, 4.4, 81.3, 0.8, 3.9, 4.7, 3.8, 2.1, 1.0, 0.4, 1.5, 34.3, 3.0, 0.0, -1.4
46, Tyler Herro , MIA, 24, 36, 19, 17, 33.6, 20.8, 7.9, 18.0, 43.7, 3.3, 8.1, 39.9, 1.8, 2.2, 83.5, 0.5, 4.8, 5.3, 4.4, 2.1, 0.8, 0.1, 1.4, 34.3, 2.0, 0.0, -0.6
47, Tyrese Haliburton , IND, 24, 52, 29, 23, 32.1, 20.8, 7.5, 15.5, 48.1, 2.9, 7.8, 37.4, 2.9, 3.4, 85.4, 0.6, 3.3, 3.9, 11.3, 2.4, 1.0, 0.6, 1.0, 45.0, 36.0, 1.0, 3.5
48, Victor Wembanyama , SAS, 20, 56, 13, 43, 28.7, 20.7, 7.6, 16.1, 46.9, 1.7, 5.0, 33.5, 3.9, 4.8, 81.5, 2.2, 8.1, 10.3, 3.4, 3.5, 1.3, 3.4, 2.2, 48.9, 33.0, 2.0, -2.8
49, Kristaps Porzingis , BOS, 28, 46, 35, 11, 29.8, 20.4, 6.8, 13.2, 52.0, 2.0, 5.2, 37.5, 4.8, 5.6, 85.9, 1.6, 5.4, 7.0, 2.0, 1.6, 0.6, 1.8, 2.7, 37.6, 9.0, 0.0, 8.0
50, Terry Rozier , MIA, 29, 47, 14, 33, 34.0, 20.2, 7.4, 16.6, 44.5, 2.3, 6.7, 34.3, 3.1, 3.6, 86.9, 0.6, 3.5, 4.1, 6.3, 1.9, 1.0, 0.3, 1.8, 36.7, 4.0, 0.0, -7.4
51, Franz Wagner , ORL, 22, 57, 34, 23, 33.1, 20.1, 7.5, 15.8, 47.6, 1.5, 4.9, 29.5, 3.7, 4.4, 84.3, 1.0, 4.5, 5.5, 3.9, 2.1, 1.0, 0.4, 2.3, 34.8, 0.0, 0.0, 2.2
52, Domantas Sabonis , SAC, 27, 63, 36, 27, 35.8, 20.1, 8.1, 13.3, 61.4, 0.5, 1.1, 42.0, 3.3, 4.8, 69.5, 3.5, 10.1, 13.5, 8.4, 3.3, 0.9, 0.6, 3.1, 50.1, 59.0, 22.0, 0.0
53, Bam Adebayo , MIA, 26, 54, 30, 24, 34.6, 19.9, 7.6, 14.9, 50.8, 0.0, 0.3, 7.1, 4.7, 6.1, 76.1, 2.3, 8.1, 10.4, 4.0, 2.4, 1.1, 1.0, 2.4, 42.1, 32.0, 2.0, -0.1
54, Scottie Barnes , TOR, 22, 60, 22, 38, 34.9, 19.9, 7.5, 15.7, 47.5, 1.7, 4.9, 34.1, 3.3, 4.2, 78.1, 2.4, 5.9, 8.2, 6.1, 2.8, 1.3, 1.5, 2.0, 44.2, 25.0, 4.0, -2.4
55, Coby White , CHI, 24, 64, 31, 33, 36.9, 19.7, 7.0, 15.3, 45.6, 2.9, 7.4, 39.1, 2.8, 3.4, 83.9, 0.5, 4.2, 4.8, 5.3, 2.2, 0.7, 0.2, 2.4, 34.0, 4.0, 0.0, -0.1
56, Devin Vassell , SAS, 23, 58, 13, 45, 32.3, 19.5, 7.3, 15.4, 47.1, 2.5, 6.6, 37.7, 2.5, 3.1, 79.4, 0.5, 3.5, 3.9, 4.0, 1.6, 1.1, 0.4, 1.0, 32.9, 0.0, 0.0, -4.3
57, Zach LaVine , CHI, 29, 25, 10, 15, 34.9, 19.5, 6.8, 15.0, 45.2, 2.4, 6.8, 34.9, 3.5, 4.1, 85.4, 0.3, 4.8, 5.2, 3.9, 2.1, 0.8, 0.3, 2.3, 33.0, 1.0, 0.0, -3.7
58, RJ Barrett , TOR, 23, 52, 24, 28, 31.5, 19.4, 7.2, 14.8, 48.8, 1.6, 4.4, 37.0, 3.4, 4.8, 70.3, 0.8, 4.4, 5.2, 3.1, 2.0, 0.5, 0.4, 2.2, 31.2, 1.0, 0.0, -2.3
59, Jalen Williams , OKC, 22, 58, 40, 18, 31.6, 19.0, 7.4, 13.8, 53.9, 1.5, 3.4, 44.7, 2.6, 3.2, 81.7, 0.5, 3.5, 4.0, 4.5, 1.7, 1.1, 0.5, 2.6, 33.7, 2.0, 0.0, 5.3
60, Darius Garland , CLE, 24, 40, 24, 16, 33.1, 18.5, 6.7, 14.7, 45.2, 2.2, 6.0, 36.8, 3.0, 3.6, 84.6, 0.5, 1.9, 2.4, 6.3, 3.2, 1.3, 0.1, 1.7, 31.7, 2.0, 0.0, 2.9
61, CJ McCollum , NOP, 32, 48, 32, 16, 31.3, 18.5, 6.7, 14.8, 45.6, 3.3, 7.9, 41.7, 1.7, 2.2, 79.0, 0.6, 3.7, 4.3, 4.4, 1.6, 1.0, 0.7, 2.0, 33.7, 1.0, 0.0, 3.1
62, Bradley Beal , PHX, 30, 35, 21, 14, 32.6, 18.4, 7.2, 14.5, 49.6, 1.7, 4.4, 38.1, 2.4, 3.1, 78.5, 0.9, 3.2, 4.1, 4.6, 2.5, 0.9, 0.3, 2.6, 31.4, 2.0, 0.0, 1.6
63, Jalen Green , HOU, 22, 64, 29, 35, 30.8, 18.4, 6.4, 15.5, 41.2, 2.1, 6.8, 31.4, 3.4, 4.2, 80.7, 0.4, 4.3, 4.8, 3.3, 2.2, 0.8, 0.3, 1.3, 30.1, 4.0, 1.0, -0.7
64, Bojan Bogdanovic , NYK, 34, 39, 7, 32, 30.3, 18.3, 6.4, 14.0, 45.7, 2.8, 7.0, 40.5, 2.6, 3.3, 78.5, 0.5, 2.7, 3.2, 2.1, 2.0, 0.7, 0.1, 2.1, 25.7, 1.0, 0.0, -8.6
65, Collin Sexton , UTA, 25, 64, 28, 36, 25.4, 18.2, 6.1, 12.7, 48.3, 1.7, 4.1, 40.4, 4.3, 4.9, 86.1, 0.8, 1.7, 2.5, 4.7, 1.9, 0.8, 0.2, 2.0, 29.3, 3.0, 0.0, -0.1
66, Nikola Vucevic , CHI, 33, 59, 29, 30, 34.5, 18.2, 7.8, 16.4, 47.6, 1.2, 4.2, 28.5, 1.4, 1.6, 84.2, 2.9, 7.9, 10.7, 3.3, 1.6, 0.7, 0.8, 2.6, 38.9, 37.0, 0.0, -1.9
67, D'Angelo Russell , LAL, 28, 61, 36, 25, 31.9, 18.0, 6.6, 14.0, 47.1, 2.8, 6.7, 42.4, 2.0, 2.5, 80.1, 0.4, 2.6, 3.0, 6.2, 2.0, 0.8, 0.5, 2.1, 32.9, 6.0, 0.0, 1.7
68, James Harden , LAC, 34, 58, 38, 20, 34.7, 17.5, 5.1, 11.6, 44.3, 2.8, 6.9, 40.5, 4.5, 5.1, 88.1, 0.5, 4.7, 5.2, 8.3, 2.6, 1.1, 0.9, 1.9, 39.5, 18.0, 2.0, 5.4
69, Tobias Harris , PHI, 31, 58, 35, 23, 34.1, 17.4, 6.7, 13.6, 49.3, 1.2, 3.6, 33.8, 2.8, 3.1, 88.5, 1.1, 5.2, 6.3, 3.2, 1.4, 1.1, 0.6, 1.7, 33.2, 7.0, 0.0, 3.8
70, Jordan Clarkson , UTA, 31, 53, 22, 31, 30.5, 17.3, 6.2, 14.9, 41.3, 1.7, 5.7, 29.7, 3.3, 3.7, 88.3, 0.9, 2.5, 3.5, 5.0, 2.6, 0.6, 0.1, 1.5, 28.6, 6.0, 1.0, -3.0
71, Klay Thompson , GSW, 34, 60, 30, 30, 29.6, 17.1, 6.1, 14.3, 42.3, 3.3, 8.7, 38.1, 1.7, 1.9, 92.0, 0.5, 3.0, 3.4, 2.2, 1.5, 0.6, 0.5, 1.8, 26.2, 0.0, 0.0, -1.1
72, Myles Turner , IND, 27, 61, 34, 27, 27.3, 17.1, 6.2, 11.9, 52.0, 1.3, 4.0, 33.2, 3.4, 4.4, 78.2, 1.6, 5.5, 7.1, 1.2, 1.5, 0.5, 1.8, 3.2, 33.0, 14.0, 0.0, 2.4
73, Brandon Miller , CHA, 21, 57, 14, 43, 32.1, 16.9, 6.4, 14.5, 44.1, 2.4, 6.3, 37.3, 1.8, 2.1, 82.8, 0.8, 3.4, 4.2, 2.3, 1.8, 0.9, 0.5, 2.6, 28.0, 1.0, 0.0, -6.2
74, Chet Holmgren , OKC, 21, 64, 45, 19, 30.1, 16.9, 6.3, 11.8, 53.8, 1.7, 4.3, 38.5, 2.5, 3.2, 78.6, 1.6, 6.2, 7.8, 2.7, 1.6, 0.6, 2.5, 2.4, 38.0, 18.0, 0.0, 5.3
75, Bogdan Bogdanovic , ATL, 31, 62, 28, 34, 29.6, 16.8, 6.0, 13.9, 42.7, 3.1, 8.3, 37.3, 1.8, 1.9, 91.6, 0.6, 2.7, 3.3, 2.9, 1.3, 1.3, 0.3, 2.3, 28.5, 0.0, 0.0, 2.3
76, Fred VanVleet , HOU, 30, 57, 28, 29, 36.8, 16.7, 5.5, 13.4, 41.1, 3.0, 7.8, 38.3, 2.7, 3.1, 86.4, 0.4, 3.3, 3.7, 8.0, 1.7, 1.2, 0.8, 2.3, 37.5, 18.0, 0.0, 2.3
77, Michael Porter Jr. , DEN, 25, 63, 44, 19, 31.7, 16.6, 6.4, 13.3, 48.2, 2.7, 6.9, 39.7, 1.0, 1.2, 82.1, 1.3, 5.7, 7.0, 1.5, 1.1, 0.5, 0.7, 1.9, 29.7, 13.0, 0.0, 5.6
78, Jordan Poole , WAS, 24, 62, 11, 51, 29.3, 16.5, 5.9, 14.6, 40.6, 2.2, 6.8, 31.6, 2.5, 2.9, 86.2, 0.4, 2.2, 2.6, 3.8, 2.3, 1.1, 0.4, 3.3, 27.5, 1.0, 0.0, -7.0
79, Immanuel Quickley , TOR, 24, 59, 26, 33, 28.7, 16.4, 5.6, 12.9, 43.7, 2.5, 6.3, 40.7, 2.6, 3.2, 83.9, 0.2, 3.3, 3.6, 4.5, 1.3, 0.7, 0.1, 1.6, 28.5, 5.0, 0.0, 0.3
80, Tim Hardaway Jr. , DAL, 31, 61, 35, 26, 28.5, 16.2, 5.5, 13.6, 40.7, 3.0, 8.3, 36.1, 2.1, 2.5, 85.5, 0.3, 3.1, 3.4, 1.7, 0.9, 0.5, 0.1, 1.5, 23.5, 0.0, 0.0, 0.1
81, Jarrett Allen , CLE, 25, 59, 39, 20, 31.6, 16.2, 6.6, 10.5, 62.5, 0.0, 0.1, 0.0, 3.1, 4.2, 73.3, 3.4, 7.3, 10.7, 2.7, 1.7, 0.7, 1.2, 2.1, 37.3, 31.0, 0.0, 4.2
82, Keldon Johnson , SAS, 24, 60, 14, 46, 29.6, 16.0, 5.9, 12.9, 45.2, 1.9, 5.4, 34.6, 2.5, 3.2, 78.3, 1.4, 4.1, 5.5, 3.0, 1.5, 0.8, 0.3, 2.2, 28.8, 9.0, 0.0, -5.5
83, Shaedon Sharpe , POR, 20, 32, 8, 24, 33.1, 15.9, 5.5, 13.6, 40.6, 1.9, 5.6, 33.3, 3.1, 3.7, 82.4, 1.3, 3.7, 5.0, 2.9, 2.3, 0.9, 0.4, 2.8, 27.8, 1.0, 0.0, -7.7
84, Jonathan Kuminga , GSW, 21, 62, 32, 30, 25.8, 15.9, 6.0, 11.4, 53.1, 0.7, 2.3, 30.0, 3.1, 4.2, 73.7, 1.3, 3.5, 4.8, 2.1, 1.6, 0.7, 0.5, 2.2, 26.7, 4.0, 0.0, 1.8
85, Austin Reaves , LAL, 25, 66, 36, 30, 31.6, 15.8, 5.6, 11.2, 49.5, 1.8, 4.8, 37.7, 2.8, 3.3, 86.2, 0.7, 3.4, 4.1, 5.5, 2.2, 0.9, 0.2, 1.8, 30.0, 6.0, 0.0, -1.2
86, Malcolm Brogdon , POR, 31, 39, 15, 24, 28.7, 15.7, 5.6, 12.7, 44.0, 2.1, 5.1, 41.2, 2.4, 3.0, 81.9, 0.7, 3.1, 3.8, 5.5, 1.5, 0.7, 0.2, 1.5, 29.7, 4.0, 0.0, -2.1
87, Jalen Johnson , ATL, 22, 48, 24, 24, 34.0, 15.7, 6.3, 12.1, 52.2, 1.2, 3.4, 34.6, 1.8, 2.5, 72.7, 1.3, 7.3, 8.6, 3.4, 1.7, 1.1, 0.9, 2.5, 35.6, 17.0, 0.0, -1.3
88, Malik Monk , SAC, 26, 62, 36, 26, 26.2, 15.7, 5.6, 12.4, 45.0, 2.2, 6.0, 37.1, 2.3, 2.8, 81.5, 0.4, 2.5, 2.9, 5.3, 2.1, 0.7, 0.6, 2.1, 28.8, 2.0, 0.0, -0.2
89, Evan Mobley , CLE, 22, 38, 24, 14, 31.1, 15.6, 6.5, 11.3, 57.7, 0.3, 0.9, 31.4, 2.3, 3.3, 70.4, 2.4, 7.8, 10.2, 3.1, 1.9, 0.9, 1.6, 2.8, 37.9, 20.0, 0.0, 1.1
90, Jaden Ivey , DET, 22, 59, 10, 49, 28.3, 15.4, 5.4, 12.2, 44.2, 1.6, 4.6, 34.2, 3.1, 4.1, 75.3, 1.3, 2.3, 3.5, 3.6, 2.4, 0.7, 0.6, 2.8, 26.6, 1.0, 0.0, -4.0
91, De'Andre Hunter , ATL, 26, 40, 19, 21, 28.3, 15.3, 5.2, 10.8, 47.6, 2.0, 4.8, 41.9, 3.0, 3.5, 85.7, 0.6, 3.3, 3.8, 1.3, 1.4, 0.8, 0.3, 2.7, 23.6, 1.0, 0.0, -1.0
92, OG Anunoby , NYK, 26, 41, 23, 18, 34.2, 15.3, 5.8, 11.7, 49.8, 2.1, 5.5, 37.9, 1.6, 2.0, 77.4, 1.0, 3.2, 4.2, 2.3, 1.5, 1.3, 0.7, 2.3, 28.1, 0.0, 0.0, 7.0
93, Derrick White , BOS, 29, 59, 47, 12, 32.2, 15.1, 5.3, 11.2, 47.0, 2.6, 6.4, 39.7, 1.9, 2.2, 89.8, 0.7, 3.3, 4.0, 5.0, 1.6, 1.0, 1.2, 2.1, 32.6, 3.0, 0.0, 9.2
94, Khris Middleton , MIL, 32, 43, 27, 16, 26.3, 14.8, 5.6, 11.6, 48.7, 1.7, 4.5, 37.8, 1.8, 2.2, 83.2, 0.6, 3.7, 4.3, 5.0, 2.1, 0.9, 0.3, 2.4, 28.9, 4.0, 0.0, 4.2
95, Keegan Murray , SAC, 23, 59, 34, 25, 32.9, 14.7, 5.6, 12.1, 46.1, 2.2, 6.1, 35.5, 1.4, 1.7, 84.0, 1.2, 4.0, 5.2, 1.6, 0.8, 1.1, 0.7, 2.7, 27.9, 4.0, 0.0, 0.8
96, Deandre Ayton , POR, 25, 41, 11, 30, 31.8, 14.7, 6.8, 12.0, 56.9, 0.0, 0.0, 0.0, 1.1, 1.3, 83.0, 3.1, 7.7, 10.8, 1.7, 1.8, 1.1, 0.8, 2.2, 34.0, 22.0, 0.0, -4.9
97, John Collins , UTA, 26, 60, 26, 34, 28.3, 14.6, 5.8, 11.0, 52.8, 1.2, 3.5, 33.8, 1.9, 2.5, 77.6, 2.3, 6.3, 8.6, 1.2, 1.5, 0.6, 0.9, 2.8, 29.7, 21.0, 0.0, -4.1
