IND, PLAYER, TEAM, AGE, GP, W, L, MIN, PTS_OFF_TO, 2ND_PTS, FBPS, PITP, OPP_PTS_OFF_TO, OPP_2ND_PTS, OPP_FBPS, OPP_PITP, BLK, BLKA, PF, PFD
148, Brandin Podziemski , GSW, 21, 55, 28, 27, 26.8, 1.5, 1.2, 1.3, 4.9, 9.5, 7.9, 8.0, 27.1, 0.2, 0.4, 1.7, 1.8
148, David Roddy , PHX, 22, 55, 18, 37, 20.8, 1.2, 1.0, 1.1, 3.9, 7.8, 6.5, 5.8, 21.9, 0.2, 0.6, 1.3, 1.0
148, De'Aaron Fox , SAC, 26, 55, 32, 23, 35.7, 3.9, 2.3, 3.4, 12.3, 12.1, 8.1, 9.3, 36.8, 0.4, 1.0, 2.6, 4.9
148, Dillon Brooks , HOU, 28, 55, 25, 30, 31.3, 1.5, 1.3, 2.1, 4.7, 10.2, 8.9, 6.9, 31.0, 0.1, 0.4, 3.3, 1.7
148, Isaac Okoro , CLE, 23, 55, 35, 20, 26.9, 1.6, 1.1, 2.8, 4.5, 9.6, 6.4, 7.0, 26.3, 0.6, 0.5, 2.0, 1.8
148, Jaden McDaniels , MIN, 23, 55, 36, 19, 29.3, 1.8, 0.9, 1.7, 5.4, 9.7, 8.0, 7.4, 28.4, 0.5, 0.4, 3.1, 1.2
148, Jaxson Hayes , LAL, 23, 55, 31, 24, 11.5, 0.5, 0.7, 0.4, 3.2, 4.4, 4.1, 4.0, 12.4, 0.4, 0.3, 1.7, 1.0
148, Jordan Hawkins , NOP, 21, 55, 33, 22, 19.5, 1.4, 0.7, 1.5, 1.4, 6.7, 6.0, 6.1, 19.5, 0.1, 0.3, 1.2, 0.7
148, Nic Claxton , BKN, 24, 55, 21, 34, 29.6, 1.5, 2.6, 1.1, 10.4, 9.3, 8.4, 10.5, 29.2, 2.1, 0.5, 2.5, 3.4
148, Tyrese Maxey , PHI, 23, 55, 35, 20, 37.4, 4.3, 1.7, 3.9, 10.8, 10.6, 11.1, 12.9, 41.0, 0.5, 1.4, 2.2, 4.1
160, Andrew Wiggins , GSW, 29, 54, 26, 28, 26.7, 1.4, 1.7, 1.2, 6.1, 10.7, 8.7, 8.3, 27.7, 0.5, 0.6, 2.2, 2.2
160, Bam Adebayo , MIA, 26, 54, 30, 24, 34.6, 2.4, 2.8, 1.6, 13.2, 10.9, 10.2, 9.6, 33.1, 1.0, 0.8, 2.4, 5.3
160, Dean Wade , CLE, 27, 54, 36, 18, 20.5, 0.9, 0.6, 0.7, 0.5, 7.1, 4.6, 5.8, 20.1, 0.5, 0.1, 1.7, 0.7
160, Jae'Sean Tate , HOU, 28, 54, 23, 31, 16.9, 0.7, 0.8, 0.4, 2.7, 5.1, 4.8, 3.7, 16.0, 0.2, 0.3, 2.3, 0.9
160, Josh Okogie , PHX, 25, 54, 33, 21, 17.1, 1.0, 1.1, 0.6, 2.0, 7.0, 5.3, 5.3, 18.1, 0.4, 0.3, 1.2, 1.8
160, Malachi Flynn , DET, 25, 54, 26, 28, 11.3, 1.0, 0.4, 0.6, 1.3, 4.6, 3.6, 3.4, 12.6, 0.1, 0.2, 0.9, 0.6
160, Marcus Sasser , DET, 23, 54, 8, 46, 16.2, 0.9, 0.5, 0.8, 2.3, 6.7, 5.1, 4.6, 18.1, 0.1, 0.3, 1.4, 0.9
160, Nick Richards , CHA, 26, 54, 11, 43, 26.3, 0.9, 3.0, 0.9, 7.7, 9.5, 6.9, 7.9, 30.3, 1.3, 0.5, 2.7, 2.4
160, T.J. McConnell , IND, 31, 54, 29, 25, 17.7, 1.1, 0.4, 0.5, 6.5, 6.5, 5.4, 5.2, 21.7, 0.1, 0.4, 1.1, 1.5
169, Al Horford , BOS, 37, 53, 41, 12, 26.7, 0.7, 1.0, 0.8, 2.8, 7.5, 6.6, 6.7, 26.3, 1.0, 0.1, 1.5, 0.4
169, Cade Cunningham , DET, 22, 53, 6, 47, 33.8, 2.4, 1.2, 1.8, 9.0, 14.3, 9.3, 9.8, 36.9, 0.4, 1.4, 2.6, 3.2
169, Davion Mitchell , SAC, 25, 53, 31, 22, 13.6, 0.5, 0.4, 0.6, 1.7, 5.1, 3.4, 3.1, 14.3, 0.1, 0.1, 1.2, 0.6
169, Eric Gordon , PHX, 35, 53, 31, 22, 29.5, 1.8, 1.4, 1.2, 3.9, 11.9, 9.6, 8.5, 31.4, 0.5, 0.7, 1.2, 1.0
169, Jerami Grant , POR, 29, 53, 17, 36, 33.9, 3.5, 2.5, 2.3, 7.7, 12.4, 10.2, 11.5, 39.5, 0.6, 1.2, 2.2, 3.9
169, Jordan Clarkson , UTA, 31, 53, 22, 31, 30.5, 1.7, 1.9, 1.5, 7.7, 12.3, 8.9, 11.5, 33.1, 0.1, 0.9, 1.5, 2.6
169, Miles Bridges , CHA, 25, 53, 13, 40, 37.4, 3.2, 1.8, 2.0, 10.1, 12.7, 10.5, 11.0, 42.0, 0.5, 1.0, 1.8, 2.5
169, Onyeka Okongwu , ATL, 23, 53, 23, 30, 25.8, 1.2, 2.3, 0.4, 7.2, 8.8, 7.7, 8.3, 29.2, 1.1, 0.5, 3.0, 1.7
169, Santi Aldama , MEM, 23, 53, 20, 33, 25.7, 1.2, 1.2, 1.2, 4.3, 9.6, 7.6, 7.4, 24.9, 0.8, 0.5, 1.4, 1.4
169, Zion Williamson , NOP, 23, 53, 32, 21, 30.7, 3.5, 2.8, 2.7, 17.1, 10.6, 8.9, 9.5, 30.2, 0.6, 1.7, 2.3, 4.9
179, Bruce Brown , TOR, 27, 52, 25, 27, 28.1, 1.5, 1.3, 2.5, 5.8, 10.3, 9.5, 8.1, 35.6, 0.3, 0.6, 2.3, 1.5
179, Caris LeVert , CLE, 29, 52, 32, 20, 28.0, 2.5, 1.1, 1.8, 6.0, 9.2, 8.1, 7.8, 27.1, 0.5, 0.7, 1.7, 2.1
179, Doug McDermott , IND, 32, 52, 14, 38, 14.7, 0.7, 0.8, 0.8, 0.7, 5.0, 4.7, 4.6, 15.6, 0.0, 0.1, 1.0, 0.3
179, Dwight Powell , DAL, 32, 52, 30, 22, 14.4, 0.5, 1.1, 0.1, 2.6, 4.4, 4.6, 4.7, 14.8, 0.4, 0.2, 2.0, 1.9
179, Dyson Daniels , NOP, 20, 52, 30, 22, 21.9, 1.3, 0.5, 0.7, 3.0, 7.0, 6.3, 5.9, 21.3, 0.4, 0.2, 1.6, 0.7
179, Goga Bitadze , ORL, 24, 52, 27, 25, 17.4, 0.9, 2.1, 0.2, 4.4, 5.6, 4.5, 4.8, 17.7, 1.3, 0.3, 2.0, 1.4
179, Jaylin Williams , OKC, 21, 52, 37, 15, 12.6, 0.7, 0.4, 0.2, 1.0, 3.9, 3.4, 2.7, 11.0, 0.4, 0.2, 1.4, 0.8
179, Kenrich Williams , OKC, 29, 52, 38, 14, 14.3, 0.6, 0.4, 0.5, 1.7, 4.8, 4.2, 3.4, 13.6, 0.1, 0.3, 1.4, 0.5
179, Max Christie , LAL, 21, 52, 28, 24, 15.8, 0.6, 0.3, 0.5, 1.5, 6.1, 4.9, 5.5, 16.3, 0.3, 0.3, 1.0, 0.5
179, Naji Marshall , NOP, 26, 52, 34, 18, 18.9, 1.1, 0.9, 0.9, 3.1, 6.3, 5.2, 5.8, 17.8, 0.2, 0.3, 1.4, 1.1
179, RJ Barrett , TOR, 23, 52, 24, 28, 31.5, 3.1, 1.7, 4.1, 10.7, 10.3, 9.6, 10.5, 34.5, 0.4, 1.4, 2.2, 3.4
179, Rui Hachimura , LAL, 26, 52, 29, 23, 25.5, 1.7, 0.9, 2.2, 6.2, 7.8, 7.7, 8.0, 27.8, 0.3, 0.6, 1.4, 1.3
179, Tyrese Haliburton , IND, 24, 52, 29, 23, 32.1, 2.8, 1.5, 2.2, 6.6, 10.1, 10.5, 10.0, 41.8, 0.6, 0.9, 1.0, 2.5
179, Vince Williams Jr. , MEM, 23, 52, 18, 34, 27.6, 1.9, 1.5, 1.3, 3.3, 9.9, 7.9, 7.9, 28.8, 0.7, 0.4, 2.6, 2.6
179, Walker Kessler , UTA, 22, 52, 25, 27, 23.3, 1.0, 2.4, 0.7, 7.3, 10.0, 7.5, 9.2, 23.7, 2.7, 0.5, 2.1, 1.4
179, Zach Collins , SAS, 26, 52, 11, 41, 23.3, 1.3, 1.5, 0.3, 6.5, 9.4, 6.8, 7.3, 26.2, 0.7, 0.5, 3.1, 2.2
195, Amir Coffey , LAC, 26, 51, 36, 15, 18.9, 1.1, 0.4, 1.4, 2.4, 7.3, 5.1, 7.1, 21.4, 0.2, 0.2, 1.4, 0.8
195, Andrew Nembhard , IND, 24, 51, 30, 21, 23.8, 1.2, 1.0, 1.2, 4.4, 7.9, 7.4, 6.9, 27.3, 0.1, 0.3, 2.0, 1.3
195, Ivica Zubac , LAC, 26, 51, 32, 19, 26.2, 1.3, 2.7, 0.4, 10.0, 8.0, 6.8, 7.4, 24.2, 1.2, 0.6, 2.8, 2.1
195, Joe Ingles , ORL, 36, 51, 32, 19, 17.3, 0.5, 0.6, 0.5, 0.9, 5.9, 4.7, 4.8, 17.9, 0.1, 0.1, 1.4, 0.5
195, Josh Green , DAL, 23, 51, 29, 22, 27.2, 1.3, 0.7, 2.2, 3.5, 9.5, 8.3, 9.2, 29.4, 0.2, 0.6, 2.0, 1.4
195, Kelly Oubre Jr. , PHI, 28, 51, 29, 22, 29.3, 2.5, 2.1, 2.7, 7.5, 8.8, 9.0, 9.7, 30.8, 0.5, 1.2, 3.0, 2.5
195, Lauri Markkanen , UTA, 26, 51, 22, 29, 32.9, 2.5, 3.3, 2.0, 8.2, 12.5, 9.3, 11.9, 35.6, 0.5, 0.8, 1.9, 4.3
195, Miles McBride , NYK, 23, 51, 30, 21, 14.8, 1.2, 1.1, 0.9, 1.7, 4.6, 3.4, 3.5, 14.0, 0.1, 0.3, 1.3, 0.8
195, Trae Young , ATL, 25, 51, 22, 29, 36.5, 3.6, 1.3, 2.4, 7.7, 12.3, 11.8, 13.7, 43.6, 0.2, 1.0, 2.1, 6.5
195, Ziaire Williams , MEM, 22, 51, 20, 31, 20.3, 1.1, 1.4, 1.0, 3.0, 7.8, 6.4, 6.6, 21.3, 0.2, 0.5, 1.7, 1.5
205, Bryce McGowens , CHA, 21, 50, 9, 41, 15.8, 0.8, 0.4, 1.0, 2.1, 5.4, 4.7, 3.9, 16.7, 0.1, 0.3, 1.4, 1.3
205, Cam Thomas , BKN, 22, 50, 18, 32, 29.8, 2.2, 1.7, 2.1, 7.6, 9.3, 8.2, 10.5, 31.0, 0.2, 1.2, 2.1, 3.9
205, Chris Boucher , TOR, 31, 50, 16, 34, 14.1, 1.0, 1.7, 1.2, 3.1, 4.3, 4.8, 4.1, 14.1, 0.5, 0.3, 1.4, 1.7
205, Christian Wood , LAL, 28, 50, 28, 22, 17.4, 0.7, 0.9, 0.7, 3.3, 6.6, 5.3, 6.0, 17.1, 0.7, 0.2, 1.4, 1.6
205, Devin Booker , PHX, 27, 50, 31, 19, 35.8, 3.1, 2.0, 3.9, 9.2, 12.5, 10.9, 10.1, 36.2, 0.4, 0.8, 3.0, 5.4
205, Jakob Poeltl , TOR, 28, 50, 21, 29, 26.4, 1.3, 2.3, 0.8, 9.6, 8.5, 7.2, 7.4, 27.8, 1.5, 0.7, 3.0, 2.0
205, Trayce Jackson-Davis , GSW, 24, 50, 27, 23, 13.5, 0.7, 1.6, 0.5, 5.8, 5.0, 4.1, 3.8, 14.0, 0.9, 0.4, 1.7, 1.2
212, Cameron Johnson , BKN, 28, 49, 19, 30, 27.7, 1.9, 1.4, 1.9, 4.2, 7.2, 8.1, 9.0, 27.3, 0.3, 0.6, 1.9, 1.6
212, Dennis Smith Jr. , BKN, 26, 49, 19, 30, 19.7, 1.3, 1.1, 1.2, 4.0, 6.0, 5.6, 5.0, 18.1, 0.2, 0.4, 2.3, 1.0
212, Duop Reath , POR, 27, 49, 14, 35, 18.3, 1.0, 2.0, 0.8, 4.1, 6.7, 5.7, 6.7, 21.0, 0.6, 0.5, 2.6, 1.4
212, JT Thor , CHA, 21, 49, 12, 37, 12.6, 0.4, 0.6, 0.4, 1.2, 4.5, 3.5, 3.4, 13.3, 0.4, 0.3, 1.0, 0.2
212, John Konchar , MEM, 27, 49, 16, 33, 20.0, 0.9, 0.6, 0.8, 1.8, 7.9, 5.2, 5.4, 20.0, 1.0, 0.2, 1.3, 0.7
212, Keita Bates-Diop , BKN, 28, 49, 29, 20, 13.3, 0.4, 0.6, 0.6, 2.0, 5.0, 3.3, 4.2, 13.3, 0.4, 0.3, 0.7, 0.5
212, Moses Moody , GSW, 21, 49, 26, 23, 17.9, 1.3, 1.6, 1.1, 3.6, 6.3, 4.4, 6.1, 17.7, 0.4, 0.4, 1.2, 1.3
212, Quentin Grimes , DET, 23, 49, 30, 19, 20.2, 1.0, 1.0, 1.6, 1.5, 6.2, 5.9, 6.1, 20.3, 0.1, 0.3, 1.4, 0.6
212, Zeke Nnaji , DEN, 23, 49, 34, 15, 9.8, 0.4, 1.1, 0.2, 2.1, 3.7, 3.4, 1.8, 9.9, 0.7, 0.4, 1.4, 1.5
221, Andre Jackson Jr. , MIL, 22, 48, 30, 18, 10.5, 0.3, 0.4, 0.6, 1.1, 3.3, 3.3, 3.3, 12.1, 0.1, 0.0, 1.7, 0.2
221, CJ McCollum , NOP, 32, 48, 32, 16, 31.3, 3.0, 1.8, 2.8, 5.1, 9.7, 8.3, 8.9, 31.2, 0.7, 0.6, 2.0, 1.8
221, Caleb Houstan , ORL, 21, 48, 24, 24, 14.5, 0.7, 0.3, 0.7, 0.3, 5.1, 4.0, 4.1, 14.3, 0.1, 0.0, 1.1, 0.3
221, Daniel Theis , LAC, 31, 48, 34, 14, 17.2, 0.6, 1.2, 0.5, 4.3, 5.3, 5.6, 5.5, 18.7, 0.9, 0.5, 2.3, 0.9
221, Day'Ron Sharpe , BKN, 22, 48, 20, 28, 15.5, 0.8, 2.6, 0.6, 5.5, 5.1, 4.2, 4.4, 14.5, 0.8, 0.5, 2.2, 1.8
221, Garrison Mathews , ATL, 27, 48, 22, 26, 13.1, 0.7, 0.5, 0.2, 0.1, 4.8, 3.7, 4.3, 13.4, 0.1, 0.1, 1.7, 0.9
221, Haywood Highsmith , MIA, 27, 48, 28, 20, 19.8, 0.9, 0.6, 0.6, 1.8, 7.3, 5.8, 5.6, 18.8, 0.5, 0.2, 1.9, 0.6
221, Isaiah Jackson , IND, 22, 48, 29, 19, 13.5, 1.1, 1.7, 0.6, 5.4, 5.1, 4.8, 3.8, 15.8, 1.1, 0.4, 2.5, 1.8
221, Jalen Duren , DET, 20, 48, 10, 38, 29.8, 1.3, 3.5, 1.4, 11.6, 12.6, 8.3, 8.8, 33.1, 0.8, 0.8, 3.4, 2.4
221, Jalen Johnson , ATL, 22, 48, 24, 24, 34.0, 2.8, 1.7, 2.7, 9.8, 11.3, 10.0, 12.6, 38.0, 0.9, 0.9, 2.5, 2.1
221, Jamal Murray , DEN, 27, 48, 35, 13, 31.8, 3.0, 1.4, 2.0, 6.8, 11.4, 8.9, 9.8, 35.0, 0.6, 0.8, 1.8, 2.7
221, Trey Lyles , SAC, 28, 48, 28, 20, 20.0, 0.8, 1.3, 0.4, 2.0, 7.1, 4.9, 5.2, 19.3, 0.3, 0.2, 1.6, 1.2
233, Caleb Martin , MIA, 28, 47, 26, 21, 27.2, 1.0, 1.4, 1.2, 4.3, 8.5, 7.6, 7.1, 24.9, 0.4, 0.6, 2.2, 1.6
233, Donovan Mitchell , CLE, 27, 47, 32, 15, 35.7, 4.3, 2.5, 4.9, 9.4, 11.7, 9.7, 9.7, 34.3, 0.5, 1.0, 2.3, 4.5
233, KJ Martin , PHI, 23, 47, 25, 22, 11.5, 0.9, 0.6, 0.9, 2.8, 3.9, 3.9, 3.4, 13.1, 0.1, 0.4, 1.6, 0.5
233, Kevin Love , MIA, 35, 47, 26, 21, 17.5, 1.5, 1.6, 0.5, 2.4, 5.8, 3.9, 4.2, 17.2, 0.2, 0.2, 1.8, 2.0
233, Terry Rozier , MIA, 29, 47, 14, 33, 34.0, 2.7, 1.9, 2.3, 7.8, 11.4, 10.4, 10.6, 36.3, 0.3, 0.9, 1.8, 3.1
233, Trendon Watford , BKN, 23, 47, 19, 28, 11.5, 0.5, 0.9, 0.8, 3.6, 4.3, 3.4, 3.5, 10.3, 0.3, 0.3, 1.6, 0.9
239, Jordan Goodwin , MEM, 25, 46, 25, 21, 15.9, 1.0, 0.9, 0.5, 2.4, 6.0, 4.0, 4.1, 16.0, 0.3, 0.5, 1.1, 0.7
239, Julius Randle , NYK, 29, 46, 29, 17, 35.4, 3.0, 4.0, 3.0, 12.2, 11.7, 8.8, 11.7, 35.7, 0.3, 1.4, 2.7, 4.8
239, Kristaps Porzingis , BOS, 28, 46, 35, 11, 29.8, 1.9, 2.5, 1.1, 8.8, 8.2, 8.7, 8.9, 28.8, 1.8, 0.3, 2.7, 5.2
239, Landry Shamet , WAS, 26, 46, 6, 40, 15.8, 1.0, 0.6, 1.0, 2.0, 5.2, 4.7, 4.6, 19.4, 0.2, 0.5, 1.7, 1.0
239, Larry Nance Jr. , NOP, 31, 46, 27, 19, 18.8, 0.7, 1.0, 0.3, 3.3, 6.5, 5.2, 5.3, 18.2, 0.4, 0.3, 1.5, 1.2
239, Sam Merrill , CLE, 27, 46, 31, 15, 16.3, 1.3, 1.0, 0.9, 0.6, 5.6, 3.8, 4.6, 15.4, 0.0, 0.3, 1.2, 0.8
245, Amen Thompson , HOU, 21, 45, 18, 27, 19.7, 1.4, 1.3, 2.0, 5.7, 6.5, 4.9, 6.0, 19.4, 0.7, 0.5, 2.3, 1.8
245, Dereck Lively II , DAL, 20, 45, 26, 19, 24.6, 0.9, 1.7, 0.8, 7.8, 7.5, 6.9, 9.0, 26.3, 1.4, 0.4, 2.9, 1.5
245, Jalen Smith , IND, 23, 45, 26, 19, 17.8, 1.2, 2.1, 1.0, 5.7, 6.6, 6.1, 5.8, 21.8, 0.6, 0.2, 2.1, 1.6
245, Jimmy Butler , MIA, 34, 45, 23, 22, 34.2, 3.2, 2.3, 2.5, 10.0, 11.2, 10.0, 10.1, 33.4, 0.4, 1.2, 1.1, 5.4
245, Kyle Lowry , PHI, 37, 45, 24, 21, 28.3, 1.3, 0.8, 0.9, 1.9, 9.8, 7.3, 8.8, 27.5, 0.4, 0.3, 2.5, 1.8
245, Luke Kornet , BOS, 28, 45, 34, 11, 14.7, 0.5, 1.6, 0.4, 4.3, 4.6, 3.9, 4.3, 14.0, 1.0, 0.2, 1.4, 1.1
245, MarJon Beauchamp , MIL, 23, 45, 29, 16, 13.1, 0.8, 0.5, 0.8, 1.6, 4.6, 4.5, 3.7, 14.0, 0.1, 0.4, 1.2, 0.4
252, James Wiseman , DET, 22, 44, 5, 39, 14.7, 1.0, 1.5, 0.8, 5.2, 6.1, 5.1, 4.6, 16.7, 0.6, 0.2, 2.2, 1.0
252, Jonathan Isaac , ORL, 26, 44, 27, 17, 14.9, 1.0, 1.7, 0.5, 3.3, 4.5, 3.0, 3.6, 12.5, 1.2, 0.3, 1.0, 1.3
252, Lonnie Walker IV , BKN, 25, 44, 20, 24, 18.2, 2.1, 1.1, 2.2, 3.0, 6.8, 5.2, 5.6, 17.8, 0.3, 0.4, 1.4, 0.9
252, Marvin Bagley III , WAS, 24, 44, 4, 40, 21.2, 1.9, 3.6, 0.8, 8.8, 8.2, 6.1, 6.6, 25.6, 0.6, 0.8, 1.8, 2.2
252, Scoot Henderson , POR, 20, 44, 15, 29, 27.0, 1.8, 1.1, 1.7, 5.2, 10.8, 8.1, 10.0, 30.8, 0.2, 0.8, 3.0, 3.2
252, Seth Curry , CHA, 33, 44, 25, 19, 14.0, 0.8, 0.9, 0.5, 1.0, 4.8, 4.3, 4.4, 14.2, 0.1, 0.2, 0.9, 0.6
252, Troy Brown Jr. , DET, 24, 44, 28, 16, 11.2, 0.6, 0.5, 0.3, 0.9, 4.5, 3.1, 3.5, 12.9, 0.0, 0.1, 0.7, 0.4
259, Blake Wesley , SAS, 20, 43, 11, 32, 13.3, 1.4, 0.5, 1.2, 2.9, 4.1, 4.3, 3.9, 14.9, 0.2, 0.2, 1.5, 0.7
259, Chris Duarte , SAC, 26, 43, 25, 18, 13.2, 0.7, 0.7, 0.3, 1.1, 5.1, 3.0, 3.1, 13.5, 0.1, 0.2, 1.6, 0.9
259, Gradey Dick , TOR, 20, 43, 16, 27, 17.4, 1.0, 0.8, 1.6, 1.7, 6.9, 5.7, 5.7, 19.9, 0.0, 0.3, 1.4, 0.7
259, Ish Smith , CHA, 35, 43, 6, 37, 17.2, 0.5, 0.2, 0.4, 2.0, 6.5, 4.3, 4.9, 19.5, 0.1, 0.2, 1.1, 0.3
259, Jose Alvarado , NOP, 25, 43, 29, 14, 17.2, 1.1, 1.2, 1.0, 2.3, 5.5, 4.5, 4.8, 15.8, 0.3, 0.3, 1.4, 0.9
259, Josh Richardson , MIA, 30, 43, 24, 19, 25.6, 1.4, 0.7, 1.2, 3.3, 8.9, 7.3, 6.1, 25.9, 0.3, 0.2, 1.8, 1.2
259, Khris Middleton , MIL, 32, 43, 27, 16, 26.3, 1.6, 1.5, 1.2, 3.9, 7.4, 8.1, 7.0, 28.2, 0.3, 0.3, 2.4, 2.0
259, Kris Murray , POR, 23, 43, 9, 34, 16.8, 1.0, 0.8, 0.7, 2.4, 6.7, 4.4, 6.1, 16.8, 0.2, 0.3, 1.1, 0.6
259, Nicolas Batum , PHI, 35, 43, 26, 17, 24.5, 0.5, 0.7, 0.1, 1.3, 7.2, 7.0, 6.9, 26.8, 0.7, 0.0, 2.0, 0.5
259, Patrick Williams , CHI, 22, 43, 19, 24, 27.3, 1.6, 1.3, 1.1, 3.5, 8.9, 7.3, 8.4, 26.5, 0.8, 0.7, 2.0, 1.2
259, Shake Milton , NYK, 27, 43, 28, 15, 12.9, 1.0, 0.5, 1.0, 2.3, 4.7, 3.9, 4.2, 13.3, 0.1, 0.3, 1.1, 1.0
259, Vasilije Micic , CHA, 30, 43, 29, 14, 15.9, 0.7, 0.3, 0.5, 2.7, 5.6, 5.5, 4.3, 16.4, 0.1, 0.5, 0.9, 0.9
271, AJ Green , MIL, 24, 42, 29, 13, 9.6, 0.3, 0.3, 0.3, 0.2, 3.2, 3.0, 1.7, 8.2, 0.0, 0.0, 0.9, 0.3
271, Killian Hayes , DET, 22, 42, 7, 35, 24.0, 1.0, 0.4, 0.7, 2.9, 9.8, 7.2, 6.8, 28.3, 0.5, 0.3, 1.8, 1.3
271, Kyrie Irving , DAL, 31, 42, 25, 17, 34.3, 3.0, 2.3, 3.3, 9.9, 10.0, 10.7, 10.0, 37.7, 0.5, 0.7, 1.8, 3.0
271, Mo Bamba , PHI, 25, 42, 22, 20, 11.4, 0.6, 1.1, 0.2, 2.2, 3.2, 3.1, 4.2, 10.9, 1.0, 0.3, 1.5, 0.7
275, Dalen Terry , CHI, 21, 41, 19, 22, 9.9, 0.6, 0.2, 0.6, 1.0, 3.3, 2.3, 2.7, 8.5, 0.2, 0.1, 1.3, 0.5
275, Danilo Gallinari , MIL, 35, 41, 13, 28, 13.6, 0.5, 0.8, 0.2, 1.5, 4.1, 4.2, 3.1, 16.1, 0.1, 0.2, 1.0, 1.8
275, Deandre Ayton , POR, 25, 41, 11, 30, 31.8, 2.1, 3.2, 0.9, 10.6, 12.2, 8.9, 10.4, 36.0, 0.8, 0.7, 2.2, 1.3
275, Gary Harris , ORL, 29, 41, 26, 15, 23.1, 0.8, 0.5, 0.7, 1.9, 7.5, 6.6, 6.2, 23.5, 0.3, 0.1, 1.7, 0.8
275, Isaiah Stewart , DET, 22, 41, 7, 34, 30.9, 1.2, 2.3, 0.6, 5.1, 12.8, 8.8, 8.1, 33.8, 0.8, 0.4, 2.3, 1.8
275, OG Anunoby , NYK, 26, 41, 23, 18, 34.2, 2.6, 1.5, 3.5, 6.5, 10.8, 9.4, 9.7, 35.6, 0.7, 0.8, 2.3, 1.7
275, Talen Horton-Tucker , UTA, 23, 41, 11, 30, 19.6, 1.3, 0.7, 1.6, 4.6, 8.1, 6.0, 5.9, 19.9, 0.4, 0.4, 1.8, 1.6
282, Anfernee Simons , POR, 24, 40, 10, 30, 34.5, 3.2, 1.0, 2.7, 7.2, 13.8, 10.0, 11.9, 39.6, 0.1, 1.2, 2.2, 2.8
282, Ben Sheppard , IND, 22, 40, 21, 19, 12.0, 0.7, 0.4, 0.9, 1.0, 3.9, 3.7, 4.0, 14.9, 0.1, 0.2, 1.5, 0.4
282, Cam Reddish , LAL, 24, 40, 22, 18, 22.2, 1.6, 0.6, 1.2, 2.6, 8.8, 6.6, 7.4, 23.5, 0.3, 0.5, 1.5, 1.0
282, Craig Porter Jr. , CLE, 24, 40, 26, 14, 13.7, 1.1, 0.5, 0.8, 3.5, 5.6, 3.1, 3.7, 12.9, 0.3, 0.4, 0.9, 1.1
282, Darius Garland , CLE, 24, 40, 24, 16, 33.1, 2.5, 1.7, 2.0, 7.0, 11.7, 9.5, 8.8, 31.6, 0.1, 0.9, 1.7, 3.0
282, De'Andre Hunter , ATL, 26, 40, 19, 21, 28.3, 2.0, 1.4, 1.4, 4.4, 9.7, 9.2, 9.1, 32.3, 0.3, 0.4, 2.7, 3.3
282, Julian Strawther , DEN, 21, 40, 27, 13, 12.4, 0.7, 0.4, 0.9, 1.7, 5.0, 3.6, 3.5, 12.9, 0.2, 0.2, 1.2, 0.8
282, Justin Holiday , DEN, 34, 40, 25, 15, 14.7, 0.7, 0.4, 0.8, 0.7, 4.7, 3.4, 4.9, 15.6, 0.1, 0.0, 1.2, 0.2
282, Oshae Brissett , BOS, 25, 40, 33, 7, 10.7, 0.6, 0.9, 0.6, 1.9, 3.5, 2.6, 3.4, 11.5, 0.1, 0.1, 1.0, 1.0
291, Bojan Bogdanovic , NYK, 34, 39, 7, 32, 30.3, 2.3, 1.6, 2.8, 5.1, 12.2, 9.1, 8.2, 36.6, 0.1, 0.9, 2.1, 2.6
291, Chris Paul , GSW, 38, 39, 20, 19, 26.9, 1.3, 1.3, 0.3, 1.6, 8.7, 8.1, 7.2, 26.5, 0.1, 0.2, 1.7, 1.2
291, Cody Zeller , NOP, 31, 39, 23, 16, 7.7, 0.2, 0.8, 0.2, 1.2, 2.5, 2.3, 2.1, 7.6, 0.1, 0.3, 1.1, 0.9
291, Draymond Green , GSW, 34, 39, 22, 17, 26.5, 1.2, 1.1, 0.4, 4.7, 9.5, 6.9, 8.5, 25.7, 0.9, 0.4, 3.0, 2.5
291, JaVale McGee , SAC, 36, 39, 23, 16, 8.0, 0.7, 0.9, 0.2, 3.7, 3.7, 2.1, 2.4, 8.1, 0.5, 0.1, 1.1, 1.0
291, Jordan McLaughlin , MIN, 27, 39, 23, 16, 9.2, 0.8, 0.5, 0.2, 0.7, 2.7, 2.4, 2.7, 8.5, 0.2, 0.1, 0.6, 0.4
291, Kessler Edwards , SAC, 23, 39, 24, 15, 4.9, 0.4, 0.3, 0.1, 0.4, 1.7, 1.0, 1.0, 4.9, 0.1, 0.1, 0.5, 0.3
291, Malcolm Brogdon , POR, 31, 39, 15, 24, 28.7, 1.9, 1.4, 1.5, 5.2, 11.0, 8.8, 9.1, 33.4, 0.2, 0.7, 1.5, 2.4
291, Mike Muscala , OKC, 32, 39, 9, 30, 13.5, 0.4, 0.5, 0.1, 1.0, 5.1, 4.0, 4.1, 16.2, 0.3, 0.3, 1.2, 0.7
291, Nick Smith Jr. , CHA, 19, 39, 8, 31, 15.5, 1.0, 0.5, 0.6, 1.4, 5.3, 4.4, 4.1, 15.6, 0.2, 0.3, 1.3, 0.3
