IND, PLAYER, TEAM, AGE, GP, W, L, MIN, PTS_OFF_TO, 2ND_PTS, FBPS, PITP, OPP_PTS_OFF_TO, OPP_2ND_PTS, OPP_FBPS, OPP_PITP, BLK, BLKA, PF, PFD
23, Josh Hart , NYK, 29, 63, 36, 27, 31.8, 1.4, 1.0, 1.7, 4.4, 9.2, 7.7, 8.6, 30.4, 0.3, 0.6, 1.9, 1.4
23, Malik Beasley , MIL, 27, 63, 40, 23, 29.8, 2.0, 1.3, 1.5, 2.0, 8.7, 8.6, 9.0, 32.3, 0.1, 0.4, 2.0, 0.5
23, Michael Porter Jr. , DEN, 25, 63, 44, 19, 31.7, 2.5, 2.3, 2.6, 4.8, 9.9, 7.8, 9.3, 33.5, 0.7, 0.5, 1.9, 1.2
23, Moritz Wagner , ORL, 26, 63, 36, 27, 18.3, 1.9, 1.9, 0.4, 7.5, 6.4, 4.5, 5.6, 18.2, 0.3, 0.5, 2.1, 2.6
23, Ochai Agbaji , TOR, 23, 63, 29, 34, 19.2, 0.7, 0.6, 1.3, 2.2, 7.4, 6.5, 6.2, 20.9, 0.5, 0.4, 1.3, 0.5
23, Paolo Banchero , ORL, 21, 63, 36, 27, 34.9, 3.7, 2.4, 3.0, 10.0, 11.8, 9.3, 10.6, 35.7, 0.6, 1.2, 2.0, 4.8
23, Pascal Siakam , IND, 29, 63, 27, 36, 34.0, 2.4, 2.7, 3.1, 12.6, 10.6, 9.5, 9.4, 38.7, 0.3, 0.6, 2.4, 4.0
23, Payton Pritchard , BOS, 26, 63, 49, 14, 20.3, 0.9, 1.1, 0.9, 1.9, 5.7, 5.1, 5.3, 19.8, 0.1, 0.2, 1.3, 0.6
23, Saddiq Bey , ATL, 24, 63, 28, 35, 32.7, 2.3, 3.1, 2.0, 5.3, 11.1, 9.7, 10.9, 38.1, 0.2, 0.8, 1.4, 2.2
23, Shai Gilgeous-Alexander , OKC, 25, 63, 45, 18, 34.4, 5.2, 1.6, 3.7, 15.0, 9.7, 11.0, 8.3, 32.6, 1.0, 1.0, 2.5, 6.6
23, Taurean Prince , LAL, 29, 63, 34, 29, 28.5, 1.3, 0.2, 1.4, 2.5, 9.8, 9.3, 10.2, 30.6, 0.5, 0.3, 2.0, 0.9
41, Anthony Davis , LAL, 31, 62, 35, 27, 35.8, 3.3, 4.5, 1.9, 16.1, 12.0, 10.8, 11.7, 37.3, 2.5, 1.2, 2.4, 5.5
41, Anthony Edwards , MIN, 22, 62, 42, 20, 35.1, 3.8, 1.7, 4.0, 10.6, 11.8, 9.2, 9.3, 34.0, 0.6, 0.9, 1.9, 4.3
41, Ayo Dosunmu , CHI, 24, 62, 31, 31, 27.4, 2.1, 0.9, 2.5, 4.8, 8.8, 7.6, 7.5, 26.0, 0.5, 0.7, 2.1, 1.0
41, Bogdan Bogdanovic , ATL, 31, 62, 28, 34, 29.6, 2.5, 1.8, 2.7, 4.4, 9.5, 8.0, 9.6, 31.6, 0.3, 0.6, 2.3, 1.5
41, Brook Lopez , MIL, 35, 62, 41, 21, 31.2, 0.8, 1.7, 0.2, 5.3, 9.8, 9.0, 9.7, 33.9, 2.6, 0.3, 2.5, 1.5
41, Corey Kispert , WAS, 25, 62, 11, 51, 23.0, 1.7, 0.8, 1.9, 4.5, 8.6, 8.0, 7.1, 28.4, 0.2, 0.6, 1.6, 1.4
41, DeMar DeRozan , CHI, 34, 62, 30, 32, 37.9, 3.2, 1.9, 1.0, 8.0, 12.0, 10.5, 9.9, 35.3, 0.6, 0.9, 2.2, 5.3
41, Giannis Antetokounmpo , MIL, 29, 62, 40, 22, 35.0, 3.9, 3.6, 5.5, 20.1, 10.4, 9.5, 9.0, 37.2, 1.0, 1.3, 2.9, 8.4
41, Jonathan Kuminga , GSW, 21, 62, 32, 30, 25.8, 2.2, 1.6, 2.6, 10.0, 8.8, 7.1, 7.9, 27.0, 0.5, 0.9, 2.2, 3.0
41, Jordan Poole , WAS, 24, 62, 11, 51, 29.3, 2.5, 0.9, 2.9, 6.2, 9.7, 10.7, 9.4, 37.0, 0.4, 0.9, 3.3, 2.6
41, Kelly Olynyk , TOR, 32, 62, 29, 33, 20.9, 1.1, 1.7, 0.8, 4.2, 9.4, 6.9, 7.2, 22.6, 0.3, 0.3, 2.7, 2.1
41, Kyle Anderson , MIN, 30, 62, 43, 19, 22.3, 0.7, 0.7, 0.5, 4.2, 8.0, 5.9, 6.1, 20.9, 0.5, 0.3, 1.5, 1.2
41, Kyle Kuzma , WAS, 28, 62, 11, 51, 32.2, 3.5, 1.4, 4.0, 11.2, 10.3, 11.9, 10.3, 41.1, 0.7, 0.7, 2.2, 2.8
41, Luguentz Dort , OKC, 24, 62, 43, 19, 28.4, 1.9, 1.0, 1.5, 2.9, 8.3, 9.3, 7.6, 26.9, 0.7, 0.5, 3.0, 2.0
41, Malik Monk , SAC, 26, 62, 36, 26, 26.2, 2.0, 1.3, 2.4, 5.5, 9.2, 6.4, 6.5, 26.5, 0.6, 0.8, 2.1, 2.3
41, Nikola Jokic , DEN, 29, 62, 43, 19, 34.2, 2.5, 4.0, 0.9, 16.4, 11.1, 8.2, 10.3, 36.4, 0.9, 0.7, 2.5, 5.3
41, Norman Powell , LAC, 30, 62, 40, 22, 25.9, 2.2, 1.5, 1.9, 4.5, 8.6, 7.6, 8.4, 26.8, 0.3, 0.5, 1.8, 2.0
41, Peyton Watson , DEN, 21, 62, 43, 19, 18.4, 1.1, 0.4, 1.7, 3.7, 6.7, 5.5, 4.8, 18.8, 1.0, 0.4, 1.7, 1.0
41, Rudy Gobert , MIN, 31, 62, 43, 19, 33.9, 1.9, 4.2, 0.7, 10.5, 11.8, 9.0, 9.2, 30.8, 2.1, 0.8, 3.1, 5.0
41, Sam Hauser , BOS, 26, 62, 49, 13, 20.7, 0.9, 1.2, 1.1, 0.9, 6.0, 5.6, 4.7, 20.3, 0.3, 0.1, 1.3, 0.2
41, Simone Fontecchio , DET, 28, 62, 27, 35, 24.2, 1.4, 1.3, 1.3, 3.3, 8.4, 6.5, 9.1, 26.3, 0.3, 0.5, 1.6, 0.8
62, Aaron Holiday , HOU, 27, 61, 28, 33, 16.5, 0.8, 0.8, 0.5, 2.0, 5.2, 4.5, 3.8, 16.0, 0.1, 0.2, 1.5, 0.8
62, Aaron Wiggins , OKC, 25, 61, 44, 17, 14.6, 1.0, 1.0, 0.8, 3.2, 4.0, 5.3, 3.4, 14.1, 0.2, 0.3, 1.1, 0.6
62, D'Angelo Russell , LAL, 28, 61, 36, 25, 31.9, 2.5, 0.9, 2.7, 5.9, 9.7, 10.7, 10.2, 35.3, 0.5, 0.4, 2.1, 2.3
62, Dejounte Murray , ATL, 27, 61, 27, 34, 35.2, 2.8, 1.6, 2.6, 9.1, 12.3, 10.8, 12.2, 40.6, 0.3, 0.9, 1.7, 2.5
62, Deni Avdija , WAS, 23, 61, 11, 50, 28.8, 1.6, 1.3, 2.7, 7.6, 10.7, 9.8, 9.0, 36.2, 0.4, 0.9, 2.5, 3.0
62, Jevon Carter , CHI, 28, 61, 30, 31, 13.6, 0.9, 0.4, 0.7, 0.8, 3.8, 4.2, 3.6, 12.0, 0.2, 0.1, 1.0, 0.2
62, Kevin Huerter , SAC, 25, 61, 35, 26, 24.9, 1.7, 0.8, 1.8, 3.7, 8.1, 5.9, 6.0, 27.5, 0.4, 0.2, 2.1, 0.7
62, Kevon Looney , GSW, 28, 61, 33, 28, 16.9, 0.5, 1.4, 0.2, 3.7, 6.5, 4.3, 5.9, 17.2, 0.4, 0.4, 2.2, 1.0
62, Myles Turner , IND, 27, 61, 34, 27, 27.3, 1.6, 2.5, 1.2, 8.3, 8.7, 7.7, 7.5, 33.9, 1.8, 0.6, 3.2, 3.6
62, Royce O'Neale , PHX, 30, 61, 26, 35, 25.5, 1.5, 0.9, 0.8, 1.2, 9.5, 7.3, 8.0, 24.4, 0.6, 0.2, 2.4, 0.6
62, Tim Hardaway Jr. , DAL, 31, 61, 35, 26, 28.5, 2.2, 1.9, 2.4, 3.0, 8.6, 9.2, 8.9, 31.5, 0.1, 0.4, 1.5, 2.4
73, Bilal Coulibaly , WAS, 19, 60, 11, 49, 27.0, 1.5, 0.6, 1.7, 3.7, 9.7, 10.0, 8.5, 34.0, 0.8, 0.7, 2.2, 1.5
73, Cameron Payne , PHI, 29, 60, 35, 25, 16.3, 0.7, 0.4, 0.6, 2.1, 4.2, 4.9, 4.2, 16.9, 0.1, 0.3, 1.6, 0.9
73, Damian Lillard , MIL, 33, 60, 42, 18, 35.0, 2.8, 1.5, 2.0, 7.0, 10.9, 9.8, 10.9, 39.3, 0.2, 1.3, 1.8, 5.0
73, Dario Saric , GSW, 29, 60, 32, 28, 17.8, 1.0, 1.1, 0.4, 3.2, 6.6, 4.5, 5.1, 18.8, 0.2, 0.4, 1.9, 1.5
73, Grant Williams , CHA, 25, 60, 30, 30, 27.4, 1.2, 1.4, 1.0, 2.7, 8.7, 8.1, 9.1, 31.2, 0.6, 0.4, 2.9, 1.8
73, Isaiah Joe , OKC, 24, 60, 42, 18, 18.4, 1.6, 0.8, 1.3, 1.3, 6.3, 5.6, 4.0, 16.3, 0.3, 0.2, 1.2, 1.1
73, Jayson Tatum , BOS, 26, 60, 47, 13, 35.9, 4.2, 2.0, 3.1, 9.3, 9.8, 10.0, 9.8, 35.9, 0.6, 0.8, 2.0, 4.5
73, Jeff Green , HOU, 37, 60, 27, 33, 16.3, 0.8, 0.5, 0.4, 2.5, 5.1, 4.3, 3.8, 16.7, 0.4, 0.2, 1.4, 1.4
73, John Collins , UTA, 26, 60, 26, 34, 28.3, 1.9, 2.8, 1.5, 8.7, 10.6, 7.4, 11.3, 31.5, 0.9, 1.0, 2.8, 2.3
73, Jusuf Nurkic , PHX, 29, 60, 37, 23, 27.2, 1.4, 2.3, 0.3, 8.2, 9.6, 6.7, 7.7, 28.8, 1.1, 0.7, 3.4, 3.0
73, Karl-Anthony Towns , MIN, 28, 60, 41, 19, 32.8, 3.1, 2.5, 1.1, 10.1, 11.0, 8.5, 8.8, 32.3, 0.7, 1.1, 3.3, 4.3
73, Keldon Johnson , SAS, 24, 60, 14, 46, 29.6, 2.3, 2.2, 2.3, 7.5, 10.5, 9.5, 9.0, 33.4, 0.3, 0.9, 2.2, 2.4
73, Klay Thompson , GSW, 34, 60, 30, 30, 29.6, 2.0, 2.0, 2.0, 2.9, 10.7, 8.2, 9.3, 32.3, 0.5, 0.4, 1.8, 1.3
73, Matisse Thybulle , POR, 27, 60, 17, 43, 23.3, 1.0, 0.7, 1.0, 1.4, 9.1, 7.7, 8.4, 26.6, 0.7, 0.2, 1.5, 0.6
73, Max Strus , CLE, 27, 60, 39, 21, 32.2, 2.3, 1.6, 2.0, 3.8, 11.1, 8.8, 9.5, 30.8, 0.5, 0.6, 2.6, 1.7
73, Mike Conley , MIN, 36, 60, 42, 18, 28.9, 1.3, 0.6, 1.2, 2.4, 10.5, 7.9, 8.0, 28.1, 0.2, 0.2, 1.7, 1.5
73, Patrick Beverley , MIL, 35, 60, 36, 24, 19.2, 0.8, 0.7, 0.4, 2.6, 5.8, 5.9, 5.4, 18.4, 0.4, 0.2, 1.8, 1.2
73, Scottie Barnes , TOR, 22, 60, 22, 38, 34.9, 2.6, 2.8, 3.1, 10.1, 11.4, 10.8, 9.0, 38.8, 1.5, 0.8, 2.0, 3.6
73, Spencer Dinwiddie , LAL, 30, 60, 27, 33, 29.4, 0.9, 0.9, 1.0, 3.6, 8.3, 8.5, 9.0, 30.2, 0.2, 0.3, 1.8, 2.0
73, Toumani Camara , POR, 23, 60, 18, 42, 24.1, 1.3, 2.1, 1.4, 3.7, 9.4, 6.9, 8.5, 25.8, 0.4, 0.4, 2.5, 1.6
93, Anthony Black , ORL, 20, 59, 32, 27, 18.4, 1.0, 0.7, 0.8, 2.1, 7.1, 4.2, 6.2, 19.0, 0.3, 0.3, 1.8, 1.3
93, Bennedict Mathurin , IND, 21, 59, 33, 26, 26.1, 2.5, 1.5, 2.3, 6.1, 9.9, 9.0, 7.7, 33.4, 0.2, 1.3, 2.0, 2.8
93, Derrick Jones Jr. , DAL, 27, 59, 33, 26, 23.7, 1.4, 1.1, 1.3, 4.1, 7.8, 6.9, 8.2, 27.1, 0.7, 0.3, 1.6, 1.6
93, Derrick White , BOS, 29, 59, 47, 12, 32.2, 1.9, 1.4, 1.7, 5.0, 8.6, 9.2, 8.6, 32.3, 1.2, 0.5, 2.1, 2.1
93, Duncan Robinson , MIA, 29, 59, 33, 26, 28.3, 2.2, 1.0, 1.7, 3.4, 9.0, 8.0, 7.5, 27.4, 0.2, 0.4, 2.4, 1.2
93, Gary Trent Jr. , TOR, 25, 59, 22, 37, 27.3, 1.9, 1.0, 2.4, 2.7, 9.0, 8.6, 7.9, 31.8, 0.2, 0.4, 1.3, 0.9
93, Herbert Jones , NOP, 25, 59, 37, 22, 29.4, 2.4, 1.4, 2.5, 4.7, 9.3, 7.7, 8.0, 28.1, 0.8, 0.5, 2.9, 1.8
93, Immanuel Quickley , TOR, 24, 59, 26, 33, 28.7, 2.7, 1.2, 3.0, 4.9, 8.4, 7.9, 7.8, 29.4, 0.1, 0.6, 1.6, 2.5
93, Jabari Smith Jr. , HOU, 20, 59, 28, 31, 32.1, 1.6, 2.4, 1.7, 4.8, 9.4, 9.1, 7.1, 32.0, 0.8, 0.7, 2.7, 1.7
93, Jaden Ivey , DET, 22, 59, 10, 49, 28.3, 2.0, 1.4, 3.1, 6.7, 11.7, 8.2, 8.1, 32.3, 0.6, 1.1, 2.8, 3.1
93, Jalen Brunson , NYK, 27, 59, 36, 23, 35.3, 3.2, 1.8, 2.2, 10.5, 10.5, 8.9, 11.2, 35.6, 0.2, 0.8, 2.0, 6.0
93, Jarrett Allen , CLE, 25, 59, 39, 20, 31.6, 1.9, 3.3, 1.2, 12.5, 11.1, 8.2, 8.9, 30.6, 1.2, 1.0, 2.1, 4.4
93, Keegan Murray , SAC, 23, 59, 34, 25, 32.9, 2.5, 2.1, 2.4, 5.5, 11.4, 7.1, 7.8, 34.3, 0.7, 0.5, 2.7, 1.3
93, Malaki Branham , SAS, 20, 59, 12, 47, 20.8, 1.7, 0.7, 1.0, 3.8, 8.3, 6.7, 6.4, 24.1, 0.1, 0.5, 1.3, 0.8
93, Nikola Vucevic , CHI, 33, 59, 29, 30, 34.5, 1.9, 2.8, 0.3, 10.5, 11.1, 9.3, 9.2, 32.0, 0.8, 0.7, 2.6, 1.9
93, Pat Connaughton , MIL, 31, 59, 38, 21, 21.7, 0.9, 0.4, 0.4, 1.6, 6.3, 6.1, 6.5, 23.2, 0.3, 0.1, 1.2, 0.7
93, Stephen Curry , GSW, 35, 59, 33, 26, 32.8, 3.8, 2.4, 2.4, 5.7, 12.5, 8.8, 11.3, 35.1, 0.4, 0.7, 1.7, 3.8
93, Tre Jones , SAS, 24, 59, 13, 46, 26.4, 1.6, 0.8, 1.6, 5.6, 9.9, 7.9, 7.2, 30.1, 0.1, 0.4, 1.2, 1.8
111, Aaron Gordon , DEN, 28, 58, 39, 19, 31.4, 1.6, 2.3, 1.7, 9.6, 10.8, 7.9, 9.3, 34.4, 0.6, 0.7, 1.9, 3.0
111, Brandon Ingram , NOP, 26, 58, 35, 23, 33.2, 2.9, 1.5, 1.7, 7.9, 10.8, 8.6, 9.7, 32.6, 0.6, 0.7, 2.3, 3.9
111, Devin Vassell , SAS, 23, 58, 13, 45, 32.3, 2.2, 1.3, 3.1, 6.8, 12.9, 9.8, 9.8, 38.9, 0.4, 0.6, 1.0, 2.3
111, Drew Eubanks , PHX, 27, 58, 31, 27, 15.9, 0.4, 1.0, 0.1, 4.2, 5.9, 5.5, 5.4, 15.2, 0.8, 0.3, 1.6, 1.2
111, Grayson Allen , PHX, 28, 58, 34, 24, 33.6, 1.5, 1.2, 1.8, 3.3, 12.8, 10.1, 9.8, 36.4, 0.6, 0.4, 2.2, 2.0
111, Isaiah Hartenstein , NYK, 25, 58, 35, 23, 25.0, 0.8, 2.1, 0.4, 5.3, 7.1, 6.1, 7.7, 24.4, 1.1, 0.4, 2.8, 1.7
111, Jaime Jaquez Jr. , MIA, 23, 58, 34, 24, 29.4, 2.1, 1.3, 2.0, 7.5, 9.6, 8.5, 7.9, 28.8, 0.2, 0.9, 2.3, 1.9
111, Jalen Suggs , ORL, 22, 58, 33, 25, 26.6, 2.6, 1.5, 2.0, 3.9, 10.0, 6.6, 8.2, 27.0, 0.6, 0.3, 2.8, 2.2
111, Jalen Williams , OKC, 22, 58, 40, 18, 31.6, 3.6, 1.6, 2.7, 9.9, 9.0, 10.4, 8.2, 31.4, 0.5, 0.8, 2.6, 2.6
111, James Harden , LAC, 34, 58, 38, 20, 34.7, 2.0, 1.0, 1.9, 4.0, 10.5, 9.2, 9.4, 35.0, 0.9, 0.5, 1.9, 3.4
111, Jaylen Brown , BOS, 27, 58, 44, 14, 33.4, 3.3, 2.1, 4.3, 11.2, 9.5, 9.5, 9.7, 33.6, 0.5, 0.9, 2.7, 3.4
111, Jrue Holiday , BOS, 33, 58, 45, 13, 33.2, 1.4, 1.2, 1.8, 4.9, 9.5, 9.4, 9.1, 32.1, 0.7, 0.4, 1.6, 1.3
111, Kentavious Caldwell-Pope , DEN, 31, 58, 41, 17, 31.8, 1.7, 0.8, 2.1, 2.4, 10.4, 8.4, 9.3, 33.9, 0.5, 0.2, 1.9, 1.4
111, Russell Westbrook , LAC, 35, 58, 38, 20, 22.6, 1.5, 1.6, 2.0, 6.9, 7.5, 7.1, 8.6, 24.4, 0.4, 0.7, 1.8, 1.8
111, Tobias Harris , PHI, 31, 58, 35, 23, 34.1, 2.6, 1.9, 3.1, 9.5, 9.6, 9.5, 10.9, 36.7, 0.6, 1.2, 1.7, 2.4
126, Brandon Miller , CHA, 21, 57, 14, 43, 32.1, 2.3, 1.3, 2.7, 5.6, 11.2, 9.4, 8.7, 36.9, 0.5, 0.6, 2.6, 2.6
126, Daniel Gafford , DAL, 25, 57, 16, 41, 24.7, 1.3, 2.8, 0.7, 8.7, 8.2, 9.0, 7.9, 29.2, 2.0, 0.5, 3.1, 2.3
126, Franz Wagner , ORL, 22, 57, 34, 23, 33.1, 3.5, 2.1, 2.6, 11.6, 10.1, 7.8, 9.5, 31.8, 0.4, 1.1, 2.3, 3.9
126, Fred VanVleet , HOU, 30, 57, 28, 29, 36.8, 2.4, 1.5, 2.6, 2.8, 10.9, 9.7, 7.6, 35.4, 0.8, 0.5, 2.3, 2.5
126, Jabari Walker , POR, 21, 57, 16, 41, 22.1, 1.4, 2.2, 0.7, 5.1, 9.0, 6.8, 8.5, 25.2, 0.4, 0.8, 2.3, 1.7
126, Jaren Jackson Jr. , MEM, 24, 57, 19, 38, 32.0, 3.6, 2.2, 0.8, 11.4, 10.9, 9.5, 9.5, 31.3, 1.6, 1.8, 3.5, 5.8
126, Kawhi Leonard , LAC, 32, 57, 38, 19, 34.6, 3.8, 2.4, 3.0, 10.6, 10.1, 9.6, 9.5, 33.8, 0.8, 0.5, 1.5, 4.2
126, Kevin Durant , PHX, 35, 57, 32, 25, 37.2, 3.9, 2.2, 3.6, 9.4, 14.2, 11.4, 11.3, 40.6, 1.3, 0.6, 1.8, 5.5
126, Keyonte George , UTA, 20, 57, 24, 33, 25.6, 1.7, 0.8, 1.6, 3.2, 10.4, 7.3, 10.7, 29.0, 0.1, 0.7, 1.1, 2.5
126, LeBron James , LAL, 39, 57, 31, 26, 35.1, 3.6, 1.6, 5.2, 13.2, 12.3, 11.1, 11.5, 37.3, 0.6, 0.8, 1.2, 4.1
126, Paul George , LAC, 33, 57, 38, 19, 34.0, 3.4, 1.7, 2.3, 5.7, 9.8, 9.2, 9.3, 33.4, 0.4, 0.7, 2.8, 3.0
126, Precious Achiuwa , NYK, 24, 57, 28, 29, 23.0, 1.3, 2.2, 0.9, 6.0, 7.2, 6.4, 6.6, 23.5, 1.0, 0.5, 1.9, 1.3
126, Terance Mann , LAC, 27, 57, 38, 19, 25.3, 1.3, 1.1, 1.9, 4.3, 8.6, 6.9, 7.1, 26.0, 0.2, 0.3, 1.9, 1.0
139, Aaron Nesmith , IND, 24, 56, 31, 25, 27.1, 2.2, 1.4, 2.1, 4.2, 9.1, 8.7, 6.9, 31.8, 0.7, 0.7, 3.3, 2.1
139, Clint Capela , ATL, 29, 56, 26, 30, 25.3, 1.5, 4.0, 0.8, 9.4, 8.6, 7.6, 9.6, 29.0, 1.5, 1.0, 2.4, 2.3
139, Dorian Finney-Smith , BKN, 30, 56, 23, 33, 28.4, 1.3, 1.0, 1.6, 2.6, 8.6, 7.8, 8.2, 28.1, 0.6, 0.3, 2.3, 0.7
139, Jaden Hardy , DAL, 21, 56, 31, 25, 14.4, 1.4, 0.6, 1.3, 2.5, 5.1, 4.4, 4.9, 15.6, 0.1, 0.4, 1.0, 1.1
139, Julian Champagnie , SAS, 22, 56, 11, 45, 17.0, 0.7, 0.5, 0.8, 1.3, 6.4, 4.7, 5.2, 20.2, 0.5, 0.2, 1.0, 0.8
139, Kris Dunn , UTA, 29, 56, 25, 31, 18.4, 0.8, 0.6, 0.7, 3.1, 6.9, 5.0, 7.4, 19.5, 0.4, 0.3, 1.9, 0.5
139, Luka Doncic , DAL, 25, 56, 33, 23, 37.6, 4.6, 2.4, 3.1, 11.7, 11.8, 10.8, 13.2, 41.1, 0.6, 0.7, 2.1, 6.9
139, P.J. Washington , DAL, 25, 56, 16, 40, 29.8, 2.0, 1.7, 1.4, 6.2, 10.4, 8.6, 8.6, 32.2, 0.7, 0.6, 2.4, 1.8
139, Victor Wembanyama , SAS, 20, 56, 13, 43, 28.7, 3.0, 2.8, 2.4, 9.8, 11.2, 7.8, 8.4, 31.4, 3.4, 0.4, 2.2, 5.2
148, Alec Burks , NYK, 32, 55, 11, 44, 19.7, 1.0, 1.3, 1.0, 1.8, 8.1, 5.9, 5.7, 22.5, 0.2, 0.3, 1.3, 2.1
148, Alex Caruso , CHI, 30, 55, 27, 28, 27.5, 1.7, 0.8, 1.4, 3.2, 8.7, 7.8, 7.2, 24.1, 1.1, 0.3, 2.6, 1.9
