IND, PLAYER, GP, W, L, MIN, EST._OFFRTG, EST._DEFRTG, EST._NETRTG, EST._AST_RATIO, EST._OREB%, EST._DREB%, EST._REB%, EST._TO_RATIO, EST._USG%, EST._PACE
179, Max Christie, 52, 28, 24, 16, 111.3, 110.8, 0.5, 17.0, 1.7, 13.7, 8.1, 10.8, 13.5, 103.48,
179, Rui Hachimura, 52, 29, 23, 26, 115.2, 112.1, 3.1, 8.9, 3.6, 12.2, 8.1, 5.9, 18.8, 102.88,
179, Dwight Powell, 52, 30, 22, 14, 116.9, 114.4, 2.6, 31.8, 12.1, 15.3, 13.7, 12.1, 9.2, 102.80,
179, RJ Barrett, 52, 24, 28, 32, 113.2, 115.5, -2.3, 14.2, 2.9, 15.5, 9.1, 9.0, 25.6, 101.95,
179, Walker Kessler, 52, 25, 27, 23, 111.3, 114.4, -3.1, 10.5, 12.6, 21.6, 17.3, 12.1, 13.5, 101.63,
179, Naji Marshall, 52, 34, 18, 19, 118.5, 108.0, 10.6, 21.8, 5.6, 15.3, 10.6, 11.5, 16.8, 101.01,
179, Caris LeVert, 52, 32, 20, 28, 114.4, 109.9, 4.5, 24.4, 2.1, 13.3, 7.7, 7.9, 23.3, 100.94,
179, Jaylin Williams, 52, 37, 15, 13, 116.6, 106.0, 10.5, 25.0, 5.0, 24.0, 14.7, 7.3, 13.6, 100.83,
179, Kenrich Williams, 52, 38, 14, 14, 119.3, 106.6, 12.7, 23.1, 6.3, 16.2, 11.5, 7.1, 13.0, 100.81,
179, Vince Williams Jr., 52, 18, 34, 28, 106.3, 110.5, -4.2, 24.9, 4.4, 18.5, 11.2, 13.1, 15.8, 100.49,
179, Dyson Daniels, 52, 30, 22, 22, 117.3, 110.5, 6.7, 29.2, 5.0, 13.7, 9.4, 11.2, 12.6, 100.30,
179, Goga Bitadze, 52, 27, 25, 17, 109.8, 108.5, 1.3, 21.9, 12.6, 20.9, 16.7, 11.7, 12.6, 99.54,
195, Trae Young, 51, 22, 29, 37, 116.0, 118.3, -2.3, 28.7, 1.2, 7.1, 4.1, 11.4, 30.0, 105.25,
195, Lauri Markkanen, 51, 22, 29, 33, 117.6, 117.0, 0.5, 9.4, 7.5, 20.1, 13.8, 6.1, 24.3, 103.23,
195, Andrew Nembhard, 51, 30, 21, 24, 114.4, 113.6, 0.8, 30.6, 2.8, 6.7, 4.7, 11.9, 17.3, 102.60,
195, Josh Green, 51, 29, 22, 27, 117.1, 118.3, -1.2, 22.4, 3.0, 10.5, 6.7, 10.1, 13.2, 102.34,
195, Amir Coffey, 51, 36, 15, 19, 115.9, 117.0, -1.1, 15.9, 2.3, 8.9, 5.6, 7.1, 11.5, 101.88,
195, Kelly Oubre Jr., 51, 29, 22, 29, 112.7, 115.0, -2.4, 7.9, 4.9, 12.8, 8.7, 6.9, 21.4, 101.11,
195, Ziaire Williams, 51, 20, 31, 20, 101.1, 112.6, -11.6, 13.6, 3.5, 15.5, 9.3, 12.0, 19.7, 101.02,
195, Joe Ingles, 51, 32, 19, 17, 114.1, 111.1, 3.0, 38.4, 2.4, 12.8, 7.6, 11.8, 11.8, 100.43,
195, Ivica Zubac, 51, 32, 19, 26, 116.2, 109.7, 6.5, 12.0, 13.4, 25.5, 19.7, 10.5, 16.5, 98.90,
195, Miles McBride, 51, 30, 21, 15, 104.2, 110.1, -5.9, 18.3, 2.2, 5.9, 4.0, 5.0, 18.2, 95.89,
205, Christian Wood, 50, 28, 22, 17, 110.5, 108.6, 1.8, 12.1, 5.5, 25.7, 16.4, 12.4, 17.9, 102.03,
205, Devin Booker, 50, 31, 19, 36, 118.3, 112.8, 5.5, 21.4, 2.3, 11.5, 7.2, 8.1, 30.1, 101.74,
205, Trayce Jackson-Davis, 50, 27, 23, 14, 114.3, 112.1, 2.2, 14.2, 12.7, 19.4, 16.0, 9.8, 17.2, 101.55,
205, Jakob Poeltl, 50, 21, 29, 26, 112.6, 113.0, -0.4, 20.2, 12.2, 23.9, 18.0, 12.2, 16.2, 101.52,
205, Cam Thomas, 50, 18, 32, 30, 110.6, 115.7, -5.1, 11.3, 1.4, 9.7, 5.4, 7.4, 30.3, 101.17,
205, Chris Boucher, 50, 16, 34, 14, 115.3, 112.4, 2.9, 7.5, 9.6, 22.8, 16.1, 9.1, 17.2, 100.17,
205, Bryce McGowens, 50, 9, 41, 16, 105.3, 116.1, -10.9, 15.5, 2.2, 11.2, 6.5, 8.8, 14.2, 99.25,
212, Moses Moody, 49, 26, 23, 18, 111.4, 110.4, 1.0, 8.7, 6.3, 12.5, 9.4, 8.2, 18.3, 102.21,
212, John Konchar, 49, 16, 33, 20, 103.7, 110.1, -6.4, 28.9, 6.6, 18.6, 12.3, 11.5, 9.8, 100.26,
212, JT Thor, 49, 12, 37, 13, 107.4, 111.7, -4.2, 10.3, 6.5, 13.9, 10.1, 7.0, 11.5, 100.09,
212, Duop Reath, 49, 14, 35, 18, 110.1, 116.1, -6.0, 10.9, 8.9, 15.7, 12.0, 8.2, 20.5, 99.77,
212, Dennis Smith Jr., 49, 19, 30, 20, 109.7, 109.3, 0.4, 31.9, 5.4, 13.3, 9.2, 10.3, 17.9, 98.99,
212, Zeke Nnaji, 49, 34, 15, 10, 101.3, 115.7, -14.4, 13.3, 12.5, 11.5, 12.0, 12.8, 16.6, 98.85,
212, Cameron Johnson, 49, 19, 30, 28, 111.7, 115.0, -3.3, 16.4, 3.7, 14.0, 8.6, 6.4, 19.7, 98.72,
212, Quentin Grimes, 49, 30, 19, 20, 107.4, 109.3, -1.9, 14.4, 1.5, 9.0, 5.2, 6.2, 15.7, 98.24,
212, Keita Bates-Diop, 49, 29, 20, 13, 110.5, 114.6, -4.1, 15.8, 5.7, 13.4, 9.7, 6.4, 13.5, 97.93,
221, Isaiah Jackson, 48, 29, 19, 14, 112.6, 113.2, -0.6, 12.6, 13.2, 21.7, 17.5, 11.0, 17.7, 105.21,
221, Jalen Johnson, 48, 24, 24, 34, 114.4, 115.3, -0.9, 18.7, 4.0, 23.4, 13.5, 9.4, 18.2, 104.03,
221, Jalen Duren, 48, 10, 38, 30, 108.9, 116.9, -8.0, 17.4, 12.0, 31.1, 21.6, 13.2, 17.6, 102.51,
221, Garrison Mathews, 48, 22, 26, 13, 109.8, 114.5, -4.7, 12.1, 2.4, 8.9, 5.6, 9.0, 10.0, 102.24,
221, Andre Jackson Jr., 48, 30, 18, 11, 115.9, 119.4, -3.5, 27.7, 8.3, 13.2, 10.7, 13.8, 9.9, 101.96,
221, Trey Lyles, 48, 28, 20, 20, 117.0, 112.6, 4.4, 14.7, 5.8, 19.1, 12.6, 8.3, 14.1, 101.70,
221, Daniel Theis, 48, 34, 14, 17, 115.9, 112.8, 3.1, 14.3, 9.5, 16.3, 12.9, 9.8, 15.2, 100.69,
221, CJ McCollum, 48, 32, 16, 31, 115.8, 111.8, 3.9, 20.1, 2.0, 13.3, 7.7, 7.2, 23.9, 100.59,
221, Day'Ron Sharpe, 48, 20, 28, 16, 114.2, 108.5, 5.8, 17.8, 18.6, 27.3, 23.0, 12.4, 18.6, 100.05,
221, Haywood Highsmith, 48, 28, 20, 20, 109.8, 110.5, -0.7, 14.8, 4.7, 11.0, 7.8, 8.4, 12.4, 98.90,
221, Jamal Murray, 48, 35, 13, 32, 118.8, 112.0, 6.7, 24.5, 2.5, 11.3, 7.1, 8.0, 27.8, 98.66,
221, Caleb Houstan, 48, 24, 24, 15, 110.2, 111.2, -1.0, 11.9, 3.7, 8.3, 6.0, 6.6, 12.7, 96.68,
233, KJ Martin, 47, 25, 22, 12, 109.9, 113.3, -3.5, 16.9, 4.9, 13.3, 9.1, 11.9, 13.1, 102.67,
233, Donovan Mitchell, 47, 32, 15, 36, 115.8, 105.8, 10.1, 19.1, 2.8, 13.4, 8.2, 9.0, 31.4, 100.96,
233, Terry Rozier, 47, 14, 33, 34, 109.6, 119.5, -9.8, 23.9, 1.9, 12.1, 6.8, 7.2, 26.0, 99.54,
233, Kevin Love, 47, 26, 21, 18, 115.2, 109.3, 5.9, 21.3, 6.6, 33.8, 19.8, 7.7, 20.7, 99.38,
233, Trendon Watford, 47, 19, 28, 12, 112.6, 114.3, -1.7, 17.8, 8.0, 18.0, 12.9, 11.0, 19.9, 99.22,
233, Caleb Martin, 47, 26, 21, 27, 113.0, 110.9, 2.1, 16.4, 5.1, 14.4, 9.7, 9.3, 17.2, 98.07,
239, Landry Shamet, 46, 6, 40, 16, 109.7, 119.4, -9.7, 14.3, 2.3, 7.3, 4.6, 7.9, 18.9, 103.37,
239, Kristaps Porzingis, 46, 35, 11, 30, 120.4, 108.0, 12.4, 10.2, 6.3, 17.7, 12.5, 8.4, 24.9, 102.18,
239, Larry Nance Jr., 46, 27, 19, 19, 113.3, 107.0, 6.2, 24.3, 9.0, 20.9, 15.1, 13.0, 11.5, 100.48,
239, Julius Randle, 46, 29, 17, 35, 116.8, 113.2, 3.6, 16.9, 6.9, 21.9, 14.5, 11.7, 29.1, 100.35,
239, Sam Merrill, 46, 31, 15, 16, 110.0, 110.5, -0.4, 18.2, 2.7, 10.3, 6.4, 3.2, 18.2, 98.67,
239, Jordan Goodwin, 46, 25, 21, 16, 106.7, 111.6, -4.9, 25.8, 7.7, 13.7, 10.7, 9.5, 18.0, 98.39,
245, Jalen Smith, 45, 26, 19, 18, 116.4, 118.5, -2.2, 11.8, 10.3, 25.0, 17.5, 8.9, 19.2, 104.05,
245, Amen Thompson, 45, 18, 27, 20, 107.7, 110.0, -2.2, 20.8, 8.9, 21.0, 14.7, 13.0, 17.9, 104.02,
245, MarJon Beauchamp, 45, 29, 16, 13, 113.9, 113.8, 0.2, 13.4, 4.3, 14.0, 9.3, 12.0, 14.2, 103.78,
245, Dereck Lively II, 45, 26, 19, 25, 121.3, 114.8, 6.5, 14.3, 12.2, 19.1, 15.8, 12.1, 12.1, 102.20,
245, Jimmy Butler, 45, 23, 22, 34, 115.5, 110.8, 4.7, 20.4, 6.5, 12.0, 9.2, 7.4, 24.9, 98.70,
245, Kyle Lowry, 45, 24, 21, 28, 110.6, 110.5, 0.1, 33.3, 2.6, 11.8, 6.9, 11.3, 13.3, 98.42,
245, Luke Kornet, 45, 34, 11, 15, 116.9, 111.9, 5.0, 17.7, 13.4, 14.5, 14.0, 8.1, 11.2, 97.58,
252, James Wiseman, 44, 5, 39, 15, 107.3, 120.1, -12.8, 11.8, 11.5, 22.4, 16.7, 13.6, 15.5, 104.94,
252, Marvin Bagley III, 44, 4, 40, 21, 109.8, 118.3, -8.6, 10.4, 13.6, 19.1, 16.2, 10.2, 20.8, 103.33,
252, Troy Brown Jr., 44, 28, 16, 11, 110.5, 112.2, -1.8, 19.4, 3.7, 15.5, 9.8, 9.7, 15.2, 102.25,
252, Scoot Henderson, 44, 15, 29, 27, 106.2, 117.7, -11.4, 22.5, 3.4, 9.4, 6.2, 13.9, 25.3, 101.77,
252, Lonnie Walker IV, 44, 20, 24, 18, 114.8, 111.5, 3.3, 11.5, 1.3, 12.1, 6.7, 8.3, 24.9, 101.67,
252, Seth Curry, 44, 25, 19, 14, 110.3, 107.4, 2.9, 15.6, 3.2, 8.9, 6.1, 7.4, 16.7, 100.96,
252, Jonathan Isaac, 44, 27, 17, 15, 113.1, 101.6, 11.5, 6.8, 10.3, 23.5, 16.9, 8.2, 17.4, 98.19,
259, Khris Middleton, 43, 27, 16, 26, 119.5, 112.7, 6.8, 25.6, 2.6, 14.2, 8.7, 10.5, 23.4, 103.57,
259, Shake Milton, 43, 28, 15, 13, 105.9, 110.3, -4.5, 19.1, 2.7, 10.6, 6.6, 10.6, 18.2, 102.85,
259, Blake Wesley, 43, 11, 32, 13, 107.5, 115.4, -7.9, 38.1, 2.0, 8.4, 5.0, 11.0, 14.2, 102.67,
259, Gradey Dick, 43, 16, 27, 17, 106.0, 116.4, -10.4, 14.5, 2.8, 9.5, 6.0, 8.0, 15.4, 102.65,
259, Ish Smith, 43, 6, 37, 17, 101.8, 118.6, -16.8, 41.2, 1.5, 10.9, 5.7, 13.4, 12.2, 100.76,
259, Jose Alvarado, 43, 29, 14, 17, 118.0, 103.3, 14.7, 21.7, 2.4, 11.3, 6.9, 8.5, 18.2, 100.76,
259, Nicolas Batum, 43, 26, 17, 25, 118.6, 111.9, 6.7, 30.9, 5.5, 12.5, 9.0, 9.0, 8.5, 100.42,
259, Kris Murray, 43, 9, 34, 17, 106.0, 109.8, -3.9, 17.0, 5.9, 13.1, 9.2, 10.3, 13.5, 100.33,
259, Chris Duarte, 43, 25, 18, 13, 111.8, 114.5, -2.7, 15.7, 3.6, 12.9, 8.1, 9.0, 14.2, 99.99,
259, Josh Richardson, 43, 24, 19, 26, 108.4, 112.4, -4.0, 20.5, 1.9, 10.8, 6.3, 7.0, 16.5, 99.30,
259, Vasilije Micic, 43, 29, 14, 16, 112.8, 107.1, 5.7, 34.0, 1.4, 6.9, 4.4, 13.4, 19.4, 98.97,
259, Patrick Williams, 43, 19, 24, 27, 114.1, 113.9, 0.1, 12.9, 4.3, 11.8, 7.9, 11.2, 16.6, 98.33,
271, Killian Hayes, 42, 7, 35, 24, 106.4, 116.8, -10.4, 36.5, 1.2, 12.2, 6.6, 9.1, 15.2, 102.88,
271, Kyrie Irving, 42, 25, 17, 34, 118.3, 114.6, 3.7, 17.9, 2.4, 13.6, 8.0, 6.0, 28.5, 102.87,
271, AJ Green, 42, 29, 13, 10, 116.4, 114.3, 2.1, 14.5, 1.8, 10.8, 6.5, 3.9, 17.2, 98.78,
271, Mo Bamba, 42, 22, 20, 11, 106.8, 110.3, -3.5, 13.4, 11.9, 23.0, 17.2, 14.4, 16.3, 98.50,
275, Danilo Gallinari, 41, 13, 28, 14, 111.6, 119.4, -7.8, 18.1, 3.7, 17.5, 10.3, 6.2, 17.8, 101.75,
275, Talen Horton-Tucker, 41, 11, 30, 20, 112.3, 116.1, -3.8, 25.0, 2.7, 11.3, 7.0, 9.0, 23.9, 101.48,
275, Isaiah Stewart, 41, 7, 34, 31, 110.2, 114.3, -4.1, 13.2, 6.2, 18.5, 12.4, 12.2, 15.0, 101.29,
275, OG Anunoby, 41, 23, 18, 34, 116.0, 107.0, 9.0, 13.9, 3.1, 10.1, 6.7, 9.3, 17.6, 100.54,
275, Gary Harris, 41, 26, 15, 23, 112.3, 110.5, 1.7, 21.0, 2.3, 6.1, 4.2, 6.9, 12.2, 99.48,
275, Deandre Ayton, 41, 11, 30, 32, 106.6, 113.9, -7.3, 10.7, 10.4, 28.3, 19.0, 11.0, 19.4, 99.43,
275, Dalen Terry, 41, 19, 22, 10, 114.2, 109.7, 4.6, 30.2, 4.0, 14.9, 9.3, 11.5, 12.2, 98.52,
282, Ben Sheppard, 40, 21, 19, 12, 117.8, 117.1, 0.7, 16.2, 1.9, 12.3, 6.9, 3.9, 13.0, 105.00,
282, Cam Reddish, 40, 22, 18, 22, 110.7, 111.4, -0.7, 14.9, 2.8, 8.5, 5.7, 9.8, 13.0, 103.40,
282, De'Andre Hunter, 40, 19, 21, 28, 116.4, 118.1, -1.6, 8.6, 2.1, 12.9, 7.3, 9.1, 20.2, 103.09,
282, Julian Strawther, 40, 27, 13, 12, 105.7, 117.5, -11.8, 15.6, 0.8, 10.5, 5.5, 6.3, 19.5, 101.09,
282, Oshae Brissett, 40, 33, 7, 11, 116.3, 109.6, 6.6, 17.4, 9.1, 17.8, 13.4, 7.3, 14.4, 100.35,
282, Justin Holiday, 40, 25, 15, 15, 114.5, 112.3, 2.2, 25.4, 1.2, 8.5, 4.8, 5.0, 10.1, 99.81,
282, Anfernee Simons, 40, 10, 30, 35, 108.1, 118.6, -10.5, 19.3, 1.5, 11.0, 5.9, 10.1, 28.6, 99.73,
282, Darius Garland, 40, 24, 16, 33, 113.1, 109.8, 3.3, 24.3, 1.7, 6.2, 4.0, 12.5, 25.9, 99.20,
282, Craig Porter Jr., 40, 26, 14, 14, 113.3, 113.8, -0.6, 28.4, 4.0, 15.4, 9.9, 10.6, 21.2, 96.99,
291, Draymond Green, 39, 22, 17, 27, 115.1, 111.9, 3.2, 37.2, 5.2, 22.4, 14.0, 15.3, 15.7, 104.46,
291, JaVale McGee, 39, 23, 16, 8, 109.6, 113.2, -3.6, 7.8, 13.1, 26.6, 19.9, 17.2, 21.9, 104.06,
291, Cody Zeller, 39, 23, 16, 8, 116.1, 107.0, 9.1, 28.4, 14.8, 21.5, 18.0, 11.8, 12.2, 103.72,
291, Jordan McLaughlin, 39, 23, 16, 9, 103.6, 100.7, 2.9, 38.0, 3.0, 10.2, 6.5, 7.7, 13.5, 102.56,
291, Mike Muscala, 39, 9, 30, 14, 109.0, 115.5, -6.5, 16.7, 6.4, 16.0, 11.1, 8.8, 13.9, 101.94,
291, Bojan Bogdanovic, 39, 7, 32, 30, 109.3, 122.4, -13.1, 10.7, 1.7, 10.6, 6.0, 10.3, 24.9, 101.24,
291, Chris Paul, 39, 20, 19, 27, 114.2, 110.0, 4.2, 43.2, 1.2, 13.7, 7.5, 7.2, 14.9, 100.95,
291, Malcolm Brogdon, 39, 15, 24, 29, 109.7, 113.1, -3.4, 26.1, 2.7, 12.3, 7.4, 7.3, 23.2, 100.57,
291, Kessler Edwards, 39, 24, 15, 5, 103.6, 107.0, -3.3, 13.7, 2.7, 15.2, 8.5, 1.5, 13.0, 100.31,
291, Trey Murphy III, 39, 25, 14, 27, 116.9, 105.2, 11.7, 13.3, 2.7, 13.9, 8.5, 3.3, 19.2, 99.99,
291, Nick Smith Jr., 39, 8, 31, 16, 100.8, 116.7, -15.9, 15.9, 2.9, 7.5, 5.1, 10.2, 19.6, 97.69,
302, Cam Whitmore, 38, 16, 22, 18, 107.8, 111.1, -3.3, 3.9, 4.8, 17.8, 11.1, 7.8, 26.3, 104.20,
302, Jock Landale, 38, 16, 22, 9, 108.1, 102.9, 5.2, 20.3, 14.0, 11.7, 12.9, 8.4, 12.9, 103.07,
302, Dante Exum, 38, 22, 16, 19, 122.0, 113.1, 8.9, 28.5, 3.0, 12.6, 7.9, 7.6, 16.3, 102.92,
302, Xavier Tillman, 38, 17, 21, 20, 103.4, 108.0, -4.6, 18.1, 7.9, 16.7, 12.0, 8.7, 15.7, 100.88,
302, Evan Mobley, 38, 24, 14, 31, 109.8, 107.0, 2.8, 17.3, 8.7, 25.6, 17.5, 10.9, 20.5, 100.77,
302, Keon Ellis, 38, 23, 15, 12, 118.0, 115.4, 2.6, 27.0, 4.1, 9.4, 6.7, 10.5, 12.7, 100.04,
302, Jaden Springer, 38, 23, 15, 11, 109.4, 115.2, -5.9, 17.7, 7.5, 9.9, 8.7, 13.2, 18.3, 100.01,
302, Julian Phillips, 38, 19, 19, 8, 114.9, 113.0, 1.9, 13.4, 3.6, 9.1, 6.2, 9.3, 12.6, 99.84,
302, Wendell Carter Jr., 38, 20, 18, 26, 110.3, 109.1, 1.2, 13.5, 9.4, 21.8, 15.6, 10.4, 17.5, 98.35,
302, Chuma Okeke, 38, 17, 21, 10, 103.2, 107.1, -3.8, 13.2, 4.7, 16.4, 10.2, 8.8, 13.4, 96.30,
312, Desmond Bane, 37, 14, 23, 35, 106.1, 112.7, -6.6, 18.6, 2.9, 11.8, 7.2, 9.4, 28.3, 102.25,
312, Chimezie Metu, 37, 22, 15, 12, 111.3, 113.4, -2.1, 9.7, 7.0, 21.7, 14.8, 13.9, 17.5, 100.21,
312, Marcus Morris Sr., 37, 22, 15, 17, 111.7, 113.3, -1.6, 9.8, 3.0, 16.5, 9.5, 7.1, 16.2, 99.74,
312, Jacob Gilyard, 37, 10, 27, 18, 104.4, 117.8, -13.3, 43.0, 1.3, 6.6, 3.7, 9.5, 11.7, 98.58,
312, Jericho Sims, 37, 23, 14, 14, 107.4, 111.0, -3.5, 23.2, 10.9, 16.7, 13.8, 13.7, 6.4, 93.91,
317, De'Anthony Melton, 36, 23, 13, 28, 119.8, 111.2, 8.6, 20.7, 3.0, 12.3, 7.6, 7.3, 17.8, 102.43,
317, Delon Wright, 36, 8, 28, 14, 108.1, 112.7, -4.6, 36.6, 2.9, 10.4, 6.6, 4.4, 13.2, 102.34,
317, Jalen McDaniels, 36, 10, 26, 9, 104.7, 113.3, -8.7, 12.7, 3.2, 14.1, 8.5, 12.0, 18.1, 100.42,
317, Tyler Herro, 36, 19, 17, 34, 111.2, 111.3, -0.2, 17.2, 1.6, 15.8, 8.6, 8.4, 27.5, 99.92,
317, Dalano Banton, 36, 21, 15, 13, 110.7, 113.4, -2.7, 16.8, 6.6, 14.8, 10.6, 9.1, 22.9, 98.79,
317, Tristan Thompson, 36, 24, 12, 12, 118.4, 112.2, 6.1, 22.9, 15.9, 19.6, 17.8, 13.2, 13.2, 98.70,
323, Sandro Mamukelashvili, 35, 8, 27, 6, 107.8, 106.3, 1.5, 24.7, 9.7, 19.6, 14.5, 6.8, 16.3, 105.30,
323, Jordan Nwora, 35, 13, 22, 11, 108.8, 119.9, -11.1, 15.6, 4.8, 15.6, 10.1, 8.5, 21.8, 104.75,
323, Furkan Korkmaz, 35, 22, 13, 9, 116.3, 111.4, 4.9, 20.9, 1.4, 9.8, 5.5, 8.3, 13.1, 103.77,
323, Sasha Vezenkov, 35, 18, 17, 13, 112.8, 113.0, -0.2, 7.6, 7.5, 14.7, 11.0, 5.6, 17.5, 103.01,
323, Omer Yurtseven, 35, 15, 20, 9, 103.7, 116.6, -12.8, 11.3, 14.4, 29.2, 21.4, 17.7, 16.4, 101.45,
323, Bradley Beal, 35, 21, 14, 33, 115.6, 113.2, 2.5, 20.1, 3.2, 11.0, 7.3, 10.9, 24.4, 101.45,
323, Gordon Hayward, 35, 15, 20, 27, 110.9, 117.9, -7.0, 23.7, 3.5, 13.5, 8.4, 9.8, 19.2, 101.32,
323, Bismack Biyombo, 35, 17, 18, 21, 108.4, 112.8, -4.4, 22.4, 8.9, 20.1, 14.6, 16.9, 10.5, 101.07,
323, Torrey Craig, 35, 14, 21, 21, 109.2, 117.1, -7.9, 15.5, 8.2, 16.6, 12.1, 8.9, 12.5, 98.46,
332, Anthony Gill, 34, 6, 28, 5, 120.5, 102.1, 18.4, 15.8, 9.0, 15.2, 12.1, 16.9, 17.3, 106.49,
332, Jae Crowder, 34, 19, 15, 24, 112.4, 114.3, -1.9, 19.0, 2.5, 13.9, 8.1, 6.2, 11.0, 102.61,
332, Joel Embiid, 34, 26, 8, 34, 118.8, 109.2, 9.7, 15.4, 8.8, 27.0, 18.2, 10.1, 39.2, 102.36,
332, Danuel House Jr., 34, 21, 13, 15, 109.8, 108.5, 1.3, 16.3, 3.3, 9.0, 6.1, 11.0, 12.0, 101.43,
332, Nassir Little, 34, 21, 13, 13, 106.0, 111.1, -5.0, 12.9, 3.6, 14.0, 9.0, 8.8, 13.1, 101.11,
332, Yuta Watanabe, 34, 18, 16, 14, 106.8, 115.2, -8.5, 9.5, 2.7, 9.8, 6.4, 12.1, 13.3, 100.06,
332, Kobe Brown, 34, 25, 9, 8, 113.0, 119.9, -6.9, 19.3, 3.8, 14.6, 8.9, 8.0, 10.8, 99.08,
339, Johnny Davis, 33, 4, 29, 10, 102.8, 109.8, -7.0, 11.1, 4.1, 11.0, 7.2, 6.9, 13.0, 106.55,
339, Richaun Holmes, 33, 10, 23, 12, 107.8, 113.9, -6.0, 12.8, 12.1, 21.0, 16.2, 10.8, 14.0, 102.79,
339, Olivier-Maxence Prosper, 33, 19, 14, 8, 106.9, 115.5, -8.7, 16.8, 6.4, 18.2, 11.8, 4.4, 14.9, 102.30,
339, Luke Kennard, 33, 12, 21, 25, 105.2, 115.4, -10.2, 24.0, 1.2, 11.5, 6.3, 9.4, 16.8, 100.01,
343, Eugene Omoruyi, 32, 4, 28, 7, 99.5, 114.0, -14.5, 14.2, 11.0, 18.5, 14.4, 9.2, 23.9, 107.81,
343, Luka Samanic, 32, 13, 19, 7, 106.0, 108.0, -1.9, 6.4, 5.2, 19.6, 12.8, 12.0, 21.5, 106.01,
343, Shaedon Sharpe, 32, 8, 24, 33, 103.6, 114.0, -10.3, 14.4, 4.2, 13.5, 8.5, 11.0, 22.4, 101.61,
343, Skylar Mays, 32, 11, 21, 13, 102.6, 116.8, -14.2, 31.3, 2.5, 9.9, 5.8, 7.2, 18.5, 99.43,
347, Kevin Knox II, 31, 4, 27, 18, 109.1, 115.8, -6.7, 9.6, 3.4, 12.6, 7.6, 9.1, 16.2, 103.92,
347, GG Jackson, 31, 9, 22, 21, 103.1, 109.1, -6.1, 6.5, 5.5, 12.7, 9.1, 8.6, 23.7, 99.72,
347, Lamar Stevens, 31, 19, 12, 12, 101.9, 101.6, 0.3, 7.5, 7.3, 16.4, 12.0, 10.7, 22.7, 98.95,
350, A.J. Lawson, 30, 17, 13, 8, 114.7, 108.8, 5.8, 11.0, 4.8, 9.5, 7.0, 8.4, 17.8, 105.70,
350, Ousmane Dieng, 30, 18, 12, 11, 110.0, 107.9, 2.1, 20.7, 3.2, 12.6, 7.9, 10.1, 16.3, 100.54,
350, Nikola Jovic, 30, 14, 16, 18, 115.5, 107.2, 8.3, 23.3, 4.0, 21.5, 13.0, 11.4, 16.2, 99.42,
353, Jarred Vanderbilt, 29, 14, 15, 20, 113.6, 109.0, 4.7, 18.6, 8.3, 18.8, 13.7, 14.4, 11.5, 104.08,
353, Lester Quinones, 29, 17, 12, 12, 109.3, 109.8, -0.5, 16.6, 5.9, 14.4, 10.0, 9.1, 16.8, 101.13,
353, Alex Len, 29, 14, 15, 9, 117.9, 103.7, 14.2, 24.2, 13.5, 22.8, 17.9, 16.7, 13.5, 101.05,
353, Mason Plumlee, 29, 19, 10, 17, 119.3, 115.4, 3.9, 18.7, 10.7, 27.3, 19.5, 11.4, 14.2, 100.85,
353, Robert Covington, 29, 20, 9, 17, 114.7, 103.5, 11.1, 16.6, 7.3, 14.3, 11.0, 7.6, 10.7, 99.29,
353, DeAndre Jordan, 29, 19, 10, 11, 105.8, 115.2, -9.4, 14.6, 15.5, 27.4, 21.4, 13.9, 15.4, 97.89,
359, Gary Payton II, 28, 16, 12, 16, 114.0, 107.3, 6.7, 15.2, 8.0, 12.5, 10.1, 9.6, 14.0, 105.46,
359, Cody Martin, 28, 7, 21, 27, 105.6, 115.5, -9.9, 27.5, 2.7, 13.8, 8.0, 11.7, 16.1, 99.09,
359, Orlando Robinson, 28, 15, 13, 10, 113.4, 110.4, 3.0, 23.5, 10.7, 23.1, 17.1, 13.8, 15.1, 98.66,
359, Damian Jones, 28, 20, 8, 7, 95.3, 114.9, -19.6, 17.8, 7.3, 17.9, 12.5, 14.8, 13.9, 93.39,
363, Maxi Kleber, 27, 14, 13, 22, 116.5, 114.5, 2.0, 23.7, 3.5, 15.0, 9.4, 11.0, 10.3, 102.14,
363, Jeremiah Robinson-Earl, 27, 15, 12, 10, 106.1, 112.3, -6.2, 11.0, 6.8, 16.3, 11.6, 12.0, 14.2, 101.10,
363, Thanasis Antetokounmpo, 27, 18, 9, 5, 104.5, 111.1, -6.6, 26.6, 6.7, 3.4, 4.8, 22.5, 13.0, 100.04,
363, Markelle Fultz, 27, 15, 12, 22, 108.0, 107.3, 0.7, 24.9, 6.7, 10.5, 8.6, 9.5, 18.2, 99.91,
363, Thomas Bryant, 27, 15, 12, 10, 109.9, 115.3, -5.4, 13.1, 10.2, 22.5, 16.3, 12.3, 17.0, 99.64,
363, Bruno Fernando, 27, 13, 14, 13, 108.0, 110.8, -2.8, 12.1, 11.3, 23.5, 17.5, 13.4, 17.1, 99.30,
363, Lindy Waters III, 27, 18, 9, 7, 105.8, 109.9, -4.1, 18.8, 1.1, 14.5, 7.8, 7.5, 15.7, 98.16,
363, Jalen Wilson, 27, 8, 19, 15, 112.3, 118.0, -5.8, 19.4, 8.5, 13.7, 10.9, 7.1, 13.6, 98.02,
