IND, VS_PLAYER, TEAM, GP, W, L, MIN, OPP_FGM, OPP_FGA, OPP_FG%, OPP_3PM, OPP_3PA, OPP_3P%, OPP_FTM, OPP_FTA, OPP_FT%, OPP_OREB, OPP_DREB, OPP_REB, OPP_AST, OPP_TOV, OPP_STL, OPP_BLK, OPP_BLKA, OPP_PF, OPP_PFD, OPP_PTS, plus_minus
9, Collin Sexton, UTA, 67, 29, 38, 46.8, 43.1, 88.3, 48.9, 14.6, 35.6, 41.1, 17.7, 22.6, 78.3, 10.3, 29.5, 39.8, 28.9, 12.4, 7.5, 7.1, 5.4, 19.2, 18.6, 118.6, 0.5
9, Jonas Valanciunas, NOP, 67, 41, 26, 48.5, 41.9, 89.3, 47.0, 14.8, 39.6, 37.4, 14.9, 19.3, 77.3, 9.5, 31.0, 40.5, 28.8, 12.7, 6.5, 5.3, 5.5, 18.7, 18.5, 113.6, -4.8
9, Cason Wallace, OKC, 67, 47, 20, 47.4, 40.0, 87.3, 45.9, 12.5, 34.2, 36.6, 18.8, 23.7, 79.3, 12.6, 32.0, 44.6, 26.4, 16.3, 7.4, 5.2, 6.7, 17.3, 19.8, 111.4, -3.2
21, Paolo Banchero, ORL, 66, 39, 27, 48.8, 41.2, 85.3, 48.3, 11.7, 31.7, 36.8, 18.2, 23.5, 77.4, 9.2, 32.0, 41.2, 24.9, 15.3, 8.4, 4.9, 5.2, 21.5, 20.2, 112.3, 0.1
21, Harrison Barnes, SAC, 66, 38, 28, 47.3, 43.2, 86.2, 50.1, 13.3, 33.1, 40.3, 17.4, 21.5, 81.2, 8.2, 34.6, 42.8, 28.7, 13.4, 7.2, 4.5, 3.1, 17.5, 18.7, 117.1, 2.7
21, DeMar DeRozan, CHI, 66, 32, 34, 48.9, 41.5, 87.2, 47.6, 14.7, 40.0, 36.7, 17.0, 21.8, 78.2, 9.8, 34.0, 43.8, 28.2, 13.7, 6.4, 4.8, 4.9, 19.6, 18.6, 114.7, 1.8
21, Donte DiVincenzo, NYK, 66, 40, 26, 49.2, 42.1, 88.1, 47.9, 13.8, 35.8, 38.7, 15.6, 20.2, 77.0, 10.1, 30.9, 40.9, 27.4, 13.5, 6.9, 5.0, 4.6, 19.4, 18.0, 113.7, -2.7
21, Ayo Dosunmu, CHI, 66, 33, 33, 48.8, 41.7, 88.1, 47.3, 14.1, 39.1, 36.2, 17.7, 22.6, 78.1, 10.5, 33.9, 44.4, 28.3, 13.6, 6.8, 5.4, 5.1, 17.9, 19.3, 115.1, 3.7
21, Josh Giddey, OKC, 66, 47, 19, 46.7, 40.9, 88.4, 46.3, 13.2, 35.7, 36.8, 16.7, 21.5, 77.7, 12.1, 32.1, 44.2, 27.9, 14.4, 6.8, 5.3, 7.1, 17.7, 17.9, 111.7, -7.3
21, Shai Gilgeous-Alexander, OKC, 66, 47, 19, 46.9, 39.2, 86.7, 45.2, 13.1, 36.3, 36.0, 19.1, 24.1, 79.4, 11.6, 32.2, 43.8, 26.0, 15.5, 6.0, 5.0, 6.8, 19.3, 19.1, 110.5, -11.2
21, Josh Hart, NYK, 66, 39, 27, 49.9, 41.0, 88.7, 46.3, 13.2, 35.9, 36.8, 14.7, 19.6, 74.9, 10.2, 31.1, 41.3, 25.3, 13.7, 7.0, 5.7, 4.4, 20.0, 17.7, 110.0, -5.1
21, Sam Hauser, BOS, 66, 53, 13, 48.7, 40.5, 91.9, 44.0, 11.6, 35.5, 32.7, 15.1, 19.3, 78.0, 11.7, 32.4, 44.1, 24.3, 11.2, 6.0, 4.1, 6.8, 16.8, 17.3, 107.6, -13.0
21, Nikola Jokic, DEN, 66, 46, 20, 48.8, 42.0, 89.1, 47.1, 11.0, 31.6, 34.9, 15.7, 19.9, 78.8, 9.9, 31.2, 41.0, 27.0, 12.5, 7.4, 4.3, 4.8, 18.6, 16.3, 110.7, -11.2
21, Tyus Jones, WAS, 66, 11, 55, 46.0, 46.5, 90.7, 51.3, 11.9, 31.3, 38.1, 17.5, 22.4, 77.9, 12.1, 35.8, 48.0, 29.9, 13.2, 7.2, 5.1, 5.4, 15.9, 18.4, 122.4, 11.8
21, Corey Kispert, WAS, 66, 11, 55, 45.9, 44.6, 89.3, 50.0, 12.3, 33.6, 36.6, 17.6, 22.5, 77.9, 11.6, 35.2, 46.8, 27.8, 12.6, 7.8, 5.9, 4.2, 18.1, 19.1, 119.1, 11.1
21, Jordan Poole, WAS, 66, 11, 55, 45.6, 45.1, 89.3, 50.5, 12.1, 32.1, 37.7, 18.2, 23.1, 78.5, 11.7, 35.6, 47.3, 28.8, 13.3, 7.1, 5.0, 5.1, 16.8, 19.1, 120.4, 11.2
21, Domantas Sabonis, SAC, 66, 38, 28, 47.8, 42.6, 85.9, 49.5, 13.3, 32.9, 40.5, 18.0, 22.0, 81.9, 8.3, 33.1, 41.4, 28.5, 13.5, 7.4, 4.7, 3.3, 17.8, 19.2, 116.5, -0.4
21, Moritz Wagner, ORL, 66, 39, 27, 48.3, 40.7, 84.3, 48.3, 12.0, 34.1, 35.2, 18.2, 23.9, 76.2, 9.2, 29.2, 38.4, 24.9, 14.8, 7.7, 4.9, 5.0, 22.0, 21.4, 111.6, -1.6
21, Peyton Watson, DEN, 66, 46, 20, 48.9, 40.3, 90.9, 44.3, 11.1, 31.5, 35.1, 21.1, 26.9, 78.3, 13.2, 32.1, 45.3, 24.1, 11.8, 7.2, 5.4, 7.1, 17.9, 21.5, 112.8, 2.3
21, Coby White, CHI, 66, 32, 34, 49.2, 41.7, 88.3, 47.3, 14.6, 40.2, 36.3, 17.0, 21.7, 78.3, 10.0, 33.5, 43.5, 28.8, 13.4, 6.7, 5.0, 4.5, 19.1, 18.8, 115.1, 0.4
38, Malik Beasley, MIL, 65, 41, 24, 46.6, 42.5, 92.1, 46.1, 11.6, 33.4, 34.9, 14.8, 18.8, 78.5, 10.3, 33.7, 44.0, 26.3, 11.4, 6.6, 4.1, 5.5, 19.0, 16.9, 111.5, -7.9
38, Luguentz Dort, OKC, 65, 45, 20, 47.2, 40.2, 87.8, 45.8, 13.7, 37.4, 36.6, 18.6, 23.6, 78.7, 11.6, 31.9, 43.5, 27.0, 15.1, 6.4, 4.9, 6.6, 18.9, 19.2, 112.7, -7.7
38, Tim Hardaway Jr., DAL, 65, 38, 27, 46.8, 43.1, 89.0, 48.4, 13.1, 35.9, 36.6, 16.8, 22.1, 75.9, 11.6, 33.5, 45.1, 27.2, 13.1, 6.8, 3.8, 4.0, 21.8, 18.4, 116.1, -0.6
38, Jonathan Kuminga, GSW, 65, 34, 31, 46.8, 40.8, 88.0, 46.4, 11.9, 35.0, 33.9, 18.2, 23.1, 78.9, 10.7, 32.0, 42.8, 25.8, 13.3, 7.6, 5.1, 4.2, 17.8, 19.5, 111.7, -3.1
38, Kyle Kuzma, WAS, 65, 11, 54, 46.3, 46.3, 91.5, 50.6, 12.0, 32.2, 37.4, 17.5, 22.5, 77.7, 12.5, 36.1, 48.6, 29.3, 13.3, 6.8, 5.2, 5.3, 16.0, 18.7, 122.0, 12.1
38, Brook Lopez, MIL, 65, 43, 22, 46.6, 42.2, 91.7, 46.1, 11.5, 33.0, 34.9, 14.9, 18.6, 80.0, 10.2, 33.3, 43.4, 25.8, 10.9, 6.9, 4.3, 5.5, 19.9, 16.7, 110.8, -7.4
38, Malik Monk, SAC, 65, 38, 27, 47.0, 40.9, 84.2, 48.5, 13.0, 32.6, 39.8, 20.9, 25.9, 80.6, 9.1, 31.4, 40.6, 26.1, 13.0, 7.4, 4.8, 4.0, 19.7, 20.8, 115.6, -0.5
38, Norman Powell, LAC, 65, 41, 24, 47.8, 41.1, 88.4, 46.4, 12.5, 34.9, 35.7, 18.8, 24.2, 78.0, 11.2, 32.0, 43.2, 25.6, 13.2, 6.8, 4.8, 5.7, 20.6, 20.6, 113.4, -4.5
38, Taurean Prince, LAL, 65, 34, 31, 47.0, 44.3, 91.4, 48.4, 14.3, 36.9, 38.8, 14.6, 18.2, 80.2, 11.1, 33.8, 44.8, 28.7, 12.4, 6.9, 5.1, 5.4, 19.3, 15.6, 117.5, 3.8
47, Kyle Anderson, MIN, 64, 45, 19, 47.8, 37.9, 85.2, 44.5, 11.4, 33.2, 34.4, 18.6, 23.1, 80.4, 9.7, 30.9, 40.6, 23.7, 14.4, 7.2, 4.8, 6.5, 20.5, 19.6, 105.8, -4.1
47, Giannis Antetokounmpo, MIL, 64, 41, 23, 46.9, 42.5, 90.2, 47.1, 12.7, 34.8, 36.4, 16.2, 20.1, 80.8, 9.7, 32.1, 41.8, 25.4, 11.5, 6.2, 4.1, 5.0, 20.7, 18.8, 113.8, -6.6
47, Bogdan Bogdanovic, ATL, 64, 29, 35, 46.9, 41.8, 86.4, 48.4, 13.7, 36.4, 37.6, 16.3, 21.0, 77.9, 10.1, 32.5, 42.5, 26.5, 13.9, 7.2, 5.3, 4.1, 18.8, 17.1, 113.6, -3.9
47, Toumani Camara, POR, 64, 19, 45, 48.5, 41.2, 86.3, 47.7, 11.6, 33.2, 34.9, 18.1, 22.8, 79.6, 10.6, 33.1, 43.7, 26.7, 15.5, 9.1, 6.6, 4.2, 18.1, 20.1, 112.1, 5.3
47, Jevon Carter, CHI, 64, 31, 33, 48.4, 38.7, 84.4, 45.9, 14.0, 38.4, 36.6, 17.0, 22.0, 77.2, 10.6, 33.5, 44.1, 26.1, 16.6, 6.7, 5.9, 5.0, 18.8, 19.1, 108.4, -0.9
47, Anthony Davis, LAL, 64, 35, 29, 47.1, 43.6, 91.3, 47.7, 14.5, 36.6, 39.5, 13.9, 17.2, 80.7, 10.3, 32.6, 42.9, 28.0, 12.9, 7.7, 4.7, 5.8, 19.3, 14.7, 115.6, -0.6
47, Anthony Edwards, MIN, 64, 44, 20, 48.7, 39.2, 88.2, 44.5, 11.1, 32.7, 33.9, 17.7, 22.4, 79.1, 10.4, 30.2, 40.5, 24.4, 13.8, 7.6, 4.7, 6.3, 19.5, 19.0, 107.2, -9.6
47, Aaron Holiday, HOU, 64, 31, 33, 46.9, 37.9, 83.6, 45.3, 11.2, 33.4, 33.6, 20.0, 27.1, 73.8, 10.3, 33.4, 43.7, 22.5, 14.1, 7.2, 5.8, 4.4, 19.9, 21.8, 107.0, -1.9
47, Dejounte Murray, ATL, 64, 28, 36, 47.1, 44.3, 88.9, 49.8, 13.7, 34.9, 39.2, 17.0, 21.3, 79.7, 10.9, 32.7, 43.5, 27.8, 13.6, 7.9, 5.9, 4.5, 19.2, 18.2, 119.3, 2.4
47, Jusuf Nurkic, PHX, 64, 39, 25, 47.8, 42.4, 90.6, 46.7, 12.9, 34.9, 36.9, 14.5, 18.9, 76.9, 9.7, 29.6, 39.3, 26.5, 11.8, 8.1, 4.6, 5.2, 19.8, 17.4, 112.2, -8.7
47, Cedi Osman, SAS, 64, 14, 50, 45.8, 43.6, 86.6, 50.4, 13.3, 33.6, 39.5, 19.2, 24.6, 77.8, 10.6, 34.4, 45.0, 26.5, 12.7, 8.0, 4.5, 5.4, 18.0, 19.3, 119.6, 13.2
47, Jayson Tatum, BOS, 64, 51, 13, 48.3, 41.6, 92.4, 45.1, 13.0, 36.9, 35.1, 13.4, 17.4, 76.8, 11.1, 32.5, 43.6, 24.6, 12.0, 6.2, 3.2, 6.4, 17.8, 16.1, 109.6, -12.7
47, Myles Turner, IND, 64, 36, 28, 46.7, 44.1, 88.5, 49.8, 10.4, 28.0, 37.3, 17.6, 22.8, 77.3, 9.8, 32.8, 42.6, 24.8, 12.3, 5.8, 5.1, 6.1, 17.7, 19.1, 116.3, -4.2
47, Aaron Wiggins, OKC, 64, 46, 18, 48.2, 41.2, 91.0, 45.3, 13.7, 37.7, 36.5, 16.5, 21.8, 75.5, 12.7, 32.0, 44.7, 26.9, 15.4, 7.2, 5.5, 6.6, 18.4, 17.9, 112.6, -2.0
61, Deni Avdija, WAS, 63, 11, 52, 45.6, 44.4, 89.4, 49.7, 11.8, 32.3, 36.6, 17.1, 22.0, 77.8, 11.5, 34.5, 46.0, 28.2, 13.3, 7.6, 5.4, 4.6, 17.3, 18.9, 117.8, 8.0
61, Saddiq Bey, ATL, 63, 28, 35, 47.0, 44.2, 89.1, 49.7, 13.4, 34.5, 38.8, 17.2, 21.6, 79.7, 10.8, 31.1, 42.0, 27.9, 12.9, 7.8, 5.8, 4.4, 19.6, 18.2, 119.1, 0.4
61, Malaki Branham, SAS, 63, 13, 50, 46.4, 45.1, 89.2, 50.5, 13.2, 33.1, 39.8, 16.0, 20.0, 80.1, 10.3, 34.0, 44.4, 27.8, 13.3, 9.1, 4.8, 5.7, 16.9, 16.4, 119.3, 12.8
61, Bilal Coulibaly, WAS, 63, 11, 52, 46.5, 45.0, 89.0, 50.5, 11.1, 31.1, 35.7, 17.7, 22.9, 77.2, 11.8, 35.5, 47.4, 27.7, 14.3, 8.0, 5.4, 5.1, 17.9, 19.4, 118.8, 11.4
61, Rudy Gobert, MIN, 63, 44, 19, 49.5, 39.4, 89.7, 43.9, 11.9, 33.6, 35.6, 15.5, 19.6, 79.1, 10.7, 29.4, 40.1, 25.1, 13.7, 8.0, 5.0, 6.1, 21.1, 18.7, 106.3, -8.8
61, Jeff Green, HOU, 63, 30, 33, 47.5, 40.2, 86.6, 46.5, 11.6, 34.9, 33.2, 20.0, 26.4, 75.8, 10.8, 33.4, 44.2, 23.2, 13.6, 7.0, 5.4, 5.3, 21.2, 21.8, 112.0, 4.4
61, Kevin Huerter, SAC, 63, 36, 27, 47.5, 42.6, 86.3, 49.3, 12.5, 32.2, 38.9, 17.6, 21.2, 82.9, 8.4, 33.6, 42.0, 28.4, 13.4, 6.7, 3.9, 3.8, 17.2, 19.3, 115.3, -2.3
61, Jaden Ivey, DET, 63, 12, 51, 47.0, 43.0, 87.5, 49.2, 11.8, 31.3, 37.8, 20.3, 24.6, 82.3, 8.8, 31.2, 40.0, 26.4, 10.9, 8.5, 6.1, 4.8, 18.4, 21.3, 118.2, 6.0
61, Isaiah Joe, OKC, 63, 44, 19, 45.8, 36.6, 81.2, 45.0, 12.8, 35.0, 36.6, 19.9, 25.1, 79.5, 11.4, 31.5, 42.8, 24.1, 16.4, 6.1, 4.4, 5.5, 21.3, 19.8, 106.0, -11.8
61, Keldon Johnson, SAS, 63, 15, 48, 46.3, 43.4, 88.2, 49.2, 12.6, 33.3, 37.9, 17.6, 22.8, 77.3, 10.3, 34.0, 44.3, 26.3, 12.8, 7.9, 4.7, 5.5, 17.4, 18.5, 117.0, 8.4
61, Derrick Jones Jr., DAL, 63, 36, 27, 47.0, 42.7, 89.7, 47.6, 12.6, 35.2, 35.7, 16.9, 21.4, 79.0, 11.3, 33.4, 44.7, 28.1, 13.1, 7.6, 3.6, 5.1, 19.2, 18.1, 114.9, 0.3
61, Tre Jones, SAS, 63, 14, 49, 46.5, 42.5, 88.8, 47.9, 11.9, 32.7, 36.5, 15.7, 19.9, 79.0, 10.9, 32.2, 43.2, 26.4, 13.2, 8.3, 4.4, 6.5, 18.6, 16.5, 112.7, 1.2
61, Damian Lillard, MIL, 63, 44, 19, 46.7, 42.8, 91.4, 46.8, 11.6, 33.2, 34.8, 15.2, 19.1, 79.8, 9.9, 33.0, 42.8, 26.3, 11.6, 6.6, 4.2, 5.1, 20.2, 17.5, 112.4, -8.0
61, D'Angelo Russell, LAL, 63, 36, 27, 46.6, 43.5, 91.2, 47.7, 13.1, 34.8, 37.7, 13.9, 17.1, 81.2, 11.0, 32.5, 43.5, 27.6, 12.7, 7.2, 4.7, 5.8, 18.3, 15.3, 114.1, -1.9
61, Alperen Sengun, HOU, 63, 29, 34, 48.3, 41.3, 88.1, 46.8, 12.9, 35.8, 36.1, 17.3, 23.3, 74.3, 10.6, 34.4, 45.0, 25.4, 13.0, 7.2, 5.9, 3.9, 19.4, 19.4, 112.8, -1.2
61, Ausar Thompson, DET, 63, 10, 53, 47.5, 41.2, 86.9, 47.4, 11.8, 32.2, 36.8, 20.3, 25.2, 80.8, 9.2, 32.3, 41.4, 26.5, 13.1, 9.0, 5.5, 5.3, 17.9, 21.3, 114.7, 6.9
61, Klay Thompson, GSW, 63, 32, 31, 47.0, 43.2, 89.3, 48.4, 13.1, 35.9, 36.6, 17.6, 21.9, 80.5, 10.6, 32.3, 42.9, 27.2, 12.0, 7.3, 4.9, 3.9, 17.9, 19.0, 117.2, 2.1
61, Matisse Thybulle, POR, 63, 18, 45, 48.3, 42.7, 86.3, 49.5, 11.8, 32.3, 36.4, 18.2, 23.2, 78.2, 10.9, 32.9, 43.8, 27.4, 16.0, 8.7, 6.5, 4.9, 18.4, 20.5, 115.3, 7.3
61, Nikola Vucevic, CHI, 63, 31, 32, 49.2, 41.7, 87.9, 47.4, 14.8, 40.1, 36.8, 17.1, 22.1, 77.5, 9.7, 35.4, 45.1, 28.7, 13.5, 6.6, 4.7, 4.6, 17.4, 18.8, 115.3, 2.8
80, Grayson Allen, PHX, 62, 36, 26, 47.9, 43.4, 91.9, 47.3, 13.2, 36.1, 36.6, 15.4, 20.1, 76.9, 11.3, 30.2, 41.4, 27.0, 11.8, 7.7, 4.7, 5.6, 20.2, 18.0, 115.5, -3.8
80, Jarrett Allen, CLE, 62, 40, 22, 48.6, 40.9, 88.7, 46.1, 11.9, 33.5, 35.7, 16.4, 20.4, 80.0, 10.0, 32.2, 42.3, 25.0, 13.7, 7.7, 5.5, 4.8, 19.4, 16.9, 110.1, -5.7
80, Jalen Brunson, NYK, 62, 39, 23, 49.3, 41.9, 88.0, 47.5, 13.2, 34.7, 38.0, 15.5, 20.6, 75.0, 10.2, 30.6, 40.7, 26.8, 13.3, 7.0, 5.0, 4.1, 21.4, 18.1, 112.4, -7.7
80, Kentavious Caldwell-Pope, DEN, 62, 44, 18, 48.9, 41.8, 89.4, 46.8, 10.8, 30.9, 34.9, 16.5, 20.6, 80.1, 10.7, 31.1, 41.8, 26.4, 13.1, 7.2, 4.1, 5.1, 19.0, 16.7, 110.9, -10.8
80, John Collins, UTA, 62, 27, 35, 47.3, 45.0, 89.3, 50.4, 14.6, 35.3, 41.3, 17.0, 21.9, 77.9, 9.9, 31.0, 40.9, 30.0, 11.8, 8.0, 6.6, 5.0, 19.3, 19.1, 121.6, 6.9
80, Mike Conley, MIN, 62, 44, 18, 49.1, 39.9, 89.1, 44.8, 11.4, 32.1, 35.7, 15.7, 20.0, 78.6, 10.8, 30.5, 41.2, 24.8, 13.7, 8.1, 5.0, 5.9, 21.6, 18.8, 107.0, -6.8
80, Pat Connaughton, MIL, 62, 40, 22, 46.9, 43.7, 88.4, 49.5, 13.8, 36.2, 38.0, 15.9, 20.2, 78.9, 9.4, 33.0, 42.4, 26.8, 12.0, 6.5, 4.1, 4.1, 20.7, 18.9, 117.2, 0.9
80, Drew Eubanks, PHX, 62, 33, 29, 48.2, 40.9, 89.9, 45.5, 14.1, 38.4, 36.7, 17.1, 22.2, 76.9, 12.8, 30.6, 43.4, 25.2, 13.2, 8.2, 4.6, 6.7, 20.5, 17.9, 113.0, 5.2
80, Aaron Gordon, DEN, 62, 42, 20, 48.7, 42.1, 88.8, 47.5, 11.0, 31.3, 35.1, 15.2, 19.6, 77.3, 10.3, 31.4, 41.7, 26.8, 13.0, 7.1, 4.1, 5.0, 18.6, 16.1, 110.4, -8.9
80, Kevon Looney, GSW, 62, 33, 29, 47.8, 43.0, 89.3, 48.1, 13.8, 37.7, 36.8, 16.9, 21.1, 80.0, 9.7, 30.6, 40.3, 27.2, 11.3, 8.0, 4.4, 3.6, 19.0, 19.4, 116.7, 1.5
80, Duncan Robinson, MIA, 62, 35, 27, 48.9, 40.5, 86.7, 46.8, 13.3, 36.7, 36.2, 15.9, 20.7, 76.5, 9.5, 33.7, 43.2, 26.5, 13.8, 6.3, 4.7, 3.8, 19.3, 18.9, 110.1, -2.2
80, Jabari Smith Jr., HOU, 62, 31, 31, 48.0, 40.9, 88.0, 46.5, 12.5, 35.3, 35.5, 18.4, 24.4, 75.2, 10.9, 34.5, 45.4, 25.1, 12.7, 6.8, 6.0, 4.3, 19.2, 20.5, 112.7, 0.9
80, Devin Vassell, SAS, 62, 14, 48, 46.8, 43.9, 90.1, 48.8, 11.5, 32.1, 35.8, 15.4, 19.6, 78.8, 10.9, 33.5, 44.5, 27.3, 12.7, 8.7, 4.5, 6.3, 17.2, 16.4, 114.8, 5.7
80, Derrick White, BOS, 62, 50, 12, 47.8, 41.4, 92.3, 44.9, 12.9, 36.8, 35.1, 13.3, 17.5, 76.3, 11.0, 32.6, 43.6, 24.4, 12.1, 6.3, 3.6, 6.9, 18.2, 16.2, 109.1, -13.8
94, Anthony Black, ORL, 61, 34, 27, 48.0, 39.7, 84.6, 46.9, 11.4, 31.3, 36.4, 18.0, 23.1, 78.1, 8.9, 30.9, 39.8, 23.7, 15.0, 9.0, 5.1, 6.4, 20.5, 20.1, 108.9, 0.8
94, Kevin Durant, PHX, 61, 34, 27, 47.6, 42.9, 91.4, 47.0, 13.2, 36.1, 36.7, 15.0, 19.7, 76.1, 11.0, 29.6, 40.6, 26.6, 12.2, 8.5, 4.6, 5.5, 20.1, 17.3, 114.2, -4.3
94, Paul George, LAC, 61, 39, 22, 49.1, 41.6, 89.5, 46.5, 13.1, 35.9, 36.6, 16.0, 20.2, 79.1, 10.8, 31.0, 41.8, 27.0, 14.1, 7.1, 4.4, 5.2, 20.3, 18.3, 112.2, -9.2
94, Isaiah Hartenstein, NYK, 61, 38, 23, 48.6, 40.5, 87.7, 46.2, 12.8, 34.9, 36.7, 16.1, 20.7, 77.9, 9.8, 30.1, 39.9, 26.1, 13.2, 6.7, 5.1, 4.6, 19.6, 18.6, 109.9, -8.6
94, Jrue Holiday, BOS, 61, 48, 13, 48.5, 42.1, 93.2, 45.2, 13.8, 38.1, 36.3, 13.3, 17.4, 76.7, 11.3, 32.9, 44.1, 25.3, 11.8, 6.3, 3.6, 6.4, 17.7, 16.2, 111.4, -9.9
94, Brandon Ingram, NOP, 61, 37, 24, 48.5, 41.2, 87.8, 46.9, 13.6, 38.6, 35.2, 16.2, 20.8, 77.6, 9.4, 31.5, 40.9, 27.4, 13.5, 6.7, 5.2, 5.0, 18.1, 18.9, 112.1, -4.9
94, Jaime Jaquez Jr., MIA, 61, 36, 25, 48.9, 41.3, 88.6, 46.6, 13.5, 38.2, 35.3, 15.7, 20.6, 76.5, 9.4, 33.5, 42.9, 27.1, 13.4, 6.8, 5.1, 3.5, 20.2, 18.4, 111.9, -1.1
94, Herbert Jones, NOP, 61, 38, 23, 48.4, 40.5, 88.3, 45.8, 13.5, 39.3, 34.3, 16.5, 21.3, 77.8, 9.7, 31.8, 41.5, 27.1, 14.0, 6.2, 5.0, 5.7, 18.4, 19.4, 110.9, -5.8
