IND, PLAYER, TEAM, AGE, GP, W, L, MIN, PTS, FGM, FGA, FG%, 3PM, 3PA, 3P%, FTM, FTA, FT%, OREB, DREB, REB, AST, TOV, STL, BLK, PF, FP, DD2, TD3, plus_minus
194, Kelly Olynyk , TOR, 32, 66, 29, 37, 21.3, 9.0, 3.2, 6.0, 54.5, 0.8, 1.9, 40.5, 1.7, 2.1, 82.1, 1.4, 3.7, 5.0, 4.2, 1.7, 0.9, 0.3, 2.8, 23.5, 4.0, 0.0, -2.8
196, Andrew Nembhard , IND, 24, 54, 32, 22, 24.1, 9.0, 3.8, 7.7, 49.0, 0.8, 2.4, 34.6, 0.6, 0.8, 79.1, 0.6, 1.5, 2.1, 4.2, 1.6, 0.9, 0.1, 2.0, 19.2, 1.0, 0.0, 0.2
197, Draymond Green , GSW, 34, 41, 24, 17, 26.7, 9.0, 3.4, 6.9, 49.5, 1.0, 2.4, 41.4, 1.1, 1.5, 75.4, 1.3, 5.8, 7.1, 6.1, 2.5, 0.8, 0.9, 3.1, 29.2, 6.0, 1.0, 2.2
198, Dorian Finney-Smith , BKN, 30, 59, 23, 36, 28.5, 8.9, 3.3, 7.7, 42.7, 1.9, 5.1, 36.6, 0.4, 0.6, 72.2, 1.7, 3.0, 4.7, 1.6, 0.9, 0.8, 0.6, 2.3, 20.3, 0.0, 0.0, -1.0
199, Duop Reath , POR, 27, 53, 15, 38, 17.7, 8.9, 3.3, 7.0, 46.9, 1.3, 3.5, 37.4, 1.0, 1.4, 70.7, 1.5, 2.2, 3.6, 1.0, 0.8, 0.5, 0.5, 2.5, 17.0, 1.0, 0.0, -2.3
200, Derrick Jones Jr. , DAL, 27, 63, 36, 27, 23.6, 8.9, 3.3, 6.7, 49.2, 1.1, 3.3, 35.1, 1.2, 1.7, 71.3, 1.1, 2.3, 3.4, 1.0, 0.9, 0.7, 0.6, 1.6, 17.7, 2.0, 0.0, -0.2
201, Jordan Hawkins , NOP, 21, 57, 34, 23, 19.0, 8.9, 2.9, 7.6, 38.7, 1.8, 5.0, 36.6, 1.1, 1.4, 84.4, 0.5, 2.0, 2.5, 1.2, 0.7, 0.3, 0.1, 1.2, 14.1, 0.0, 0.0, 0.2
202, Ausar Thompson , DET, 21, 63, 10, 53, 25.1, 8.8, 3.7, 7.6, 48.3, 0.3, 1.8, 18.6, 1.1, 1.9, 59.7, 2.0, 4.3, 6.4, 1.9, 1.3, 1.1, 0.9, 2.8, 24.1, 2.0, 0.0, -3.7
203, Malaki Branham , SAS, 20, 63, 13, 50, 20.5, 8.8, 3.4, 8.1, 42.7, 1.1, 3.3, 33.5, 0.8, 0.8, 94.1, 0.4, 1.6, 2.0, 2.2, 1.2, 0.4, 0.1, 1.2, 14.6, 0.0, 0.0, -5.7
204, Jabari Walker , POR, 21, 58, 16, 42, 22.0, 8.5, 3.1, 6.7, 46.9, 0.5, 1.9, 27.5, 1.7, 2.2, 77.2, 2.0, 4.4, 6.4, 0.9, 0.9, 0.6, 0.4, 2.3, 19.5, 7.0, 0.0, -3.9
205, Josh Green , DAL, 23, 54, 31, 23, 26.6, 8.5, 3.2, 6.6, 49.3, 1.3, 3.3, 40.1, 0.7, 1.0, 67.3, 0.7, 2.5, 3.2, 2.3, 1.1, 0.8, 0.2, 1.9, 17.8, 0.0, 0.0, -0.9
206, Bilal Coulibaly , WAS, 19, 63, 11, 52, 27.2, 8.4, 3.0, 6.9, 43.5, 1.0, 2.9, 34.6, 1.5, 2.1, 70.2, 0.9, 3.2, 4.1, 1.7, 1.4, 0.9, 0.8, 2.2, 19.6, 1.0, 0.0, -6.7
207, Sam Hauser , BOS, 26, 66, 53, 13, 21.2, 8.4, 2.9, 6.3, 45.9, 2.4, 5.5, 43.2, 0.2, 0.3, 88.2, 0.6, 2.8, 3.4, 0.9, 0.4, 0.4, 0.3, 1.3, 15.7, 0.0, 0.0, 5.7
208, Amen Thompson , HOU, 21, 48, 21, 27, 20.0, 8.3, 3.4, 6.4, 52.8, 0.2, 1.1, 15.7, 1.4, 2.1, 66.0, 1.9, 3.9, 5.8, 2.3, 1.4, 1.2, 0.6, 2.3, 22.8, 7.0, 0.0, -0.4
209, Dante Exum , DAL, 28, 42, 25, 17, 19.2, 8.3, 3.2, 5.8, 55.0, 0.9, 1.8, 47.4, 1.1, 1.5, 75.8, 0.5, 2.2, 2.6, 2.9, 0.8, 0.5, 0.1, 1.5, 16.7, 0.0, 0.0, 3.4
210, Terance Mann , LAC, 27, 61, 39, 22, 25.4, 8.3, 3.2, 6.5, 48.7, 1.0, 2.8, 33.5, 1.0, 1.2, 81.9, 1.2, 2.2, 3.4, 1.7, 0.6, 0.6, 0.2, 1.9, 16.7, 1.0, 0.0, 0.8
211, Al Horford , BOS, 37, 56, 44, 12, 26.8, 8.3, 3.1, 6.3, 49.9, 1.6, 3.9, 41.1, 0.4, 0.5, 88.5, 1.3, 5.2, 6.5, 2.7, 0.7, 0.6, 1.0, 1.5, 24.1, 3.0, 0.0, 6.5
212, Andre Drummond , CHI, 30, 68, 33, 35, 17.0, 8.3, 3.4, 6.0, 55.5, 0.0, 0.0, 0.0, 1.5, 2.7, 56.8, 3.3, 5.4, 8.7, 0.5, 1.1, 0.9, 0.6, 1.8, 23.0, 13.0, 0.0, -0.3
212, Precious Achiuwa , NYK, 24, 60, 31, 29, 23.0, 8.3, 3.4, 6.9, 50.0, 0.4, 1.5, 27.0, 1.0, 1.6, 62.1, 2.7, 4.0, 6.7, 1.4, 1.2, 0.7, 1.0, 2.0, 22.2, 8.0, 0.0, 0.5
214, Dario Saric , GSW, 29, 61, 32, 29, 17.6, 8.2, 2.9, 6.2, 46.5, 1.2, 3.2, 37.6, 1.2, 1.5, 85.4, 1.2, 3.4, 4.5, 2.3, 1.2, 0.5, 0.1, 1.8, 17.9, 2.0, 0.0, -0.3
215, Walker Kessler , UTA, 22, 55, 26, 29, 23.4, 8.2, 3.7, 5.7, 64.4, 0.1, 0.3, 21.1, 0.9, 1.5, 56.6, 2.6, 4.9, 7.6, 0.9, 1.0, 0.5, 2.6, 2.1, 26.9, 7.0, 0.0, -1.7
216, Ziaire Williams , MEM, 22, 51, 20, 31, 20.3, 8.2, 2.9, 7.4, 39.7, 1.1, 3.7, 30.7, 1.2, 1.5, 82.7, 0.7, 2.8, 3.5, 1.5, 1.3, 0.7, 0.2, 1.7, 16.0, 1.0, 0.0, -4.8
217, Tre Mann , CHA, 23, 27, 17, 10, 20.6, 8.1, 3.1, 6.8, 45.9, 1.1, 2.7, 39.2, 0.9, 1.2, 69.7, 0.5, 3.1, 3.6, 3.1, 1.1, 1.0, 0.0, 1.1, 19.2, 0.0, 0.0, -1.8
218, Isaiah Joe , OKC, 24, 63, 44, 19, 18.4, 8.1, 2.9, 6.2, 45.8, 1.9, 4.5, 41.3, 0.5, 0.6, 85.0, 0.4, 1.9, 2.3, 1.1, 0.6, 0.6, 0.3, 1.1, 14.5, 0.0, 0.0, 4.8
219, Kyle Lowry , PHI, 37, 48, 25, 23, 28.2, 8.1, 2.7, 6.5, 42.3, 1.6, 4.3, 37.7, 1.1, 1.2, 86.4, 0.6, 2.8, 3.4, 4.3, 1.4, 1.1, 0.3, 2.4, 21.4, 2.0, 0.0, -0.7
220, Moses Moody , GSW, 21, 51, 27, 24, 17.8, 8.1, 3.0, 6.6, 45.7, 1.0, 3.1, 32.7, 1.1, 1.4, 78.9, 1.1, 2.1, 3.2, 0.7, 0.7, 0.7, 0.5, 1.3, 15.7, 0.0, 0.0, 1.1
221, Markelle Fultz , ORL, 25, 30, 18, 12, 21.8, 8.1, 3.7, 7.8, 47.7, 0.0, 0.4, 9.1, 0.6, 0.9, 63.0, 1.3, 2.1, 3.4, 3.0, 1.2, 1.0, 0.3, 1.4, 19.6, 0.0, 0.0, 0.1
222, Payton Pritchard , BOS, 26, 67, 53, 14, 20.7, 8.0, 3.0, 6.8, 43.7, 1.7, 4.4, 37.8, 0.5, 0.6, 82.1, 0.9, 2.3, 3.2, 2.8, 0.7, 0.4, 0.1, 1.2, 17.1, 1.0, 0.0, 4.6
223, Derrick Rose , MEM, 35, 24, 6, 18, 16.6, 8.0, 3.2, 6.9, 46.1, 0.6, 1.7, 36.6, 1.0, 1.1, 88.9, 0.3, 1.6, 1.9, 3.3, 1.3, 0.3, 0.1, 0.9, 15.0, 0.0, 0.0, -1.4
224, Sam Merrill , CLE, 27, 49, 32, 17, 16.9, 7.9, 2.6, 6.3, 41.2, 2.3, 5.7, 41.2, 0.3, 0.3, 94.1, 0.4, 1.6, 2.0, 1.7, 0.3, 0.3, 0.1, 1.1, 13.8, 0.0, 0.0, 1.1
225, Jake LaRavia , MEM, 22, 23, 4, 19, 18.0, 7.8, 2.5, 6.9, 36.1, 0.9, 3.3, 26.0, 2.0, 2.4, 83.6, 1.3, 1.9, 3.2, 1.1, 0.8, 0.8, 0.3, 1.9, 15.9, 2.0, 0.0, -4.1
226, Royce O'Neale , PHX, 30, 65, 28, 37, 25.4, 7.7, 2.7, 7.0, 38.3, 2.0, 5.5, 36.5, 0.3, 0.5, 67.7, 0.8, 4.0, 4.8, 3.0, 1.0, 0.8, 0.6, 2.3, 20.9, 3.0, 0.0, 0.8
227, Nickeil Alexander-Walker , MIN, 25, 67, 46, 21, 23.4, 7.7, 2.8, 6.3, 43.7, 1.5, 3.9, 38.4, 0.6, 0.8, 79.2, 0.5, 1.6, 2.1, 2.6, 1.0, 0.8, 0.5, 1.8, 17.0, 0.0, 0.0, 3.2
228, Jaden Hardy , DAL, 21, 60, 34, 26, 14.0, 7.6, 2.8, 6.8, 40.8, 1.2, 3.3, 36.4, 0.8, 1.1, 76.6, 0.3, 1.5, 1.7, 1.5, 0.8, 0.3, 0.1, 1.0, 12.3, 0.0, 0.0, -1.5
229, Cody Martin , CHA, 28, 28, 7, 21, 26.9, 7.5, 2.9, 7.7, 38.1, 1.0, 3.1, 31.4, 0.7, 1.2, 60.6, 0.7, 3.2, 3.9, 3.7, 1.6, 1.1, 0.6, 1.7, 21.6, 1.0, 0.0, -5.6
230, Marcus Sasser , DET, 23, 58, 10, 48, 16.5, 7.4, 2.8, 6.2, 45.0, 1.2, 2.9, 39.4, 0.6, 0.7, 86.0, 0.1, 1.6, 1.7, 3.0, 1.1, 0.6, 0.1, 1.4, 15.0, 1.0, 0.0, -2.3
231, Matt Ryan , NOP, 26, 20, 11, 9, 17.7, 7.4, 2.4, 5.2, 45.2, 2.0, 4.3, 47.1, 0.7, 0.7, 92.9, 0.3, 1.7, 2.0, 0.8, 0.9, 0.3, 0.1, 1.5, 11.0, 0.0, 0.0, 1.2
232, Naji Marshall , NOP, 26, 55, 36, 19, 19.0, 7.3, 2.6, 5.7, 46.3, 0.9, 2.3, 39.1, 1.2, 1.5, 79.3, 0.9, 2.7, 3.6, 2.0, 1.0, 0.7, 0.2, 1.4, 16.5, 0.0, 0.0, 3.0
233, Toumani Camara , POR, 23, 64, 19, 45, 24.5, 7.3, 2.7, 6.2, 43.8, 0.8, 2.4, 32.1, 1.1, 1.5, 74.5, 2.0, 3.0, 5.0, 1.2, 1.2, 1.0, 0.5, 2.5, 18.1, 2.0, 0.0, -2.7
234, Cameron Payne , PHI, 29, 63, 36, 27, 16.3, 7.3, 2.6, 5.9, 44.1, 1.2, 3.2, 37.9, 0.9, 1.0, 86.2, 0.2, 1.1, 1.3, 2.5, 0.8, 0.5, 0.1, 1.6, 13.7, 0.0, 0.0, -0.2
235, Gary Harris , ORL, 29, 44, 29, 15, 23.4, 7.2, 2.5, 5.6, 45.2, 1.4, 3.8, 37.3, 0.7, 1.0, 73.8, 0.4, 1.2, 1.6, 1.6, 0.5, 0.9, 0.3, 1.7, 14.7, 0.0, 0.0, 2.0
236, Paul Reed , PHI, 24, 67, 37, 30, 19.0, 7.2, 3.1, 5.8, 54.0, 0.3, 0.7, 38.8, 0.7, 0.9, 74.2, 2.3, 3.5, 5.8, 1.3, 0.7, 0.7, 1.0, 2.4, 20.4, 6.0, 0.0, 0.4
237, Dalano Banton , POR, 24, 40, 22, 18, 14.4, 7.2, 2.6, 6.2, 41.3, 0.8, 2.3, 34.1, 1.3, 1.8, 74.6, 0.8, 1.8, 2.6, 1.6, 1.0, 0.4, 0.3, 1.1, 13.7, 0.0, 0.0, -2.0
238, Kevin Knox II , DET, 24, 31, 4, 27, 18.1, 7.2, 2.8, 6.0, 46.2, 1.0, 3.0, 33.0, 0.6, 0.7, 90.9, 0.6, 1.8, 2.4, 0.7, 0.7, 0.4, 0.2, 1.6, 12.4, 1.0, 0.0, -2.7
239, Day'Ron Sharpe , BKN, 22, 51, 20, 31, 15.5, 7.2, 2.9, 4.8, 59.1, 0.1, 0.2, 33.3, 1.4, 2.3, 60.3, 2.6, 3.8, 6.4, 1.5, 1.1, 0.5, 0.7, 2.2, 19.5, 6.0, 0.0, 1.6
240, Evan Fournier , DET, 31, 18, 6, 12, 16.2, 7.2, 2.4, 6.6, 37.3, 1.3, 4.2, 30.3, 1.0, 1.2, 85.7, 0.2, 1.8, 1.9, 1.3, 0.7, 1.1, 0.1, 1.7, 14.3, 0.0, 0.0, -2.9
241, David Roddy , PHX, 22, 59, 20, 39, 19.6, 7.1, 2.8, 6.8, 40.5, 0.8, 2.8, 29.4, 0.8, 1.2, 69.1, 0.9, 2.6, 3.5, 1.3, 1.0, 0.4, 0.2, 1.2, 14.1, 0.0, 0.0, -3.8
242, Trey Lyles , SAC, 28, 49, 29, 20, 19.8, 7.1, 2.4, 5.3, 45.0, 1.4, 3.7, 38.3, 0.9, 1.3, 69.8, 1.0, 3.4, 4.4, 1.1, 0.6, 0.3, 0.3, 1.6, 15.1, 0.0, 0.0, 2.4
243, Trayce Jackson-Davis , GSW, 24, 53, 29, 24, 14.1, 7.1, 3.0, 4.3, 70.9, 0.0, 0.0, 0.0, 1.0, 1.8, 57.3, 1.8, 2.5, 4.3, 1.1, 0.7, 0.3, 0.9, 1.6, 16.9, 5.0, 0.0, 0.6
244, Landry Shamet , WAS, 27, 46, 6, 40, 15.8, 7.1, 2.6, 6.0, 43.1, 1.2, 3.4, 33.8, 0.8, 1.0, 82.6, 0.3, 1.0, 1.3, 1.2, 0.7, 0.5, 0.2, 1.7, 12.1, 0.0, 0.0, -3.2
245, Quentin Grimes , DET, 23, 51, 32, 19, 20.1, 7.0, 2.4, 6.4, 37.2, 1.6, 4.7, 33.8, 0.7, 0.9, 75.6, 0.3, 1.7, 2.0, 1.3, 0.5, 0.7, 0.1, 1.5, 13.3, 0.0, 0.0, -0.8
246, Christian Braun , DEN, 22, 68, 47, 21, 19.2, 7.0, 2.6, 5.6, 46.1, 0.7, 1.8, 37.6, 1.2, 1.7, 69.9, 0.8, 2.7, 3.5, 1.4, 0.7, 0.5, 0.4, 1.7, 15.3, 1.0, 0.0, -0.7
246, Keon Johnson , BKN, 22, 4, 0, 4, 12.8, 7.0, 1.8, 4.8, 36.8, 1.0, 2.3, 44.4, 2.5, 2.5, 100, 0.8, 0.5, 1.3, 0.8, 1.0, 0.8, 0.3, 1.0, 11.6, 0.0, 0.0, -5.8
248, Jose Alvarado , NOP, 25, 46, 31, 15, 17.5, 7.0, 2.5, 6.0, 41.4, 1.3, 3.5, 37.1, 0.7, 1.0, 70.5, 0.3, 1.7, 2.1, 2.0, 0.8, 1.1, 0.3, 1.5, 16.0, 0.0, 0.0, 4.4
249, Christian Wood , LAL, 28, 50, 28, 22, 17.4, 6.9, 2.5, 5.3, 46.6, 0.7, 2.3, 30.7, 1.3, 1.9, 70.2, 0.8, 4.3, 5.1, 1.0, 1.0, 0.3, 0.7, 1.4, 16.4, 2.0, 0.0, 0.1
250, Gradey Dick , TOR, 20, 47, 16, 31, 18.4, 6.9, 2.6, 6.1, 42.1, 1.3, 3.4, 36.4, 0.6, 0.6, 92.9, 0.5, 1.5, 2.0, 1.2, 0.7, 0.5, 0.0, 1.4, 12.1, 0.0, 0.0, -5.1
251, Killian Hayes , DET, 22, 42, 7, 35, 24.0, 6.9, 2.8, 6.7, 41.3, 0.5, 1.8, 29.7, 0.8, 1.2, 66.0, 0.3, 2.6, 2.8, 4.9, 1.2, 0.9, 0.5, 1.8, 20.4, 0.0, 0.0, -5.8
252, Isaiah Hartenstein , NYK, 25, 61, 38, 23, 24.9, 6.9, 2.7, 4.4, 61.6, 0.0, 0.0, 33.3, 1.4, 1.9, 72.8, 3.3, 5.1, 8.4, 2.2, 1.1, 1.0, 1.1, 2.8, 25.5, 6.0, 0.0, 4.4
253, Peyton Watson , DEN, 21, 66, 46, 20, 18.4, 6.8, 2.7, 5.7, 46.8, 0.7, 2.1, 31.4, 0.9, 1.3, 67.0, 0.6, 2.3, 2.9, 1.0, 0.7, 0.6, 1.0, 1.7, 15.8, 0.0, 0.0, -0.8
254, Robert Williams III , POR, 26, 6, 2, 4, 19.8, 6.8, 2.8, 4.3, 65.4, 0.0, 0.0, 0.0, 1.2, 1.5, 77.8, 1.8, 4.5, 6.3, 0.8, 1.2, 1.2, 1.2, 2.8, 21.5, 0.0, 0.0, -5.0
255, Dennis Smith Jr. , BKN, 26, 52, 19, 33, 19.5, 6.8, 2.7, 6.3, 43.0, 0.6, 2.0, 28.6, 0.8, 1.1, 75.0, 1.0, 2.1, 3.1, 3.7, 1.2, 1.2, 0.2, 2.3, 19.2, 3.0, 0.0, -0.4
256, Cason Wallace , OKC, 20, 67, 47, 20, 20.5, 6.8, 2.6, 5.2, 50.4, 1.2, 2.9, 41.9, 0.3, 0.4, 79.3, 0.6, 1.6, 2.2, 1.4, 0.5, 0.8, 0.4, 1.6, 14.8, 0.0, 0.0, 1.4
257, Isaiah Jackson , IND, 22, 50, 30, 20, 13.0, 6.8, 2.7, 4.1, 66.7, 0.0, 0.1, 0.0, 1.3, 1.8, 71.7, 1.5, 2.5, 4.0, 0.8, 0.7, 0.6, 1.0, 2.4, 16.9, 3.0, 0.0, -0.1
258, Cedi Osman , SAS, 28, 64, 14, 50, 17.4, 6.7, 2.5, 5.3, 47.6, 1.1, 3.0, 37.6, 0.5, 0.8, 68.0, 0.4, 2.1, 2.5, 1.7, 0.7, 0.5, 0.1, 1.5, 13.5, 0.0, 0.0, -5.0
259, Marcus Morris Sr. , PHI, 34, 37, 22, 15, 17.2, 6.7, 2.4, 5.5, 43.9, 1.0, 2.4, 40.0, 0.8, 1.0, 86.1, 0.5, 2.5, 2.9, 0.7, 0.5, 0.4, 0.3, 1.6, 12.7, 0.0, 0.0, -0.2
260, Trey Jemison , MEM, 24, 15, 3, 12, 19.4, 6.7, 2.9, 4.8, 61.1, 0.0, 0.0, 0.0, 0.8, 1.0, 80.0, 2.0, 2.1, 4.1, 0.7, 1.3, 0.4, 1.0, 2.9, 15.7, 0.0, 0.0, -2.6
261, Jonathan Isaac , ORL, 26, 46, 29, 17, 15.1, 6.5, 2.4, 4.8, 50.0, 0.7, 1.8, 36.1, 1.0, 1.5, 71.6, 1.2, 3.1, 4.3, 0.4, 0.5, 0.7, 1.2, 1.0, 17.4, 0.0, 0.0, 3.0
262, Miles McBride , NYK, 23, 54, 33, 21, 15.1, 6.5, 2.4, 5.5, 43.8, 1.2, 3.0, 40.2, 0.4, 0.5, 82.1, 0.3, 0.8, 1.1, 1.3, 0.4, 0.6, 0.1, 1.3, 11.6, 0.0, 0.0, -1.1
263, Chris Boucher , TOR, 31, 50, 16, 34, 14.1, 6.4, 2.2, 4.3, 50.7, 0.6, 1.9, 33.0, 1.4, 1.8, 77.2, 1.2, 2.9, 4.1, 0.5, 0.6, 0.3, 0.5, 1.4, 13.8, 0.0, 0.0, 0.6
264, Aaron Holiday , HOU, 27, 64, 31, 33, 16.3, 6.4, 2.3, 5.3, 44.4, 1.1, 2.8, 39.3, 0.7, 0.7, 89.4, 0.3, 1.4, 1.6, 1.8, 0.7, 0.5, 0.1, 1.6, 12.1, 0.0, 0.0, 0.7
265, Jae Crowder , MIL, 33, 37, 21, 16, 24.0, 6.4, 2.4, 5.4, 43.3, 1.2, 3.4, 36.8, 0.5, 0.7, 69.2, 0.5, 2.9, 3.4, 1.4, 0.4, 0.9, 0.2, 1.7, 15.4, 0.0, 0.0, -1.5
266, Vasilije Micic , CHA, 30, 47, 30, 17, 17.2, 6.4, 2.4, 5.5, 44.2, 0.6, 2.2, 27.6, 0.9, 1.1, 81.5, 0.2, 1.1, 1.3, 3.7, 1.5, 0.4, 0.1, 1.0, 13.7, 1.0, 0.0, 1.2
267, Bones Hyland , LAC, 23, 29, 16, 13, 14.5, 6.4, 2.4, 6.4, 37.3, 1.1, 3.5, 32.7, 0.5, 0.6, 77.8, 0.1, 1.0, 1.1, 2.4, 1.3, 0.7, 0.1, 1.4, 12.4, 1.0, 0.0, -1.0
268, Kyle Anderson , MIN, 30, 64, 45, 19, 22.5, 6.3, 2.5, 5.3, 46.6, 0.1, 0.6, 21.1, 1.2, 1.8, 70.5, 0.8, 2.8, 3.5, 4.2, 1.2, 0.8, 0.5, 1.6, 19.6, 0.0, 0.0, 1.9
269, James Wiseman , DET, 22, 48, 7, 41, 14.9, 6.2, 2.7, 4.1, 65.8, 0.0, 0.0, 0.0, 0.8, 1.3, 65.6, 1.5, 3.1, 4.6, 0.8, 0.9, 0.2, 0.6, 2.1, 14.4, 2.0, 0.0, -3.7
270, Cam Reddish , LAL, 24, 40, 22, 18, 22.2, 6.2, 2.2, 5.4, 40.6, 0.9, 2.6, 34.3, 0.9, 1.2, 77.1, 0.6, 1.7, 2.3, 1.2, 0.8, 1.1, 0.3, 1.5, 14.2, 0.0, 0.0, -0.2
271, Mitchell Robinson , NYK, 25, 21, 12, 9, 29.2, 6.2, 2.8, 4.7, 59.2, 0.0, 0.0, 0.0, 0.7, 1.8, 36.8, 5.3, 5.0, 10.3, 0.7, 1.0, 1.5, 1.3, 1.9, 27.0, 2.0, 0.0, 1.6
272, Jordan Nwora , TOR, 25, 39, 13, 26, 11.8, 6.2, 2.3, 5.1, 44.5, 0.8, 2.3, 33.0, 0.8, 0.9, 89.2, 0.5, 1.9, 2.4, 1.0, 0.6, 0.5, 0.2, 1.0, 11.8, 0.0, 0.0, -1.9
273, Amir Coffey , LAC, 26, 55, 37, 18, 19.1, 6.1, 2.2, 4.4, 50.4, 0.9, 2.2, 40.7, 0.8, 0.9, 88.5, 0.4, 1.6, 1.9, 1.0, 0.5, 0.5, 0.1, 1.4, 11.6, 1.0, 0.0, -1.0
274, Craig Porter Jr. , CLE, 24, 43, 27, 16, 13.4, 6.1, 2.5, 4.9, 51.7, 0.3, 0.7, 36.7, 0.9, 1.2, 72.5, 0.5, 1.8, 2.3, 2.4, 1.0, 0.4, 0.3, 0.9, 13.8, 0.0, 0.0, 0.0
275, Ben Simmons , BKN, 27, 15, 7, 8, 23.9, 6.1, 2.9, 4.9, 58.1, 0.0, 0.0, 0.0, 0.4, 1.0, 40.0, 2.1, 5.9, 7.9, 5.7, 1.8, 0.8, 0.6, 2.4, 26.7, 3.0, 0.0, -2.5
276, Nikola Jovic , MIA, 20, 32, 15, 17, 17.6, 6.1, 2.2, 5.0, 43.8, 1.1, 2.7, 41.9, 0.6, 1.0, 60.6, 0.6, 3.5, 4.1, 1.9, 1.0, 0.5, 0.3, 1.8, 15.4, 0.0, 0.0, 3.0
277, Taylor Hendricks , UTA, 20, 25, 11, 14, 18.1, 6.1, 2.3, 5.4, 42.2, 1.0, 3.1, 32.1, 0.5, 0.7, 76.5, 1.2, 3.2, 4.4, 0.6, 0.7, 0.6, 0.7, 1.8, 15.4, 1.0, 0.0, -2.0
278, Lamar Stevens , MEM, 26, 31, 19, 12, 12.3, 6.1, 2.5, 5.2, 47.5, 0.3, 0.8, 40.0, 0.8, 1.1, 74.3, 0.8, 2.1, 2.9, 0.5, 0.7, 0.4, 0.5, 1.2, 12.4, 0.0, 0.0, -0.3
279, Aaron Wiggins , OKC, 25, 64, 46, 18, 14.4, 6.1, 2.4, 4.2, 56.7, 0.7, 1.5, 48.0, 0.6, 0.8, 77.1, 0.8, 1.5, 2.3, 0.9, 0.6, 0.5, 0.2, 1.1, 11.8, 0.0, 0.0, 0.6
280, Daniel Theis , LAC, 31, 52, 35, 17, 16.7, 6.0, 2.5, 4.8, 52.6, 0.4, 1.1, 35.7, 0.6, 0.8, 72.7, 1.4, 2.4, 3.9, 1.0, 0.7, 0.4, 0.8, 2.2, 15.1, 0.0, 0.0, 0.8
281, Davis Bertans , CHA, 31, 30, 17, 13, 13.3, 6.0, 1.8, 4.7, 38.7, 1.6, 4.1, 38.2, 0.8, 0.9, 88.5, 0.2, 1.1, 1.4, 0.9, 0.2, 0.5, 0.2, 1.1, 10.8, 0.0, 0.0, 1.0
281, Justin Champagnie , WAS, 22, 6, 0, 6, 13.4, 6.0, 2.3, 5.2, 45.2, 1.0, 2.7, 37.5, 0.3, 0.3, 100, 0.7, 2.0, 2.7, 0.8, 1.0, 0.7, 0.8, 0.8, 14.0, 0.0, 0.0, -4.7
281, Patrick Beverley , MIL, 35, 63, 38, 25, 19.6, 6.0, 2.1, 5.1, 41.2, 0.8, 2.4, 33.3, 1.0, 1.2, 80.3, 0.6, 2.4, 3.1, 2.9, 1.0, 0.6, 0.4, 1.8, 16.1, 1.0, 0.0, -1.1
284, Julian Champagnie , SAS, 22, 60, 12, 48, 17.6, 6.0, 1.9, 4.9, 39.4, 1.3, 3.5, 37.0, 0.9, 1.0, 82.3, 0.6, 2.0, 2.6, 1.3, 0.7, 0.6, 0.5, 1.0, 13.5, 0.0, 0.0, -1.9
285, Danilo Gallinari , MIL, 35, 43, 14, 29, 13.2, 6.0, 1.8, 4.1, 43.4, 0.7, 2.0, 32.2, 1.8, 2.1, 85.6, 0.4, 1.9, 2.3, 1.2, 0.4, 0.2, 0.1, 1.0, 11.2, 0.0, 0.0, -2.1
286, Jeff Green , HOU, 37, 63, 30, 33, 16.3, 6.0, 1.9, 4.2, 45.9, 0.5, 1.5, 30.9, 1.6, 2.0, 80.8, 0.6, 1.5, 2.1, 0.9, 0.7, 0.2, 0.4, 1.3, 10.9, 0.0, 0.0, -1.5
287, Torrey Craig , CHI, 33, 39, 16, 23, 20.6, 5.9, 2.1, 4.9, 42.5, 1.2, 3.1, 37.5, 0.6, 0.8, 74.2, 1.5, 2.9, 4.4, 1.1, 0.6, 0.5, 0.4, 2.2, 15.1, 0.0, 0.0, -4.1
288, Nick Smith Jr. , CHA, 19, 42, 8, 34, 15.0, 5.9, 2.2, 5.6, 39.0, 1.2, 2.9, 42.5, 0.3, 0.3, 84.6, 0.4, 1.0, 1.4, 1.2, 0.8, 0.2, 0.2, 1.3, 9.7, 0.0, 0.0, -4.2
289, Trendon Watford , BKN, 23, 49, 19, 30, 11.5, 5.8, 2.2, 4.2, 52.9, 0.3, 0.9, 35.7, 1.0, 1.2, 87.9, 0.8, 1.8, 2.6, 1.1, 0.7, 0.3, 0.3, 1.5, 11.8, 0.0, 0.0, -0.5
290, Xavier Tillman , BOS, 25, 41, 20, 21, 19.7, 5.8, 2.4, 5.8, 42.4, 0.4, 1.5, 23.8, 0.5, 1.1, 44.7, 1.5, 2.9, 4.4, 1.5, 0.7, 1.1, 1.0, 1.6, 18.8, 2.0, 0.0, -1.9
291, Ricky Council IV , PHI, 22, 22, 8, 14, 9.2, 5.7, 1.8, 3.9, 45.9, 0.2, 0.9, 20.0, 2.0, 2.7, 73.3, 0.5, 1.2, 1.8, 0.3, 0.2, 0.1, 0.0, 0.5, 8.6, 1.0, 0.0, -1.2
292, Mason Plumlee , LAC, 34, 33, 20, 13, 15.3, 5.7, 2.1, 3.3, 63.0, 0.0, 0.0, 0.0, 1.6, 2.3, 67.5, 1.3, 4.0, 5.3, 1.2, 0.7, 0.3, 0.4, 1.5, 15.1, 1.0, 0.0, 1.3
