IND, PLAYER, TEAM, AGE, GP, W, L, MIN, PTS_OFF_TO, 2ND_PTS, FBPS, PITP, OPP_PTS_OFF_TO, OPP_2ND_PTS, OPP_FBPS, OPP_PITP, BLK, BLKA, PF, PFD
451, Ashton Hagans , POR, 24, 13, 2, 11, 16.6, 0.8, 0.5, 0.2, 2.3, 7.2, 4.1, 4.5, 14.5, 0.5, 0.5, 2.2, 0.8
451, DaQuan Jeffries , NYK, 26, 13, 8, 5, 2.6, 0.0, 0.0, 0.0, 0.5, 0.6, 0.9, 0.0, 2.0, 0.0, 0.1, 0.2, 0.1
451, Trevelin Queen , ORL, 27, 13, 5, 8, 12.5, 1.1, 0.3, 0.5, 1.5, 5.2, 3.9, 3.0, 14.8, 0.4, 0.0, 1.2, 0.8
454, Brandon Williams , DAL, 24, 12, 7, 5, 4.9, 0.1, 0.0, 0.0, 1.0, 1.7, 1.8, 2.0, 6.0, 0.1, 0.2, 0.2, 0.9
454, Daishen Nix , MIN, 22, 12, 9, 3, 3.3, 0.3, 0.0, 0.6, 0.5, 0.4, 1.2, 1.2, 3.2, 0.0, 0.2, 0.1, 0.2
454, Dylan Windler , ATL, 27, 12, 6, 6, 3.3, 0.0, 0.0, 0.0, 0.0, 0.9, 1.6, 1.3, 3.8, 0.0, 0.0, 0.3, 0.1
454, Onuralp Bitim , CHI, 24, 12, 6, 6, 14.6, 0.8, 0.8, 1.0, 2.0, 5.5, 5.3, 2.1, 13.7, 0.2, 0.3, 1.1, 0.4
454, Terquavion Smith , PHI, 21, 12, 4, 8, 5.8, 0.6, 0.5, 0.4, 0.7, 2.2, 2.3, 1.8, 6.8, 0.0, 0.3, 0.3, 0.3
459, Cole Swider , MIA, 24, 11, 4, 7, 5.0, 0.5, 0.0, 0.6, 0.7, 2.1, 1.1, 0.8, 4.9, 0.1, 0.0, 0.2, 0.1
459, Emoni Bates , CLE, 20, 11, 6, 5, 8.0, 0.6, 0.0, 0.2, 0.4, 3.9, 2.6, 3.5, 6.7, 0.2, 0.2, 0.5, 0.5
459, Hunter Tyson , DEN, 23, 11, 8, 3, 2.9, 0.5, 0.0, 0.0, 0.2, 0.7, 0.5, 0.7, 2.7, 0.0, 0.0, 0.6, 0.0
459, Jermaine Samuels Jr. , HOU, 25, 11, 6, 5, 4.8, 0.0, 0.2, 0.5, 1.5, 1.2, 1.2, 1.2, 5.3, 0.1, 0.1, 0.4, 0.3
459, Juan Toscano-Anderson , SAC, 30, 11, 7, 4, 4.8, 0.0, 0.0, 0.2, 0.4, 1.8, 1.5, 0.8, 3.6, 0.1, 0.2, 1.0, 0.0
459, Jules Bernard , WAS, 24, 11, 1, 10, 6.0, 0.5, 0.7, 0.4, 1.5, 3.0, 2.5, 2.5, 6.4, 0.1, 0.1, 0.5, 0.6
459, Moussa Diabate , LAC, 22, 11, 7, 4, 5.8, 0.0, 1.1, 0.0, 1.8, 3.4, 2.3, 1.3, 5.5, 0.1, 0.3, 0.4, 0.9
459, Nate Hinton , HOU, 24, 11, 6, 5, 5.2, 0.2, 0.5, 0.6, 0.5, 1.3, 0.9, 1.5, 5.1, 0.2, 0.2, 0.9, 0.3
467, Armoni Brooks , BKN, 25, 10, 3, 7, 10.4, 0.3, 0.8, 0.8, 0.8, 2.3, 3.9, 2.1, 9.0, 0.1, 0.4, 0.3, 0.1
467, Boban Marjanovic , HOU, 35, 10, 6, 4, 5.0, 0.2, 1.0, 0.0, 1.8, 2.5, 1.2, 2.7, 5.0, 0.1, 0.1, 0.5, 0.8
467, Noah Clowney , BKN, 19, 10, 4, 6, 8.6, 0.4, 1.0, 0.2, 2.0, 2.8, 4.2, 3.1, 8.6, 0.1, 0.2, 0.6, 0.5
467, Ryan Rollins , MIL, 21, 10, 1, 9, 6.6, 1.7, 0.7, 0.6, 2.0, 1.5, 1.8, 1.6, 4.8, 0.3, 0.2, 0.7, 1.4
471, Dru Smith , MIA, 26, 9, 7, 2, 14.5, 0.3, 0.7, 0.0, 1.8, 4.9, 5.4, 4.0, 13.3, 0.3, 0.1, 1.3, 0.7
471, Ish Wainright , PHX, 29, 9, 1, 8, 6.6, 0.0, 0.0, 0.6, 0.0, 2.2, 0.6, 2.0, 3.6, 0.1, 0.0, 0.7, 0.2
471, Ja Morant , MEM, 24, 9, 6, 3, 35.3, 2.6, 1.7, 3.3, 13.8, 13.0, 10.3, 11.7, 38.0, 0.6, 1.8, 2.1, 5.3
471, Jacob Toppin , NYK, 23, 9, 2, 7, 4.2, 0.0, 0.2, 0.4, 0.7, 2.3, 0.6, 1.6, 3.3, 0.1, 0.1, 0.3, 0.1
471, Jaylen Nowell , MEM, 24, 9, 3, 6, 17.3, 0.6, 0.4, 0.4, 2.0, 4.0, 5.6, 4.4, 18.2, 0.0, 0.0, 1.4, 0.4
471, Kendall Brown , IND, 20, 9, 5, 4, 3.5, 0.2, 0.2, 0.0, 0.9, 1.4, 0.4, 1.6, 2.9, 0.0, 0.0, 0.4, 0.4
471, Keyontae Johnson , OKC, 23, 9, 7, 2, 7.4, 0.0, 0.2, 0.2, 0.7, 3.7, 0.8, 3.2, 6.9, 0.0, 0.2, 0.6, 0.0
471, Kobe Bufkin , ATL, 20, 9, 6, 3, 9.9, 0.9, 0.6, 0.3, 1.1, 2.8, 2.6, 3.1, 10.2, 0.1, 0.4, 0.7, 0.2
471, Leonard Miller , MIN, 20, 9, 8, 1, 3.3, 0.0, 0.2, 0.0, 1.1, 0.8, 0.6, 1.3, 4.0, 0.1, 0.1, 0.4, 0.0
471, Scotty Pippen Jr. , MEM, 23, 9, 1, 8, 23.1, 1.3, 1.1, 2.3, 3.6, 10.3, 6.8, 9.0, 22.4, 0.6, 0.2, 2.6, 2.6
471, Seth Lundy , ATL, 23, 9, 2, 7, 5.8, 0.3, 0.3, 0.3, 0.0, 3.6, 1.9, 1.8, 8.0, 0.0, 0.2, 0.7, 0.3
482, Charlie Brown Jr. , NYK, 27, 8, 2, 6, 4.7, 0.0, 0.0, 0.4, 0.0, 1.8, 0.5, 0.8, 3.0, 0.3, 0.1, 0.6, 0.1
482, E.J. Liddell , NOP, 23, 8, 3, 5, 2.9, 0.3, 0.0, 0.0, 0.3, 1.4, 1.4, 0.8, 3.3, 0.3, 0.0, 0.3, 0.1
482, Javon Freeman-Liberty , TOR, 24, 8, 1, 7, 9.2, 1.5, 0.6, 0.9, 1.5, 3.5, 3.5, 2.8, 8.8, 0.3, 0.0, 0.8, 0.8
482, Johnny Juzang , UTA, 23, 8, 3, 5, 12.8, 1.0, 0.3, 0.6, 1.8, 3.5, 2.6, 3.0, 12.0, 0.0, 0.1, 0.6, 0.3
482, Jordan Miller , LAC, 24, 8, 5, 3, 3.5, 0.0, 0.5, 0.3, 1.0, 2.0, 2.1, 1.8, 5.3, 0.0, 0.3, 0.3, 0.1
482, Matt Hurt , MEM, 23, 8, 2, 6, 14.2, 1.1, 0.9, 0.0, 1.0, 6.1, 5.8, 2.8, 14.8, 0.4, 0.1, 1.0, 0.6
482, Oscar Tshiebwe , IND, 24, 8, 2, 6, 5.2, 0.4, 0.3, 0.3, 2.3, 1.5, 0.9, 2.9, 4.8, 0.1, 0.5, 0.4, 0.6
482, R.J. Hampton , MIA, 23, 8, 3, 5, 9.5, 0.1, 0.0, 0.5, 0.8, 4.3, 2.5, 3.6, 9.8, 0.0, 0.1, 1.0, 0.1
490, Colin Castleton , LAL, 23, 7, 3, 4, 5.1, 0.6, 0.3, 0.3, 1.7, 2.4, 2.1, 0.6, 6.3, 0.0, 0.0, 1.0, 0.3
490, D'Moi Hodge , LAL, 25, 7, 1, 6, 5.9, 0.9, 0.0, 0.4, 0.3, 4.0, 3.1, 0.9, 7.1, 0.1, 0.0, 0.6, 0.1
490, Tosan Evbuomwan , DET, 23, 7, 0, 7, 13.0, 1.0, 0.3, 0.0, 1.1, 5.7, 3.7, 4.0, 13.4, 0.1, 0.1, 0.9, 0.4
490, Vit Krejci , ATL, 23, 7, 3, 4, 19.3, 0.1, 0.1, 0.7, 0.6, 7.3, 6.1, 7.0, 21.4, 0.4, 0.1, 1.7, 0.4
494, Dereon Seabron , NOP, 23, 6, 3, 3, 9.2, 0.0, 0.3, 0.3, 1.0, 4.0, 2.2, 1.8, 8.7, 0.2, 0.2, 0.7, 0.7
494, Greg Brown III , DAL, 22, 6, 3, 3, 6.6, 0.3, 0.3, 1.2, 1.3, 3.5, 2.3, 5.8, 12.3, 0.7, 0.2, 0.8, 0.8
494, Isaiah Mobley , CLE, 24, 6, 1, 5, 8.5, 0.0, 0.0, 0.3, 1.0, 2.3, 1.8, 1.3, 4.7, 0.0, 0.0, 0.8, 0.0
494, Jalen Slawson , SAC, 24, 6, 4, 2, 3.4, 0.0, 0.0, 0.3, 0.7, 2.3, 1.8, 0.8, 5.3, 0.2, 0.0, 0.7, 0.0
494, Jamaree Bouyea , SAS, 24, 6, 0, 6, 9.5, 1.0, 0.3, 0.7, 1.3, 3.2, 2.0, 3.3, 9.0, 0.0, 0.3, 0.5, 0.2
494, James Johnson , IND, 37, 6, 2, 4, 5.3, 0.0, 0.0, 0.0, 0.3, 2.0, 2.0, 2.2, 4.3, 0.2, 0.2, 1.2, 0.2
494, Jared Rhoden , DET, 24, 6, 1, 5, 7.1, 0.5, 0.3, 0.3, 1.3, 4.3, 3.0, 1.7, 6.7, 0.3, 0.2, 0.7, 0.3
494, Jordan Ford , SAC, 25, 6, 2, 4, 3.6, 0.7, 0.0, 0.0, 0.3, 0.3, 1.2, 0.0, 3.3, 0.0, 0.0, 0.0, 0.2
494, Justin Champagnie , WAS, 22, 6, 0, 6, 13.4, 1.7, 0.3, 1.0, 2.7, 4.5, 4.5, 5.0, 13.7, 0.8, 0.3, 0.8, 0.3
494, Robert Williams III , POR, 26, 6, 2, 4, 19.8, 0.0, 3.0, 0.0, 4.3, 7.5, 4.3, 8.2, 20.7, 1.2, 0.7, 2.8, 1.3
494, Sidy Cissoko , SAS, 19, 6, 1, 5, 5.3, 0.3, 0.0, 0.7, 0.3, 2.0, 1.7, 2.0, 5.0, 0.0, 0.2, 0.3, 0.3
505, Frank Ntilikina , CHA, 25, 5, 0, 5, 8.6, 0.0, 0.0, 0.0, 0.0, 2.6, 2.6, 1.6, 10.4, 0.0, 0.0, 0.8, 0.2
505, Gabe Vincent , LAL, 27, 5, 2, 3, 25.5, 0.4, 0.0, 0.4, 2.4, 9.8, 8.6, 4.4, 19.2, 0.0, 0.2, 2.4, 0.6
505, JD Davison , BOS, 21, 5, 5, 0, 1.7, 0.0, 0.4, 0.0, 0.0, 0.0, 0.6, 0.4, 2.0, 0.0, 0.0, 0.2, 0.2
505, Micah Potter , UTA, 25, 5, 2, 3, 9.4, 1.2, 0.4, 0.6, 1.2, 3.4, 3.6, 3.4, 6.0, 0.0, 0.0, 0.4, 0.4
505, T.J. Warren , MIN, 30, 5, 3, 2, 16.1, 1.2, 1.2, 0.4, 2.0, 4.6, 3.4, 3.8, 20.8, 0.0, 0.2, 2.0, 0.0
505, TyTy Washington Jr. , MIL, 22, 5, 3, 2, 4.1, 0.6, 0.0, 0.0, 0.0, 2.6, 0.4, 1.4, 1.6, 0.0, 0.0, 0.0, 0.2
505, Wenyen Gabriel , MEM, 26, 5, 1, 4, 16.2, 0.0, 0.8, 0.4, 2.8, 7.6, 3.2, 4.6, 12.8, 0.4, 0.4, 2.0, 1.2
505, Xavier Moon , LAC, 29, 5, 3, 2, 4.1, 0.0, 0.4, 0.0, 0.8, 2.6, 1.2, 1.2, 5.6, 0.0, 0.0, 0.6, 0.6
513, Adama Sanogo , CHI, 22, 4, 1, 3, 2.9, 0.0, 1.0, 0.0, 2.0, 0.5, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.5
513, Alex Fudge , DAL, 20, 4, 1, 3, 3.6, 0.0, 0.5, 0.0, 0.5, 3.8, 1.3, 0.5, 4.0, 0.0, 0.3, 0.3, 0.3
513, Amari Bailey , CHA, 20, 4, 0, 4, 4.1, 0.0, 0.5, 0.5, 0.5, 1.5, 0.0, 1.3, 2.5, 0.0, 0.0, 0.0, 0.3
513, D.J. Carton , TOR, 23, 4, 2, 2, 8.9, 0.0, 0.0, 0.0, 1.0, 3.5, 7.5, 0.5, 10.5, 0.0, 0.0, 0.8, 0.8
513, DeJon Jarreau , MEM, 26, 4, 1, 3, 17.8, 1.0, 1.5, 0.5, 3.0, 6.0, 3.3, 6.3, 12.5, 0.0, 0.3, 1.5, 0.5
513, Dexter Dennis , DAL, 25, 4, 1, 3, 7.5, 0.5, 0.0, 0.5, 4.0, 3.8, 3.3, 5.8, 12.0, 0.3, 0.0, 0.3, 0.8
513, Jahmi'us Ramsey , TOR, 22, 4, 0, 4, 15.4, 1.8, 0.0, 2.5, 2.5, 5.0, 3.0, 4.0, 14.5, 0.0, 0.5, 1.0, 1.0
513, Jeff Dowtin Jr. , PHI, 26, 4, 0, 4, 14.3, 0.5, 0.5, 1.3, 1.0, 4.3, 5.3, 1.8, 14.0, 0.3, 0.3, 0.0, 0.3
513, Jordan Walsh , BOS, 20, 4, 4, 0, 8.3, 0.0, 0.0, 0.5, 0.5, 2.0, 0.8, 3.3, 5.0, 0.3, 0.0, 1.3, 0.0
513, Keon Johnson , BKN, 22, 4, 0, 4, 12.8, 1.5, 1.3, 0.0, 1.0, 2.3, 5.8, 5.0, 15.0, 0.3, 0.3, 1.0, 1.8
513, Marques Bolden , CHA, 25, 4, 2, 2, 3.9, 0.0, 0.0, 0.0, 0.0, 1.3, 0.8, 1.8, 4.0, 0.0, 0.0, 0.5, 0.3
524, Darius Bazley , UTA, 23, 3, 0, 3, 3.3, 0.0, 0.0, 0.0, 0.0, 2.3, 0.0, 1.3, 4.7, 0.0, 0.3, 0.0, 0.0
524, Filip Petrusev , SAC, 23, 3, 2, 1, 3.1, 0.0, 0.0, 0.0, 0.7, 0.7, 0.7, 0.0, 2.7, 0.0, 0.0, 0.3, 0.3
524, Jason Preston , UTA, 24, 3, 1, 2, 8.8, 0.0, 1.3, 0.0, 1.3, 3.0, 1.3, 1.7, 6.7, 0.0, 0.0, 0.3, 0.0
524, Lindell Wigginton , MIL, 25, 3, 3, 0, 2.5, 0.0, 0.0, 0.0, 1.3, 2.7, 1.7, 3.3, 4.0, 0.0, 0.0, 0.3, 0.3
524, Mamadi Diakite , NYK, 27, 3, 2, 1, 5.3, 0.0, 0.3, 0.7, 2.7, 0.0, 1.7, 1.3, 4.0, 0.3, 0.0, 0.3, 1.0
524, Pete Nance , CLE, 24, 3, 1, 2, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0
524, Shaquille Harrison , MEM, 30, 3, 1, 2, 2.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.3, 1.0, 2.7, 0.3, 0.0, 0.0, 0.0
524, Taze Moore , POR, 25, 3, 1, 2, 3.4, 0.7, 0.0, 0.7, 2.0, 2.0, 0.7, 1.3, 2.7, 0.0, 0.0, 0.7, 0.3
524, Usman Garuba , GSW, 22, 3, 2, 1, 2.6, 0.0, 0.0, 0.0, 0.0, 1.0, 1.3, 1.7, 2.7, 0.0, 0.3, 0.7, 0.0
533, Alondes Williams , MIA, 24, 2, 2, 0, 4.7, 0.0, 0.0, 0.0, 0.0, 4.5, 0.5, 4.0, 6.0, 0.0, 0.5, 0.0, 0.0
533, Andrew Funk , CHI, 24, 2, 1, 1, 1.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0
533, Danny Green , PHI, 36, 2, 1, 1, 9.2, 0.0, 0.0, 0.0, 0.0, 4.0, 2.5, 2.5, 9.0, 0.0, 0.0, 0.5, 0.0
533, Dariq Whitehead , BKN, 19, 2, 1, 1, 12.0, 0.0, 1.0, 0.0, 1.0, 1.5, 7.0, 3.5, 14.0, 0.5, 0.5, 0.0, 0.5
533, Dmytro Skapintsev , NYK, 25, 2, 0, 2, 1.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
533, Hamidou Diallo , WAS, 25, 2, 1, 1, 2.4, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.5, 0.0
533, Joshua Primo , LAC, 21, 2, 2, 0, 5.1, 0.0, 0.0, 0.0, 1.0, 4.0, 3.5, 1.0, 9.0, 0.5, 0.5, 0.0, 0.0
533, Justin Jackson , MIN, 28, 2, 2, 0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
533, Kevon Harris , ORL, 26, 2, 1, 1, 3.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 1.0, 4.0, 0.0, 0.0, 1.5, 0.0
533, Mouhamadou Gueye , TOR, 25, 2, 0, 2, 4.8, 0.0, 0.0, 0.0, 1.0, 1.0, 2.5, 1.0, 6.0, 1.5, 0.0, 1.0, 0.5
533, Mouhamed Gueye , ATL, 21, 2, 2, 0, 2.2, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 3.0, 0.0, 0.0, 0.5, 0.0
533, Pat Spencer , GSW, 27, 2, 0, 2, 1.7, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0
533, Ty Jerome , CLE, 26, 2, 1, 1, 7.4, 0.0, 0.0, 0.0, 1.0, 3.5, 2.0, 5.5, 12.0, 0.0, 0.0, 1.0, 0.0
546, Adam Flagler , OKC, 24, 1, 1, 0, 5.5, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 4.0, 10.0, 0.0, 0.0, 0.0, 0.0
546, Drew Peterson , BOS, 24, 1, 1, 0, 2.6, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 4.0, 0.0, 0.0, 1.0, 0.0
546, Henri Drell , CHI, 23, 1, 0, 1, 2.9, 0.0, 2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0
546, Izaiah Brockington , NOP, 24, 1, 1, 0, 3.4, 0.0, 0.0, 2.0, 4.0, 0.0, 3.0, 2.0, 8.0, 0.0, 1.0, 0.0, 0.0
546, Jalen Crutcher , NOP, 24, 1, 1, 0, 2.7, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0
546, Javonte Smart , PHI, 24, 1, 1, 0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
546, Kaiser Gates , NOP, 27, 1, 0, 1, 7.4, 0.0, 0.0, 0.0, 0.0, 3.0, 4.0, 0.0, 6.0, 0.0, 1.0, 0.0, 0.0
546, Malcolm Cazalon , DET, 22, 1, 0, 1, 2.6, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0
546, Markquis Nowell , TOR, 24, 1, 0, 1, 3.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 0.0, 1.0
546, Mason Jones , SAC, 25, 1, 0, 1, 13.0, 0.0, 0.0, 1.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0
546, Quenton Jackson , IND, 25, 1, 1, 0, 1.8, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0
546, Ron Harper Jr. , TOR, 23, 1, 1, 0, 3.7, 0.0, 0.0, 0.0, 0.0, 5.0, 5.0, 1.0, 10.0, 0.0, 0.0, 2.0, 0.0
